yprop/table4.oz246,yprop/table4.oz248,yprop/table4.oz250,yprop/table4.oz251
0.248627,0.0,0.132717,0.439528
0.562353,0.45,0.145483,0.514154
0.497255,0.4,0.315875,0.626093
0.580392,0.588,0.170235,0.45614
0.597176,0.375,0.367657,0.410651
0.0,0.0,0.0,0.987838
0.580392,0.357,0.260784,0.440563
0.641098,0.75,0.237374,0.52378
0.627451,0.545,0.185998,0.550639
0.470588,0.154,0.159841,0.553589
0.612863,0.5,0.34946,0.56839
0.777098,0.857,0.213122,0.659214
0.364235,0.0,0.326019,0.370957
0.666353,0.484,0.188651,0.516897
0.521098,0.5,0.13537,0.516172
0.521098,0.316,0.198764,0.461833
0.542588,0.296,0.174293,0.403405
0.470588,0.5,0.141426,0.517777
0.699451,0.667,0.040233,0.636702
0.542588,0.4,0.233129,0.391865
0.728471,0.452,0.381641,0.408994
0.562353,0.733,0.040233,0.574548
0.497255,0.4,0.13537,0.442685
0.654118,0.593,0.191772,0.590333
0.0,0.0,0.0,0.647881
0.470588,0.462,0.05328,0.546033
0.497255,0.25,0.106561,0.59468
0.580392,0.571,0.038923,0.554055
0.612863,0.462,0.126787,0.537132
0.364235,0.0,0.323054,0.358795
0.248627,0.0,0.19299,0.522434
0.313725,0.0,0.159841,0.212907
0.597176,0.462,0.142362,0.551829
0.248627,0.0,0.189244,0.535631
0.612863,0.44,0.217461,0.487916
0.497255,0.538,0.08209,0.49216
0.728471,0.629,0.254198,0.43161
0.156863,0.0,0.0,0.556849
0.497255,0.583,0.05328,0.51136
0.627451,0.6,0.040233,0.627232
0.156863,0.0,0.010113,0.556849
0.709647,0.71,0.050346,0.608963
0.580392,0.294,0.260784,0.466025
0.440314,0.214,0.19093,0.37401
0.542588,0.105,0.5417,0.467785
0.248627,0.0,0.05328,0.743673
0.0,0.0,0.0,0.34653
0.699451,0.731,0.13537,0.544067
0.248627,0.0,0.106561,0.406459
0.440314,0.353,0.086429,0.500957
0.440314,0.6,0.0,0.544481
0.641098,0.714,0.102566,0.566941
0.248627,0.0,0.160684,0.529059
0.562353,0.14,0.299551,0.620194
0.654118,0.75,0.241931,0.571443
0.745882,0.522,0.213122,0.672152
0.497255,0.375,0.242525,0.527661
0.470588,0.462,0.05328,0.48657
0.597176,0.423,0.16418,0.494178
0.497255,0.7,0.093514,0.383119
0.580392,0.632,0.09058,0.459608
0.497255,0.583,0.05328,0.493816
0.627451,0.52,0.126787,0.503131
0.440314,0.2,0.040452,0.446825
0.641098,0.483,0.267495,0.431869
0.597176,0.684,0.216524,0.500078
0.728471,0.828,0.275954,0.555659
0.580392,0.385,0.252076,0.541117
0.580392,0.423,0.295212,0.612845
0.156863,0.0,0.02881,0.315427
0.654118,0.571,0.281041,0.486053
0.823216,0.739,0.280542,0.493764
0.0,0.0,0.144048,0.399006
0.497255,0.3,0.158999,0.591523
0.440314,0.333,0.100693,0.359416
0.497255,0.188,0.144048,0.495058
0.248627,0.0,0.132717,0.290431
0.364235,0.273,0.141426,0.432283
0.677961,0.783,0.094294,0.599907
0.627451,0.722,0.089737,0.383222
0.248627,0.0,0.106561,0.355535
0.597176,0.65,0.0,0.691818
0.542588,0.75,0.05328,0.537546
0.612863,0.571,0.187028,0.461523
0.597176,0.667,0.0839,0.568286
0.612863,0.684,0.05328,0.606272
0.580392,0.462,0.049036,0.503234
0.156863,0.0,0.067389,0.51079
0.666353,0.696,0.254136,0.4712
0.612863,0.542,0.107778,0.622885
0.497255,0.095,0.32836,0.485949
0.597176,0.545,0.240027,0.649071
0.597176,0.44,0.329047,0.436164
0.641098,0.8,0.02881,0.662475
0.612863,0.414,0.203103,0.52761
0.470588,0.462,0.132249,0.538063
0.521098,0.5,0.106561,0.403819
0.612863,0.5,0.116674,0.512809
0.641098,0.889,0.040233,0.595353
0.470588,0.273,0.042574,0.370439
0.497255,0.353,0.05328,0.602546
0.248627,0.0,0.138741,0.617502
0.666353,0.696,0.187746,0.380324
0.641098,0.382,0.265965,0.445014
0.440314,0.4,0.0,0.590022
0.641098,0.714,0.169954,0.553848
0.699451,0.164,1.0,0.390364
0.542588,0.286,0.255259,0.517414
0.470588,0.5,0.0839,0.445635
0.497255,0.32,0.0,0.695699
0.627451,0.444,0.180817,0.580138
0.542588,0.381,0.1369,0.510324
0.641098,0.609,0.106561,0.596077
0.248627,0.0,0.152943,0.47001
0.542588,0.35,0.313784,0.500078
0.580392,0.522,0.067732,0.573772
0.542588,0.533,0.16418,0.458987
0.562353,0.333,0.19299,0.55747
0.580392,0.261,0.040452,0.566061
0.364235,0.1,0.08209,0.570098
0.562353,0.846,0.080467,0.500233
0.156863,0.0,0.0839,0.58169
0.580392,0.706,0.02881,0.617399
0.627451,0.419,0.231912,0.483414
0.440314,0.143,0.186185,0.35362
0.737255,0.489,0.364536,0.666925
0.612863,0.394,0.05328,0.74947
0.156863,0.0,0.074256,0.541169
0.156863,0.0,0.120388,0.445117
0.562353,0.917,0.0,0.601511
0.562353,0.5,0.23288,0.397092
0.823216,0.833,0.163556,0.619469
0.612863,0.765,0.05328,0.614397
0.654118,0.52,0.260253,0.56751
0.612863,0.5,0.023878,0.51995
0.737255,0.786,0.180817,0.557108
0.597176,0.571,0.05328,0.627284
0.542588,0.348,0.116674,0.592196
0.597176,0.647,0.175604,0.425917
0.719216,0.647,0.221331,0.650934
0.728471,0.923,0.106561,0.675206
0.440314,0.75,0.040233,0.45407
0.580392,0.75,0.094232,0.416861
0.562353,0.563,0.146482,0.449671
0.754039,0.615,0.169954,0.583812
0.641098,0.424,0.224452,0.605807
0.612863,0.636,0.0,0.660974
0.497255,0.429,0.17164,0.459194
0.156863,0.0,0.05328,0.541169
0.677961,0.708,0.106561,0.535735
0.497255,0.467,0.08209,0.593386
0.654118,0.56,0.185998,0.506391
0.627451,0.652,0.352581,0.642602
0.364235,0.105,0.1369,0.474978
0.562353,0.846,0.0,0.563991
0.641098,0.682,0.08209,0.51136
0.737255,0.767,0.204414,0.544429
0.612863,0.48,0.33145,0.461109
0.521098,0.4,0.131375,0.554521
0.156863,0.0,0.094669,0.294571
0.641098,0.464,0.329328,0.436009
0.542588,0.231,0.227574,0.581587
0.497255,0.4,0.082808,0.496766
0.542588,0.625,0.241931,0.535372
0.440314,0.429,0.278638,0.446566
0.612863,0.433,0.1109,0.510946
0.440314,0.308,0.116674,0.447808
0.521098,0.533,0.142799,0.477048
0.156863,0.0,0.038579,0.673705
0.580392,0.545,0.050346,0.575428
0.470588,0.24,0.08209,0.681778
0.612863,0.48,0.161527,0.633235
0.497255,0.273,0.16599,0.375563
0.597176,0.5,0.231912,0.462816
0.654118,0.75,0.106561,0.611085
0.470588,0.545,0.05328,0.441702
0.677961,0.679,0.050346,0.584951
0.364235,0.0,0.188651,0.673394
0.597176,0.684,0.080467,0.575635
0.497255,0.583,0.05328,0.338043
0.580392,0.273,0.370529,0.409822
0.709647,0.88,0.121481,0.628474
0.542588,0.444,0.16418,0.571392
0.627451,0.789,0.081247,0.580241
0.40549,0.211,0.092203,0.5229
0.777098,0.692,0.159841,0.714796
0.440314,0.667,0.0,0.564095
0.612863,0.52,0.063393,0.624903
0.562353,0.733,0.02881,0.53294
0.497255,0.4,0.166521,0.448585
0.580392,0.45,0.33994,0.468664
0.156863,0.0,0.063393,0.411272
0.156863,0.0,0.010113,0.452311
0.597176,0.5,0.1109,0.588314
0.597176,0.429,0.162588,0.586503
0.497255,0.636,0.05328,0.408115
0.580392,0.75,0.02881,0.55214
0.248627,0.0,0.13537,0.458728
0.597176,0.867,0.146794,0.501061
0.313725,0.0,0.217461,0.507168
0.0,0.0,0.0,0.548673
0.156863,0.0,0.05328,0.597009
0.521098,0.471,0.092203,0.464628
0.440314,0.316,0.067732,0.480464
0.597176,0.588,0.173606,0.45997
0.156863,0.0,0.08209,0.423071
0.688941,0.548,0.195643,0.571443
0.641098,0.583,0.145483,0.588987
0.156863,0.0,0.08209,0.582932
0.677961,0.692,0.05328,0.661388
0.677961,0.783,0.05328,0.647726
0.737255,0.759,0.297927,0.494385
0.612863,0.448,0.149822,0.546913
0.597176,0.364,0.226138,0.471666
0.627451,0.75,0.332324,0.517156
0.709647,0.5,0.19299,0.541324
0.641098,0.462,0.294244,0.534544
0.580392,0.647,0.266402,0.540392
0.641098,0.565,0.180817,0.531543
0.580392,0.588,0.345839,0.48745
0.364235,0.1,0.1109,0.549811
0.817098,0.593,0.233348,0.50841
0.542588,0.615,0.13537,0.513844
0.440314,0.353,0.0,0.643689
0.612863,0.524,0.235533,0.465352
0.497255,0.231,0.161527,0.633649
0.641098,0.714,0.169954,0.57931
0.542588,0.474,0.041014,0.560782
0.497255,0.333,0.130782,0.492988
0.845804,0.709,0.126787,0.730373
0.562353,0.556,0.276515,0.4904
0.688941,0.471,0.281728,0.544998
0.156863,0.0,0.063393,0.477928
0.791216,0.644,0.346869,0.475599
0.440314,0.333,0.145483,0.421622
0.728471,0.8,0.097853,0.538115
0.728471,0.774,0.078969,0.740361
0.728471,0.5,0.0,0.746675
0.612863,0.684,0.158562,0.476479
0.156863,0.0,0.08209,0.54091
0.580392,0.429,0.086429,0.488951
0.470588,0.5,0.08209,0.485846
0.677961,0.895,0.106561,0.58081
0.562353,0.476,0.216555,0.417689
0.654118,0.682,0.16418,0.528541
0.728471,0.767,0.162557,0.561921
0.666353,0.9,0.0,0.599079
0.470588,0.4,0.05328,0.552192
0.597176,0.667,0.28822,0.461626
0.497255,0.261,0.302578,0.41919
0.248627,0.0,0.18553,0.513844
0.654118,0.68,0.214807,0.535735
0.612863,0.632,0.09985,0.482275
0.580392,0.688,0.133747,0.408425
0.666353,0.667,0.160559,0.55095
0.580392,0.714,0.11967,0.478549
0.654118,0.593,0.092203,0.539202
0.754039,0.771,0.080467,0.588728
0.521098,0.533,0.181659,0.514154
0.156863,0.0,0.08209,0.553744
0.470588,0.4,0.096198,0.481447
0.497255,0.583,0.08209,0.460229
0.470588,0.273,0.132249,0.689748
0.0,0.0,0.086429,0.484863
0.248627,0.0,0.110275,0.447498
0.580392,0.55,0.139085,0.486001
0.521098,0.533,0.063393,0.549708
0.641098,0.56,0.106561,0.646742
0.313725,0.0,0.14514,0.364022
0.313725,0.0,0.228916,0.488226
0.248627,0.0,0.057619,0.494644
0.641098,0.5,0.126787,0.622471
0.497255,0.171,0.16418,0.750867
0.440314,0.214,0.188651,0.430471
0.156863,0.0,0.139709,0.354293
0.542588,0.4,0.1948,0.570771
0.666353,0.615,0.186497,0.543239
0.248627,0.0,0.106561,0.47591
0.156863,0.0,0.067389,0.49837
0.542588,0.375,0.146201,0.44993
0.597176,0.343,0.178632,0.532733
0.40549,0.273,0.16418,0.465197
0.580392,0.522,0.010113,0.615174
0.597176,0.765,0.041014,0.62335
0.470588,0.6,0.094294,0.425141
0.612863,0.545,0.13537,0.562904
0.641098,0.412,0.106561,0.711846
0.654118,0.481,0.297771,0.513067
0.654118,0.406,0.271958,0.476427
0.440314,0.6,0.02881,0.493919
0.521098,0.5,0.188651,0.497024
0.81098,0.333,0.623572,0.486053
0.627451,0.591,0.146794,0.437924
0.627451,0.542,0.221799,0.589091
0.791216,0.433,0.48508,0.561766
0.521098,0.353,0.301923,0.366299
0.627451,0.7,0.162557,0.508617
0.562353,0.308,0.298708,0.458987
0.654118,0.552,0.295212,0.670341
0.156863,0.0,0.05328,0.521192
0.627451,0.833,0.02881,0.489054
0.542588,0.667,0.148511,0.515086
0.627451,0.342,0.19299,0.599907
0.440314,0.4,0.0,0.409253
0.156863,0.0,0.063393,0.489054
0.364235,0.105,0.232412,0.56544
0.562353,0.125,0.571696,0.419293
0.627451,0.833,0.0,0.536873
0.562353,0.375,0.179474,0.254205
0.677961,0.419,0.071228,0.816229
0.745882,0.743,0.0,0.758992
0.542588,0.421,0.215775,0.578068
0.521098,0.375,0.185998,0.494281
0.470588,0.7,0.080467,0.487243
0.654118,0.577,0.106561,0.517414
0.709647,0.815,0.0,0.634943
0.470588,0.316,0.063393,0.517932
0.521098,0.471,0.100162,0.484914
0.580392,0.476,0.116674,0.563784
0.156863,0.0,0.0839,0.232417
0.470588,0.429,0.057619,0.509496
0.666353,0.696,0.175604,0.431765
0.542588,0.194,0.37031,0.411996
0.562353,0.458,0.02881,0.703928
0.470588,0.462,0.271178,0.510014
0.612863,0.737,0.162495,0.429747
0.654118,0.85,0.121481,0.541013
0.597176,0.48,0.063393,0.414014
0.470588,0.778,0.080467,0.429488
0.580392,0.625,0.094294,0.526212
0.597176,0.448,0.020226,0.683641
0.497255,0.467,0.05328,0.52202
0.542588,0.714,0.040233,0.514154
0.597176,0.448,0.125351,0.568079
0.497255,0.438,0.05328,0.634322
0.497255,0.583,0.05328,0.549708
0.497255,0.316,0.107279,0.332609
0.666353,0.667,0.104407,0.531957
0.440314,0.3,0.115238,0.555349
0.597176,0.75,0.05328,0.586348
0.156863,0.0,0.217211,0.40237
0.364235,0.0,0.283882,0.427315
0.364235,0.0,0.443598,0.435957
0.364235,0.0,0.367283,0.477203
0.470588,0.286,0.1109,0.56425
0.364235,0.0,0.239278,0.325053
0.521098,0.375,0.222767,0.5155
0.313725,0.0,0.232412,0.390053
0.440314,0.545,0.0,0.540496
0.521098,0.4,0.188651,0.631268
0.497255,0.261,0.073506,0.538219
0.542588,0.5,0.092203,0.462661
0.840471,0.691,0.187028,0.609067
0.580392,0.267,0.24627,0.477773
0.580392,0.5,0.171172,0.561093
0.542588,0.438,0.259973,0.478342
0.470588,0.333,0.092203,0.580086
0.364235,0.0,0.05328,0.441702
0.910902,0.797,0.483863,0.542462
0.754039,0.742,0.235533,0.588573
0.699451,0.952,0.133747,0.536666
0.497255,0.333,0.161527,0.520157
0.86149,0.576,0.461077,0.471718
0.597176,0.6,0.08209,0.579672
0.666353,0.536,0.211905,0.510117
0.156863,0.0,0.05328,0.582932
0.248627,0.0,0.156346,0.396108
0.580392,0.478,0.08209,0.660301
0.0,0.0,0.057619,0.563215
0.612863,0.481,0.084556,0.337836
0.641098,0.8,0.080467,0.479222
0.562353,0.588,0.08209,0.550743
0.627451,0.419,0.126787,0.567044
0.440314,0.667,0.080467,0.391295
0.762039,0.818,0.122323,0.586814
0.677961,0.76,0.175604,0.553848
0.597176,0.524,0.24858,0.470269
0.597176,0.667,0.140396,0.546447
0.521098,0.571,0.179131,0.483362
0.521098,0.304,0.106561,0.527506
0.542588,0.75,0.05328,0.54536
0.597176,0.571,0.103065,0.599079
0.677961,0.441,0.213122,0.460125
0.654118,0.739,0.057619,0.450448
0.542588,0.533,0.239278,0.425089
0.562353,0.733,0.080467,0.54681
0.627451,0.619,0.13537,0.575791
0.641098,0.583,0.120326,0.582932
0.754039,0.735,0.16418,0.525333
0.709647,0.625,0.16418,0.572841
0.497255,0.5,0.05328,0.578896
0.248627,0.0,0.16418,0.547431
0.597176,0.435,0.28822,0.433473
0.612863,0.684,0.1109,0.592144
0.654118,0.8,0.093514,0.503338
0.497255,0.583,0.08209,0.446359
0.470588,0.545,0.100162,0.438286
0.156863,0.0,0.05328,0.401646
0.497255,0.545,0.132717,0.461988
0.641098,0.35,0.223329,0.525177
0.470588,0.353,0.05328,0.554107
0.156863,0.0,0.139709,0.478135
0.580392,0.688,0.177664,0.470476
0.0,0.0,0.0,0.594007
0.156863,0.0,0.05328,0.44491
0.562353,0.5,0.194581,0.462713
0.666353,0.889,0.106561,0.584278
0.728471,0.793,0.093514,0.47296
0.497255,0.375,0.183064,0.407287
0.677961,0.486,0.131126,0.640273
0.699451,0.769,0.134528,0.624592
0.688941,0.75,0.147575,0.534182
0.597176,0.667,0.05328,0.553175
0.709647,0.559,0.375679,0.496714
0.470588,0.545,0.0839,0.455105
0.440314,0.0,0.676259,0.481085
0.666353,0.577,0.295805,0.535217
0.719216,0.677,0.40015,0.478549
0.440314,0.3,0.057619,0.353775
0.709647,0.7,0.150509,0.543808
0.709647,0.618,0.164274,0.624799
0.542588,0.444,0.127536,0.480826
0.677961,0.654,0.156907,0.403819
0.654118,0.64,0.1109,0.501734
0.562353,0.45,0.156346,0.488589
0.497255,0.444,0.064111,0.56632
0.470588,0.429,0.122323,0.495006
0.709647,0.513,0.252887,0.565285
0.82902,0.95,0.213122,0.785696
0.440314,0.333,0.106561,0.458314
0.156863,0.0,0.132249,0.422864
0.612863,0.44,0.222767,0.43368
0.497255,0.545,0.138741,0.603374
0.580392,0.364,0.344154,0.459556
0.580392,0.5,0.124664,0.54417
0.440314,0.214,0.176072,0.363401
0.470588,0.462,0.05328,0.522538
0.562353,0.286,0.267245,0.513378
0.654118,0.517,0.183064,0.579931
0.497255,0.308,0.067732,0.570926
0.627451,0.56,0.142362,0.537701
0.470588,0.5,0.0,0.555504
0.521098,0.467,0.163556,0.495679
0.597176,0.684,0.0,0.596491
0.0,0.0,0.0,0.579465
0.470588,0.121,0.13537,0.584899
0.562353,0.409,0.126787,0.507633
0.597176,0.5,0.297303,0.542566
0.0,0.0,0.0,0.64017
0.677961,0.607,0.302048,0.542359
0.542588,0.304,0.231225,0.404596
0.562353,0.625,0.188651,0.528955
0.0,0.0,0.0,0.478187
0.728471,0.321,0.445034,0.617968
0.654118,0.516,0.181285,0.53294
0.737255,0.742,0.264498,0.691145
0.597176,0.706,0.063393,0.589298
0.440314,0.25,0.316842,0.41122
0.597176,0.632,0.266402,0.448429
0.627451,0.667,0.151133,0.474253
0.40549,0.0,0.380798,0.372458
0.497255,0.727,0.106561,0.543135
0.627451,0.52,0.153443,0.639859
0.677961,0.739,0.213184,0.521658
0.580392,0.357,0.223235,0.553848
0.0,0.0,0.0,0.696579
0.497255,0.471,0.088208,0.503959
0.597176,0.722,0.14951,0.509393
0.728471,0.688,0.156907,0.559023
0.248627,0.0,0.16418,0.458728
0.597176,0.522,0.179131,0.67267
0.580392,0.786,0.172327,0.411375
0.542588,0.615,0.148511,0.537494
0.654118,0.367,0.319683,0.480981
0.521098,0.24,0.274799,0.281892
0.313725,0.0,0.396748,0.408115
0.0,0.0,0.0,0.469441
0.612863,0.48,0.18553,0.579724
0.612863,0.545,0.146794,0.466698
0.580392,0.5,0.057619,0.322621
0.612863,0.667,0.0,0.673498
0.521098,0.333,0.20613,0.487347
0.612863,0.478,0.198764,0.57931
0.580392,0.579,0.133747,0.493919
0.709647,0.45,0.299551,0.596646
0.597176,0.813,0.187028,0.440304
0.654118,0.333,0.243461,0.520623
0.580392,0.414,0.049036,0.572996
0.666353,0.773,0.133747,0.357243
0.497255,0.533,0.078969,0.651814
0.699451,0.76,0.106561,0.578844
0.0,0.0,0.057619,0.534596
0.597176,0.367,0.21334,0.422916
0.364235,0.0,0.255072,0.372302
0.597176,0.6,0.093514,0.579361
0.688941,0.567,0.297927,0.472753
0.728471,0.444,0.172857,0.206645
0.470588,0.462,0.128972,0.52378
0.627451,0.387,0.188651,0.562439
0.470588,0.462,0.276796,0.459918
0.248627,0.0,0.08209,0.77193
0.762039,0.875,0.0,0.710707
0.784314,0.545,0.256758,0.741862
0.156863,0.0,0.141519,0.58169
0.40549,0.133,0.209626,0.414325
0.699451,0.559,0.116674,0.501578
0.562353,0.455,0.180723,0.453812
0.641098,0.485,0.0,0.694768
0.497255,0.273,0.126787,0.525229
0.521098,0.615,0.133747,0.400455
0.709647,0.724,0.074443,0.665476
0.641098,0.75,0.188651,0.558919
0.627451,0.56,0.05328,0.693681
0.597176,0.55,0.348492,0.515034
0.762039,0.558,0.400556,0.537805
0.497255,0.162,0.149822,0.336335
0.597176,0.5,0.179131,0.698701
0.597176,0.545,0.142737,0.430885
0.597176,0.6,0.141519,0.581328
0.597176,0.364,0.226138,0.489365
0.542588,0.3,0.239278,0.447705
0.728471,0.71,0.203789,0.587849
0.666353,0.244,0.644766,0.417275
0.562353,0.588,0.128972,0.466853
0.521098,0.571,0.230695,0.43337
0.627451,0.481,0.149822,0.588935
0.612863,0.722,0.05328,0.516328
0.666353,0.5,0.226887,0.488382
0.497255,0.333,0.030339,0.398644
0.784314,0.7,0.305918,0.677742
0.470588,0.15,0.229353,0.387517
0.542588,0.25,0.303889,0.511774
0.521098,0.533,0.23881,0.528438
0.521098,0.269,0.176322,0.44755
0.313725,0.105,0.053998,0.471304
0.580392,0.769,0.213122,0.461574
0.688941,0.586,0.302048,0.400145
0.627451,0.5,0.190336,0.528645
0.762039,0.578,0.377302,0.556539
0.597176,0.474,0.3106,0.279874
0.0,0.0,0.0,0.608084
0.612863,0.6,0.148511,0.589142
0.709647,0.714,0.145483,0.606324
0.497255,0.364,0.0,0.663872
0.542588,0.4,0.204414,0.516121
0.156863,0.0,0.114239,0.505667
0.666353,0.556,0.323397,0.548931
0.762039,0.261,0.630876,0.368576
0.597176,0.591,0.086429,0.498422
0.580392,0.343,0.230476,0.465921
0.156863,0.0,0.157781,0.31786
0.542588,0.5,0.223235,0.554624
0.580392,0.579,0.114489,0.582622
0.440314,0.25,0.181004,0.366144
0.364235,0.1,0.13537,0.570098
0.156863,0.0,0.08209,0.603892
0.542588,0.529,0.092203,0.539357
0.641098,0.556,0.145764,0.575169
0.364235,0.25,0.05328,0.428039
0.440314,0.136,0.27508,0.44667
0.248627,0.0,0.16418,0.440408
0.699451,0.833,0.067045,0.63044
0.580392,0.375,0.227574,0.437251
0.521098,0.188,0.198764,0.683538
0.40549,0.267,0.191772,0.385551
0.745882,0.688,0.270741,0.504063
0.156863,0.0,0.05328,0.445117
0.0,0.0,0.0,0.324329
0.709647,0.69,0.13537,0.684625
0.248627,0.0,0.223609,0.490297
0.688941,0.667,0.377302,0.588004
0.40549,0.143,0.094294,0.600373
0.677961,0.818,0.094294,0.629302
0.497255,0.5,0.132717,0.420173
0.542588,0.188,0.270741,0.507478
0.364235,0.0,0.265185,0.381618
0.666353,0.533,0.165959,0.581017
0.654118,0.485,0.103627,0.654712
0.728471,0.462,0.15569,0.517828
0.580392,0.391,0.322742,0.371733
0.666353,0.371,0.462763,0.47239
0.470588,0.043,0.382827,0.453553
0.654118,0.483,0.23881,0.531698
0.497255,0.4,0.195331,0.454743
0.612863,0.667,0.175604,0.565285
0.40549,0.118,0.106561,0.496507
0.0,0.0,0.02881,0.565906
0.497255,0.429,0.153443,0.467733
0.666353,0.692,0.040233,0.691352
0.497255,0.3,0.100162,0.59706
0.627451,0.667,0.05328,0.373286
0.654118,0.8,0.188651,0.570822
0.0,0.0,0.02881,0.672773
0.654118,0.571,0.197328,0.434819
0.562353,0.786,0.0,0.518398
0.597176,0.571,0.063393,0.593904
0.677961,0.792,0.094232,0.58081
0.654118,0.533,0.226138,0.520882
0.497255,0.727,0.106561,0.484035
0.754039,0.743,0.268837,0.636599
0.248627,0.0,0.13537,0.410288
0.754039,0.813,0.322086,0.548103
0.248627,0.0,0.106561,0.250116
0.440314,0.353,0.02881,0.585158
0.654118,0.739,0.057619,0.450448
0.156863,0.0,0.08209,0.55333
0.521098,0.462,0.204694,0.418879
0.470588,0.375,0.08209,0.553589
0.542588,0.188,0.385979,0.475858
0.627451,0.441,0.089082,0.714796
0.580392,0.474,0.198764,0.476686
0.597176,0.522,0.05328,0.639704
0.440314,0.3,0.106561,0.422398
0.521098,0.438,0.163556,0.510738
0.612863,0.684,0.08209,0.585002
0.156863,0.0,0.0839,0.442633
0.777098,0.879,0.067045,0.688868
0.470588,0.462,0.05328,0.508668
0.440314,0.154,0.057619,0.834084
0.248627,0.0,0.106561,0.434301
0.364235,0.143,0.172888,0.324587
0.497255,0.444,0.104345,0.388087
0.470588,0.316,0.189244,0.568183
0.248627,0.0,0.100162,0.439528
0.562353,0.563,0.156346,0.478549
0.521098,0.368,0.228323,0.381514
0.521098,0.353,0.23597,0.468199
0.248627,0.0,0.106561,0.459866
0.497255,0.429,0.18553,0.446722
0.440314,0.545,0.010113,0.466956
0.86651,0.492,0.800487,0.361072
0.654118,0.583,0.321368,0.523211
0.597176,0.455,0.287377,0.41919
0.497255,0.467,0.151133,0.452
0.440314,0.455,0.013765,0.346375
0.248627,0.0,0.106561,0.391865
0.627451,0.636,0.190742,0.444962
0.737255,0.8,0.05328,0.642964
0.542588,0.421,0.186716,0.475496
0.677961,0.704,0.059398,0.601563
0.627451,0.667,0.092203,0.48657
0.313725,0.0,0.180817,0.405838
0.440314,0.333,0.02881,0.643689
0.470588,0.3,0.131126,0.540289
0.497255,0.571,0.089519,0.524504
0.497255,0.222,0.16599,0.635098
0.688941,0.643,0.077158,0.665787
0.470588,0.261,0.086429,0.587797
0.654118,0.459,0.155596,0.537339
0.440314,0.5,0.0,0.614035
0.612863,0.379,0.22183,0.417171
0.728471,0.767,0.122323,0.620918
0.364235,0.2,0.107279,0.390778
0.0,0.0,0.0,0.674326
0.580392,0.343,0.154161,0.536563
0.440314,0.462,0.050346,0.480412
0.627451,0.423,0.278201,0.463023
0.521098,0.571,0.188651,0.486415
0.562353,0.367,0.038923,0.65849
0.627451,0.636,0.073506,0.546602
0.627451,0.316,0.285193,0.500285
0.364235,0.08,0.13537,0.38317
0.248627,0.2,0.106561,0.485432
0.497255,0.308,0.262688,0.208612
0.562353,0.476,0.136088,0.542359
0.156863,0.0,0.02881,0.676862
0.769725,0.771,0.13537,0.521089
0.521098,0.583,0.106561,0.479222
0.737255,0.34,0.54401,0.335973
0.440314,0.333,0.02881,0.49454
0.364235,0.0,0.188651,0.479325
0.313725,0.167,0.121013,0.410288
0.719216,0.636,0.387072,0.542773
0.521098,0.5,0.08209,0.510014
0.597176,0.571,0.05328,0.619676
0.521098,0.615,0.074256,0.418569
0.580392,0.48,0.0,0.631061
0.248627,0.0,0.18553,0.492315
0.497255,0.615,0.0,0.331884
0.719216,0.917,0.05328,0.63546
0.580392,0.391,0.364005,0.459504
0.666353,0.762,0.089737,0.528075
0.641098,0.359,0.434921,0.545464
0.654118,0.459,0.207348,0.708327
0.597176,0.8,0.08209,0.568701
0.248627,0.0,0.106561,0.406252
0.728471,0.636,0.185998,0.450137
0.497255,0.4,0.106561,0.51286
0.719216,0.793,0.082028,0.509445
0.666353,0.692,0.146794,0.516483
0.666353,0.8,0.106561,0.499198
0.627451,0.667,0.368625,0.439839
0.0,0.0,0.02881,0.533872
0.470588,0.114,0.219271,0.610723
0.562353,0.563,0.213122,0.476789
0.497255,0.438,0.08209,0.620918
0.440314,0.286,0.057619,0.562283
0.641098,0.519,0.13537,0.6455
0.40549,0.091,0.198764,0.387569
0.580392,0.786,0.159841,0.501061
0.641098,0.375,0.223235,0.494851
0.627451,0.609,0.179943,0.499871
0.440314,0.5,0.02881,0.528438
0.769725,0.718,0.280542,0.428194
0.521098,0.368,0.262001,0.411168
0.627451,0.52,0.106561,0.574704
0.580392,0.625,0.106561,0.582156
0.497255,0.35,0.08209,0.589919
0.641098,0.714,0.084369,0.641101
0.521098,0.222,0.188651,0.561507
0.40549,0.167,0.161246,0.337215
0.0,0.0,0.0,0.584899
0.156863,0.0,0.05328,0.422864
0.248627,0.0,0.106561,0.446773
0.580392,0.343,0.18297,0.486933
0.364235,0.0,0.159841,0.44905
0.654118,0.708,0.069823,0.598251
0.440314,0.4,0.020226,0.558298
0.627451,0.765,0.13537,0.519278
0.440314,0.333,0.010113,0.637272
0.470588,0.4,0.139085,0.516638
0.580392,0.526,0.270741,0.449257
0.156863,0.0,0.063393,0.478859
0.709647,0.7,0.131875,0.598458
0.580392,0.48,0.010113,0.656265
0.542588,0.5,0.249391,0.442374
0.627451,0.778,0.219801,0.573927
0.641098,0.583,0.174605,0.518657
0.248627,0.0,0.123135,0.352585
0.364235,0.25,0.232412,0.393055
0.156863,0.0,0.092203,0.525125
0.699451,0.606,0.092203,0.593024
0.580392,0.474,0.221955,0.379185
0.248627,0.0,0.155253,0.41624
0.666353,0.773,0.05328,0.667081
0.497255,0.667,0.02881,0.584433
0.791216,0.879,0.159841,0.644983
