V19,V24,V25,V26,V3,V4,V5,V6,V7,V8,V9
1.0,0.9031,0.0,-0.1336,1973168,1973176,59,8,8,6543,93
0.8571,1.0414,-0.0833,-0.093,2093622,2093633,93,14,11,10797,91
0.8182,1.0792,0.25,-0.0054,15184,15196,84,11,12,10694,102
0.9444,0.9031,-0.5294,0.0979,34172,34180,76,18,8,10680,130
0.625,1.0414,0.0909,0.1207,71777,71788,63,16,12,9037,136
0.9,0.9031,-0.1111,-0.1995,1204128,1204136,52,10,8,5328,83
1.0,1.0,-0.1667,-0.1677,1286481,1286491,84,12,10,8949,84
0.7143,1.2553,0.4444,-0.1753,1608591,1608609,121,14,18,12773,91
0.8182,0.9542,0.0,-0.1442,1664446,1664455,61,11,9,6682,92
0.8,1.0414,-0.0833,-0.1494,1975680,1975691,75,15,11,8166,89
0.6429,1.0,0.1,-0.1807,2702154,2702164,72,14,10,7551,82
0.8182,0.9542,0.0,-0.0617,10343919,10343928,50,11,9,6005,112
0.7692,1.0792,0.1667,-0.1439,10391495,10391507,88,13,12,9643,91
0.9333,1.0792,-0.1429,-0.0965,10507433,10507445,107,15,12,12374,104
0.6471,1.2305,0.3529,-0.213,564704,564721,147,17,17,14809,78
0.7778,1.1761,0.5333,-0.0729,1264388,1264403,84,9,15,9968,107
1.0,0.8451,0.1429,-0.1809,1362991,1362998,32,6,7,3355,98
1.0,1.0,-0.0909,-0.1326,1759941,1759951,62,11,10,6884,93
0.3226,1.6021,0.75,-0.1453,393428,393468,273,31,40,29865,93
0.4627,1.7324,0.4259,-0.2217,3889348,3889402,1176,67,60,117153,56
0.4479,1.9685,0.5376,-0.153,3928519,3928612,2400,96,95,260185,69
0.7222,1.2553,0.2778,-0.1422,3980510,3980528,177,18,18,19435,91
0.7,1.0,0.3,-0.1563,4022585,4022595,61,10,10,6588,91
0.8421,1.3222,0.2381,-0.011,4349724,4349745,220,19,21,27851,115
0.8182,1.0,0.1,-0.1382,455871,455881,67,11,10,7391,96
0.3077,1.6335,0.7209,0.0192,228293,228336,341,39,43,44484,121
0.75,1.1461,0.5714,-0.087,281944,281958,57,8,14,6661,110
0.75,1.0792,0.25,-0.1078,603596,603608,80,12,12,9136,100
0.8,1.0414,-0.0833,-0.1652,1279980,1279991,111,15,11,11861,84
0.7857,1.0414,0.0,-0.1919,135392,135403,98,14,11,10137,84
0.8,1.301,0.4,-0.0745,2613103,2613123,168,15,20,19901,105
0.5833,1.3979,0.44,-0.112,2794886,2794911,172,24,25,19549,105
0.5,1.7076,0.549,-0.1538,2820561,2820612,631,46,51,68349,91
0.5306,1.7559,0.5439,-0.1875,2839568,2839625,1015,49,59,105560,76
0.4386,1.6721,0.4681,-0.1629,3458746,3458793,561,57,50,60112,61
0.8686,1.5563,-0.9319,-0.0768,3544454,3544490,8391,609,343,991612,103
0.3692,1.3802,0.0,-0.0862,4680348,4680372,158,65,39,18480,111
0.6154,1.1461,0.4286,-0.2738,7851,7865,60,13,14,5577,86
0.7,1.0,0.3,-0.2125,783146,783156,51,10,10,5141,93
0.6471,1.0414,0.0,-0.2,87916,87927,90,17,11,9216,85
0.3158,1.4771,0.6,-0.1187,424082,424112,212,38,32,23916,90
0.2667,1.4624,0.4483,-0.0628,534066,534095,217,60,39,26032,108
0.4706,1.2305,0.5294,-0.0263,639490,639507,81,17,17,10095,113
0.4,1.6233,0.7143,-0.1055,697863,697905,239,30,43,27364,100
0.8667,1.0,-0.2308,-0.0294,724192,724202,59,15,11,7330,112
0.7778,1.0792,0.4167,-0.038,852041,852053,63,9,12,7758,115
0.3571,1.5911,0.7436,-0.0818,950109,950148,215,28,39,25269,105
0.6168,1.1139,-0.803,0.0353,189519,189532,350,107,39,46379,125
0.6364,0.9542,-0.6786,0.0047,288152,288161,112,44,16,14403,120
0.6154,1.1461,-0.4167,0.0325,356611,356625,170,39,20,22467,123
0.4828,1.1761,-0.4643,0.0016,373946,373961,153,58,29,19616,118
0.5116,1.0792,-0.4545,-0.0012,395408,395420,140,43,13,17898,118
0.6604,1.1461,-0.6,0.0021,413476,413490,168,53,30,21548,120
0.6719,1.1761,-0.6512,-0.0008,505112,505127,226,64,33,28906,120
0.8125,1.0792,-0.5385,0.0043,530471,530483,116,32,19,14912,121
0.7222,1.0414,-0.1539,-0.1384,551913,551924,104,18,12,11469,97
0.6471,1.301,0.45,-0.2063,574196,574216,156,17,20,15848,74
0.32,1.2787,0.1579,0.0014,594752,594771,136,50,27,17433,119
0.3636,1.6532,0.7333,-0.2346,618457,618502,377,33,45,36933,59
0.44,1.4914,0.6452,-0.2321,2287245,2287276,224,25,31,22017,77
0.6111,1.301,0.45,-0.1892,3626796,3626816,163,18,20,16916,83
0.8571,1.2305,0.2941,-0.1162,2294295,2294312,172,14,18,19457,91
0.4048,1.2553,0.0556,-0.0358,1545468,1545486,184,42,22,22708,115
0.6667,1.4314,0.2593,-0.1262,820681,820708,304,30,28,34001,85
0.6364,1.2553,0.2222,-0.106,324225,324243,140,22,19,16020,105
0.9048,1.2787,0.0,-0.1248,337093,337112,262,21,19,29349,88
0.7778,1.2305,-0.1905,-0.1162,350893,350910,261,27,17,29526,88
0.5909,1.1139,0.0,-0.1027,521912,521925,101,22,13,11601,108
0.6471,1.2787,0.4211,-0.1436,261713,261732,144,17,19,15785,88
0.8421,1.0,-0.375,-0.1801,409908,409918,116,19,10,12174,82
0.6389,1.5315,0.3235,-0.1826,61614,61648,563,36,34,58906,83
0.3413,1.9956,0.2828,-0.175,148364,148463,3187,208,198,336567,87
0.65,1.3424,0.4091,-0.1984,365205,365227,210,20,22,21547,70
0.8461,1.1461,0.2143,-0.122,657566,657580,112,13,14,12587,86
0.6429,1.1761,0.4,-0.2159,877413,877428,114,14,15,11442,81
0.3488,1.716,0.7115,-0.1551,1119116,1119168,446,43,52,48231,96
0.8,1.2041,0.25,-0.1788,849219,849235,139,15,16,14610,71
0.9375,1.2305,0.1177,-0.2418,33720,33737,178,16,17,17274,69
0.8824,1.1461,-0.0667,-0.1312,125813,125827,128,17,15,14234,87
0.6346,1.3617,-0.303,-0.0774,274608,274631,460,52,41,54324,103
0.6667,1.1461,0.2857,-0.1631,398801,398815,112,15,14,11998,87
0.8,1.0414,-0.0833,-0.2826,547500,547511,102,15,11,9367,77
0.7083,1.301,0.15,-0.343,625496,625516,260,24,20,21865,52
0.75,1.1139,0.0769,-0.2518,662867,662880,106,16,14,10152,73
0.85,1.2041,-0.0588,-0.2279,677184,677200,178,20,16,17592,50
0.4057,1.5682,-0.1395,0.0445,712491,712528,561,106,62,75006,120
0.6571,1.1461,-0.3913,-0.1964,769086,769100,186,35,18,19132,87
0.7273,1.2041,0.0,0.0128,784148,784164,131,22,17,16983,118
0.4394,2.1399,0.3696,-0.157,815573,815711,3234,198,207,348957,75
0.22,2.017,-0.3333,0.0166,830128,830232,4663,709,425,606744,115
0.2656,1.8573,0.2917,0.0188,841077,841149,1095,192,134,142791,117
0.5783,1.3424,-0.5417,-0.1203,884609,884631,505,83,41,56864,97
0.7069,1.5315,-0.1707,-0.1405,906500,906534,571,58,43,62823,73
0.2913,1.7708,0.4915,0.034,921071,921130,790,103,83,104560,119
0.4868,1.7404,0.3273,-0.1339,939291,939346,903,76,83,100112,91
0.7273,1.4314,-0.1563,-0.2465,961065,961092,551,44,27,53142,56
0.4203,1.4472,-0.0345,-0.1139,1008474,1008502,328,69,41,37200,101
0.7742,1.301,-0.1667,-0.0861,1022956,1022976,270,31,25,31583,95
0.5122,1.4472,0.25,0.0328,1044255,1044283,210,41,29,27761,119
0.64,1.301,0.2,-0.2056,1349016,1349036,231,25,20,23488,65
0.8333,1.0,-0.3333,-0.1811,75224,75234,109,18,11,11425,71
0.7308,1.301,0.05,-0.1094,96205,96225,254,26,20,28955,89
0.8,1.0414,-0.0833,-0.2359,172100,172111,105,15,11,10269,59
0.8824,1.2041,0.0625,-0.2203,238390,238406,166,17,16,16566,61
0.9333,1.0792,-0.1429,-0.215,290640,290652,125,15,12,12560,61
0.6154,1.4771,0.2,-0.1822,310567,310597,335,39,31,35066,82
0.9167,1.0792,0.0833,-0.1127,334988,335000,101,12,12,11471,81
1.0,1.0792,-0.2,-0.1986,433186,433198,143,15,12,14669,61
0.8235,1.0414,-0.2143,-0.1791,507537,507548,114,17,11,11979,67
0.8125,1.0414,-0.1539,-0.1555,532545,532556,110,16,11,11890,75
0.8571,1.0792,0.0,-0.1733,563227,563239,114,14,12,12063,79
0.9333,1.0792,-0.1429,-0.2145,621518,621530,115,15,12,11562,68
0.7647,1.1139,0.0,-0.1724,643180,643193,124,17,13,13135,81
0.8667,1.0414,-0.1539,-0.1928,699354,699365,114,15,11,11778,71
0.8125,1.1761,0.1333,-0.1832,778450,778465,132,16,15,13800,68
0.4595,1.5051,0.4688,-0.0698,850713,850745,282,37,33,33577,61
0.8571,1.1461,0.1429,-0.2471,1569522,1569536,125,14,14,12047,73
0.72,1.3617,0.2174,-0.282,1720569,1720592,263,25,23,24172,59
0.375,1.5051,0.7188,-0.2268,1928741,1928773,192,24,32,19002,82
0.7222,1.1139,0.0,-0.1797,1955642,1955655,121,18,14,12705,65
1.0,1.301,0.1,-0.3027,2051872,2051892,248,18,20,22134,53
0.7059,1.1461,0.1429,-0.2257,2083961,2083975,108,17,14,10704,69
0.8235,1.0792,-0.1429,-0.3128,2115318,2115330,115,17,12,10115,67
0.7333,1.4314,0.1852,-0.2745,3353146,3353173,408,30,27,37889,57
0.8649,1.3617,-0.2813,-0.0968,49572,49595,463,37,24,53525,97
0.75,1.301,0.55,-0.093,340224,340244,121,12,20,14047,97
0.5,1.1761,0.4667,-0.056,726664,726679,75,16,15,9062,104
0.6667,1.2305,0.5294,-0.0416,801872,801889,65,12,17,7974,113
0.9286,1.0414,-0.1539,-0.1921,55732,55743,108,14,11,11169,77
0.5625,1.3222,0.5714,-0.1263,964339,964360,133,16,21,14874,105
0.381,1.2787,0.5789,-0.0981,1225386,1225405,63,21,19,7273,107
0.8,1.0,0.2,-0.0833,1281918,1281928,50,10,10,5867,105
0.5385,1.1761,0.5333,-0.0786,1331507,1331522,62,13,15,7312,109
0.6296,1.2305,0.0,-0.1705,185445,185462,204,27,21,21661,98
0.7097,1.0792,-0.4545,-0.1981,534067,534079,104,31,17,10675,89
0.7391,1.2553,0.0556,-0.2432,571986,572004,196,23,18,18986,82
0.6867,1.0792,-0.7895,-0.004,1171429,1171441,181,83,34,23075,113
0.6042,1.2553,-0.3793,-0.0124,1312199,1312217,129,48,35,16308,112
0.5641,1.1139,-0.4091,-0.1805,1446060,1446073,143,39,24,15000,93
0.5686,1.0414,-0.6207,-0.011,1593586,1593597,126,51,36,15951,112
0.9688,0.7782,-0.8065,-0.0125,1775809,1775815,110,32,17,13904,111
0.8125,1.0792,-0.0769,-0.2019,2506147,2506159,101,16,12,10318,74
0.6053,1.2305,-0.2609,-0.2409,2685547,2685564,181,38,25,17588,82
0.7097,1.2041,-0.2727,-0.248,2750749,2750765,122,31,23,11743,82
0.7083,1.1139,-0.2353,-0.2109,2783339,2783352,105,24,15,10605,90
0.525,1.1761,-0.2857,-0.2663,2993390,2993405,113,40,21,10613,82
0.6667,1.1761,-0.1667,-0.2492,3029617,3029632,155,27,17,14896,83
0.6667,1.0,-0.4444,-0.2599,3120281,3120291,107,27,11,10136,81
0.4688,1.3222,0.2857,-0.1825,3134228,3134249,118,32,21,12348,78
0.7308,1.2553,-0.0526,-0.2495,3160062,3160080,147,26,24,14121,85
0.5349,1.301,-0.1304,-0.2394,3203535,3203555,147,43,30,14312,84
0.7143,1.0,-0.3333,-0.2348,3232524,3232534,105,21,12,10284,85
0.7407,1.1461,-0.3,-0.256,3257887,3257901,102,27,15,9714,84
0.5454,1.3222,-0.125,-0.2409,3326735,3326756,161,44,39,15643,85
0.6136,1.2553,-0.3333,-0.2171,3373856,3373874,168,44,26,16835,86
0.6897,1.2041,-0.2,-0.2623,3402848,3402864,125,29,20,11804,81
0.75,1.0792,-0.4286,-0.2661,3420976,3420988,118,28,16,11084,82
0.6842,1.3617,-0.1154,-0.2415,3522485,3522508,196,38,27,19028,84
0.3636,1.5563,0.5556,-0.2489,3632953,3632989,308,44,44,29612,82
0.7174,1.301,-0.3939,-0.1004,3744532,3744552,274,46,29,31551,101
0.525,1.2305,-0.1905,-0.2387,3787187,3787204,129,40,24,12571,84
0.5714,1.2787,0.1579,-0.1038,3814057,3814076,194,28,23,22254,101
0.5278,1.301,-0.4737,-0.065,3967177,3967197,313,72,35,37460,106
0.5806,1.301,0.1,-0.0891,3981657,3981677,114,31,24,13292,104
0.5405,1.3424,0.0909,-0.0989,3996148,3996170,152,37,35,17532,100
0.7826,1.1761,-0.1667,-0.2067,4019353,4019368,117,23,17,11880,89
0.5682,1.2553,-0.28,-0.0978,4348498,4348516,146,44,28,16861,102
0.6,1.0,-0.5238,-0.2079,4364066,4364076,106,35,22,10747,89
0.6604,1.1461,-0.6,-0.0778,4387848,4387862,175,53,32,20658,104
0.5156,1.3979,-0.2424,-0.1261,4399271,4399296,208,64,49,23267,96
0.2742,1.5185,0.4848,-0.1125,4413249,4413282,238,62,41,27036,96
0.9167,1.1139,-0.803,-0.0825,4458892,4458905,385,72,37,45215,103
0.3333,1.415,0.2692,-0.0895,4474894,4474920,289,57,33,33682,99
0.3636,1.415,-0.2778,-0.0995,4532922,4532948,364,99,60,41956,99
0.5745,1.1461,-0.4815,-0.0633,4194670,4194684,169,47,27,20262,107
0.6875,1.1461,0.2143,-0.0489,467888,467902,102,16,14,12417,115
0.7143,1.5315,0.2647,-0.125,2530763,2530797,574,35,35,64288,89
0.6539,1.3802,0.2917,-0.1282,4625112,4625136,194,26,24,21649,99
0.5745,1.6233,0.3571,-0.1523,4758137,4758179,780,47,45,84630,77
0.7,1.3424,0.0454,-0.165,5303273,5303295,336,30,25,35912,79
0.8667,1.1139,0.0,-0.0842,5464636,5464649,129,15,13,15121,101
0.55,1.301,0.45,-0.0965,5798193,5798213,143,20,21,16538,104
0.8,1.2041,0.25,-0.1403,5916473,5916489,141,15,16,15515,99
0.7895,1.1461,-0.0667,-0.0881,6571361,6571375,133,19,14,15524,107
0.75,1.1139,0.0769,-0.1044,6791894,6791907,101,16,13,11579,101
0.8,1.1139,-0.1875,-0.0978,7156447,7156460,147,20,13,16975,104
0.7143,1.2041,0.0625,-0.1064,7203465,7203481,163,21,16,18644,99
0.6522,1.3424,0.3182,-0.1624,11150448,11150470,238,23,22,25516,78
0.8421,1.4914,-0.0313,-0.1093,12438460,12438491,699,38,32,79690,78
0.8108,1.3979,-0.1667,-0.1984,12806495,12806520,571,37,25,58587,63
0.36,1.5051,0.7188,-0.0536,966898,966930,176,25,32,21321,104
0.4348,1.4472,0.6429,0.0034,1346926,1346954,142,23,28,18238,100
0.75,1.0792,0.0,-0.3205,313348,313360,119,16,12,10350,56
0.55,1.2553,0.3889,-0.2837,1554743,1554761,123,20,19,11278,79
0.6429,1.3617,0.6087,-0.2947,2520749,2520772,162,14,23,14626,73
0.6296,1.4472,0.3929,-0.319,3674102,3674130,349,27,28,30422,50
0.9231,1.1761,0.2,-0.3025,3755477,3755492,122,13,15,10893,65
0.64,1.4314,0.4074,-0.2796,3778014,3778041,231,25,27,21300,67
0.7037,1.3222,0.0952,-0.4119,3824786,3824807,287,27,23,21603,27
0.8,1.1761,0.2,-0.3339,3859251,3859266,143,15,15,12193,56
0.6364,1.6128,0.4878,-0.2728,3948212,3948253,519,33,41,48309,65
0.5,1.3424,0.5454,-0.1228,4032298,4032320,110,20,22,12351,100
0.44,1.4472,0.6071,-0.1029,4085316,4085344,140,25,28,16076,103
0.8461,1.1761,-0.3182,-0.1512,4116853,4116868,231,26,16,25096,56
0.6269,1.7324,0.2222,-0.2605,4441757,4441811,1035,67,55,97966,46
0.9231,1.2041,0.25,-0.1063,2497122,2497138,137,13,16,15672,85
0.5625,2.0253,0.9151,-0.1515,764107,764213,525,16,106,57020,95
0.1436,2.29,0.8615,-0.059,374730,374925,2463,188,212,296673,42
0.1862,2.2624,0.8087,-0.0622,401768,401951,4298,188,189,515942,6
0.1353,2.4472,0.9179,-0.1963,600561,600841,2643,170,285,271889,44
0.5454,1.4624,0.5862,-0.2233,1229599,1229628,269,22,29,26745,71
0.52,1.5682,0.6486,-0.2,1314158,1314195,375,25,37,38401,48
1.0,0.6021,-0.2,-0.049,166852,166856,15,5,4,1826,110
0.5909,1.7634,-0.6568,-0.18,2410802,2410860,5632,286,141,591111,45
0.5662,1.8195,-0.614,-0.1891,2609514,2609580,5951,302,136,617708,38
0.8,1.1139,0.3846,-0.393,1671950,1671963,69,10,14,5361,63
0.3913,1.415,0.6539,-0.5063,1725137,1725163,138,23,26,8720,48
0.5294,1.2787,0.5263,-0.3868,1752541,1752560,116,17,19,9105,65
0.4,1.6233,0.7619,-0.4168,1995544,1995586,308,25,42,22991,55
0.6471,1.2553,0.3889,-0.3864,2063540,2063558,116,17,18,9110,64
0.32,1.5051,0.75,-0.121,266284,266316,152,25,32,17101,101
0.6667,1.1761,0.4667,-0.1688,1146657,1146672,108,12,15,11491,87
0.2683,1.716,0.7885,-0.12,701399,701451,352,41,53,39648,92
0.3636,1.4914,0.7419,-0.1231,1154994,1155025,190,22,31,21326,95
0.5,1.3617,0.6522,-0.0587,1370789,1370812,111,16,23,13374,110
0.6154,1.3979,0.36,-0.1153,1002562,1002587,211,26,28,23894,102
0.0975,2.5752,0.9069,-0.1581,1012529,1012905,6652,359,392,716869,4
0.3611,1.6233,0.6905,0.0903,159043,159085,253,36,46,35308,127
0.2698,2.1106,0.8682,-0.0242,117422,117551,1125,63,131,140521,101
0.75,1.301,0.55,-0.2656,130760,130780,110,12,20,10340,71
0.6429,1.3222,0.5714,-0.1258,143523,143544,125,14,21,13987,97
0.8333,1.3424,0.5454,-0.0851,149048,149070,150,12,22,17566,99
1.0,1.2305,0.3529,-0.189,363701,363718,140,11,17,14533,76
1.0,1.2787,0.3684,-0.2021,375592,375611,199,12,19,20323,74
0.8182,1.2787,0.5263,-0.0852,379740,379759,110,11,19,12881,99
0.7273,1.4914,0.7419,-0.1019,393457,393488,196,11,31,22532,97
0.8461,1.3802,0.5417,-0.0615,402394,402418,145,13,24,17419,111
0.5294,1.5682,0.7568,-0.1023,409986,410023,213,17,37,24476,96
0.6154,1.4624,0.7241,-0.0921,421204,421233,161,13,29,18711,103
0.6667,1.5051,0.625,-0.1226,430948,430980,304,18,32,34142,90
0.9167,1.3222,0.4762,-0.1243,444148,444169,161,12,21,18047,96
0.3333,1.5911,0.8461,0.0272,448681,448720,137,18,39,18013,121
0.5333,1.415,0.6923,-0.1029,455227,455253,125,15,26,14353,102
0.4444,1.5441,0.7714,-0.1162,464503,464538,189,18,35,21380,99
0.5,1.3424,0.6364,-0.079,3213793,3213815,124,16,22,14618,97
0.5333,1.2305,0.5294,-0.0593,3277804,3277821,91,15,17,10957,105
0.7273,1.0414,0.2727,-0.2007,46714,46725,56,11,11,5729,90
0.2222,1.4771,0.8667,-0.2991,224005,224035,83,18,31,7446,71
0.5,1.3617,0.6522,-0.2301,1798872,1798895,131,16,23,12909,81
0.303,1.7404,0.8182,-0.2665,167280,167335,313,33,58,29386,86
0.25,2.1903,0.9419,-0.3298,281358,281513,891,36,155,76438,70
0.6667,1.3979,0.68,-0.1349,308931,308956,134,12,25,14838,100
0.3636,1.699,0.84,-0.1951,471955,472005,230,22,50,23697,93
0.5385,1.2305,0.1765,-0.0139,113260,113277,120,26,17,15146,117
0.4063,1.3979,0.48,-0.0156,151240,151265,133,32,25,16759,114
0.48,1.3424,0.4545,0.0087,189673,189695,103,25,26,13299,122
0.4348,1.3802,0.5833,-0.0099,225718,225742,170,23,24,21545,118
0.3514,1.4914,0.5806,0.0063,255155,255186,168,37,33,21640,119
0.6286,1.1139,-0.4091,0.0161,300303,300316,125,35,18,16258,118
0.2895,1.5315,0.6765,0.0182,657468,657502,201,38,35,26197,123
0.36,1.415,0.6539,-0.187,695980,696006,169,25,26,17587,96
0.3404,1.3802,0.3333,0.0058,707576,707600,150,47,28,19311,120
0.5833,1.1761,0.0667,0.0298,720705,720720,103,24,17,13577,125
0.5,1.2787,0.0526,-0.0302,732308,732327,146,36,29,18123,114
0.2941,1.6721,0.6809,0.0626,754445,754492,294,51,49,39987,127
0.3333,1.415,0.4615,-0.0221,762911,762937,198,42,34,24783,118
0.3823,1.4914,0.5806,-0.0019,825488,825519,192,34,32,24530,120
0.6364,1.2553,-0.1429,-0.0195,856766,856784,180,33,23,22591,119
0.5556,1.2787,0.4737,-0.0842,891060,891079,107,18,19,12543,110
0.3793,1.4771,0.6333,-0.0457,900068,900098,182,29,30,22232,115
0.3158,1.6233,0.7143,-0.0836,920577,920619,264,38,42,30966,106
0.381,1.4914,0.4839,-0.2476,929482,929513,213,42,39,20512,80
0.4483,1.5911,0.6667,-0.0548,1058240,1058279,308,29,39,37264,113
0.2308,1.6628,0.8044,-0.2085,1084192,1084238,265,39,46,26849,88
0.3962,1.4624,0.2759,-0.0585,1090984,1091013,229,53,37,27597,111
0.3823,1.5563,0.6389,-0.1769,1115618,1115654,270,34,38,28445,96
0.3333,1.6812,0.6458,-0.074,1124976,1125024,390,51,50,46226,110
0.4688,1.4624,0.4828,-0.0916,1151809,1151838,217,32,32,25231,107
0.6364,1.0414,0.3636,-0.1159,1930709,1930720,56,11,11,6337,97
0.5714,1.1461,0.1429,-0.1301,114430,114444,114,21,14,12693,90
0.6667,1.1761,0.3333,-0.1424,210828,210843,99,15,15,10868,92
0.5,1.5185,0.6364,-0.2633,165248,165281,244,24,33,23009,66
0.8889,1.0,0.2,-0.2031,212793,212803,56,9,10,5712,89
0.8,1.3802,0.3333,-0.2295,1230964,1230988,303,20,24,29885,54
0.5,1.5441,0.5714,-0.1962,1294504,1294539,308,30,35,31689,79
0.4737,1.3617,0.6087,-0.1524,1384749,1384772,139,19,23,15080,89
0.6,1.3222,0.4286,-0.4422,226474,226495,187,20,21,13351,49
0.9879,0.9031,-0.9509,-0.1435,739072,739080,872,165,53,95600,103
0.8636,0.9031,-0.7895,-0.0202,1054602,1054610,170,44,15,21321,118
0.9076,2.0294,-0.5265,-0.0958,810184,810291,1753,249,132,202897,101
1.0,0.8451,-0.2222,0.019,1915213,1915220,49,9,7,6391,118
0.4568,1.3424,-0.4054,-0.2004,1259448,1259470,383,81,59,39202,96
0.8261,1.0414,-0.7105,-0.1676,425925,425936,162,46,27,17260,99
0.8968,1.301,-0.8561,-0.0904,1019477,1019497,1107,155,85,128883,107
0.3333,1.301,0.0,-0.001,1045940,1045960,178,60,39,22761,120
1.0,0.301,-0.9706,-0.0157,548048,548050,131,68,3,16504,54
0.9804,0.9031,-0.9467,0.0548,370947,370955,660,153,61,89110,113
0.9444,0.6021,-0.7647,-0.0601,1998060,1998064,29,18,6,3489,116
0.5652,1.6628,0.1522,-0.2066,903475,903521,1228,69,64,124716,55
0.8644,1.0792,-0.8824,-0.1078,942520,942532,536,118,52,61209,106
0.9595,1.1461,-0.9409,-0.0903,949655,949669,1695,247,106,197365,103
0.8015,1.2305,-0.844,-0.1447,982032,982049,955,136,80,104555,99
0.6071,0.9542,-0.4706,0.0938,181432,181441,75,28,15,10500,134
0.8333,0.8451,-0.65,-0.2762,2162587,2162594,62,24,15,5744,82
1.0,0.6021,-0.8461,-0.3092,2182560,2182564,68,26,11,6013,79
0.6207,1.0792,-0.3333,-0.0473,2195695,2195707,78,29,18,9512,111
0.9412,0.699,-0.6875,-0.0686,2224815,2224820,49,17,5,5842,108
1.0,0.6021,-0.84,-0.189,2240686,2240690,57,25,8,5917,92
1.0,0.6021,-0.7895,-0.2321,2253261,2253265,52,19,7,5111,89
0.68,0.9542,-0.4706,-0.1711,2265683,2265692,77,25,16,8170,95
0.9,0.9031,-0.1111,-0.1503,2278012,2278020,46,10,8,5003,95
0.8095,0.9031,-0.5294,-0.1634,2293200,2293208,59,21,8,6318,97
0.9557,1.2553,-0.9478,-0.3442,4569159,4569177,4307,361,123,361568,64
0.905,1.4914,-0.9514,-0.1454,4601186,4601217,11797,705,225,1290423,78
0.9578,1.4771,-0.9472,-0.1574,4615178,4615208,10166,593,166,1096472,78
0.5317,1.2553,-0.5714,0.1044,4639384,4639402,359,79,49,50750,130
0.9381,1.415,-0.9447,-0.1515,4652868,4652894,6670,501,171,724380,85
0.77,1.2787,-0.8681,-0.1145,4662945,4662964,981,187,105,111196,97
0.8703,1.2787,-0.9086,-0.1171,4689395,4689414,1535,239,120,173468,97
0.9302,1.4914,-0.9739,-0.1635,4712084,4712115,15775,1275,276,1689009,61
0.9671,1.0792,-0.9592,-0.1512,4737382,4737394,1851,304,87,201109,91
0.8962,0.9031,-0.9158,-0.1064,2161400,2161408,343,106,28,39231,105
0.9828,0.7782,-0.8947,-0.1014,2184746,2184752,194,58,10,22315,105
0.8983,1.0414,-0.8962,-0.0752,2203324,2203335,527,118,44,62384,110
0.9091,0.9031,-0.92,-0.0666,2212600,2212608,368,110,35,43968,111
0.9091,0.7782,-0.85,-0.0767,2235737,2235743,130,44,17,15364,109
0.96,0.8451,-0.8542,-0.1066,2258772,2258779,226,50,18,25843,106
0.9688,1.2041,-0.9604,-0.1709,2277118,2277134,3256,417,106,345545,89
1.0,0.699,-0.9315,-0.0402,2286293,2286298,202,73,17,24816,116
1.0,0.699,-0.9138,-0.0473,2295428,2295433,122,58,13,14877,116
0.9,0.9031,-0.7037,-0.079,2304542,2304550,119,30,12,14029,110
0.8667,0.7782,-0.8461,-0.0931,2312033,2312039,111,45,19,12886,109
0.7,1.1461,0.5,0.6421,96606,96620,55,10,14,11560,203
0.5484,1.8633,0.5343,-0.3225,31494,31567,1111,62,74,96340,50
0.6585,1.6233,0.3571,-0.2599,68050,68092,665,41,42,63000,35
0.3818,1.6335,0.5116,0.0461,96615,96658,512,55,49,68556,127
0.278,2.0043,0.3366,0.0348,141196,141297,2243,241,195,297086,122
0.8148,1.2305,-0.2273,-0.2506,107491,107508,181,27,20,17363,84
0.85,1.1761,-0.1177,-0.2313,2650780,2650795,144,20,16,14169,84
1.0,1.1461,0.1429,-0.0869,61060,61074,126,12,14,14727,103
1.0,1.2305,0.1765,-0.1236,75122,75139,197,14,17,22098,89
1.0,1.1761,0.0,-0.0917,529042,529057,172,15,16,19997,101
0.8,1.0,0.2,-0.15,781434,781444,66,10,10,7181,89
0.8461,0.9542,-0.1818,-0.2858,838654,838663,68,13,9,6216,80
0.8333,0.9031,-0.2,-0.1094,1082240,1082248,64,12,8,7296,97
0.75,0.9542,0.0,-0.123,188817,188826,60,12,11,6735,99
1.0,0.9542,0.1111,-0.1182,2136974,2136983,48,8,9,5418,98
0.8889,0.7782,-0.25,-0.124,2533145,2533151,31,9,6,3476,99
0.8182,1.0,0.1,-0.1569,2835787,2835797,69,11,10,7446,87
0.6111,1.0414,0.0,-0.1685,335177,335188,87,18,11,9260,81
0.8333,1.0414,0.0909,-0.1876,764081,764092,70,12,11,7279,82
0.6667,1.1139,0.3846,0.0011,853625,853638,85,12,13,10892,115
1.0,0.9031,-0.1111,0.0043,953888,953896,54,9,8,6942,116
0.9167,0.7782,-0.4545,-0.2069,1046618,1046624,41,12,7,4162,88
1.0,0.8451,-0.3636,-0.2511,1116225,1116232,57,11,7,5464,82
0.5238,1.3222,0.4762,-0.1497,822292,822313,170,21,21,18503,82
0.75,1.415,0.4231,-0.1906,1072387,1072413,258,20,26,26729,77
0.8095,1.2305,0.0,-0.2769,1198171,1198188,198,21,18,18327,54
0.7222,1.1761,0.1333,0.0865,639361,639376,128,18,15,17802,132
0.8461,0.9542,-0.1818,-0.1433,800963,800972,68,13,10,7457,91
0.5185,1.1761,0.0667,0.0358,1038876,1038891,113,27,18,14982,125
