steel/table3.V19,steel/table3.V24,steel/table3.V25,steel/table3.V26,steel/table3.V4,steel/table3.V5,steel/table3.V6,steel/table3.V7,steel/table3.V8,steel/table3.V9,V3
0.2833,2.4099,0.9338,-0.1992,498335,2409,60,260,246930,37,498078
0.9,0.9031,-0.1111,-0.1677,2173340,56,10,9,5966,90,2173332
0.7407,1.4472,0.2857,-0.1473,5082524,206,27,28,22484,95,5082496
0.6452,1.2787,-0.05,0.0111,1602199,231,31,23,29896,117,1602180
0.5652,1.716,0.75,-0.1784,438919,260,23,56,27344,46,438867
0.6552,1.0792,-0.3684,-0.1851,28984,128,29,16,13352,96,28972
0.1855,2.2553,-0.0055,-0.0974,1285196,15704,976,557,1814409,25,1285016
0.7857,1.301,-0.0909,-0.2938,890940,290,28,22,26213,43,890920
0.6471,1.2305,0.3529,-0.213,564721,147,17,17,14809,78,564704
0.1783,2.1818,0.8487,-0.2728,6245776,2028,129,157,188767,28,6245624
0.9643,0.699,-0.8148,0.0029,1519634,65,28,8,8344,118,1519629
0.7727,1.0792,-0.2941,-0.2019,2216556,115,22,17,11748,87,2216544
0.6071,0.9542,-0.4706,0.0938,181441,75,28,15,10500,134,181432
0.113,2.2304,0.8412,-0.1042,3127611,1421,239,204,162939,104,3127441
0.75,1.0,0.1,-0.5217,2550653,60,12,10,3673,48,2550643
0.4444,1.4914,0.6129,-0.1854,12987692,258,27,31,26902,75,12987661
0.4057,1.5682,-0.1395,0.0445,712528,561,106,62,75006,120,712491
0.5349,1.301,-0.1304,-0.2394,3203555,147,43,30,14312,84,3203535
0.7416,1.7924,-0.6,-0.1901,579857,6057,209,138,627913,39,579795
0.7778,1.1139,0.4615,-0.1154,2379129,58,9,13,6567,100,2379116
0.4333,1.3617,0.4348,-0.106,61826,122,30,28,13961,107,61803
0.2641,2.0899,-0.506,-0.1353,115195,15650,943,539,1732196,23,115072
0.9643,0.6021,-0.8518,-0.0038,5921348,81,28,9,10329,113,5921344
0.9578,1.4771,-0.9472,-0.1574,4615208,10166,593,166,1096472,78,4615178
0.6604,1.1461,-0.6,0.0021,413490,168,53,30,21548,120,413476
0.8824,1.2041,0.0625,-0.2203,238406,166,17,16,16566,61,238390
0.2517,2.1987,0.0506,-0.1033,1626076,12718,596,348,1459713,31,1625918
0.2857,1.4472,0.7857,-0.0795,1988984,112,21,28,13196,110,1988956
0.6189,1.8261,-0.6215,-0.1935,2134076,6277,286,147,647965,40,2134009
0.2124,2.3139,-0.0762,-0.0625,500482,21987,1050,684,2638402,21,500276
0.2389,2.1732,-0.0449,-0.1034,2357532,8726,653,398,1001426,41,2357383
0.7083,1.0792,-0.2941,-0.0985,2669677,94,24,16,10847,104,2669665
0.8,1.4314,0.5556,-0.0727,21376,209,15,27,24807,96,21349
0.8049,1.2041,-0.5152,-0.0522,2765730,251,41,25,30451,115,2765714
0.75,1.6335,0.7209,-0.2367,3957839,367,16,43,35856,55,3957796
0.9091,1.0,0.0,-0.0557,1290103,64,11,10,7736,103,1290093
0.3333,1.4624,0.7931,-0.0313,2369561,115,18,29,14260,115,2369532
0.6389,1.2041,-0.3043,0.0004,2401760,152,36,23,19464,121,2401744
0.4929,2.2833,-0.5373,-0.0572,674482,16686,842,562,2013557,19,674290
0.8,1.0792,0.0,-0.1213,140756,100,15,12,11247,85,140744
0.7172,1.6902,-0.6549,-0.1873,125467,4223,198,83,439309,38,125418
0.8333,0.699,0.0,0.0023,1444009,17,6,5,2181,122,1444004
0.8,1.1139,0.3846,-0.1161,1940699,66,10,13,7467,101,1940686
0.6867,1.0792,-0.7895,-0.004,1171441,181,83,34,23075,113,1171429
0.8,0.9031,-0.5,-0.1088,1335593,73,20,11,8327,103,1335585
0.9167,0.7782,-0.4545,-0.2069,1046624,41,12,7,4162,88,1046618
0.6364,1.2553,0.2222,-0.106,324243,140,22,19,16020,105,324225
1.0,0.699,-0.1667,-0.0104,909977,18,6,5,2280,113,909972
0.8571,0.7782,-0.6667,-0.1928,463001,64,21,9,6613,94,462995
0.2203,2.1703,-0.039,-0.0966,1903031,11510,699,429,1330937,40,1902883
0.1915,1.7404,0.8364,0.004,1461302,265,47,56,34055,106,1461247
0.8,0.9031,0.0,-0.1244,3986268,51,10,8,5716,102,3986260
0.1121,2.143,0.9137,-0.0254,2095693,975,107,141,121633,108,2095554
0.5,1.3617,0.6522,-0.2301,1798895,131,16,23,12909,81,1798872
0.6337,1.8513,-0.5896,-0.1969,1775675,6686,273,132,687345,36,1775604
0.6578,1.8195,-0.6185,-0.1797,2776362,6172,263,143,648030,39,2776296
0.75,1.1139,-0.381,-0.0263,566850,83,28,20,10345,115,566837
0.6898,1.7708,-0.604,-0.1891,508896,5702,216,119,591835,45,508837
0.45,1.301,0.55,0.1903,208112,108,20,22,16455,145,208092
0.3684,1.8633,0.8082,-0.1543,751132,552,38,76,59750,79,751059
0.4286,1.5051,0.625,-0.1841,1678232,227,28,32,23706,77,1678200
0.8,1.3802,0.3333,-0.2295,1230988,303,20,24,29885,54,1230964
0.3913,1.415,0.6539,-0.5063,1725163,138,23,26,8720,48,1725137
0.32,1.2553,0.1111,0.0049,260110,137,50,27,17621,120,260092
0.56,1.5185,0.1515,-0.2663,902622,659,50,34,61890,49,902589
0.6667,1.1761,0.3333,-0.1158,3384556,101,15,15,11431,99,3384541
0.8,0.699,-0.375,0.0306,303209,24,10,5,3166,124,303204
0.6786,1.0414,-0.4211,-0.1649,506794,123,28,16,13148,95,506783
0.8,1.2041,0.25,-0.1788,849235,139,15,16,14610,71,849219
0.9444,0.9542,-0.4706,-0.1561,5260250,116,18,10,12530,88,5260241
0.7193,1.5911,-0.0488,-0.1354,2084619,860,57,44,95173,91,2084580
0.4545,1.301,0.5,-0.1755,1638668,147,22,20,15513,91,1638648
0.6863,1.8261,-0.6171,-0.1933,1555663,6562,255,125,677554,36,1555596
0.8,1.0792,0.0,-0.3754,362736,57,15,12,4557,70,362724
0.9259,1.0,-0.6,-0.1971,2109324,149,27,17,15313,93,2109314
0.2095,2.2175,0.0424,-0.1059,2098332,10821,754,454,1238454,36,2098167
0.3962,1.7924,0.6613,-0.1291,620684,657,53,62,73236,71,620622
0.8235,1.0792,-0.1429,-0.2323,1436820,121,17,12,11890,67,1436808
0.58,1.3222,-0.2759,0.1063,683341,293,50,29,41492,133,683320
0.9167,1.4314,0.5926,-0.1668,5169335,226,12,27,24102,84,5169308
0.6213,1.8633,-0.5,-0.1609,2442673,5576,235,133,598862,43,2442600
0.3913,1.3617,0.2174,-0.0701,3411438,201,46,28,23925,112,3411415
1.0,1.0,-0.1667,-0.1677,1286491,84,12,10,8949,84,1286481
0.237,2.2014,0.0818,-0.096,1700639,13041,616,365,1508999,37,1700480
0.5,1.3222,0.5714,0.0073,1651909,145,18,21,18695,101,1651888
0.8667,1.1139,0.0,-0.0842,5464649,129,15,13,15121,101,5464636
0.5385,1.1761,0.5333,-0.0786,1331522,62,13,15,7312,109,1331507
0.2156,2.4281,0.8657,-0.1157,714056,5044,167,282,570911,11,713788
0.2435,2.3032,0.6716,-0.27,3516104,6965,271,317,650853,68,3515903
0.8,1.0414,-0.0833,-0.1494,1975691,75,15,11,8166,89,1975680
0.2959,1.4624,0.0,0.0368,402266,268,98,55,35565,125,402237
0.6927,1.6902,-0.6048,-0.1864,249742,3631,179,96,378154,45,249693
0.7778,1.1139,-0.0714,0.0025,835993,121,18,17,15526,119,835980
0.6604,1.8195,-0.6229,-0.1861,2222791,6281,265,132,654358,42,2222725
0.8889,1.301,0.2,-0.2035,1108641,217,18,23,22124,53,1108621
1.0,1.1139,0.1539,-0.1176,1294012,106,11,13,11973,96,1293999
0.55,1.1139,0.1539,0.0638,756929,78,20,13,10621,129,756916
0.1133,2.5052,0.8562,-0.1123,497529,4860,406,366,552220,96,497209
0.9091,1.0,0.0,-0.1158,3942263,74,11,10,8375,95,3942253
0.4375,1.3979,0.72,0.3354,53593,83,16,27,14187,161,53568
0.6667,1.0,0.0,-0.1504,1889440,51,15,10,5546,99,1889430
1.0,0.6021,-0.4286,-0.0425,1481148,16,7,4,1961,102,1481144
0.175,2.1931,0.9103,-0.3958,990193,1183,80,162,91488,57,990037
0.52,1.3424,0.4091,-0.0968,1060313,109,25,22,12602,102,1060291
0.7368,1.5911,0.641,-0.2341,2356435,395,19,39,38722,75,2356396
0.8889,1.1139,-0.1875,-0.1032,821450,140,18,20,16070,103,821437
0.2058,2.2304,-0.0449,-0.081,1221276,15601,865,517,1835252,23,1221106
0.8461,0.6021,-0.6364,0.013,311420,35,13,7,4538,118,311416
0.9091,0.7782,-0.85,-0.0767,2235743,130,44,17,15364,109,2235737
0.3273,1.4472,0.3571,-0.3908,1105387,252,55,36,19650,52,1105359
0.2941,1.8513,0.8591,-0.1046,506035,378,34,72,43323,77,505964
1.0,0.6021,-0.2,-0.0208,1341296,12,5,4,1504,111,1341292
0.8461,1.0792,0.0833,-0.1144,653004,84,13,12,9522,87,652992
0.3818,1.6335,0.5116,0.0461,96658,512,55,49,68556,127,96615
0.2679,2.1703,-0.0133,-0.0971,1611861,12477,560,331,1442027,36,1611713
0.8,1.2553,0.3333,-0.0877,1122712,127,15,19,14830,111,1122694
0.7,1.1139,-0.0714,0.0094,238766,63,20,14,8140,118,238753
0.548,1.7781,-0.661,-0.1871,2797652,5846,323,149,608295,44,2797592
0.7778,1.1461,0.5,-0.1078,336982,54,9,14,6167,106,336968
0.7012,1.8325,-0.6136,-0.1888,1960200,6987,251,123,725465,43,1960132
0.8235,1.3424,0.3636,-0.122,1059929,166,17,22,18656,104,1059907
0.6897,1.2041,-0.2,-0.2623,3402864,125,29,20,11804,81,3402848
0.7273,1.4314,-0.1563,-0.2465,961092,551,44,27,53142,56,961065
1.0,0.9031,-0.1111,0.0043,953896,54,9,8,6942,116,953888
0.8889,1.1761,0.4667,-0.3598,389978,102,9,15,8359,70,389963
0.9,1.0,0.1,-0.2303,407124,63,10,10,6207,78,407114
0.5294,1.5682,0.7568,-0.1023,410023,213,17,37,24476,96,409986
0.5179,1.1761,-0.4828,-0.0034,707137,238,56,31,30361,118,707122
0.875,0.6021,-0.4286,0.0068,1622524,16,8,4,2062,109,1622520
0.4848,1.3979,0.36,-0.1163,50467,226,33,31,25563,100,50442
0.6,1.415,0.4231,-0.2713,3403364,255,25,26,23784,77,3403338
0.7333,1.4314,0.1852,-0.2745,3353173,408,30,27,37889,57,3353146
0.2333,1.5798,0.8158,-0.0592,1599173,175,30,38,21073,111,1599135
0.4516,1.4914,0.5484,-0.1587,3264786,263,31,31,28320,86,3264755
0.6875,0.9542,-0.5909,-0.1264,51952,132,32,20,14760,104,51943
0.7143,1.0414,0.0909,-0.1307,3023381,82,14,11,9124,93,3023370
0.3462,1.415,0.6539,-0.05,808199,119,26,26,14471,97,808173
0.5323,1.6335,-0.5657,-0.1449,114762,1666,186,121,182339,96,114719
0.5593,1.2787,-0.4242,-0.0805,301511,304,59,26,35778,111,301492
0.2422,2.1959,0.0573,-0.1067,2322028,9582,611,384,1095577,39,2321871
0.65,1.3424,0.4091,-0.1984,365227,210,20,22,21547,70,365205
0.6522,1.3424,0.3182,-0.1624,11150470,238,23,22,25516,78,11150448
0.8461,0.7782,-0.7273,0.106,833995,74,26,10,10476,129,833989
0.2105,2.0128,0.8835,-0.2146,333435,970,57,103,97514,66,333332
0.8333,0.9031,-0.2,-0.1215,629613,64,12,8,7197,91,629605
0.75,1.1139,0.0769,-0.1394,2688969,119,16,13,13108,81,2688956
0.7251,1.8195,-0.5686,-0.1924,743076,5695,211,136,588714,40,743010
0.3607,1.2553,-0.1818,0.0479,247463,145,61,35,19450,128,247445
0.6667,1.1461,0.2857,-0.1631,398815,112,15,14,11998,87,398801
0.5,1.3802,0.5833,-0.3061,3826588,154,20,24,13678,69,3826564
0.5263,1.2787,0.4737,-0.0481,786900,136,19,19,16571,99,786881
0.8807,2.2553,-0.7406,-0.0717,582129,19629,788,534,2332320,22,581949
0.7692,0.9542,-0.55,-0.0039,5281668,83,26,13,10583,115,5281659
0.3286,1.9445,0.7386,-0.1285,791249,995,70,90,110993,95,791161
0.6191,1.2305,0.2353,0.4275,7020,126,21,29,23023,173,7003
0.44,1.4914,0.6452,-0.2321,2287276,224,25,31,22017,77,2287245
0.7059,0.9542,-0.25,-0.2232,938574,62,17,10,6165,87,938565
0.8667,1.415,0.5,-0.1197,429253,264,15,26,29748,53,429227
0.75,1.0,0.1,-0.1463,9754906,63,12,10,6884,89,9754896
0.625,1.2553,-0.28,0.013,2371646,203,40,31,26321,121,2371628
1.0,0.9031,-0.2,-0.1041,1802178,58,10,8,6651,99,1802170
0.2061,1.7243,0.4906,-0.0019,1384579,794,131,91,101435,119,1384526
0.5577,1.2553,-0.3793,-0.1018,1457776,196,52,35,22534,104,1457758
0.2941,1.6721,0.6809,0.0626,754492,294,51,49,39987,127,754445
0.7778,0.9031,0.125,-0.083,968164,35,9,9,4108,102,968156
0.625,1.1761,0.3333,-0.1535,28542,91,16,16,9860,103,28527
0.8,1.2041,0.25,-0.1946,1346908,143,15,16,14742,76,1346892
0.2385,1.9912,0.7347,-0.0248,371575,1283,109,118,160146,110,371477
0.5833,1.0792,0.4167,0.4245,81232,42,12,15,7658,175,81220
0.6416,1.8261,-0.6257,-0.189,1750835,6543,279,160,679238,39,1750768
0.4286,1.3979,0.64,-0.0897,1170219,130,21,26,15147,109,1170194
0.5862,1.5441,0.5143,-0.1381,627803,415,29,37,45783,82,627768
0.7,1.0792,-0.1429,-0.1408,1589443,69,20,19,7588,100,1589431
0.6286,1.1139,-0.4091,0.0161,300316,125,35,18,16258,118,300303
0.7143,1.1461,-0.0667,-0.2279,817090,140,21,14,13836,58,817076
0.3333,1.4472,0.7143,-0.0575,471281,168,24,28,20267,102,471253
0.2572,2.2227,0.0958,-0.0956,1647385,13699,587,352,1585785,37,1647218
0.631,1.8261,-0.6082,-0.1853,1970846,6603,271,138,688556,38,1970779
0.4762,1.2553,-0.1,-0.0929,2985026,170,42,20,19738,107,2985008
1.0,0.699,-0.5454,-0.0701,12804,39,11,7,4642,110,12799
0.7857,1.6721,-0.6713,-0.192,299460,3936,182,93,407075,38,299413
0.7857,1.0,-0.0909,-0.1078,970972,66,14,10,7537,101,970962
0.238,2.2014,0.0629,-0.0933,1892384,12515,626,397,1452456,37,1892225
0.92,0.8451,-0.6956,-0.32,2797525,77,25,10,6702,76,2797518
0.8235,1.0414,-0.2143,-0.1791,507548,114,17,11,11979,67,507537
0.3939,1.7243,0.7547,-0.2746,12577396,501,33,53,46520,49,12577343
0.3333,1.301,0.75,-0.0544,372744,73,15,20,8836,110,372724
1.0,0.4771,-0.9559,-0.024,2794143,173,68,11,21612,65,2794140
0.2274,2.29,0.0718,-0.0681,564395,17977,796,513,2144244,24,564200
0.5625,1.0414,0.1818,-0.2442,3009096,66,16,11,6385,88,3009085
0.1067,2.0969,0.936,-0.1893,3971359,583,75,125,60497,89,3971234
0.5965,1.8325,-0.6069,-0.1851,2233436,6310,290,151,658162,41,2233368
0.68,0.9542,-0.4706,-0.1711,2265692,77,25,16,8170,95,2265683
0.2273,2.2041,0.0625,-0.0924,1540855,12260,660,378,1424210,33,1540695
0.6,1.3222,0.4286,-0.4422,226495,187,20,21,13351,49,226474
0.6154,1.0792,0.3333,-0.2574,451079,59,13,12,5608,85,451067
0.85,1.2041,-0.0588,-0.2279,677200,178,20,16,17592,50,677184
0.5714,1.2787,0.1579,-0.1038,3814076,194,28,23,22254,101,3814057
0.6654,1.8129,-0.6243,-0.192,1576955,6353,260,120,657020,37,1576890
0.5,1.2553,0.5556,-0.1705,2277688,109,16,18,11573,89,2277670
1.0,0.4771,-0.5,0.0033,1361748,12,6,3,1541,111,1361745
0.6923,1.1461,0.3571,-0.5291,1846251,93,13,14,5606,42,1846237
0.75,1.0414,0.1818,-0.081,3577127,67,12,11,7881,106,3577116
0.3103,1.699,0.64,-0.091,604528,444,58,50,51661,97,604478
0.5714,1.1139,0.0769,0.0942,1895167,71,21,15,9944,131,1895154
0.9318,0.9031,-0.8049,-0.1803,1503546,176,44,15,18466,90,1503538
0.5882,1.1139,0.2308,-0.3039,1821917,77,17,13,6861,76,1821904
0.9,1.0414,0.1818,-0.331,2012949,66,10,11,5652,75,2012938
0.7917,1.3424,0.1364,0.0045,728372,243,24,25,31245,118,728350
0.3783,2.3404,-0.4297,-0.0643,511150,21036,1015,586,2519511,24,510931
0.4583,1.5185,0.6667,-0.2035,939860,242,24,33,24672,90,939827
0.7083,1.1139,-0.2353,-0.2109,2783352,105,24,15,10605,90,2783339
0.1624,2.3096,0.8431,-0.6096,698089,2904,197,207,145129,22,697885
0.6471,1.5315,0.3529,-0.168,798912,576,34,34,61342,84,798878
0.9167,0.699,-0.7727,-0.0022,5971616,68,24,9,8685,115,5971611
0.6296,1.3979,-0.2647,-0.1664,1347021,286,54,33,30518,95,1346996
0.6923,1.0414,0.1818,-0.1721,863529,74,13,11,7842,78,863518
1.0,1.2041,0.375,0.2894,104353,101,10,17,16669,153,104337
0.5789,1.301,0.45,-0.594,141311,135,19,20,7015,36,141291
0.2656,1.8573,0.2917,0.0188,841149,1095,192,134,142791,117,841077
0.8571,1.0414,-0.0833,-0.1251,573792,103,14,11,11535,85,573781
0.6667,1.0414,-0.0833,-0.2624,1147880,99,18,11,9347,61,1147869
1.0,1.2553,0.2222,-0.2698,13320,227,14,18,21216,36,13302
0.2188,2.0294,0.8037,-0.2312,214812,1275,96,112,125462,84,214705
0.1964,1.9685,0.8817,-0.1386,2104879,706,56,93,77840,96,2104786
0.4615,1.4771,0.2,-0.0098,71798,360,52,48,45627,113,71768
0.1884,1.8389,0.8116,-0.0425,973704,540,69,70,66181,110,973635
0.7479,1.8751,-0.5714,-0.1996,1981492,7327,234,119,750685,35,1981417
0.6,1.4624,0.7931,-0.1756,2538108,108,10,30,11397,84,2538079
0.375,1.4472,0.6786,-0.5528,150740,167,24,28,9559,23,150712
0.6944,1.8389,-0.6057,-0.1805,2985724,7003,252,138,734568,40,2985655
1.0,0.4771,-0.8571,-0.152,1399304,52,21,4,5644,56,1399301
0.8182,1.0792,0.25,-0.566,1465360,71,11,12,3944,22,1465348
0.7143,0.8451,0.2857,-0.195,91046,25,7,7,2576,99,91039
0.75,1.2041,0.25,-0.1497,1519344,149,16,16,16217,95,1519328
0.4091,1.4314,0.6667,-0.4056,14551,160,22,29,12173,70,14524
0.8889,0.7782,-0.25,-0.124,2533151,31,9,6,3476,99,2533145
1.0,0.9542,0.1111,-0.1182,2136983,48,8,9,5418,98,2136974
0.5102,1.6628,0.4565,-0.3288,1606671,652,49,48,56018,73,1606625
0.2698,2.1106,0.8682,-0.0242,117551,1125,63,131,140521,101,117422
0.6923,1.0414,0.1818,-0.0366,2519955,55,13,12,6782,114,2519944
0.5456,2.2148,-0.591,-0.0973,1263888,11388,735,415,1315891,29,1263724
0.8571,1.4624,0.7931,-0.4188,4309470,101,7,29,7514,44,4309441
0.8461,1.1461,0.2143,-0.122,657580,112,13,14,12587,86,657566
0.55,1.2553,0.3889,-0.2837,1554761,123,20,19,11278,79,1554743
0.7222,1.3617,0.4348,-0.2855,1191659,220,18,24,20121,52,1191636
0.7143,1.0414,0.0909,-0.1916,450688,82,14,11,8485,90,450677
0.4828,1.1761,0.0667,-0.1,138184,104,29,18,11981,108,138169
0.6585,1.6233,0.3571,-0.2599,68092,665,41,42,63000,35,68050
0.5742,1.8513,-0.6011,-0.1821,2276025,6454,310,145,675659,40,2275954
0.6061,1.2787,-0.05,-0.188,96831,203,33,23,21098,96,96812
0.6429,1.3617,0.6087,-0.2947,2520772,162,14,23,14626,73,2520749
0.6923,1.301,0.55,-0.1956,980617,113,13,20,11635,94,980597
0.1687,1.8513,0.8028,-0.2338,86886,500,83,76,49038,86,86815
0.7692,0.9542,-0.1,-0.2236,2632529,53,13,9,5267,90,2632520
0.6028,1.8451,-0.5954,-0.1863,2070204,6399,287,132,666455,41,2070134
0.8333,0.9031,-0.2,-0.152,301420,66,12,8,7164,87,301412
0.4098,1.8129,0.6154,-0.2939,48463,479,61,67,43294,82,48398
0.5882,1.8129,-0.6176,-0.1762,4703142,5830,289,158,614756,44,4703077
0.9302,1.4914,-0.9739,-0.1635,4712115,15775,1275,276,1689009,61,4712084
0.6471,1.2553,0.3889,-0.3864,2063558,116,17,18,9110,64,2063540
0.6364,1.0,0.3,-0.0662,2014368,59,11,10,7052,107,2014358
0.5345,1.9395,-0.5112,-0.1981,1804079,6816,333,162,699635,36,1803992
0.4211,1.7324,-0.25,-0.0243,1868026,1843,171,85,230162,115,1867972
0.4444,1.5441,0.7714,-0.1162,464538,189,18,35,21380,99,464503
0.8148,1.2305,-0.2273,-0.2506,107508,181,27,20,17363,84,107491
0.75,0.9542,0.0,-0.123,188826,60,12,11,6735,99,188817
0.8,1.1139,-0.1875,-0.0978,7156460,147,20,13,16975,104,7156447
0.6944,1.0414,-0.56,-0.0689,2071746,143,36,25,17042,109,2071735
0.4348,1.4472,0.6429,0.0034,1346954,142,23,28,18238,100,1346926
0.6316,1.2305,0.2941,-0.3238,214550,123,19,17,10646,77,214533
1.0,0.6021,-0.7895,-0.2321,2253265,52,19,7,5111,89,2253261
0.1633,2.3979,0.84,-0.3241,116370,5323,245,395,460547,19,116120
0.6154,1.415,0.6923,-0.3995,341158,139,13,26,10685,61,341132
0.4568,1.3424,-0.4054,-0.2004,1259470,383,81,59,39202,96,1259448
1.0,0.301,-0.95,0.0042,2412966,65,40,3,8355,85,2412964
0.3889,1.4314,0.7407,0.3426,90937,116,18,28,19935,162,90910
1.0,1.0,0.2,-0.0998,10555515,66,8,10,7605,97,10555505
0.6923,1.2041,0.4375,-0.0894,1779024,84,13,16,9791,104,1779008
1.0,0.6021,-0.6,0.0391,1298260,22,10,4,2926,127,1298256
0.6604,1.8195,-0.6229,-0.1855,2027621,6592,265,125,687299,44,2027555
0.4286,1.2305,0.4706,-0.0684,2633484,96,21,18,11447,108,2633467
0.3273,1.2787,0.0526,-0.063,180939,160,55,32,19189,112,180920
0.8034,1.6902,-0.6573,-0.1872,356279,4331,178,108,450619,45,356230
0.5786,1.8261,-0.6127,-0.1874,2730230,6108,299,149,635284,40,2730163
0.7295,1.7781,-0.6026,-0.1865,611792,5941,207,117,618605,45,611732
0.3571,1.5911,0.7436,-0.0818,950148,215,28,39,25269,105,950109
0.8461,1.1761,-0.3182,-0.1512,4116868,231,26,16,25096,56,4116853
0.7619,1.2041,0.0,-0.1283,991569,151,21,18,16849,104,991553
1.0,1.301,0.1,-0.3027,2051892,248,18,20,22134,53,2051872
0.2379,2.0043,0.2178,-0.0102,2595429,2791,332,207,353617,114,2595328
0.8125,1.1139,0.0,-0.1582,1627306,114,16,14,12284,79,1627293
0.5796,1.7708,-0.5496,-0.1853,168086,3912,226,105,407966,29,168027
0.8,1.0,0.2,-0.0833,1281928,50,10,10,5867,105,1281918
0.7333,1.0,-0.0909,-0.1355,1552126,65,15,11,7193,102,1552116
1.0,0.699,0.0,-0.0052,1333079,12,5,5,1528,115,1333074
0.7143,1.0,0.0,-0.2874,403767,53,14,11,4834,79,403757
0.9091,0.9542,-0.1,-0.1591,2032067,57,11,9,6135,89,2032058
0.2394,2.2014,0.0377,-0.0986,1842677,11211,639,387,1293558,35,1842518
0.4643,1.4624,0.5517,-0.1541,2425716,261,28,29,28261,91,2425687
0.6842,1.2041,0.1875,-0.109,1786124,154,19,16,17564,93,1786108
0.785,1.8129,-0.586,-0.1925,430836,6376,200,110,659058,54,430771
0.5,1.3424,0.5454,-0.1228,4032320,110,20,22,12351,100,4032298
0.8571,0.7782,-0.5,0.0338,1223696,42,14,7,5558,127,1223690
0.6154,1.1461,0.4286,-0.082,2215730,68,13,14,7990,109,2215716
0.375,1.7559,0.7368,-0.1682,406673,419,40,60,44609,97,406616
0.2791,1.6721,0.7447,-0.1453,9708157,347,43,51,37960,95,9708110
0.3333,1.6021,0.6,-0.2462,103932,297,48,42,28658,89,103892
0.8,1.0,0.2,-0.1648,597966,50,10,10,5345,93,597956
0.1967,2.1367,0.9124,-0.1519,911833,806,61,140,87496,83,911696
0.8333,1.0414,-0.2667,-0.0625,1248844,114,18,12,13680,101,1248833
0.2234,2.4829,0.6546,-0.1328,776424,4315,470,380,479002,82,776120
0.2251,2.3201,-0.0913,-0.0629,308712,25323,1022,593,3037459,24,308503
0.75,0.699,-0.1667,-0.0225,1188745,17,8,5,2127,105,1188740
1.0,1.0792,0.0833,-0.0572,32926,106,11,12,12792,100,32914
0.6941,2.3075,-0.7548,-0.0577,468520,20726,1193,709,2499819,25,468317
1.0,0.301,-0.6667,0.0091,237731,6,6,2,775,118,237729
0.5833,1.2787,-0.0952,-0.2094,260425,235,36,23,23782,87,260406
0.5745,1.6233,0.3571,-0.1523,4758179,780,47,45,84630,77,4758137
0.8387,1.3222,-0.1923,-0.1593,3802044,350,31,25,37664,78,3802023
0.625,1.8751,-0.5714,-0.1908,1992137,6998,280,143,724819,43,1992062
0.6364,0.9031,0.125,0.402,108604,39,11,8,6999,172,108596
0.6391,1.7853,-0.6412,-0.1913,1626636,5706,266,139,590664,43,1626575
0.2319,1.699,0.68,0.0212,1523431,463,69,54,60518,118,1523381
0.8,1.301,0.2,-0.1927,3962304,250,20,20,25833,77,3962284
1.0,1.1761,0.3333,-0.2038,336152,114,10,15,11618,77,336137
0.3027,2.0969,-0.442,-0.2224,40447,13349,740,356,1328712,29,40322
0.5401,1.8261,-0.6171,-0.1858,2751522,6280,324,184,654471,40,2751455
0.5333,1.2787,0.5789,-0.1247,1246717,109,15,19,12212,100,1246698
0.6667,0.7782,-0.4,-0.0019,1692621,21,15,7,2683,120,1692615
0.3134,1.8808,0.7237,-0.2034,2344153,838,67,80,85442,90,2344077
0.194,2.1173,0.9008,-0.3536,398111,788,67,137,65200,61,397980
0.2266,2.3304,0.1636,-0.0553,663832,17825,790,539,2155523,24,663618
0.2244,2.1903,0.0516,-0.1071,2229707,9484,655,382,1083941,41,2229552
0.8182,0.9542,0.0,-0.1442,1664455,61,11,9,6682,92,1664446
0.7222,1.1461,0.0714,-0.1589,1467110,140,18,14,15073,90,1467096
0.8,1.2553,0.1111,-0.1624,1046583,184,20,18,19728,77,1046565
0.8333,0.6021,-0.2,-0.0137,847976,16,6,4,2020,106,847972
0.4667,1.301,0.65,-0.1645,646749,77,15,20,8235,97,646729
0.4706,1.3617,0.6522,-0.2033,1120180,120,17,23,12238,84,1120157
0.9286,1.0792,-0.0769,-0.2614,1206040,113,14,12,10683,75,1206028
0.2857,1.7324,0.8148,-0.095,284198,386,35,54,44712,90,284144
0.75,1.3617,0.3478,-0.2627,1144070,245,20,23,23122,56,1144047
0.7143,1.1461,0.2857,-0.1408,1116892,62,14,14,6819,98,1116878
0.4375,1.3617,0.3913,-0.1241,3225496,137,32,25,15359,103,3225473
0.9,0.8451,-0.2222,-0.0453,1971784,35,10,8,4277,117,1971777
1.0,1.0414,0.1818,0.3043,675327,63,9,11,10518,156,675316
0.4211,1.6335,0.6279,-0.189,1951299,490,38,44,50867,86,1951256
0.9343,2.2529,-0.7938,-0.0801,908829,16469,929,568,1939163,27,908650
0.2157,1.8751,0.7067,-0.3274,36167,938,102,112,80754,75,36092
0.0144,4.2587,0.9917,-0.4068,4215748,152655,10449,18152,11591414,0,4197607
0.6305,1.7853,-0.6115,-0.19,931135,5885,249,136,610139,40,931074
0.625,1.7634,0.9138,-0.2453,287014,148,8,58,14298,61,286956
0.64,1.301,0.2,-0.2056,1349036,231,25,20,23488,65,1349016
0.8421,1.3222,0.2381,-0.011,4349745,220,19,21,27851,115,4349724
0.2941,1.6902,0.6939,-0.1871,211458,323,51,53,33607,88,211409
