school/pe.Borough,school/pe.Admin District,school/pe.Geographical District,school/pe.Location Code,school/pe.School Level ,school/pe.Student Enrollment,school/pe.Full Time Licensed PE Teachers,school/pe.F Status PE Teachers*,school/pe.Itinerant PE Teachers*,school/pe.Sum of F Status and Itinerant*,school/pe.Total Part Time and Full Time PE Teachers*,school/pe.Shared PE teachers with another school*,school/pe.Ratio of Full Time Licensed PE Teachers to Students*,DBN
Queens,28,28,Q310,Secondary School                   ,636,2,0,0,0,2,0,1:318,28Q310
Bronx,11,11,X529,Junior High-Intermediate-Middle    ,334,1,0,0,0,1,0,1:334,11X529
Manhattan,3,3,M421,Junior High-Intermediate-Middle    ,192,0,0,0,0,0,0,0,03M421
Bronx,7,7,X018,Elementary                         ,523,1,0,0,0,1,0,1:523,07X018
Bronx,10,10,X207,Early Childhood                    ,297,1,0,0,0,1,0,1:297,10X207
Queens,29,29,Q238,Junior High-Intermediate-Middle    ,1425,4,0,0,0,4,0,1:356,29Q238
Queens,28,28,Q338,High School                        ,137,1,0,0,0,1,0,1:137,28Q338
Queens,28,28,Q157,Junior High-Intermediate-Middle    ,1549,3,0,0,0,3,0,1:516,28Q157
Bronx,10,10,X315,K-8                                ,269,1,0,0,0,1,0,1:269,10X315
Brooklyn,22,22,K425,High School                        ,3224,17,0,0,0,17,0,1:190,22K425
Bronx,10,10,X037,K-8                                ,591,0,0,0,0,0,0,0,10X037
Manhattan,3,3,M180,K-8                                ,491,2,0,0,0,2,0,1:246,03M180
Queens,27,27,Q060,Elementary                         ,1114,1,0,0,0,1,0,1:1114,27Q060
Queens,25,25,Q285,Secondary School                   ,553,2,0,0,0,2,0,1:277,25Q285
Manhattan,1,1,M361,Elementary                         ,249,0,0,0,0,0,0,0,01M361
Brooklyn,22,22,K611,High School                        ,402,2,0,0,0,2,0,1:201,22K611
Queens,75,28,Q233,K-12 All Grades                    ,408,3,0,0,0,3,0,1:136,75Q233
Bronx,10,10,X524,High School                        ,293,2,0,0,0,2,0,1:147,10X524
Bronx,12,12,X531,Elementary                         ,440,0,0,0,0,0,0,0,12X531
Queens,28,28,Q055,Elementary                         ,442,0,0,0,0,0,0,0,28Q055
Brooklyn,21,21,K281,Junior High-Intermediate-Middle    ,1258,4,0,0,0,4,0,1:315,21K281
Queens,28,28,Q349,Elementary                         ,156,0,0,0,0,0,0,0,28Q349
Brooklyn,20,20,K112,Elementary                         ,625,0,1,0,1,1,0,0,20K112
Brooklyn,32,32,K106,Elementary                         ,417,0,0,0,0,0,0,0,32K106
Manhattan,6,6,M325,Elementary                         ,185,0,0,0,0,0,0,0,06M325
Brooklyn,16,16,K035,Junior High-Intermediate-Middle    ,168,1,0,0,0,1,0,1:168,16K035
Manhattan,5,5,M092,Elementary                         ,238,0,0,0,0,0,0,0,05M092
Manhattan,1,1,M650,High School                        ,157,1,0,0,0,1,0,1:157,01M650
Bronx,9,9,X297,High School                        ,334,1,0,0,0,1,0,1:334,09X297
Brooklyn,75,23,K396,K-8                                ,288,2,0,0,0,2,0,1:144,75K396
Manhattan,5,5,M133,Elementary                         ,179,1,0,0,0,1,0,1:179,05M133
Manhattan,2,2,M042,Elementary                         ,595,0,0,0,0,0,0,0,02M042
Brooklyn,15,15,K029,Elementary                         ,890,1,0,0,0,1,0,1:890,15K029
Brooklyn,22,22,K195,Elementary                         ,451,1,0,0,0,1,0,1:451,22K195
Bronx,10,10,X009,Elementary                         ,728,0,0,0,0,0,0,0,10X009
Queens,29,29,Q118,Elementary                         ,443,1,0,0,0,1,0,1:443,29Q118
Queens,75,26,Q023,K-12 All Grades                    ,169,4,0,0,0,4,0,1:42,75Q023
Brooklyn,13,13,K313,Junior High-Intermediate-Middle    ,132,0,1,1,2,2,1,0,13K313
Staten Island,31,31,R034,Junior High-Intermediate-Middle    ,1108,2,0,0,0,2,0,1:554,31R034
Bronx,12,12,X286,Junior High-Intermediate-Middle    ,260,1,0,0,0,1,0,1:260,12X286
Queens,29,29,Q251,Elementary                         ,311,1,0,0,0,1,0,1:311,29Q251
Queens,26,26,Q172,Junior High-Intermediate-Middle    ,968,2,0,0,0,2,0,1:484,26Q172
Queens,24,24,Q877,Elementary                         ,442,1,0,0,0,1,0,1:442,24Q877
Queens,28,28,Q303,Early Childhood                    ,172,0,0,0,0,0,0,0,28Q303
Queens,28,28,Q048,Elementary                         ,524,1,0,0,0,1,0,1:524,28Q048
Staten Island,31,31,R016,Elementary                         ,456,1,0,0,0,1,0,1:456,31R016
Brooklyn,16,16,K081,Elementary                         ,261,0,0,0,0,0,0,0,16K081
Manhattan,3,3,M199,Elementary                         ,867,0,0,0,0,0,0,0,03M199
Brooklyn,20,20,K102,Elementary                         ,1373,1,0,0,0,1,0,1:1373,20K102
Queens,25,25,Q237,Junior High-Intermediate-Middle    ,1283,4,0,0,0,4,0,1:321,25Q237
Brooklyn,17,17,K061,Junior High-Intermediate-Middle    ,851,2,0,0,0,2,0,1:426,17K061
Queens,29,29,Q036,Elementary                         ,439,0,0,0,0,0,0,0,29Q036
Brooklyn,18,18,K235,K-8                                ,1202,2,0,0,0,2,0,1:601,18K235
Brooklyn,19,19,K202,Elementary                         ,404,1,0,0,0,1,0,1:404,19K202
Manhattan,3,3,M145,Elementary                         ,290,1,0,0,0,1,0,1:290,03M145
Staten Island,31,31,R028,Secondary School                   ,183,1,0,0,0,1,0,1:183,31R028
Bronx,10,10,X279,K-8                                ,1062,4,0,0,0,4,0,1:266,10X279
Queens,24,24,Q236,High School                        ,277,1,0,0,0,1,0,1:277,24Q236
Queens,27,27,Q096,Elementary                         ,259,1,0,0,0,1,0,1:259,27Q096
Queens,75,24,Q009,K-8                                ,565,6,0,0,0,6,0,1:94,75Q009
Manhattan,2,2,M419,High School                        ,343,1,0,0,0,1,0,1:343,02M419
Bronx,11,11,X287,Junior High-Intermediate-Middle    ,246,1,0,0,0,1,0,1:246,11X287
Brooklyn,32,32,K145,Elementary                         ,560,0,0,0,0,0,0,0,32K145
Queens,24,24,Q305,Elementary                         ,566,1,0,0,0,1,0,1:566,24Q305
Manhattan,2,2,M150,Elementary                         ,157,0,0,0,0,0,0,0,02M150
Manhattan,3,3,M087,Elementary                         ,831,1,0,0,0,1,0,1:831,03M087
Bronx,9,9,X055,Elementary                         ,586,2,0,0,0,2,0,1:293,09X055
Brooklyn,75,21,K370,K-12 All Grades                    ,227,4,0,0,0,4,0,1:57,75K370
Manhattan,4,4,M206,K-8                                ,465,1,0,0,0,1,0,1:465,04M206
Staten Island,31,31,R460,High School                        ,3189,15,0,0,0,15,0,1:213,31R460
Queens,24,24,Q091,Elementary                         ,661,0,0,0,0,0,0,0,24Q091
Queens,30,30,Q078,K-8                                ,593,2,0,0,0,2,0,1:297,30Q078
Manhattan,1,1,M140,K-8                                ,342,1,0,0,0,1,0,1:342,01M140
Brooklyn,21,21,K226,K-8                                ,928,2,0,0,0,2,0,1:464,21K226
Queens,30,30,Q329,Elementary                         ,289,0,0,0,0,0,0,0,30Q329
Brooklyn,22,22,K269,Elementary                         ,304,1,0,0,0,1,0,1:304,22K269
Bronx,9,9,X404,High School                        ,345,1,0,0,0,1,0,1:345,09X404
Manhattan,6,6,M008,Elementary                         ,494,2,0,0,0,2,0,1:247,06M008
Queens,28,28,Q284,Secondary School                   ,614,2,0,0,0,2,0,1:307,28Q284
Brooklyn,18,18,K629,High School                        ,304,2,0,0,0,2,0,1:152,18K629
Queens,29,29,Q360,Elementary                         ,111,0,0,0,0,0,0,0,29Q360
Brooklyn,18,18,K272,Elementary                         ,393,0,0,0,0,0,0,0,18K272
Staten Island,31,31,R080,K-12 All Grades                    ,1292,3,1,0,1,4,0,1:431,31R080
Bronx,12,12,X129,Junior High-Intermediate-Middle    ,512,1,0,0,0,1,0,1:512,12X129
Bronx,8,8,X071,K-8                                ,1646,5,0,0,0,5,0,1:329,08X071
Brooklyn,32,32,K554,Secondary School                   ,408,0,0,0,0,0,0,0,32K554
Manhattan,6,6,M132,Elementary                         ,353,0,0,0,0,0,0,0,06M132
Queens,28,28,Q182,Elementary                         ,767,0,0,0,0,0,0,0,28Q182
Manhattan,3,3,M084,Elementary                         ,508,1,0,0,0,1,0,1:508,03M084
Bronx,10,10,X023,Elementary                         ,431,1,0,0,0,1,0,1:431,10X023
Bronx,12,12,X300,Elementary                         ,556,1,0,0,0,1,0,1:556,12X300
Staten Island,75,31,R037,K-12 All Grades                    ,306,4,0,0,0,4,0,1:77,75R037
Staten Island,31,31,R074,Elementary                         ,296,0,0,0,0,0,0,0,31R074
Bronx,10,10,X696,High School                        ,375,2,0,0,0,2,0,1:188,10X696
Brooklyn,19,19,K404,Secondary School                   ,540,2,0,0,0,2,0,1:270,19K404
Bronx,10,10,X091,Elementary                         ,717,1,0,0,0,1,0,1:717,10X091
Staten Island,31,31,R006,Elementary                         ,528,0,0,0,0,0,0,0,31R006
Queens,25,25,Q154,Elementary                         ,637,1,0,0,0,1,0,1:637,25Q154
Manhattan,3,3,M009,Elementary                         ,568,0,0,0,0,0,0,0,03M009
Bronx,9,9,X053,Elementary                         ,1018,2,0,0,0,2,0,1:509,09X053
Brooklyn,20,20,K062,Junior High-Intermediate-Middle    ,1154,4,0,0,0,4,0,1:289,20K062
Staten Island,31,31,R064,High School                        ,419,3,0,0,0,3,0,1:140,31R064
Bronx,12,12,X536,Elementary                         ,401,0,0,0,0,0,0,0,12X536
Bronx,9,9,X555,Elementary                         ,374,0,0,1,1,1,1,0,09X555
Queens,29,29,Q033,Elementary                         ,946,0,0,0,0,0,0,0,29Q033
Manhattan,3,3,M505,High School                        ,272,2,0,0,0,2,0,1:136,03M505
Queens,24,24,Q343,Elementary                         ,259,1,0,0,0,1,0,1:259,24Q343
Queens,26,26,Q203,Elementary                         ,847,1,0,0,0,1,0,1:847,26Q203
Bronx,11,11,X542,High School                        ,470,1,0,0,0,1,0,1:470,11X542
Manhattan,2,2,M655,Secondary School                   ,565,3,0,0,0,3,0,1:188,02M655
Brooklyn,15,15,K038,Elementary                         ,438,0,0,0,0,0,0,0,15K038
Brooklyn,20,20,K259,Junior High-Intermediate-Middle    ,1723,5,0,0,0,5,0,1:345,20K259
Manhattan,4,4,M072,K-8                                ,611,1,0,0,0,1,0,1:611,04M072
Brooklyn,18,18,K285,Junior High-Intermediate-Middle    ,634,1,0,0,0,1,0,1:634,18K285
Manhattan,6,6,M314,Elementary                         ,278,0,0,0,0,0,0,0,06M314
Manhattan,6,6,M467,High School                        ,534,3,0,0,0,3,0,1:178,06M467
Staten Island,31,31,R018,Elementary                         ,489,1,0,0,0,1,0,1:489,31R018
Bronx,9,9,X035,Elementary                         ,641,0,0,0,0,0,0,0,09X035
Manhattan,2,2,M529,High School                        ,569,2,0,0,0,2,0,1:285,02M529
Queens,26,26,Q041,Elementary                         ,492,0,0,0,0,0,0,0,26Q041
Manhattan,4,4,M112,Early Childhood                    ,292,0,0,0,0,0,0,0,04M112
Brooklyn,17,17,K316,Elementary                         ,423,1,0,0,0,1,0,1:423,17K316
Manhattan,5,5,M499,Secondary School                   ,1321,4,0,0,0,4,0,1:330,05M499
Brooklyn,32,32,K045,K-8                                ,646,2,0,0,0,2,0,1:323,32K045
Manhattan,75,2,M094,K-12 All Grades                    ,368,1,0,0,0,1,0,1:368,75M094
Queens,24,24,Q560,Secondary School                   ,615,3,0,0,0,3,0,1:205,24Q560
Bronx,8,8,X424,Junior High-Intermediate-Middle    ,275,2,0,0,0,2,0,1:138,08X424
Queens,30,30,Q112,Elementary                         ,423,1,0,0,0,1,0,1:423,30Q112
Brooklyn,17,17,K537,High School                        ,389,1,0,0,0,1,0,1:389,17K537
Manhattan,4,4,M680,High School                        ,286,1,0,0,0,1,0,1:286,04M680
Bronx,12,12,X314,Elementary                         ,283,1,0,0,0,1,0,1:283,12X314
Manhattan,1,1,M019,Elementary                         ,237,1,0,0,0,1,0,1:237,01M019
Manhattan,2,2,M442,K-8                                ,147,0,0,0,0,0,0,0,02M442
Brooklyn,13,13,K553,High School                        ,99,1,0,0,0,1,0,1:99,13K553
Brooklyn,32,32,K274,Elementary                         ,391,0,0,0,0,0,0,0,32K274
Brooklyn,19,19,K764,High School                        ,211,0,0,2,2,2,1,0,19K764
Queens,30,30,Q152,Elementary                         ,1111,1,0,0,0,1,0,1:1111,30Q152
Queens,27,27,Q334,High School                        ,276,1,0,0,0,1,0,1:276,27Q334
Staten Island,31,31,R003,Elementary                         ,773,1,0,0,0,1,0,1:773,31R003
Bronx,9,9,X323,Junior High-Intermediate-Middle    ,426,1,0,0,0,1,0,1:426,09X323
Queens,24,24,Q239,Elementary                         ,523,1,0,0,0,1,0,1:523,24Q239
Queens,27,27,Q108,Elementary                         ,1396,1,0,0,0,1,0,1:1396,27Q108
Queens,30,30,Q017,Elementary                         ,500,2,0,0,0,2,0,1:250,30Q017
Bronx,12,12,X691,Elementary                         ,285,0,0,0,0,0,0,0,12X691
Staten Island,31,31,R027,Junior High-Intermediate-Middle    ,967,4,0,0,0,4,0,1:242,31R027
Queens,27,27,Q114,K-8                                ,635,2,0,0,0,2,0,1:318,27Q114
Queens,30,30,Q171,Elementary                         ,422,0,0,0,0,0,0,0,30Q171
Bronx,7,7,X224,Junior High-Intermediate-Middle    ,375,0,0,1,1,1,1,0,07X224
Bronx,12,12,X384,Junior High-Intermediate-Middle    ,251,1,0,0,0,1,0,1:251,12X384
Brooklyn,14,14,K023,Elementary                         ,254,1,0,0,0,1,0,1:254,14K023
Queens,29,29,Q272,High School                        ,442,3,0,0,0,3,0,1:147,29Q272
Queens,27,27,Q309,Secondary School                   ,576,4,0,0,0,4,0,1:144,27Q309
Brooklyn,20,20,K200,Elementary                         ,1198,0,0,0,0,0,0,0,20K200
Bronx,12,12,X195,Elementary                         ,910,2,0,0,0,2,0,1:455,12X195
Bronx,12,12,X217,Junior High-Intermediate-Middle    ,277,2,0,0,0,2,0,1:139,12X217
Queens,28,28,Q082,Elementary                         ,628,1,0,0,0,1,0,1:628,28Q082
Queens,30,30,Q076,Elementary                         ,413,1,0,0,0,1,0,1:413,30Q076
Queens,30,30,Q126,Junior High-Intermediate-Middle    ,607,2,0,0,0,2,0,1:304,30Q126
Queens,27,27,Q066,Elementary                         ,471,0,0,0,0,0,0,0,27Q066
Brooklyn,75,22,K811,Secondary School                   ,304,3,0,0,0,3,0,1:101,75K811
Queens,27,27,Q105,K-8                                ,747,2,0,0,0,2,0,1:374,27Q105
Queens,29,29,Q192,Junior High-Intermediate-Middle    ,451,1,0,0,0,1,0,1:451,29Q192
Queens,29,29,Q038,Elementary                         ,214,1,0,0,0,1,0,1:214,29Q038
Brooklyn,32,32,K545,High School                        ,480,1,0,0,0,1,0,1:480,32K545
Staten Island,31,31,R041,Elementary                         ,649,1,0,0,0,1,0,1:649,31R041
Brooklyn,16,16,K026,Elementary                         ,170,0,0,0,0,0,0,0,16K026
Bronx,12,12,X341,Junior High-Intermediate-Middle    ,130,2,0,0,0,2,0,1:65,12X341
Brooklyn,21,21,K216,Elementary                         ,609,0,0,0,0,0,0,0,21K216
Bronx,11,11,X076,Elementary                         ,935,0,0,0,0,0,1,0,11X076
Brooklyn,13,13,K270,Elementary                         ,108,1,0,0,0,1,0,1:108,13K270
Bronx,11,11,X180,Junior High-Intermediate-Middle    ,860,2,0,0,0,2,0,1:430,11X180
Queens,24,24,Q019,Elementary                         ,1896,1,0,0,0,1,0,1:1896,24Q019
Queens,27,27,Q207,K-8                                ,646,2,0,0,0,2,0,1:323,27Q207
Queens,25,25,Q209,Elementary                         ,583,1,0,0,0,1,0,1:583,25Q209
Bronx,10,10,X353,High School                        ,426,1,0,0,0,1,0,1:426,10X353
Brooklyn,22,22,K255,Elementary                         ,894,1,0,0,0,1,0,1:894,22K255
Bronx,10,10,X440,High School                        ,1245,8,0,0,0,8,0,1:156,10X440
Queens,25,25,Q281,Secondary School                   ,663,2,0,0,0,2,0,1:332,25Q281
Brooklyn,15,15,K024,Elementary                         ,599,0,0,0,0,0,0,0,15K024
Staten Island,31,31,R045,Elementary                         ,808,0,0,0,0,0,0,0,31R045
Queens,30,30,Q291,Junior High-Intermediate-Middle    ,401,2,0,0,0,2,0,1:201,30Q291
Bronx,10,10,X080,Junior High-Intermediate-Middle    ,612,2,0,0,0,2,0,1:306,10X080
Manhattan,2,2,M407,Secondary School                   ,464,1,0,0,0,1,0,1:464,02M407
Brooklyn,21,21,K288,K-8                                ,594,1,0,0,0,1,0,1:594,21K288
Bronx,11,11,X103,Elementary                         ,1110,3,0,0,0,3,0,1:370,11X103
Queens,27,27,Q197,Elementary                         ,433,0,0,0,0,0,0,0,27Q197
Brooklyn,14,14,K614,Secondary School                   ,370,1,0,0,0,1,0,1:370,14K614
Brooklyn,17,17,K705,Elementary                         ,310,1,0,0,0,1,0,1:310,17K705
Brooklyn,18,18,K581,Junior High-Intermediate-Middle    ,119,1,0,0,0,1,0,1:119,18K581
Brooklyn,22,22,K109,K-8                                ,616,1,0,0,0,1,0,1:616,22K109
Manhattan,4,4,M182,Elementary                         ,330,0,0,0,0,0,0,0,04M182
Bronx,8,8,X558,High School                        ,554,3,0,0,0,3,0,1:185,08X558
Brooklyn,16,16,K025,Elementary                         ,101,0,0,0,0,0,0,0,16K025
Brooklyn,18,18,K114,Elementary                         ,450,0,0,0,0,0,0,0,18K114
Bronx,9,9,X011,Elementary                         ,615,1,0,0,0,1,0,1:615,09X011
Brooklyn,15,15,K172,Elementary                         ,544,1,0,0,0,1,0,1:544,15K172
Staten Island,31,31,R031,Elementary                         ,340,1,0,0,0,1,0,1:340,31R031
Queens,27,27,Q053,Junior High-Intermediate-Middle    ,283,3,0,0,0,3,0,1:94,27Q053
Brooklyn,21,21,K525,High School                        ,3700,16,0,0,0,16,0,1:231,21K525
Bronx,12,12,X316,Junior High-Intermediate-Middle    ,369,1,0,0,0,1,0,1:369,12X316
Bronx,11,11,X566,Junior High-Intermediate-Middle    ,443,2,0,0,0,2,1,1:222,11X566
Brooklyn,20,20,K127,Elementary                         ,500,0,1,0,1,1,0,0,20K127
Brooklyn,14,14,K297,Elementary                         ,210,0,0,0,0,0,0,0,14K297
Brooklyn,13,13,K287,Elementary                         ,164,0,0,0,0,0,0,0,13K287
Manhattan,2,2,M412,High School                        ,526,1,0,0,0,1,0,1:526,02M412
Brooklyn,16,16,K308,K-8                                ,277,1,0,0,0,1,0,1:277,16K308
Bronx,9,9,X070,Elementary                         ,1208,3,0,0,0,3,0,1:403,09X070
Bronx,10,10,X237,High School                        ,483,2,0,0,0,2,0,1:242,10X237
Brooklyn,22,15,K555,High School                        ,611,2,0,0,0,2,0,1:306,22K555
Brooklyn,22,22,K245,Elementary                         ,279,0,0,0,0,0,0,0,22K245
Brooklyn,19,19,K409,Secondary School                   ,492,1,0,0,0,1,0,1:492,19K409
Brooklyn,15,15,K464,Secondary School                   ,572,3,0,0,0,3,0,1:191,15K464
Manhattan,4,4,M102,Elementary                         ,270,1,0,0,0,1,0,1:270,04M102
Manhattan,2,2,M565,High School                        ,154,0,0,0,0,0,0,0,02M565
Brooklyn,22,22,K217,Elementary                         ,1098,0,0,0,0,0,0,0,22K217
Manhattan,2,2,M059,Elementary                         ,554,0,0,0,0,0,0,0,02M059
Brooklyn,21,21,K239,Junior High-Intermediate-Middle    ,1264,5,0,0,0,5,0,1:253,21K239
Manhattan,5,5,M148,Secondary School                   ,260,1,0,0,0,1,1,1:260,05M148
Bronx,8,8,X371,Junior High-Intermediate-Middle    ,329,0,0,1,1,1,1,0,08X371
Manhattan,6,6,M366,K-8                                ,502,0,0,0,0,0,0,0,06M366
Bronx,9,9,X170,Early Childhood                    ,259,0,0,0,0,0,0,0,09X170
Bronx,8,8,X537,High School                        ,163,1,0,0,0,1,0,1:163,08X537
Bronx,11,11,X355,Junior High-Intermediate-Middle    ,316,1,0,0,0,1,0,1:316,11X355
Queens,25,25,Q024,Elementary                         ,936,1,0,0,0,1,0,1:936,25Q024
Brooklyn,23,23,K363,Junior High-Intermediate-Middle    ,85,1,0,0,0,1,0,1:85,23K363
Bronx,12,12,X383,Junior High-Intermediate-Middle    ,237,0,0,0,0,0,0,0,12X383
Queens,24,24,Q550,High School                        ,776,4,0,0,0,4,0,1:194,24Q550
Queens,29,29,Q147,K-8                                ,552,2,0,0,0,2,0,1:276,29Q147
Bronx,10,10,X340,Elementary                         ,606,1,0,0,0,1,0,1:606,10X340
Manhattan,2,2,M255,Junior High-Intermediate-Middle    ,387,1,0,0,0,1,0,1:387,02M255
Manhattan,1,1,M315,Elementary                         ,274,0,0,0,0,0,0,0,01M315
Queens,25,25,Q194,Junior High-Intermediate-Middle    ,1149,2,2,0,2,4,0,1:575,25Q194
Brooklyn,22,22,K315,Elementary                         ,612,0,0,0,0,0,0,0,22K315
Bronx,10,10,X141,Secondary School                   ,1418,4,0,0,0,4,0,1:355,10X141
Bronx,8,8,X375,Junior High-Intermediate-Middle    ,214,2,0,0,0,2,0,1:107,08X375
Manhattan,3,3,M541,High School                        ,445,1,1,0,1,2,0,1:445,03M541
Brooklyn,15,15,K146,Elementary                         ,602,1,0,0,0,1,0,1:602,15K146
Manhattan,4,4,M497,Elementary                         ,175,0,0,0,0,0,0,0,04M497
Brooklyn,15,15,K839,Junior High-Intermediate-Middle    ,206,1,0,0,0,1,0,1:206,15K839
Brooklyn,23,23,K150,Elementary                         ,173,1,0,0,0,1,0,1:173,23K150
Brooklyn,18,18,K244,Elementary                         ,500,0,0,0,0,0,0,0,18K244
Bronx,7,7,X557,High School                        ,170,2,0,0,0,2,0,1:85,07X557
Brooklyn,14,14,K132,Elementary                         ,607,0,0,0,0,0,0,0,14K132
Manhattan,6,6,M513,Elementary                         ,199,0,0,0,0,0,0,0,06M513
Brooklyn,21,21,K238,K-8                                ,508,1,0,0,0,1,0,1:508,21K238
Queens,27,27,Q262,Secondary School                   ,786,3,0,0,0,3,0,1:262,27Q262
Staten Island,31,31,R053,Elementary                         ,719,0,0,0,0,0,0,0,31R053
Bronx,9,9,X443,Elementary                         ,451,1,0,0,0,1,0,1:451,09X443
Bronx,75,11,X721,High School                        ,474,3,0,0,0,3,0,1:158,75X721
Brooklyn,16,16,K681,Junior High-Intermediate-Middle    ,127,1,0,0,0,1,0,1:127,16K681
Manhattan,6,6,M189,Elementary                         ,811,1,0,0,0,1,0,1:811,06M189
Brooklyn,21,21,K090,Elementary                         ,529,0,0,0,0,0,0,0,21K090
Manhattan,4,4,M108,K-8                                ,471,2,0,0,0,2,0,1:236,04M108
Manhattan,3,3,M208,Elementary                         ,119,0,0,0,0,0,0,0,03M208
Brooklyn,14,14,K414,Elementary                         ,557,1,0,0,0,1,0,1:557,14K414
Bronx,9,9,X042,Elementary                         ,381,1,0,0,0,1,0,1:381,09X042
Brooklyn,13,13,K616,High School                        ,139,1,0,0,0,1,0,1:139,13K616
Staten Island,31,31,R072,Junior High-Intermediate-Middle    ,1310,4,0,0,0,4,0,1:328,31R072
Queens,24,24,Q128,K-8                                ,959,3,0,0,0,3,0,1:320,24Q128
Bronx,11,11,X106,Elementary                         ,1001,1,0,0,0,1,0,1:1001,11X106
Queens,30,30,Q149,Elementary                         ,1081,2,0,0,0,2,0,1:541,30Q149
Brooklyn,21,21,K303,Junior High-Intermediate-Middle    ,469,1,0,0,0,1,0,1:469,21K303
Brooklyn,21,21,K348,High School                        ,246,1,0,0,0,1,0,1:246,21K348
Queens,30,30,Q145,Junior High-Intermediate-Middle    ,1820,3,0,0,0,3,0,1:607,30Q145
Queens,24,24,Q007,Early Childhood                    ,938,1,0,0,0,1,0,1:938,24Q007
Manhattan,4,4,M171,K-8                                ,701,1,0,0,0,1,0,1:701,04M171
Manhattan,2,2,M033,Elementary                         ,571,1,0,0,0,1,0,1:571,02M033
Brooklyn,15,15,K447,Junior High-Intermediate-Middle    ,515,2,0,0,0,2,0,1:258,15K447
Bronx,10,10,X268,High School                        ,406,1,0,0,0,1,0,1:406,10X268
Staten Island,31,31,R010,Elementary                         ,136,0,0,0,0,0,0,0,31R010
Staten Island,31,31,R046,Elementary                         ,256,1,0,0,0,1,0,1:256,31R046
Queens,75,26,Q224,K-8                                ,319,5,0,0,0,5,0,1:64,75Q224
Queens,29,29,Q356,Junior High-Intermediate-Middle    ,280,1,0,1,1,2,1,1:280,29Q356
Manhattan,2,2,M394,High School                        ,257,2,0,0,0,2,0,1:129,02M394
Queens,29,29,Q134,Elementary                         ,365,1,0,0,0,1,0,1:365,29Q134
Brooklyn,18,18,K633,High School                        ,410,3,0,0,0,3,0,1:137,18K633
Bronx,11,11,X105,Elementary                         ,1150,1,0,0,0,1,0,1:1150,11X105
Queens,29,29,Q176,Elementary                         ,663,0,0,0,0,0,0,0,29Q176
Brooklyn,15,15,K448,Secondary School                   ,641,3,0,0,0,3,0,1:214,15K448
Manhattan,5,5,M304,High School                        ,327,1,0,0,0,1,0,1:327,05M304
Manhattan,1,1,M301,Junior High-Intermediate-Middle    ,119,1,0,0,0,1,0,1:119,01M301
Bronx,7,7,X221,Secondary School                   ,637,2,0,0,0,2,0,1:319,07X221
Bronx,11,11,X483,Elementary                         ,71,0,0,0,0,0,0,0,11X483
Bronx,8,8,X452,High School                        ,264,1,0,0,0,1,0,1:264,08X452
Queens,27,27,Q650,High School                        ,1004,5,0,0,0,5,0,1:201,27Q650
Manhattan,3,3,M247,Junior High-Intermediate-Middle    ,202,0,0,0,0,0,0,0,03M247
Brooklyn,17,17,K375,Elementary                         ,378,0,0,0,0,0,0,0,17K375
Manhattan,1,1,M448,High School                        ,378,1,0,0,0,1,0,1:378,01M448
Bronx,12,12,X372,Secondary School                   ,523,2,0,0,0,2,0,1:262,12X372
Staten Island,31,31,R455,High School                        ,3794,16,0,0,0,16,0,1:237,31R455
Queens,24,24,Q585,High School                        ,1004,3,0,0,0,3,0,1:335,24Q585
Brooklyn,32,32,K349,Junior High-Intermediate-Middle    ,285,1,0,0,0,1,0,1:285,32K349
Brooklyn,17,17,K241,Elementary                         ,462,1,0,0,0,1,0,1:462,17K241
Queens,27,27,Q210,Junior High-Intermediate-Middle    ,1801,5,0,0,0,5,0,1:360,27Q210
Bronx,11,11,X097,Elementary                         ,671,0,0,0,0,0,0,0,11X097
Brooklyn,75,21,K771,K-12 All Grades                    ,334,7,0,0,0,7,0,1:48,75K771
Brooklyn,13,13,K307,Elementary                         ,309,1,0,0,0,1,0,1:309,13K307
Brooklyn,20,20,K104,K-8                                ,1228,3,0,0,0,3,0,1:409,20K104
Manhattan,3,3,M860,Secondary School                   ,345,1,0,0,0,1,0,1:345,03M860
Brooklyn,20,20,K205,Elementary                         ,1154,0,0,0,0,0,0,0,20K205
Brooklyn,13,13,K575,High School                        ,63,1,0,0,0,1,0,1:63,13K575
Staten Island,31,31,R069,Elementary                         ,924,1,0,0,0,1,0,1:924,31R069
Bronx,10,10,X280,K-8                                ,863,0,0,0,0,0,0,0,10X280
Brooklyn,23,23,K284,K-8                                ,435,2,0,0,0,2,0,1:218,23K284
Bronx,10,10,X032,Elementary                         ,737,1,0,0,0,1,0,1:737,10X032
Brooklyn,17,17,K543,Secondary School                   ,541,2,0,0,0,2,0,1:271,17K543
Brooklyn,15,15,K015,Elementary                         ,357,0,0,0,0,0,0,0,15K015
Manhattan,6,6,M005,Elementary                         ,539,0,0,0,0,0,0,0,06M005
Manhattan,1,1,M450,Secondary School                   ,677,0,0,0,0,0,0,0,01M450
Queens,28,28,Q350,High School                        ,503,3,0,0,0,3,0,1:168,28Q350
Bronx,9,9,X505,Secondary School                   ,735,3,0,0,0,3,0,1:245,09X505
Queens,25,25,Q214,Elementary                         ,500,1,0,0,0,1,0,1:500,25Q214
Manhattan,6,6,M278,K-8                                ,545,1,0,0,0,1,0,1:545,06M278
