eyemove/table_0_0.label,eyemove/table_0_0.meanFixDur,eyemove/table_0_0.timePrtctg,eyemove/table_0_0.firstfixDur,Key_0_0
1,139.0,0.0128,139.0,3941
0,119.0,0.0419,139.0,2084
1,80.0,0.0228,80.0,3087
0,119.0,0.0372,119.0,2766
1,278.0,0.0466,278.0,7113
0,179.0,0.0153,179.0,2091
0,298.0,0.063,298.0,5278
0,139.0,0.0125,139.0,5439
1,179.0,0.0111,179.0,2696
1,179.0,0.0196,179.0,6206
1,139.0,0.0249,139.0,607
0,218.5,0.078,318.0,4671
0,139.0,0.0254,139.0,6723
1,80.0,0.0056,80.0,2277
0,119.0,0.017,139.0,6876
0,179.0,0.0295,179.0,3364
0,99.0,0.0083,99.0,3408
0,239.0,0.0986,239.0,4738
0,179.0,0.0153,179.0,7219
0,159.0,0.0282,159.0,7587
1,199.0,0.0599,199.0,1267
0,259.0,0.0303,259.0,632
0,139.0,0.0165,139.0,6318
0,199.0,0.0445,159.0,4928
1,139.0,0.0067,99.0,4454
0,199.0,0.0339,199.0,6252
1,99.0,0.0127,99.0,1124
1,259.0,0.0722,259.0,975
1,99.0,0.0134,99.0,3707
0,99.0,0.0166,99.0,2269
0,199.0,0.0614,199.0,2485
1,99.0,0.0099,99.0,6581
0,119.0,0.0264,119.0,4779
1,179.0,0.0555,139.0,1468
1,99.0,0.0122,179.0,2396
1,119.0,0.0255,119.0,4881
0,139.0,0.0149,139.0,1639
1,20.0,0.0018,20.0,2849
1,159.0,0.0658,219.0,4836
1,139.0,0.0234,139.0,2570
0,139.0,0.027,139.0,3928
1,258.0,0.026,99.0,1685
1,258.0,0.0598,258.0,2230
1,80.0,0.0056,139.0,5248
1,219.0,0.0193,219.0,6498
0,199.0,0.0372,199.0,4530
1,139.0,0.0217,139.0,1837
0,80.0,0.0056,80.0,3793
0,249.0,0.0566,279.0,643
0,318.0,0.0727,318.0,6218
1,119.0,0.0167,119.0,7209
0,179.0,0.018,179.0,3429
0,159.0,0.0565,99.0,2814
1,119.0,0.0214,119.0,3764
0,179.0,0.0457,179.0,7300
1,139.0,0.0072,139.0,2901
1,239.0,0.0409,239.0,6088
1,99.0,0.0048,99.0,285
1,169.0,0.0296,139.0,3980
1,219.0,0.0367,219.0,994
0,179.0,0.0045,179.0,3719
1,99.0,0.019,119.0,3799
0,199.0,0.0618,199.0,5769
1,239.0,0.0205,239.0,6798
0,119.0,0.0192,119.0,3063
1,457.0,0.046,457.0,2394
1,119.0,0.0484,99.0,1170
0,219.0,0.0254,219.0,1689
1,159.0,0.0316,159.0,3666
0,219.0,0.0166,219.0,6712
1,146.0,0.0633,100.0,6631
0,179.0,0.0172,179.0,2449
0,109.0,0.0237,119.0,6454
0,99.0,0.0066,199.0,3867
0,179.0,0.0257,179.0,296
1,99.0,0.0262,99.0,6121
1,159.0,0.006,418.0,2695
0,179.0,0.0102,219.0,2824
0,139.0,0.0093,139.0,6417
0,80.0,0.0083,80.0,3033
1,129.5,0.0277,20.0,6213
0,99.0,0.0102,99.0,5478
1,139.0,0.0201,139.0,2497
0,178.5,0.0381,99.0,2654
1,139.0,0.0143,139.0,6677
1,159.0,0.0364,159.0,1655
1,139.0,0.0307,139.0,3379
0,219.0,0.0135,159.0,4124
0,20.0,0.0017,20.0,1502
0,100.0,0.0062,179.0,5795
0,179.0,0.0179,179.0,4907
0,119.0,0.0207,119.0,6209
1,259.0,0.0341,259.0,5421
0,239.0,0.0213,199.0,3481
1,199.0,0.0113,100.0,6197
1,159.0,0.0095,159.0,7605
0,99.0,0.0155,99.0,4936
0,259.0,0.0065,199.0,1914
1,99.0,0.012,139.0,6468
1,159.0,0.0199,159.0,5089
1,80.0,0.025,80.0,4651
1,80.0,0.0048,159.0,1470
1,219.0,0.0125,238.0,5858
1,218.5,0.0164,139.0,820
0,139.0,0.0251,179.0,2655
1,179.0,0.0539,179.0,1425
1,159.0,0.0442,159.0,331
0,179.0,0.0157,179.0,2272
0,179.0,0.0255,179.0,6384
1,159.0,0.0256,159.0,6359
1,109.0,0.0336,119.0,4886
0,99.0,0.0258,99.0,5690
1,99.5,0.0402,119.0,1924
0,179.0,0.0153,179.0,3349
1,159.0,0.0267,159.0,2991
0,159.0,0.0249,199.0,423
1,239.0,0.0194,239.0,5061
1,239.0,0.022,179.0,3550
1,179.0,0.0092,179.0,7603
1,139.0,0.0242,139.0,3374
0,80.0,0.0109,80.0,6106
1,258.0,0.032,258.0,3879
0,219.0,0.0299,219.0,3493
1,139.0,0.0123,139.0,7566
0,99.0,0.0074,239.0,7156
0,179.0,0.0203,179.0,3567
0,99.0,0.0366,99.0,1593
0,219.0,0.0292,219.0,7119
1,199.0,0.0213,199.0,4604
0,99.0,0.0145,99.0,4096
0,139.0,0.0395,139.0,327
1,139.0,0.0278,100.0,483
0,126.0,0.0636,159.0,2892
1,139.0,0.0093,278.0,6882
1,159.0,0.0212,159.0,1351
0,239.0,0.0273,239.0,1383
1,100.0,0.0617,100.0,4643
1,219.0,0.0219,20.0,5244
1,219.0,0.0245,219.0,1389
1,259.0,0.0231,259.0,6214
1,80.0,0.0139,80.0,1469
1,99.0,0.0127,99.0,4558
1,119.0,0.0156,119.0,1974
0,199.0,0.03,199.0,2105
0,139.0,0.0566,179.0,4391
1,129.0,0.1148,139.0,3744
1,239.0,0.0345,239.0,4759
0,218.5,0.0785,139.0,1436
1,278.0,0.0799,219.0,1176
1,199.0,0.0268,199.0,1002
0,219.0,0.0629,219.0,6131
1,159.0,0.041,159.0,7540
0,139.0,0.0229,139.0,2876
1,80.0,0.0166,80.0,6317
1,159.0,0.0164,159.0,5106
0,119.0,0.0107,119.0,7380
1,149.0,0.0617,159.0,3536
1,239.0,0.0494,219.0,6797
0,219.0,0.0166,279.0,5413
0,139.0,0.0147,139.0,4134
0,179.0,0.0259,179.0,657
1,99.0,0.0134,139.0,7464
0,179.0,0.0211,179.0,5725
1,258.5,0.031,159.0,6769
1,299.0,0.0243,299.0,6709
1,109.5,0.0381,80.0,2558
1,80.0,0.0114,159.0,7462
0,80.0,0.0068,80.0,6721
0,99.0,0.0109,99.0,1711
0,80.0,0.0068,80.0,4837
0,219.0,0.0318,219.0,6011
0,139.0,0.0225,139.0,4466
1,139.0,0.0148,139.0,4376
0,119.0,0.0101,119.0,5357
1,219.0,0.0135,219.0,7512
1,139.0,0.0177,100.0,5031
1,159.0,0.0208,199.0,7531
1,518.0,0.0131,518.0,6869
0,159.0,0.0207,159.0,7599
1,80.0,0.0089,80.0,2762
1,159.0,0.0119,159.0,2729
1,239.0,0.0192,239.0,3709
0,159.0,0.0152,99.0,2363
1,239.0,0.0475,239.0,6390
0,119.0,0.0161,338.0,2652
1,119.0,0.0089,119.0,4489
1,100.0,0.0229,100.0,2236
0,119.0,0.0462,99.0,4104
0,119.0,0.0194,139.0,2736
0,139.0,0.0156,179.0,537
1,199.0,0.0317,199.0,4985
1,219.0,0.0232,219.0,3373
0,298.0,0.0444,298.0,4200
1,139.0,0.0115,139.0,841
1,258.0,0.0455,258.0,660
0,119.0,0.0101,119.0,2347
0,119.0,0.011,119.0,6247
1,149.0,0.0241,99.0,807
0,119.0,0.008,80.0,485
1,180.0,0.0153,180.0,5724
0,179.0,0.0171,99.0,1270
1,199.0,0.0223,418.0,1485
0,169.0,0.0253,159.0,4227
1,99.0,0.0048,99.0,5762
0,139.0,0.0338,99.0,3697
0,179.0,0.0219,179.0,4486
0,139.0,0.0202,338.0,4137
0,139.0,0.0139,159.0,3149
1,159.0,0.0314,159.0,6365
0,100.0,0.0048,100.0,7594
1,199.0,0.0166,199.0,256
1,179.0,0.02,179.0,6715
1,179.0,0.016,20.0,5155
0,139.0,0.031,139.0,7251
1,159.0,0.0263,159.0,4123
1,99.0,0.0099,99.0,6684
0,139.0,0.0302,139.0,4194
0,20.0,0.0021,20.0,6926
1,199.0,0.0134,199.0,6912
0,179.0,0.0191,179.0,6315
0,99.5,0.017,119.0,1077
1,119.6667,0.0425,199.0,7350
1,198.5,0.0439,99.0,2141
1,308.0,0.0714,477.0,2996
1,179.0,0.0257,179.0,6682
0,179.0,0.0417,179.0,1905
0,119.0,0.0229,139.0,408
1,139.0,0.0206,139.0,5651
0,258.0,0.0273,258.0,9
1,139.0,0.0286,139.0,6436
0,477.0,0.0409,298.0,694
1,109.5,0.0499,80.0,4299
0,258.0,0.0221,258.0,5964
0,179.0,0.0237,179.0,3573
0,358.0,0.0379,358.0,5048
0,318.0,0.0572,318.0,729
1,159.0,0.0129,199.0,4013
0,139.0,0.0185,139.0,2646
0,179.0,0.0353,139.0,3467
1,139.0,0.04,139.0,7499
0,179.0,0.0107,179.0,7419
0,80.0,0.0134,99.0,2248
0,139.0,0.0314,139.0,3535
0,219.0,0.0395,219.0,1944
1,119.0,0.0133,119.0,4764
1,80.0,0.023,80.0,4625
1,139.0,0.0311,139.0,7138
1,199.0,0.0296,199.0,1454
1,199.0,0.0431,199.0,4407
1,139.0,0.0122,139.0,6010
0,219.0,0.0261,219.0,3312
0,239.0,0.0228,239.0,2610
1,80.0,0.0201,80.0,6092
1,219.0,0.0312,80.0,2289
0,119.0,0.0102,119.0,7031
1,139.0,0.0333,139.0,2831
1,159.0,0.0146,159.0,2282
0,99.0,0.0202,179.0,6115
0,119.0,0.0122,119.0,1280
1,179.0,0.0111,100.0,3049
1,139.0,0.044,99.0,5279
0,179.0,0.0448,179.0,4963
1,99.0,0.0306,99.0,6443
1,80.0,0.0046,80.0,318
0,199.0,0.0233,80.0,3592
1,99.0,0.0092,99.0,5292
1,139.0,0.0333,139.0,6909
0,179.0,0.02,179.0,1568
0,139.0,0.0237,139.0,1836
1,99.0,0.0092,99.0,3779
1,139.0,0.0139,139.0,1150
0,159.0,0.0423,139.0,4850
1,100.0,0.0152,100.0,5917
0,119.0,0.0233,119.0,5532
0,80.0,0.0125,80.0,1328
1,80.0,0.0125,80.0,538
0,159.0,0.0212,159.0,6165
1,100.0,0.0124,100.0,6164
0,139.0,0.0251,159.0,3767
1,219.0,0.0659,219.0,2265
0,159.0,0.0211,159.0,1004
1,238.0,0.0177,238.0,240
1,80.0,0.0065,80.0,2247
0,219.0,0.0197,139.0,1146
1,139.0,0.013,139.0,5928
0,219.0,0.0196,219.0,4647
1,80.0,0.0108,80.0,960
0,160.0,0.0145,339.0,4188
0,99.0,0.008,99.0,2133
1,239.0,0.0209,239.0,4145
1,219.0,0.0187,219.0,3570
0,119.0,0.0235,119.0,3476
0,112.3333,0.0271,99.0,6288
0,199.0,0.0103,199.0,306
1,149.0,0.0214,159.0,176
1,80.0,0.0115,80.0,7038
0,99.0,0.0465,99.0,5992
1,120.0,0.0097,120.0,6385
1,139.0,0.0198,139.0,844
0,153.75,0.044,99.0,4213
1,139.0,0.01,139.0,7067
1,99.0,0.0099,80.0,6689
0,139.0,0.03,139.0,4315
0,199.0,0.0261,199.0,1178
1,139.0,0.0139,139.0,7403
0,99.0,0.0085,99.0,2339
1,139.0,0.0207,139.0,5889
1,339.0,0.0239,339.0,4571
1,139.0,0.0349,139.0,1920
0,179.0,0.0198,139.0,2594
0,179.0,0.0181,179.0,3826
0,109.0,0.0131,99.0,535
0,139.0,0.0247,139.0,1603
1,379.0,0.0689,379.0,3396
0,80.0,0.0284,80.0,3098
0,219.0,0.0226,219.0,1318
0,139.0,0.0229,99.0,716
0,119.0,0.0142,119.0,1670
0,199.0,0.0193,199.0,6492
0,219.0,0.0264,219.0,1111
1,219.0,0.0113,219.0,4448
1,139.0,0.0219,139.0,1079
1,159.0,0.0288,159.0,4153
1,219.0,0.0183,239.0,5469
1,139.0,0.014,139.0,5704
1,139.0,0.0864,139.0,4143
1,219.0,0.0368,219.0,1139
1,99.0,0.0094,139.0,7381
0,139.5,0.0363,199.0,3837
0,119.0,0.0239,119.0,2157
1,109.0,0.0304,80.0,334
1,199.0,0.0211,199.0,5065
1,139.0,0.0173,139.0,6419
1,258.0,0.0221,258.0,2580
1,199.0,0.036,199.0,6696
1,159.0,0.0208,159.0,4781
1,80.0,0.0114,80.0,1684
1,119.0,0.0204,99.0,4640
1,139.0,0.0143,298.0,1687
1,179.0,0.0153,239.0,2895
0,179.0,0.0107,179.0,1963
0,259.0,0.0182,259.0,271
0,20.0,0.0023,20.0,3524
0,119.0,0.0149,119.0,4410
0,179.0,0.0249,179.0,5408
0,199.0,0.0142,199.0,4138
1,239.0,0.0271,239.0,3838
1,159.0,0.0143,159.0,3665
0,80.0,0.0115,80.0,866
0,258.0,0.0264,258.0,873
1,139.0,0.0274,139.0,24
0,179.0,0.0102,179.0,5618
0,179.0,0.0252,179.0,3038
0,258.0,0.0282,258.0,689
0,189.0,0.0845,239.0,7495
0,259.0,0.0277,259.0,5831
1,298.0,0.03,298.0,3197
0,219.0,0.0163,219.0,5490
0,120.0,0.003,179.0,557
1,199.0,0.0133,199.0,630
0,149.0,0.0369,159.0,171
0,119.0,0.0306,139.0,2183
1,219.0,0.0221,219.0,1563
0,238.0,0.0539,238.0,834
0,159.0,0.0271,159.0,4796
0,199.0,0.0312,199.0,2327
1,179.0,0.0129,179.0,5295
0,159.0,0.0252,159.0,7527
1,139.0,0.053,139.0,6375
1,119.0,0.0491,119.0,4979
1,139.0,0.0142,139.0,6424
1,80.0,0.015,80.0,4782
1,397.0,0.0613,239.0,2662
0,119.3333,0.0741,139.0,1600
1,139.0,0.0104,139.0,655
1,139.0,0.0184,139.0,6952
1,139.0,0.0446,99.0,5263
0,299.0,0.0319,299.0,7090
0,99.0,0.011,99.0,7145
1,169.0,0.0253,199.0,445
1,129.0,0.0398,119.0,4521
0,100.0,0.0202,100.0,6241
0,139.0,0.0154,139.0,6301
0,139.0,0.0265,139.0,3884
0,199.0,0.0175,179.0,6593
1,219.0,0.0684,219.0,6814
1,239.0,0.0115,239.0,1190
1,159.0,0.0315,159.0,6711
1,179.0,0.0393,179.0,2673
1,120.0,0.0158,120.0,2948
1,179.0,0.0173,199.0,1307
0,139.0,0.0211,139.0,2556
1,359.0,0.0461,20.0,6268
0,179.0,0.0196,179.0,875
0,99.0,0.0088,99.0,6561
1,129.0,0.0324,99.0,6458
0,139.0,0.0224,199.0,6506
0,179.0,0.019,179.0,6407
1,132.6667,0.01,179.0,2675
0,139.0,0.0224,139.0,1652
0,219.0,0.049,219.0,7316
1,258.0,0.0239,258.0,701
1,199.0,0.0191,199.0,4054
1,199.0,0.0218,159.0,4248
1,99.0,0.0192,179.0,147
0,199.0,0.0328,199.0,5468
0,80.0,0.008,99.0,2283
1,239.0,0.0354,239.0,1798
1,100.0,0.0127,100.0,1030
1,219.0,0.0226,379.0,7342
1,338.0,0.049,338.0,459
1,219.0,0.0225,219.0,2704
0,99.0,0.0141,99.0,3372
1,179.0,0.0259,179.0,7485
1,159.0,0.0168,159.0,7271
0,199.0,0.0467,179.0,2356
1,119.0,0.0187,119.0,4205
1,338.0,0.0374,99.0,74
1,139.0,0.0229,139.0,5207
1,99.0,0.0099,99.0,6865
0,179.0,0.0183,179.0,3782
0,159.0,0.0114,159.0,1898
0,80.0,0.0186,99.0,2732
0,208.5,0.0312,139.0,6231
1,159.0,0.0256,179.0,4452
1,179.0,0.0208,179.0,5681
1,159.0,0.0136,159.0,3951
0,80.0,0.0387,80.0,3673
0,239.0,0.0267,239.0,6484
1,159.0,0.0186,139.0,3231
0,159.0,0.0204,159.0,443
0,99.0,0.0293,99.0,4447
0,199.0,0.0178,199.0,4067
1,119.0,0.0114,119.0,648
1,179.0,0.0126,179.0,7538
1,239.0,0.0217,239.0,5464
1,179.0,0.0402,179.0,1961
0,139.0,0.0155,99.0,6030
1,99.0,0.0202,99.0,2964
0,139.0,0.04,139.0,4389
1,259.0,0.0193,259.0,3643
1,179.0,0.0144,179.0,5677
0,159.0,0.0319,159.0,7281
0,80.0,0.0387,80.0,3841
1,139.0,0.0371,179.0,5595
1,99.0,0.0255,99.0,851
0,119.0,0.0142,119.0,6663
1,239.0,0.0228,278.0,2007
1,99.0,0.0102,99.0,5410
1,179.0,0.0429,179.0,6633
1,99.0,0.0174,99.0,4190
1,219.0,0.022,219.0,3074
1,80.0,0.01,80.0,903
1,169.0,0.037,139.0,602
1,139.0,0.0208,199.0,7544
0,199.0,0.0544,199.0,4832
0,319.0,0.0197,319.0,2777
1,80.0,0.0366,80.0,5160
0,139.0,0.02,100.0,453
0,109.0,0.0218,119.0,5954
1,279.0,0.081,279.0,2786
1,119.0,0.0133,119.0,4325
1,169.0,0.0396,179.0,3046
0,159.0,0.0139,139.0,4266
0,238.0,0.0123,159.0,5085
0,99.0,0.0074,99.0,4531
1,159.0,0.0166,159.0,713
1,189.0,0.0647,159.0,1710
0,99.0,0.01,99.0,4601
1,219.0,0.0324,219.0,1294
0,239.0,0.0475,239.0,6898
0,159.0,0.0207,159.0,6626
1,139.0,0.01,219.0,5203
0,179.0,0.0329,179.0,738
0,258.0,0.0227,258.0,6643
1,218.5,0.0423,258.0,7212
1,119.0,0.0264,119.0,1619
0,199.0,0.0284,100.0,1922
1,259.0,0.0333,20.0,5837
0,179.0,0.0234,179.0,3950
0,100.0,0.0559,100.0,4272
1,179.0,0.02,179.0,1472
1,119.0,0.0203,119.0,6747
1,199.0,0.017,199.0,3694
1,298.0,0.0481,298.0,5004
0,298.0,0.0592,298.0,4199
0,219.0,0.0375,219.0,6673
0,248.5,0.0526,239.0,6461
1,159.0,0.0153,159.0,3712
0,219.0,0.0398,219.0,3860
1,99.0,0.015,99.0,7237
1,99.0,0.01,99.0,4157
0,99.0,0.0186,99.0,2898
0,139.0,0.03,139.0,2544
1,80.0,0.0177,80.0,1891
0,80.0,0.0054,80.0,7078
1,139.0,0.0714,119.0,3136
0,139.0,0.0129,179.0,4382
0,80.0,0.0082,80.0,1859
1,259.0,0.0277,259.0,3993
1,239.0,0.1074,239.0,3918
1,219.0,0.0239,219.0,3854
0,189.0,0.0467,99.0,400
1,119.0,0.0122,119.0,3618
0,159.0,0.0291,119.0,1753
0,239.0,0.0315,279.0,2810
0,139.0,0.0104,179.0,6864
0,119.0,0.0207,119.0,554
0,99.0,0.0143,99.0,6963
1,99.5,0.0426,100.0,1063
0,99.5,0.0626,179.0,4008
0,99.0,0.0106,99.0,6746
0,199.0,0.005,279.0,5110
1,199.0,0.0198,199.0,1266
0,179.0,0.0219,179.0,3112
1,179.0,0.0179,179.0,5432
1,239.0,0.0255,139.0,6467
0,99.0,0.0182,99.0,3010
1,239.0,0.0181,239.0,6071
1,99.0,0.0153,99.0,2086
0,80.0,0.008,99.0,7137
0,199.0,0.0716,199.0,1100
1,159.0,0.0658,139.0,778
0,239.0,0.0363,20.0,1026
0,159.0,0.016,159.0,2492
0,219.0,0.0257,219.0,5167
0,199.0,0.0328,199.0,2184
1,119.0,0.0223,119.0,2320
0,179.0,0.03,179.0,5107
0,239.0,0.0377,239.0,1912
0,139.0,0.0093,219.0,1594
1,89.5,0.1012,99.0,3024
0,239.0,0.0253,239.0,467
1,219.0,0.0389,219.0,5712
1,179.0,0.0192,179.0,6210
1,179.0,0.0165,179.0,7018
0,119.0,0.02,119.0,5705
1,139.0,0.0199,139.0,4292
0,219.0,0.0393,219.0,2619
0,279.0,0.0226,279.0,2087
1,139.0,0.0437,139.0,1745
1,99.0,0.0115,99.0,5639
0,178.5,0.0442,258.0,4523
1,179.0,0.028,179.0,3750
1,199.0,0.0096,199.0,1247
0,159.0,0.0214,159.0,1970
1,199.0,0.0622,199.0,2513
0,99.0,0.0172,99.0,3067
1,159.0,0.0352,159.0,1411
1,109.5,0.0343,80.0,3445
0,399.0,0.0512,179.0,6372
1,179.0,0.0427,179.0,3425
0,99.0,0.0084,99.0,1444
1,239.0,0.0296,239.0,3612
1,159.0,0.0173,159.0,3471
1,159.0,0.0305,219.0,1785
0,238.0,0.0525,238.0,2941
0,199.0,0.005,199.0,5688
1,139.0,0.0169,139.0,6478
1,219.0,0.063,219.0,6457
0,119.0,0.0106,119.0,4356
0,80.0,0.0108,80.0,235
1,99.0,0.0508,99.0,4373
1,278.0,0.0494,278.0,7312
0,239.0,0.0192,139.0,6529
1,199.0,0.0242,159.0,6892
1,80.0,0.0076,80.0,1981
1,239.0,0.012,259.0,2932
0,159.0,0.0201,119.0,3760
0,80.0,0.0129,159.0,200
0,119.0,0.0141,119.0,5615
1,219.0,0.0186,219.0,1620
1,149.0,0.0553,159.0,5403
1,139.0,0.0333,139.0,6350
1,179.0,0.0198,179.0,6545
0,99.0,0.0084,99.0,6604
1,99.0,0.0096,99.0,6763
1,179.0,0.0086,179.0,7064
1,258.0,0.0319,258.0,1464
0,219.0,0.0423,20.0,5371
1,119.0,0.0163,119.0,7011
0,100.0,0.0202,100.0,5147
1,80.0,0.019,80.0,6255
1,109.0,0.028,119.0,401
0,99.0,0.0127,99.0,1566
0,199.0,0.0247,139.0,7545
1,229.0,0.0512,259.0,7077
0,119.0,0.0097,119.0,1759
1,159.0,0.0229,179.0,164
0,159.0,0.05,159.0,4265
0,119.0,0.0299,139.0,477
1,89.5,0.0133,99.0,1110
1,258.0,0.0257,258.0,1599
1,139.0,0.0182,139.0,1835
0,198.5,0.0205,159.0,2445
0,298.0,0.0359,298.0,3972
0,139.0,0.0152,139.0,2834
1,159.0,0.0146,159.0,3412
1,219.0,0.0154,458.0,4917
0,239.0,0.0181,159.0,6666
1,179.0,0.0302,179.0,196
0,219.0,0.0353,219.0,1301
0,119.0,0.0119,119.0,963
0,139.0,0.0119,139.0,1018
1,126.3333,0.0686,80.0,5729
0,139.0,0.0261,139.0,465
0,498.0,0.0126,279.0,5253
0,80.0,0.0376,80.0,4023
1,159.0,0.0205,159.0,3230
1,139.0,0.013,139.0,3747
1,219.0,0.0292,219.0,4006
1,99.0,0.0099,99.0,50
1,119.0,0.0258,119.0,10
0,199.0,0.063,199.0,1831
0,99.0,0.0214,99.0,3208
0,179.0,0.0265,179.0,2541
1,199.5,0.062,259.0,2667
0,199.0,0.0235,199.0,1671
0,219.0,0.0176,219.0,5667
1,139.0,0.0275,139.0,3796
1,139.0,0.0318,139.0,1630
0,179.0,0.0086,99.0,1245
0,99.0,0.0127,99.0,2784
1,319.0,0.0537,319.0,6356
1,238.0,0.0243,238.0,3479
0,259.0,0.0221,259.0,6019
1,100.0,0.0144,100.0,7139
1,139.0,0.0101,139.0,3360
1,139.0,0.0125,139.0,4811
1,179.0,0.0327,179.0,580
1,139.0,0.0237,139.0,2869
1,179.0,0.0124,179.0,2726
0,100.0,0.0183,100.0,1881
1,179.0,0.0265,179.0,5763
1,208.5,0.066,298.0,7472
1,159.0,0.0339,80.0,3580
1,219.0,0.0204,219.0,4011
1,119.0,0.0167,119.0,2936
1,179.0,0.0252,179.0,5568
0,119.0,0.015,119.0,7518
0,119.0,0.0244,119.0,3257
0,379.0,0.0234,259.0,6615
1,139.0,0.0093,139.0,7416
1,159.0,0.0082,159.0,7363
1,99.0,0.0139,99.0,7290
1,139.0,0.031,139.0,5782
1,129.5,0.0277,179.0,2555
1,99.0,0.0145,99.0,4730
0,219.0,0.0188,219.0,3504
0,259.0,0.0333,259.0,5803
0,139.0,0.0093,139.0,6628
0,99.0,0.0102,99.0,7424
1,119.0,0.0137,119.0,390
1,219.0,0.0256,219.0,2182
1,258.0,0.032,258.0,1340
1,80.0,0.0071,80.0,7456
1,139.0,0.0314,139.0,3371
0,119.0,0.0196,119.0,7094
1,99.0,0.0146,99.0,6283
0,100.0,0.0175,100.0,6792
0,159.0,0.0215,159.0,269
0,119.0,0.0172,119.0,5388
1,139.0,0.0185,139.0,7131
1,119.0,0.0264,80.0,2478
0,199.0,0.0133,199.0,2688
1,199.0,0.1206,199.0,4055
1,159.0,0.0248,159.0,3376
0,199.0,0.0307,239.0,150
0,179.0,0.0172,179.0,3190
0,199.0,0.0211,199.0,1613
1,139.0,0.0086,139.0,6837
1,159.0,0.0305,159.0,4891
0,259.0,0.05,259.0,642
0,100.0,0.0309,100.0,7228
0,149.5,0.0267,239.0,2006
0,119.0,0.0344,139.0,830
0,99.0,0.025,99.0,4093
1,219.0,0.0516,219.0,2598
0,80.0,0.0114,80.0,32
0,238.0,0.0174,238.0,67
0,228.5,0.0684,238.0,7551
0,99.0,0.0157,179.0,5592
0,319.0,0.008,199.0,1921
1,129.0,0.0276,119.0,1437
1,179.0,0.012,179.0,5261
0,159.0,0.0422,159.0,4497
1,139.0,0.0311,139.0,6275
0,139.0,0.0446,139.0,925
0,99.0,0.0155,99.0,3338
0,222.8,0.0417,179.0,6901
0,219.0,0.0362,219.0,5683
0,139.0,0.0175,139.0,6575
0,139.0,0.0195,139.0,3129
0,119.0,0.0365,139.0,1109
0,179.0,0.03,179.0,1675
1,179.0,0.0045,179.0,1477
0,179.0,0.0129,179.0,1807
0,298.0,0.0207,298.0,1615
0,199.0,0.0365,199.0,386
1,90.0,0.0686,100.0,2333
1,199.0,0.0175,199.0,1131
0,129.0,0.059,159.0,7040
0,179.0,0.016,179.0,2450
0,318.0,0.0741,318.0,676
0,139.0,0.0179,139.0,6311
1,298.0,0.066,298.0,1476
0,199.0,0.0201,199.0,4941
0,199.0,0.0764,199.0,680
1,656.0,0.0773,656.0,5735
1,179.0,0.0208,179.0,6499
1,179.0,0.0353,179.0,5717
1,219.0,0.0196,80.0,1570
1,139.0,0.0234,239.0,1583
0,179.0,0.0222,179.0,3086
0,139.0,0.016,139.0,7085
1,139.0,0.0185,139.0,2287
0,159.0,0.0163,159.0,2402
0,189.0,0.038,179.0,1319
0,100.0,0.0112,100.0,2874
1,139.0,0.0144,139.0,6542
1,119.0,0.0119,119.0,3576
1,80.0,0.0082,80.0,7017
0,139.0,0.0112,139.0,3645
1,80.0,0.0116,80.0,2711
0,150.8,0.1116,139.0,4609
0,89.5,0.0179,238.0,1478
0,99.0,0.0219,99.0,2749
0,119.0,0.0434,119.0,6553
1,139.0,0.0149,139.0,4091
0,169.0,0.0348,139.0,6894
1,139.0,0.0274,139.0,3904
0,169.0,0.0419,179.0,7463
0,359.0,0.0359,359.0,7382
1,239.0,0.0255,239.0,1887
0,139.0,0.0145,139.0,6805
0,179.0,0.0255,179.0,766
0,159.0,0.0164,179.0,3818
1,139.0,0.0503,99.0,5354
1,239.0,0.0211,139.0,4634
0,159.0,0.0544,119.0,7399
1,139.0,0.0454,159.0,1182
1,80.0,0.0085,80.0,2731
0,119.0,0.0096,119.0,1048
0,199.0,0.0205,199.0,737
0,199.0,0.0123,438.0,4954
1,119.0,0.0172,119.0,4014
1,119.0,0.0302,139.0,1709
0,159.0,0.016,159.0,3705
1,179.0,0.0162,179.0,860
1,338.0,0.0304,338.0,4141
1,399.0,0.0281,139.0,311
1,80.0,0.0326,80.0,1886
1,239.0,0.0192,239.0,388
0,139.0,0.0119,139.0,2035
0,139.0,0.0207,139.0,3370
1,199.0,0.1012,199.0,1409
1,219.0,0.0374,219.0,4492
0,99.0,0.0122,99.0,5119
0,139.0,0.0161,139.0,5726
0,99.0,0.016,119.0,5288
1,119.0,0.0127,119.0,5104
1,20.0,0.0005,20.0,7362
1,80.0,0.0107,80.0,1628
0,99.0,0.0146,99.0,4397
1,299.0,0.0334,299.0,6936
1,139.0,0.0628,119.0,3866
1,169.0,0.0175,179.0,1219
0,159.0,0.0283,159.0,1878
1,159.0,0.0197,159.0,2952
0,219.0,0.051,219.0,2384
1,179.0,0.0314,179.0,2728
1,179.0,0.0292,139.0,1090
1,100.0,0.0139,100.0,4705
0,89.5,0.0195,99.0,6645
0,159.0,0.0147,139.0,7470
0,219.0,0.0271,219.0,4113
1,129.0,0.11,139.0,6182
0,124.25,0.0503,80.0,4085
0,268.0,0.0676,139.0,3160
0,80.0,0.015,80.0,5283
0,119.0,0.0215,119.0,5556
0,199.0,0.0365,199.0,6727
0,99.0,0.0308,99.0,2606
