eyemove/table_1_3.pupilDiamMax,eyemove/table_1_3.P1stFixation,eyemove/table_1_3.leavingPos,eyemove/table_1_3.Key_1_3,Key_0_0
0.0223,1,41.9672,6970,4738
0.127,1,4.6098,4787,7219
0.0587,1,87.5171,360,7587
0.3018,1,145.5378,6853,1267
0.1617,1,25.4951,5742,632
-0.0963,1,55.211,1076,6318
0.1937,0,56.0045,2408,4928
0.1217,1,76.0148,6638,4454
0.1988,1,109.9602,3291,6252
0.1744,1,35.3553,6844,1124
1.7995,1,33.6043,5073,975
0.098,1,177.1384,3478,3707
0.2927,1,46.768,6378,2269
0.0407,1,65.025,7454,2485
-0.1303,1,8.3217,1633,6581
0.1006,1,116.4302,6110,4779
0.6112,1,79.3426,1804,1468
-0.0139,0,113.3192,633,2396
0.3484,1,30.8423,4745,4881
0.0819,0,8.6313,6622,1639
-1.226,1,1081.5611,4111,2849
0.0673,1,104.2029,1555,4836
-0.0168,1,37.0304,4614,2570
0.1761,1,95.3415,4410,3928
0.0855,1,77.06,3276,1685
0.0642,1,49.7318,4602,2230
0.1306,0,59.5525,1294,5248
-0.157,0,103.5857,2503,6498
0.1054,1,43.9118,3556,4530
0.2497,1,7.6485,4369,1837
0.1351,1,22.655,2311,3793
-0.2613,1,243.1486,1478,643
0.0446,1,81.5414,4682,6218
0.0817,1,18.554,7579,7209
0.221,1,34.7311,1709,3429
0.3003,1,102.06,7547,2814
0.0738,1,52.1776,3255,3764
0.0419,0,49.1554,3674,7300
0.0435,1,146.113,2740,2901
0.0114,1,46.3276,2749,6088
0.1507,1,29.3471,7408,285
0.3416,1,47.6917,7372,3980
0.3047,1,108.2266,514,994
1.058,1,56.0022,835,3719
0.1623,0,55.4617,456,3799
0.0313,1,72.8011,5909,5769
0.0329,1,102.0049,203,6798
0.147,1,65.4714,4712,3063
0.209,1,59.7034,4133,2394
0.3095,0,145.6022,5993,1170
0.0752,0,98.0319,2122,1689
0.5592,1,41.4276,1537,3666
-0.3884,1,64.6471,6246,6712
0.2508,1,67.3146,6403,6631
-0.0039,1,44.794,724,2449
0.3462,1,69.5701,6096,6454
0.143,1,86.8692,7133,3867
0.1847,0,162.1974,536,296
0.0344,1,36.225,1057,6121
0.4907,0,33.7231,1234,2695
0.3161,1,23.5213,5811,2824
0.16,1,158.0902,7075,6417
0.107,1,87.0704,6933,3033
0.2805,1,85.3815,4034,6213
0.1518,0,42.9418,2144,5478
0.1253,1,77.3466,4615,2497
0.0767,0,97.0696,6565,2654
0.1693,1,61.3861,735,6677
0.0573,1,147.765,3897,1655
0.0843,1,27.2809,2173,3379
-0.025,1,59.0191,2274,4124
-0.7208,1,29.4109,6424,1502
1.6042,1,50.9166,3208,5795
0.0513,1,87.6427,4308,4907
0.1637,0,38.5811,4419,6209
0.8401,1,43.523,7539,5421
1.0896,1,62.0181,2791,3481
0.1606,1,80.3648,2291,6197
0.0756,0,96.3756,4986,7605
0.1282,1,60.0354,2187,4936
0.734,1,147.3635,3110,1914
0.0959,1,68.6477,4514,6468
0.1325,1,13.3135,7557,5089
0.29,1,83.3142,1249,4651
0.0791,1,107.5419,1632,1470
0.1916,1,62.532,5282,5858
0.0487,1,199.0659,7466,820
0.2583,1,48.7468,7249,2655
0.2923,1,50.6211,2996,1425
0.3113,1,104.1693,1517,331
0.1021,1,38.6005,3515,2272
0.0411,1,39.5601,4331,6384
0.222,1,77.0876,3058,6359
0.1396,0,77.682,6932,4886
0.4621,1,116.1077,324,5690
0.122,1,1071.9143,5121,1924
0.3684,1,40.1808,7109,3349
0.2306,1,146.219,29,2991
0.1563,0,76.787,5545,423
0.4174,1,116.6812,675,5061
0.0634,1,44.1163,2216,3550
0.0435,1,67.7956,6884,7603
0.1077,1,67.0671,2058,3374
0.1853,1,139.8946,7159,6106
0.1542,1,53.8516,3954,3879
0.1853,1,25.2389,7444,3493
-1.226,1,183.9599,3218,7566
0.24,1,63.287,6051,7156
0.5597,1,138.37,6209,3567
0.1527,1,69.3542,877,1593
0.1938,1,56.5796,266,7119
0.6315,1,136.2654,1479,4604
0.105,1,121.394,3621,4096
0.2111,1,26.5047,5819,327
0.1819,1,69.6078,1928,483
0.2104,1,83.5464,6869,2892
0.1681,1,60.075,1098,6882
0.1838,1,29.5846,1617,1351
-0.0629,1,40.9298,3638,1383
0.0542,1,144.1952,7368,4643
0.298,0,89.7845,1558,5244
0.4057,1,106.1002,2990,1389
0.0635,1,32.0663,1696,6214
0.1202,0,101.5788,659,1469
0.2332,1,43.7321,6168,4558
0.1484,1,56.8793,4647,1974
-0.1566,0,101.6919,6490,2105
0.1468,0,104.8094,2815,4391
0.4183,1,66.8001,4590,3744
0.0613,1,28.5351,3963,4759
0.1428,0,33.5261,5461,1436
0.1465,1,24.0052,5725,1176
-0.0065,1,83.0738,7057,1002
0.1656,1,54.0948,350,6131
0.282,0,36.6742,3759,7540
0.1138,1,108.7589,7505,2876
0.2109,1,97.5461,7415,6317
0.1903,0,104.2929,1258,5106
0.1196,1,48.8467,4928,7380
0.1563,1,60.531,1583,3536
0.6112,1,184.8351,6694,6797
0.4211,1,57.9159,5344,5413
0.1233,0,79.2023,5957,4134
-0.0127,1,51.2299,7064,657
0.0883,1,57.1183,2843,7464
0.1523,0,40.1123,1301,5725
0.0271,1,156.6796,6013,6769
0.4999,1,89.237,1884,6709
0.1202,0,40.2647,5165,2558
0.0946,1,40.1061,3453,7462
0.2214,0,18.9275,4534,6721
0.1061,0,65.5019,601,1711
0.1317,1,39.4271,6052,4837
0.0852,1,4.6098,5114,6011
0.233,1,55.1453,6518,4466
0.0657,1,100.4801,383,4376
0.038,1,32.0975,141,5357
0.27,1,113.2486,4872,7512
0.1087,1,87.5685,4522,5031
0.125,0,16.9189,2176,7531
1.63,0,68.6531,886,6869
0.0246,1,46.8188,5246,7599
0.2052,1,99.505,6589,2762
0.0651,1,41.7852,1187,2729
0.1319,0,47.8357,7125,3709
0.1526,1,91.3154,3893,2363
0.5592,1,49.6639,6448,6390
0.4355,1,67.1193,4431,2652
0.166,1,28.0401,6988,4489
0.1658,1,61.3209,4120,2236
0.2672,1,68.5894,5525,4104
0.0824,1,77.1314,5433,2736
0.0386,1,70.0446,5854,537
0.1586,1,106.2226,5318,4985
0.1643,1,104.1933,4698,3373
0.0713,0,89.3826,4876,4200
0.0187,1,43.4425,1673,841
0.1665,1,78.6289,3256,660
0.089,1,35.609,4834,2347
0.1099,1,24.4182,847,6247
0.1815,1,63.1605,3403,807
0.197,1,123.9758,6607,485
0.2517,1,35.5,2694,5724
0.1201,1,67.8325,6996,1270
0.8567,1,66.592,1828,1485
0.035,1,146.0009,6942,4227
0.1642,0,78.1313,41,5762
0.2354,1,32.0624,2889,3697
-0.0002,1,35.0464,2800,4486
0.0852,1,134.5084,1622,4137
0.1339,0,51.9351,5932,3149
0.1016,1,71.5017,878,6365
0.2027,1,89.9236,6733,7594
0.3131,1,67.4036,6397,256
0.0977,0,8.2462,2107,6715
0.2931,1,81.4632,4336,5155
0.314,1,45.8939,5611,7251
0.054,1,83.9836,2454,4123
0.3742,1,83.8004,6804,6684
0.1748,1,72.3395,3628,4194
0.283,1,78.3342,1675,6926
0.1745,1,132.2167,664,6912
0.1102,0,80.8857,5667,6315
0.3324,1,66.1891,494,1077
0.2595,1,124.5361,2723,7350
0.0986,0,35.4189,1916,2141
0.2423,1,44.0369,4122,2996
0.0282,1,91.9239,7138,6682
0.0041,0,27.5409,429,1905
-0.0039,1,34.6157,7489,408
0.404,1,58.3888,6840,5651
0.0923,1,85.7103,3093,9
0.2286,1,44.5112,5118,6436
0.1099,1,60.7988,6944,694
0.2213,1,23.2433,6285,4299
0.1294,1,65.1939,2394,5964
0.2141,1,61.1658,972,3573
0.1383,1,56.4646,6614,5048
0.2565,1,52.6806,905,729
0.0775,1,86.7655,476,4013
0.1788,0,65.2763,68,2646
0.2284,1,76.1988,3467,3467
0.2011,1,85.6767,926,7499
-0.0154,0,34.0147,1128,7419
0.2082,1,96.8969,2933,2248
0.1916,1,70.8467,1001,3535
0.2343,1,163.7475,3567,1944
0.2743,1,78.0897,5785,4764
0.3057,1,104.9952,6717,4625
0.2067,1,43.7321,4063,7138
0.0723,1,99.7121,378,1454
0.043,1,18.7417,2881,4407
0.1171,0,73.5136,4172,6010
0.1242,0,61.8567,3919,3312
-0.0834,0,36.8782,4151,2610
-0.0305,1,83.506,6603,6092
0.2765,1,6.0208,3382,2289
0.0534,1,12.0208,2635,7031
-0.0445,1,347.9874,2851,2831
0.0949,1,11.8533,5376,2282
0.0573,0,85.1587,2501,6115
0.2184,1,70.859,4095,1280
0.091,0,60.3925,1232,3049
0.082,1,83.6436,991,5279
-0.0585,1,31.1006,6211,4963
0.1205,1,63.7201,6511,6443
0.2051,1,111.6076,3652,318
0.2257,1,107.8355,716,3592
0.074,1,54.6855,440,5292
0.4488,0,25.6223,7025,6909
0.0524,0,51.12,1230,1568
0.1783,1,50.6187,3268,1836
0.158,1,39.5127,6041,3779
0.1871,1,90.1804,2981,1150
0.2028,1,125.6344,7373,4850
0.1419,1,87.1163,3383,5917
0.1525,1,42.547,1206,5532
0.2232,1,61.8567,4853,1328
0.1917,1,46.3519,7324,538
0.0783,0,52.4452,3711,6165
0.0543,1,106.9685,5357,6164
0.0443,1,39.3859,1466,3767
0.3423,0,40.8044,1406,2265
0.2141,1,93.5,6083,1004
0.0961,1,29.1247,3608,240
0.4999,1,48.8365,4599,2247
0.0833,1,57.1074,5415,1146
0.1995,1,103.8809,6578,5928
0.0116,1,81.4647,2141,4647
-0.07,1,71.7809,5213,960
1.0317,1,154.2077,4982,4188
0.1625,1,16.4012,344,2133
0.1591,0,36.9121,658,4145
0.283,1,101.5788,5320,3570
0.1856,1,114.4246,5702,3476
0.2874,1,161.5627,582,6288
0.0755,0,62.7415,617,306
0.3402,1,48.0521,5390,176
0.2302,1,55.1453,6593,7038
0.2523,1,74.0422,7040,5992
0.2829,1,57.9008,3648,6385
0.2051,1,47.0239,7001,844
0.0945,0,198.8328,3323,4213
0.1347,1,6.5192,4610,7067
0.2282,1,57.3629,3229,6689
0.1618,1,11.8849,2714,4315
0.0489,1,89.6172,6874,1178
0.1871,1,99.1413,2132,7403
0.2319,1,11.8533,2483,2339
0.0028,1,64.7476,5323,5889
-0.1324,1,125.504,7296,4571
-0.0305,1,22.5887,1419,1920
0.0326,1,68.0974,5623,2594
0.0701,1,81.0756,5051,3826
0.0771,0,137.6154,1870,535
-0.0468,1,48.169,5389,1603
-0.0924,1,104.9011,1464,3396
0.2428,0,68.4726,4506,3098
-0.2753,0,53.668,1453,1318
0.1978,1,43.2897,2115,716
0.1837,1,23.5053,140,1670
0.0341,1,10.0,6222,6492
0.0742,1,29.0043,2149,1111
0.1935,0,20.0998,1907,4448
0.1601,1,39.4271,2397,1079
0.004,1,53.668,2561,4153
0.0861,1,73.9003,6265,5469
0.018,1,17.9513,4334,5704
0.0579,1,67.5907,4161,4143
0.0982,1,57.0789,2771,1139
-0.1074,1,110.3925,7402,7381
0.0526,1,33.3804,3823,3837
0.1201,1,38.9487,2739,2157
0.3965,1,74.9533,583,334
0.1643,1,11.6726,7095,5065
0.0543,1,41.5843,1890,6419
0.0329,1,18.7216,941,2580
-0.0435,1,26.1008,7560,6696
0.037,1,9.6177,5799,4781
0.1046,0,80.9707,639,1684
0.3359,1,38.5032,3741,4640
0.1174,1,31.0161,6693,1687
0.0984,1,49.6236,3965,2895
0.1361,0,110.5136,1728,1963
-0.1324,1,70.5142,4230,271
0.9337,1,11.0454,4282,3524
0.1237,1,49.7318,1544,4410
-0.014,1,85.0368,7287,5408
0.204,1,29.7741,224,4138
-0.0969,1,19.7294,4127,3838
0.1108,1,61.0737,5286,3665
0.0597,1,8.5147,3294,866
0.1342,1,115.434,6506,873
0.2236,1,82.8689,6248,24
0.2256,1,71.5891,6087,5618
0.1462,1,97.5833,5188,3038
-0.0683,1,48.7263,2481,689
0.0682,0,35.0464,3143,7495
0.9595,1,59.1798,6812,5831
-0.007,1,79.7621,4042,3197
-0.0139,1,18.4391,1118,5490
0.7725,1,26.163,4650,557
0.1755,1,1.118,2864,630
0.1627,1,38.6264,3647,171
0.1382,1,49.8448,3961,2183
-0.01,1,12.2577,7441,1563
0.4981,1,54.8179,290,834
0.1723,1,36.0555,3427,4796
0.1223,0,55.8055,1422,2327
0.1347,1,52.8867,5684,5295
0.062,1,69.3776,6608,7527
0.3232,1,54.4266,7573,6375
0.0383,1,124.6154,2489,4979
0.1342,1,4.1231,2071,6424
-0.0054,0,58.346,5234,4782
0.38,1,51.0221,1703,2662
0.0073,1,22.5222,4780,1600
0.162,0,92.1805,7007,655
0.2141,1,61.711,963,6952
-0.0008,1,104.1369,831,5263
0.36,1,20.1556,846,7090
0.0617,1,100.8067,4856,7145
0.0495,1,200.8793,4993,445
0.142,1,84.4038,1192,4521
0.1085,1,55.9151,1525,6241
0.0837,1,13.2098,5445,6301
0.2347,1,39.8121,3867,3884
0.1646,1,61.9839,3388,6593
0.0558,0,43.0029,508,6814
0.3932,1,85.7861,1880,1190
0.1487,1,60.7988,61,6711
0.0785,1,74.5822,3779,2673
0.9126,1,35.3553,4904,2948
0.2037,1,196.6119,3075,1307
0.2029,1,7.3824,799,2556
1.5457,0,81.4325,6352,6268
-0.1048,1,59.7097,2084,875
0.132,1,42.5265,3240,6561
0.08,1,61.8809,3038,6458
0.0925,0,143.5705,1378,6506
0.0608,0,65.6544,2057,6407
1.7875,1,110.6933,1731,2675
0.207,0,45.401,4538,1652
0.1937,0,32.1442,6453,7316
0.0191,0,93.0054,6324,701
0.1766,1,33.541,2621,4054
-0.1043,1,45.511,5190,4248
0.1171,1,38.746,3789,147
0.0813,0,89.5014,2802,5468
0.1837,1,75.8502,3014,2283
2.2479,1,32.3303,7281,1798
0.1162,1,31.9766,3496,1030
-0.2753,0,118.0138,4716,7342
0.0852,1,62.8172,2160,459
0.2094,1,53.5584,6542,2704
-0.0149,1,121.5082,3794,3372
0.1738,1,122.6234,3901,7485
0.0068,1,68.2367,7005,7271
0.0876,1,215.5145,7104,2356
0.2953,1,51.0098,2807,4205
0.1296,1,72.6722,0,74
0.1618,1,68.884,694,5207
0.1856,1,90.2718,7147,6865
0.1542,1,54.5825,262,3782
0.1347,1,51.6236,3022,1898
0.0589,1,39.5506,3285,2732
0.106,1,169.7771,4913,6231
0.2339,0,99.1262,5922,4452
0.2067,1,63.9414,7371,5681
0.3359,1,41.1096,3576,3951
-0.0812,1,64.9173,1345,3673
0.4057,1,141.0363,2485,6484
0.1387,1,166.2438,5800,3231
0.1774,0,89.0421,5233,443
0.1541,0,47.1301,3160,4447
0.8546,1,98.6471,978,4067
0.0441,1,174.2362,5075,648
-0.3204,1,17.9513,6180,7538
-0.0108,1,47.2705,5091,5464
0.1378,1,18.7417,7171,1961
0.1628,1,79.4119,74,6030
0.0703,1,69.0254,6678,2964
0.2011,1,54.722,5557,4389
-0.0414,1,38.6005,2505,3643
0.1319,0,79.5063,962,5677
0.1096,1,121.5041,819,7281
0.1123,1,80.604,313,3841
0.0938,1,105.2438,2918,5595
0.278,1,58.0452,1049,851
0.1737,1,76.5,915,6663
0.0197,0,76.1052,7126,2007
0.0984,0,50.2195,6650,5410
0.1016,1,127.0984,3602,6633
0.0068,0,68.1487,4843,4190
0.136,1,52.6522,256,3074
0.3095,1,114.6222,5475,903
-0.1093,0,37.7127,2076,602
0.162,1,47.0027,295,7544
0.0936,1,25.045,3997,4832
1.0497,0,52.1728,3402,2777
0.1417,1,175.1207,3777,5160
0.0672,0,44.5112,5674,453
0.2003,1,139.3781,1146,5954
0.5989,1,185.1385,1893,2786
0.2596,1,1177.0825,5651,4325
0.0326,1,37.8847,1499,3046
0.0376,1,55.394,3560,4266
0.057,0,138.6001,3175,5085
0.275,1,9.8615,3917,4531
-0.0055,1,57.5587,4747,713
0.0611,1,111.325,7066,1710
0.1165,1,38.8233,3996,4601
0.196,0,10.6888,2848,1294
0.2242,1,49.6236,7577,6898
0.1121,1,66.6521,7423,6626
-0.0303,1,23.5053,3196,5203
0.0199,1,83.0241,6140,738
0.1986,1,67.2625,144,6643
0.0921,1,150.1208,3784,7212
0.0435,1,44.3001,1042,1619
0.0311,1,67.2681,6258,1922
1.1741,0,34.0147,5515,5837
0.1035,1,47.2149,5242,3950
0.3593,1,5.0,4700,4272
-0.7568,0,26.8561,2414,1472
0.1513,1,108.7118,7391,6747
0.0535,1,63.1981,5886,3694
0.8115,1,33.8895,1193,5004
0.3002,1,43.0639,1792,4199
0.0966,1,78.5446,1200,6673
0.0608,0,153.7636,5144,6461
0.102,0,92.6094,2357,3712
0.4576,1,61.0451,1047,3860
0.1384,0,90.5014,1618,7237
0.0855,1,34.5145,699,4157
0.0205,1,62.2896,1228,2898
0.1303,0,215.168,5730,2544
0.0621,1,5.1478,1840,1891
0.3776,1,39.2588,7223,7078
0.1926,1,57.5022,930,3136
0.1371,1,87.0704,7292,4382
-0.0161,0,32.8976,6269,1859
-0.0573,1,90.7317,593,3993
0.3218,1,85.5716,492,3918
-0.1608,0,85.0529,5370,3854
0.0761,1,223.014,3318,400
-0.0126,0,60.9631,5444,3618
-0.0193,1,98.0319,2260,1753
1.5351,1,50.065,1006,2810
0.1837,1,37.5832,2614,6864
0.1202,0,29.2959,7090,554
0.2178,1,71.9757,3313,6963
-0.0151,1,37.1517,4016,1063
0.1698,0,120.0042,1088,4008
0.3516,1,25.7148,5030,6746
2.0375,1,159.3895,4518,5110
0.0482,0,28.5175,7134,1266
-0.0107,1,36.4005,1875,3112
0.0528,1,145.6743,2894,5432
0.0272,1,77.579,6771,6467
0.1834,1,67.7661,2202,3010
0.5216,1,82.0,3112,6071
0.38,1,135.7663,5437,2086
-0.0428,1,180.783,2120,7137
0.0202,1,54.5183,7246,1100
0.1563,1,59.808,5279,778
0.7122,1,66.3099,2812,1026
-0.007,0,34.6302,3012,2492
0.1366,1,59.5252,5354,5167
0.1653,1,63.1348,84,2184
0.0734,1,54.0786,7304,2320
0.2927,1,2.5,3352,5107
0.1741,1,57.2931,4175,1912
0.0586,1,50.9902,2068,1594
0.2613,1,75.977,7458,3024
0.1468,1,81.2481,912,467
0.1183,1,131.0153,1331,5712
-0.0108,1,62.518,1447,6210
-0.0176,0,48.4381,6433,7018
0.0369,0,70.6629,2298,5705
0.1177,1,62.0322,3015,4292
0.2813,1,36.3352,4690,2619
0.4999,1,75.4718,4266,2087
0.2893,1,57.1183,1567,1745
0.1523,0,95.3231,1,5639
0.0108,1,42.9214,5042,4523
0.2122,0,26.2774,6074,3750
0.3817,1,126.935,5299,1247
0.059,0,84.1576,7600,1970
0.018,1,46.4247,5994,2513
0.0107,0,74.027,2673,3067
0.1793,1,107.2905,7376,1411
0.2798,1,73.0616,60,3445
1.5777,1,48.7571,5274,6372
0.0805,1,56.0022,2842,3425
-0.06,1,24.0052,2227,1444
0.1287,1,38.461,5477,3612
0.1392,1,46.7039,3806,3471
-0.0174,0,66.0303,379,1785
0.1023,1,59.2663,7607,2941
-0.7975,1,98.2344,4739,5688
-0.0551,1,74.8482,1803,6478
0.09,1,19.2419,6031,6457
0.1855,1,101.8982,1069,4356
0.1053,0,3.5355,6576,235
0.2241,1,103.8087,5522,4373
0.1468,1,86.6386,1981,7312
0.0659,1,78.4618,97,6529
0.1194,1,61.2066,629,6892
0.0416,1,66.0303,3783,1981
0.3635,1,238.0005,2713,2932
0.0568,1,51.9062,3275,3760
0.1029,1,73.1317,4823,200
0.0265,1,89.3784,7261,5615
0.5532,0,36.0069,6485,1620
0.4203,1,84.5237,4019,5403
0.4109,1,55.509,4484,6350
0.1796,1,78.4251,1755,6545
0.0865,1,66.8973,5649,6604
0.2576,1,73.5153,2994,6763
0.2092,0,53.6027,4236,7064
0.0716,1,29.7069,6672,1464
0.1026,0,78.1857,3935,5371
0.3053,1,48.2312,6855,7011
0.122,1,152.0008,2596,5147
-0.0003,1,151.0174,7356,6255
0.0719,0,148.6371,5398,401
0.2192,0,58.9619,1859,1566
0.0231,1,40.0406,5019,7545
0.4057,1,174.2871,1813,7077
0.0184,0,45.6098,4988,1759
0.0672,1,73.0068,2866,164
-0.0312,1,87.9119,3660,4265
0.0845,0,28.7793,4399,477
0.1281,1,24.0208,3505,1110
0.1277,1,67.6849,1670,1599
0.039,1,92.6634,1759,1835
0.0135,0,128.501,1948,2445
0.1572,1,42.547,2960,3972
0.0512,1,19.4165,4750,2834
0.0949,0,33.6786,6023,3412
0.3036,1,83.8824,7015,4917
0.1941,1,20.1804,3099,6666
0.2327,1,29.5677,7185,196
0.195,0,116.1992,3854,1301
-0.0343,0,34.821,211,963
0.127,1,37.2592,1028,1018
0.075,1,116.5097,115,5729
0.0205,1,73.6156,1157,465
0.7065,1,63.7828,7519,5253
0.3498,1,82.1523,5732,4023
0.1912,0,71.4318,6235,3230
0.0765,1,67.9724,3297,3747
0.2533,0,80.9475,2631,4006
0.1612,1,34.5579,7587,50
0.1748,1,59.6091,7502,10
0.0854,1,46.4866,2423,1831
0.2083,1,27.0601,5290,3208
-0.0095,1,62.2113,2323,2541
0.0692,1,257.3582,4757,2667
0.3985,1,9.5525,4869,1671
0.0169,1,71.1372,2237,5667
0.2632,1,76.1003,3699,3796
0.0716,1,43.2695,6207,1630
0.1172,1,38.0033,439,1245
0.2352,1,78.5064,3344,2784
0.9811,1,34.7311,590,6356
0.1812,1,92.1358,364,3479
0.085,1,73.2547,1655,6019
0.0557,1,28.64,2827,7139
0.0943,1,98.3489,1527,3360
0.1108,1,66.4116,6351,4811
0.1947,1,109.444,5096,580
0.0853,0,49.4292,2958,2869
0.1271,1,134.8008,3764,2726
-0.0588,1,48.8365,1194,1881
0.1061,1,126.5158,4742,5763
0.1045,1,58.5085,827,7472
0.0822,0,77.4032,6767,3580
0.0585,1,10.0623,7116,4011
0.0482,1,145.8098,4810,2936
0.0597,1,84.5488,3665,5568
0.0775,1,252.0496,1197,7518
0.1409,1,89.1403,6550,3257
1.4717,1,37.4833,881,6615
0.2,1,82.2344,460,7416
0.0295,1,62.5859,4578,7363
0.0817,1,74.1485,2973,7290
0.204,1,49.7393,3340,5782
0.1866,1,30.7612,1002,2555
0.063,1,43.8321,5219,4730
0.1254,0,17.7553,2664,3504
1.0991,1,92.8574,2721,5803
0.114,0,43.8292,934,6628
0.2184,1,26.5,7476,7424
0.198,1,95.5471,5021,390
0.2277,1,92.7281,6865,2182
0.1542,0,91.8069,6068,1340
0.1215,0,168.6668,2106,7456
0.0851,1,105.7663,4388,3371
0.1417,1,47.4157,208,7094
0.404,1,37.2726,6587,6283
0.1008,1,109.0287,3795,6792
0.0778,0,22.102,7019,269
-0.0127,0,64.531,3337,5388
-0.0967,1,73.5612,2831,7131
0.3633,1,74.8131,4148,2478
0.2966,1,25.1446,5456,2688
0.1033,1,102.461,684,4055
0.1887,1,130.745,6742,3376
-0.001,1,133.7853,6570,150
0.106,1,67.4036,2932,3190
0.156,0,70.6576,604,1613
0.01,0,70.6417,1807,6837
0.0868,1,99.9612,122,4891
1.1726,1,21.9317,4061,642
0.066,1,54.7951,2100,7228
-0.5424,1,114.3471,2512,2006
0.0843,0,33.3242,2456,830
0.259,1,224.5557,947,4093
1.0519,1,113.9923,2995,2598
0.213,1,66.6202,2195,32
0.0448,1,29.5846,1295,67
0.069,1,162.0069,3044,7551
0.124,1,85.6052,10,5592
-1.113,1,164.5965,6624,1921
-0.1138,1,57.4913,2004,1437
0.0675,1,27.0046,1958,5261
0.1059,1,54.5825,2484,4497
0.1637,1,8.0623,258,6275
0.0854,1,29.8873,844,925
-0.0122,1,43.5115,485,3338
0.0047,1,145.8784,569,6901
0.278,1,76.6322,7396,5683
0.0895,1,103.1213,7289,6575
0.1557,1,71.2776,2857,3129
0.0213,1,55.536,2886,1109
0.2606,1,38.7621,4270,1675
0.3635,1,77.1379,1401,1477
0.2337,0,7.9057,220,1807
0.1261,1,124.0423,1198,1615
0.0559,1,60.1664,2976,386
0.3447,1,87.0359,4046,2333
0.0546,0,77.1006,704,1131
0.0501,1,51.7035,6911,7040
-0.0195,0,88.7764,2432,2450
0.1029,1,32.9621,5313,676
0.1382,1,26.1008,3599,6311
0.1793,1,65.1498,6489,1476
0.0195,0,76.58,4444,4941
0.1676,1,82.7345,4577,680
0.0023,1,62.55,4198,5735
0.2777,1,67.1007,5853,6499
0.0874,1,93.0215,2707,5717
-0.0265,1,88.5692,2877,1570
0.1797,1,119.4362,5097,1583
0.2647,1,76.0148,3887,3086
0.049,1,94.6375,5304,7085
0.3628,1,10.7005,4998,2287
0.0989,0,67.9577,205,2402
0.127,1,106.0047,6206,1319
1.3177,1,15.0748,4439,2874
0.0405,0,64.8556,1107,6542
0.1906,1,87.1579,1602,3576
0.1124,1,82.4197,7463,7017
0.139,1,104.5108,5273,3645
0.2963,0,83.0452,3371,2711
0.1335,1,78.3661,4627,4609
0.3791,1,142.5246,6021,1478
0.0175,0,45.0999,5259,2749
0.1852,1,64.0176,6399,6553
0.1016,1,29.9541,5773,4091
0.1518,0,121.2693,1776,6894
0.1764,1,56.0045,2026,3904
0.0736,1,125.4611,1454,7463
0.4335,1,34.0331,805,7382
0.2635,1,93.5548,254,1887
0.053,1,69.2189,6737,6805
0.0946,0,53.4649,4390,766
0.2625,1,56.0357,7020,3818
0.004,1,57.2473,6416,5354
-0.2355,1,74.2041,7072,4634
0.2226,1,134.2097,6746,7399
-0.0591,0,173.0563,5738,1182
0.0272,0,100.0012,3426,2731
0.1624,1,87.6727,2971,1048
0.1553,1,91.5874,6728,737
4.4917,0,44.9722,3614,4954
0.1257,1,156.0849,3994,4014
0.1883,1,84.6242,4813,1709
0.2215,1,30.9233,5100,3705
1.2187,1,126.5701,7325,860
0.2116,0,83.7929,489,4141
0.3036,0,60.1041,2290,311
0.389,1,84.8999,1151,1886
0.2584,1,59.0021,7101,388
0.2659,1,30.7937,5199,2035
0.0423,1,90.2344,2598,3370
0.1637,1,65.9242,3503,1409
0.1783,1,135.6401,1290,4492
0.0861,1,24.8244,3150,5119
0.1128,1,1248.1677,3564,5726
0.1095,1,107.5744,5681,5288
0.2352,0,141.4258,3820,5104
0.776,0,90.1679,7428,7362
0.1473,1,73.6563,2922,1628
0.0736,1,2.0616,6721,4397
0.2682,1,99.9512,5836,6936
0.0181,1,101.7767,7071,3866
0.015,1,166.512,4082,1219
0.0668,1,49.6412,6807,1878
0.0708,1,104.1201,7186,2952
0.0369,1,85.5,4858,2384
0.0918,1,22.8035,4180,2728
-0.0366,1,81.0586,6371,1090
0.1335,1,85.6169,761,4705
0.5097,1,167.5298,7257,6645
0.0841,1,130.1163,2923,7470
0.0231,1,91.9361,3346,4113
0.3012,1,38.6005,1533,6182
0.2165,1,72.4189,276,4085
0.171,1,66.4116,3152,3160
0.0345,0,33.738,1861,5283
0.2658,1,157.0796,2324,5556
-0.0566,1,31.1809,2406,6727
0.3768,0,51.4782,1596,2606
0.6205,0,45.2134,2126,382
0.1428,1,72.1838,2624,1622
0.0647,0,36.0555,4295,1260
-0.1108,0,65.6906,308,2238
2.8676,1,63.0079,3115,1372
0.0954,1,84.7659,4409,7198
0.0057,1,59.6343,1609,4763
0.0941,1,45.0139,6718,4761
-0.0142,1,59.854,4726,5608
0.1517,1,9.0554,7058,4570
0.0696,1,143.2829,4107,2549
0.1375,1,7.6322,4003,3820
0.0737,1,67.1956,4519,7340
0.0751,1,82.6831,4404,4918
0.3838,1,58.1485,826,5614
1.2502,1,49.6009,5771,4934
0.0997,1,33.4253,5406,7072
1.3455,1,103.407,3213,215
0.131,1,89.1137,6094,877
-0.0449,1,126.5168,4345,7102
0.3167,1,86.3264,1956,6332
0.2753,1,72.1006,110,397
0.0652,1,102.774,4106,84
