firstPassFixDur,meanFixDur,pupilDiamLag,pupilDiamMax,timePrtctg
318.0,159.0,0.1033,0.1563,0.0658
179.0,179.0,0.1033,0.1013,0.037
159.0,159.0,0.1033,0.0638,0.0329
219.0,159.0,0.1033,0.0673,0.0658
139.0,139.0,0.1553,0.0903,0.0143
556.0,278.0,0.1903,0.1553,0.0573
556.0,308.0,0.1903,0.1553,0.0635
179.0,179.0,0.1903,0.1903,0.0184
159.0,159.0,0.1878,0.1903,0.0164
378.0,378.0,0.0813,0.1128,0.039
139.0,139.0,0.0353,0.0813,0.0143
219.0,219.0,0.0353,0.0813,0.0226
159.0,159.0,0.0868,0.0353,0.0164
219.0,219.0,0.0873,0.0353,0.0226
119.0,119.0,0.1008,0.0353,0.0123
238.0,238.0,0.1008,0.0353,0.0245
159.0,159.0,0.1008,0.0013,0.0164
179.0,179.0,0.1008,0.0233,0.0184
238.0,338.0,0.1008,0.0233,0.0348
139.0,139.0,0.3413,0.1693,0.0143
119.0,119.0,0.3413,0.1753,0.0123
80.0,80.0,0.2313,0.3108,0.0082
99.0,99.0,0.2313,0.3188,0.0102
100.0,100.0,0.2918,0.2918,0.0103
139.0,139.0,0.2713,0.2713,0.0143
100.0,100.0,0.2538,0.2538,0.0103
378.0,189.0,0.1468,0.1388,0.0672
278.0,278.0,0.1468,0.1468,0.0494
258.0,258.0,0.1423,0.1468,0.0459
179.0,179.0,0.1423,0.1468,0.0318
119.0,119.0,0.1183,0.1423,0.0212
159.0,159.0,0.1183,0.1423,0.0283
378.0,119.0,0.1183,0.1423,0.0212
557.0,557.0,0.1183,0.1423,0.099
219.0,219.0,0.1878,0.1183,0.0389
179.0,179.0,0.1878,0.0863,0.0318
119.0,119.0,0.1878,0.0798,0.0212
437.0,145.6667,0.0983,-0.0277,0.0319
179.0,179.0,0.0983,-0.0122,0.0131
179.0,179.0,0.0983,0.0553,0.0131
139.0,139.0,0.0983,0.0883,0.0101
437.0,278.0,0.0983,0.0883,0.0203
179.0,119.0,0.0983,0.0883,0.0087
437.0,199.0,0.0983,0.0983,0.0145
139.0,139.0,0.0943,0.0983,0.0101
298.0,298.0,0.0943,0.0983,0.0217
179.0,179.0,0.0808,0.0983,0.0131
139.0,139.0,0.0768,0.0943,0.0101
160.0,80.0,0.1393,0.1238,0.0117
258.0,258.0,0.0623,0.1393,0.0188
99.0,99.0,0.3173,0.1393,0.0072
258.0,80.0,0.3173,0.0918,0.0058
139.0,139.0,0.3173,0.0643,0.0101
119.0,119.0,0.1572,0.0742,0.0143
199.0,199.0,0.1572,0.0792,0.024
179.0,179.0,0.1572,0.1517,0.0215
179.0,179.0,0.1572,0.1572,0.0215
139.0,139.0,0.1357,0.1572,0.0167
576.0,192.0,0.1332,0.0477,0.0693
358.0,358.0,0.1332,0.1332,0.0431
179.0,179.0,0.0472,0.1332,0.0215
318.0,318.0,0.0472,0.1332,0.0383
139.0,139.0,0.0472,0.0472,0.0167
179.0,179.0,0.0382,0.0097,0.0224
437.0,437.0,0.0427,0.0097,0.0547
159.0,159.0,0.0812,0.0227,0.0199
199.0,199.0,0.0812,0.0227,0.0249
298.0,298.0,0.0812,0.0227,0.0373
179.0,318.0,0.0812,0.0382,0.0398
179.0,179.0,0.1767,0.0427,0.0224
179.0,179.0,0.1767,0.0427,0.0224
139.0,139.0,0.1802,0.1802,0.0174
199.0,199.0,0.1722,0.1802,0.0249
139.0,218.5,0.1217,0.1802,0.0547
239.0,239.0,0.0722,0.1722,0.0299
258.0,258.0,0.0917,0.1217,0.0323
219.0,219.0,0.0917,0.0582,0.0274
80.0,80.0,0.0917,0.0537,0.01
139.0,139.0,0.1392,0.0087,0.0151
438.0,219.0,0.1392,0.0282,0.0477
139.0,139.0,0.1392,0.0802,0.0151
159.0,159.0,0.1392,0.0802,0.0173
139.0,139.0,0.1392,0.0802,0.0151
278.0,278.0,0.1392,0.1047,0.0303
179.0,179.0,0.1392,0.1247,0.0195
139.0,139.0,0.1392,0.1392,0.0151
159.0,159.0,0.1392,0.1392,0.0173
159.0,159.0,0.1102,0.1392,0.0173
159.0,159.0,0.0267,0.0152,0.0173
219.0,219.0,0.0267,0.0152,0.0238
139.0,219.0,0.0267,0.0152,0.0238
239.0,239.0,0.0267,0.0152,0.026
378.0,189.0,0.0957,0.0162,0.0412
159.0,99.0,0.1467,0.0162,0.0108
179.0,179.0,0.1467,0.0162,0.0195
99.0,99.0,0.1467,0.0267,0.0108
179.0,179.0,0.1467,0.0267,0.0195
338.0,169.0,0.2332,0.0267,0.0368
139.0,139.0,0.2507,0.0957,0.0151
278.0,139.0,0.6357,0.2332,0.0303
99.0,99.0,0.6357,0.2332,0.0108
179.0,179.0,0.6357,0.2507,0.0195
159.0,159.0,0.0257,-0.0798,0.0135
338.0,169.0,0.0882,-0.0783,0.0288
239.0,239.0,0.1787,-0.0783,0.0203
199.0,199.0,0.1787,-0.0403,0.0169
159.0,159.0,0.1787,-0.0188,0.0135
199.0,199.0,0.1787,-0.0018,0.0169
238.0,238.0,0.1787,0.1787,0.0203
179.0,179.0,0.1622,0.1787,0.0152
199.0,199.0,0.1622,0.1787,0.0169
417.0,417.0,0.1457,0.1787,0.0355
119.0,119.0,0.1457,0.1622,0.0101
159.0,159.0,0.1457,0.1457,0.0271
139.0,139.0,0.0417,0.1457,0.0118
219.0,109.5,0.0947,0.1457,0.0186
119.0,119.0,0.0947,0.1457,0.0101
119.0,119.0,0.0947,0.0252,0.0101
278.0,139.0,0.1437,0.0772,0.0237
179.0,179.0,0.1722,0.0772,0.0152
278.0,139.0,0.2187,0.0972,0.0237
139.0,139.0,0.2222,0.0972,0.0118
99.0,99.0,0.2467,0.1437,0.0084
80.0,80.0,0.3567,0.2222,0.0068
80.0,80.0,0.3567,0.2222,0.0068
80.0,80.0,0.3567,0.2467,0.0068
80.0,80.0,0.3522,0.2467,0.0068
80.0,80.0,0.3522,0.2487,0.0068
139.0,139.0,0.133,0.08,0.0145
318.0,159.0,0.077,0.133,0.0332
298.0,298.0,0.077,0.0995,0.0311
378.0,189.0,0.0765,0.077,0.0394
318.0,199.0,0.062,0.0765,0.0208
139.0,179.0,0.062,0.0765,0.0187
298.0,259.0,0.062,0.0695,0.027
378.0,179.0,0.062,0.05,0.0187
139.0,139.0,0.062,0.062,0.0145
278.0,278.0,0.062,0.062,0.029
259.0,259.0,0.053,0.062,0.027
179.0,179.0,0.053,0.062,0.0187
219.0,219.0,0.053,0.0435,0.0228
159.0,159.0,0.053,0.002,0.0166
159.0,159.0,0.053,0.002,0.0166
159.0,159.0,0.053,0.053,0.0166
278.0,278.0,0.0585,0.0445,0.029
119.0,119.0,0.0805,0.0445,0.0124
159.0,159.0,0.1435,-0.0055,0.0166
119.0,149.5,0.2825,0.029,0.0312
279.0,139.5,0.2825,0.0585,0.0291
139.0,139.0,0.2945,0.0585,0.0145
139.0,139.0,0.2945,0.0585,0.0145
159.0,159.0,0.2945,0.0585,0.0166
139.0,139.0,0.36,0.0805,0.0145
219.0,109.5,0.133,0.0495,0.0164
338.0,169.0,0.166,0.0495,0.0253
179.0,179.0,0.166,0.0495,0.0134
159.0,159.0,0.166,0.0475,0.0119
99.0,99.0,0.166,0.065,0.0074
258.0,258.0,0.166,0.065,0.0193
318.0,159.0,0.166,0.133,0.0238
239.0,239.0,0.166,0.166,0.0179
159.0,159.0,0.159,0.166,0.0119
119.0,119.0,0.1435,0.166,0.0089
915.0,228.75,0.127,0.127,0.0685
199.0,199.0,0.069,0.0665,0.0149
338.0,169.0,0.069,0.052,0.0253
80.0,80.0,0.275,0.24,0.006
99.0,99.0,0.275,0.24,0.0074
119.0,119.0,0.275,0.1365,0.0089
80.0,80.0,0.275,0.1805,0.006
179.0,179.0,0.275,0.2255,0.0134
80.0,80.0,0.162,0.269,0.006
139.0,139.0,0.162,0.162,0.0104
915.0,139.0,0.162,0.162,0.0208
199.0,99.5,0.1745,0.35,0.0134
199.0,199.0,0.1085,0.1745,0.0134
139.0,139.0,0.0895,0.1745,0.0093
199.0,270.2,0.0895,0.1745,0.0908
199.0,298.0,0.0825,0.114,0.04
139.0,179.0,0.0825,0.0825,0.012
199.0,179.0,0.0825,0.0825,0.012
239.0,239.0,0.052,0.0825,0.0161
1113.0,222.6,0.0675,0.0795,0.0748
179.0,179.0,0.173,0.0675,0.012
238.0,119.0,0.1735,0.057,0.016
219.0,219.0,0.1955,0.037,0.0147
139.0,139.0,0.1955,0.051,0.0093
139.0,139.0,0.125,0.125,0.0093
179.0,89.5,0.125,0.13,0.012
99.0,99.0,0.2555,0.139,0.0095
239.0,239.0,0.147,0.2025,0.0229
219.0,219.0,0.147,0.1995,0.021
219.0,219.0,0.1315,0.185,0.021
199.0,199.0,0.1315,0.147,0.0191
398.0,199.0,0.1315,0.147,0.0382
179.0,179.0,0.106,0.1315,0.0172
219.0,219.0,0.102,0.106,0.021
199.0,199.0,0.076,0.102,0.0191
159.0,159.0,0.0835,0.102,0.0153
238.0,119.0,0.327,0.1435,0.0228
219.0,219.0,0.327,0.243,0.021
199.0,199.0,0.086,0.279,0.0191
199.0,99.5,0.086,0.327,0.0191
139.0,139.0,0.086,0.327,0.0133
80.0,80.0,0.0785,0.086,0.0077
278.0,278.0,0.1325,0.1325,0.0349
179.0,179.0,0.1325,0.1325,0.0225
179.0,179.0,0.1055,0.1325,0.0225
159.0,159.0,0.0845,0.1325,0.0199
119.0,119.0,0.0845,0.1325,0.0149
159.0,179.0,0.0845,0.1055,0.0225
179.0,179.0,0.0845,0.1055,0.0225
398.0,199.0,0.047,0.033,0.0499
199.0,199.0,0.0815,0.022,0.025
160.0,80.0,0.0875,-0.0305,0.0201
278.0,139.0,0.0875,-0.0305,0.0349
258.0,129.0,0.3345,0.08,0.0324
119.0,119.0,0.3345,0.0815,0.0149
80.0,80.0,0.3095,0.3095,0.01
179.0,179.0,0.294,0.294,0.0225
139.0,139.0,0.387,0.387,0.0174
358.0,179.0,0.122,0.0855,0.0361
179.0,179.0,0.122,0.0855,0.018
99.0,99.0,0.122,0.0855,0.01
179.0,278.0,0.122,0.0855,0.028
99.0,258.0,0.122,0.0855,0.026
179.0,179.0,0.122,0.06,0.018
99.0,99.0,0.122,0.122,0.01
318.0,159.0,0.122,0.122,0.0321
418.0,209.0,0.046,0.122,0.0421
219.0,219.0,0.0785,0.102,0.0221
179.0,179.0,0.0785,0.046,0.018
278.0,139.0,0.0785,0.018,0.028
139.0,139.0,0.0785,0.018,0.014
358.0,179.0,0.0785,0.018,0.0361
199.0,199.0,0.0785,0.0675,0.0201
179.0,179.0,0.049,0.0785,0.018
139.0,139.0,0.049,0.0785,0.014
179.0,179.0,0.0195,0.0785,0.018
298.0,298.0,0.056,-0.007,0.03
159.0,159.0,0.117,-0.007,0.016
219.0,219.0,0.117,-0.01,0.0221
159.0,159.0,0.117,0.056,0.016
119.0,119.0,0.2055,0.056,0.012
139.0,139.0,-0.021,-0.021,0.014
258.0,258.0,0.0785,0.1525,0.0567
159.0,159.0,0.0785,0.132,0.0349
199.0,199.0,0.024,0.111,0.0437
179.0,179.0,0.153,0.0785,0.0393
119.0,119.0,0.153,0.0785,0.0261
139.0,139.0,0.153,0.0625,0.0305
99.0,99.0,0.153,0.0215,0.0218
258.0,258.0,0.0975,0.237,0.0464
139.0,139.0,0.0975,0.2035,0.025
199.0,199.0,0.0975,0.0835,0.0358
179.0,179.0,0.214,0.0835,0.0322
139.0,139.0,0.209,0.0085,0.014
278.0,139.0,0.209,0.0085,0.028
199.0,199.0,0.2235,0.0085,0.02
219.0,219.0,0.2235,0.0195,0.022
179.0,179.0,0.2235,0.025,0.018
219.0,219.0,0.2235,0.084,0.022
219.0,219.0,0.2235,0.136,0.022
457.0,457.0,0.2235,0.209,0.046
139.0,179.0,0.011,0.0775,0.036
179.0,179.0,0.0475,0.0305,0.018
179.0,179.0,0.0475,-0.0145,0.018
179.0,179.0,0.2875,-0.0145,0.018
398.0,398.0,0.1955,0.024,0.0659
119.0,119.0,0.1955,0.1955,0.0197
179.0,179.0,0.1775,0.1955,0.0296
139.0,139.0,0.1775,0.1955,0.023
139.0,139.0,0.1775,0.1955,0.023
298.0,149.0,0.1775,0.1955,0.0493
199.0,199.0,0.122,0.1775,0.0329
139.0,139.0,0.104,0.1775,0.023
258.0,129.0,0.121,0.054,0.0427
159.0,159.0,0.121,0.054,0.0263
199.0,199.0,0.121,0.054,0.0329
119.0,119.0,0.121,0.0065,0.0197
139.0,139.0,0.0751,0.0976,0.0181
179.0,179.0,0.0751,0.0976,0.0233
199.0,199.0,0.0751,0.0861,0.0259
199.0,199.0,0.0751,0.0591,0.0259
338.0,169.0,0.0751,0.0356,0.044
99.0,99.0,0.0751,0.0356,0.0129
258.0,129.0,0.3901,0.1726,0.0336
99.0,99.0,0.3901,0.1726,0.0129
278.0,139.0,0.3901,0.2331,0.0362
80.0,80.0,0.3566,0.2331,0.0104
119.0,119.0,0.3566,0.3136,0.0155
99.0,99.0,0.2091,-0.0239,0.0155
298.0,298.0,0.2091,-0.0239,0.0466
238.0,238.0,0.2091,-0.0239,0.0372
179.0,179.0,0.2091,0.2091,0.028
99.0,199.0,0.1711,0.1216,0.0311
159.0,159.0,0.1711,0.1126,0.0248
199.0,199.0,0.2086,0.1126,0.0311
298.0,298.0,0.4721,0.1711,0.0466
239.0,239.0,0.4721,0.1321,0.0373
179.0,179.0,0.4721,0.3381,0.028
80.0,80.0,0.3621,0.4721,0.0125
179.0,179.0,0.3621,0.4721,0.028
358.0,358.0,0.0651,-0.0279,0.0267
398.0,199.0,0.0651,-0.0004,0.0297
179.0,179.0,0.0651,-0.0004,0.0133
259.0,259.0,0.0651,-0.0414,0.0193
179.0,179.0,0.0651,0.0146,0.0133
159.0,159.0,0.0441,0.0651,0.0119
318.0,159.0,0.0886,-0.0139,0.0237
259.0,259.0,0.0886,-0.0194,0.0193
159.0,159.0,0.0996,-0.0419,0.0119
179.0,179.0,0.1281,-0.0314,0.0133
80.0,80.0,0.1281,-0.0224,0.006
278.0,139.0,0.2561,0.0886,0.0207
238.0,238.0,0.2561,0.0961,0.0177
139.0,139.0,0.2561,0.0996,0.0104
139.0,139.0,0.3536,0.1281,0.0104
179.0,89.5,0.3536,0.1281,0.0133
100.0,100.0,0.3536,0.1191,0.0075
119.0,119.0,0.3536,0.1576,0.0089
99.0,99.0,0.3536,0.2051,0.0074
80.0,80.0,0.3536,0.2296,0.006
80.0,80.0,0.3536,0.2561,0.006
99.0,99.0,0.2416,0.1866,0.0106
278.0,139.0,0.2416,0.1866,0.0298
259.0,129.5,0.2416,0.1866,0.0277
696.0,232.0,0.0796,0.2416,0.0745
99.0,199.0,0.0601,0.0796,0.0213
139.0,139.0,0.0356,0.0796,0.0149
318.0,318.0,0.0916,-0.0409,0.034
278.0,278.0,0.0916,-0.0404,0.0298
397.0,198.5,0.1016,-0.0134,0.0425
199.0,199.0,0.1016,-0.0124,0.0213
258.0,258.0,0.1016,0.0071,0.0276
477.0,238.5,0.1096,0.0916,0.0511
139.0,139.0,0.2841,0.1016,0.0149
477.0,258.0,0.2841,0.1016,0.0276
139.0,139.0,0.2841,0.1016,0.0149
179.0,179.0,0.2841,0.1016,0.0192
159.0,159.0,0.2081,0.3271,0.017
139.0,139.0,0.2081,0.2196,0.0149
358.0,179.0,0.1966,0.1161,0.0346
139.0,139.0,0.2126,0.1266,0.0134
298.0,149.0,0.2126,0.1266,0.0288
179.0,179.0,0.2126,0.1476,0.0173
179.0,179.0,0.2126,0.1651,0.0173
199.0,199.0,0.2126,0.1966,0.0193
437.0,218.5,0.0341,0.0921,0.0423
179.0,179.0,0.0656,0.0441,0.0173
199.0,199.0,0.1126,0.0341,0.0193
238.0,238.0,0.1126,0.0341,0.023
99.0,99.0,0.1126,0.0341,0.0096
238.0,119.0,0.3966,0.2301,0.023
298.0,149.0,0.3966,0.2576,0.0288
80.0,80.0,0.3966,0.2576,0.0077
298.0,99.0,0.3966,0.2576,0.0096
159.0,159.0,0.3966,0.2576,0.0154
119.0,119.0,0.3966,0.2746,0.0115
457.0,152.3333,0.3226,0.3966,0.0442
99.0,99.0,0.3156,0.3966,0.0096
139.0,139.0,0.3156,0.3226,0.0134
219.0,219.0,0.3156,0.3226,0.0212
318.0,159.0,0.3156,0.3156,0.0308
99.0,99.0,0.1366,-0.0094,0.0116
338.0,169.0,0.1366,0.1366,0.0396
99.0,238.5,0.1366,0.1366,0.0559
298.0,149.0,0.0816,0.0756,0.0349
160.0,80.0,0.0816,0.0081,0.0188
378.0,378.0,0.0926,0.0081,0.0443
219.0,219.0,0.1211,0.0081,0.0257
338.0,169.0,0.2251,0.0326,0.0396
497.0,248.5,0.2251,0.0816,0.0583
517.0,172.3333,0.3716,0.1211,0.0606
139.0,139.0,0.3716,0.1211,0.0163
219.0,219.0,0.3716,0.2251,0.0257
259.0,129.5,0.3716,0.2251,0.0304
119.0,119.0,0.7781,0.2491,0.014
358.0,358.0,0.1061,0.0526,0.0444
377.0,125.6667,0.1626,0.0526,0.0467
199.0,199.0,0.1626,0.0316,0.0247
238.0,238.0,0.1626,0.1061,0.0295
179.0,179.0,0.1626,0.1061,0.0222
358.0,239.0,0.1586,0.1586,0.0296
179.0,179.0,0.1946,-0.0449,0.0172
139.0,139.0,0.1896,0.1946,0.0133
438.0,219.0,0.1766,0.1946,0.0421
238.0,238.0,0.1766,0.1896,0.0229
438.0,139.0,0.1766,0.1616,0.0267
238.0,139.0,0.1766,0.1616,0.0133
298.0,149.0,0.1766,0.1766,0.0286
219.0,219.0,0.0461,0.1766,0.021
159.0,159.0,0.0446,0.1766,0.0153
199.0,199.0,0.0446,0.1766,0.0191
219.0,219.0,0.0136,0.0461,0.021
179.0,179.0,0.0136,0.0446,0.0172
159.0,159.0,-0.0039,0.0446,0.0153
179.0,179.0,-0.0039,0.0136,0.0172
159.0,119.0,-0.0039,0.0136,0.0114
318.0,159.0,0.0356,-0.0174,0.0305
636.0,212.0,0.1256,0.1206,0.0611
99.0,99.0,0.1936,0.1206,0.0095
139.0,139.0,0.2516,0.0221,0.0133
159.0,159.0,0.3176,0.0221,0.0153
139.0,139.0,0.3761,0.3176,0.0133
139.0,139.0,0.3761,0.3176,0.0133
80.0,80.0,0.249,0.0055,0.0247
99.0,99.0,0.249,0.1205,0.0306
159.0,159.0,0.249,0.1205,0.0491
159.0,159.0,0.249,0.1205,0.0491
99.0,99.0,0.249,0.1205,0.0306
139.0,139.0,0.188,0.045,0.0429
99.0,99.0,0.179,0.188,0.0306
99.0,99.0,0.179,0.168,0.0306
100.0,100.0,0.3695,-0.023,0.0309
159.0,99.0,0.3695,0.3695,0.0306
139.0,139.0,0.258,0.1365,0.0206
99.0,99.0,0.404,-0.028,0.0146
179.0,179.0,0.404,0.0615,0.0265
99.0,99.0,0.3245,0.404,0.0146
139.0,139.0,0.3245,0.404,0.0206
99.0,99.0,0.196,0.2775,0.0146
119.0,119.0,0.196,0.1915,0.0176
139.0,139.0,0.196,0.168,0.0206
99.0,99.0,0.196,0.139,0.0146
99.0,99.0,0.196,0.162,0.0146
139.0,139.0,0.1625,0.196,0.0206
160.0,80.0,0.1625,0.196,0.0237
199.0,199.0,0.1625,0.196,0.0294
219.0,219.0,0.1625,0.196,0.0324
258.0,129.0,0.3765,0.211,0.1312
139.0,139.0,0.3765,0.211,0.0707
179.0,179.0,0.3765,0.211,0.091
258.0,258.0,0.3765,0.2195,0.1312
139.0,139.0,0.3765,0.289,0.0707
119.0,119.0,0.1845,0.1095,0.0175
199.0,199.0,0.1845,0.1845,0.0292
318.0,318.0,0.105,-0.0105,0.0467
139.0,139.0,0.124,-0.022,0.0204
199.0,199.0,0.124,-0.0605,0.0292
159.0,159.0,0.124,-0.071,0.0233
298.0,298.0,0.2895,0.015,0.0437
99.0,99.0,0.2895,0.063,0.0145
239.0,239.0,0.2895,0.105,0.0351
99.0,99.0,0.253,0.2845,0.0145
119.0,119.0,0.253,0.2145,0.0175
238.0,119.0,0.253,0.253,0.0349
119.0,298.0,0.162,0.253,0.0437
99.0,99.0,0.162,0.253,0.0145
397.0,198.5,0.162,0.253,0.0583
99.0,99.0,0.236,0.0805,0.0236
179.0,179.0,0.236,0.0805,0.0427
278.0,278.0,0.236,0.0805,0.0663
80.0,80.0,0.236,0.1055,0.0191
119.0,119.0,0.236,0.1055,0.0284
99.0,99.0,0.236,0.1055,0.0236
338.0,169.0,0.0945,0.1055,0.0806
99.0,99.0,0.0945,-0.015,0.0236
318.0,159.0,0.0945,-0.015,0.0758
278.0,139.0,0.1335,0.004,0.0503
159.0,159.0,0.1765,0.004,0.0288
139.0,139.0,0.1765,0.0585,0.0251
379.0,126.3333,0.1765,0.075,0.0686
80.0,80.0,0.1765,0.1015,0.0145
160.0,80.0,0.1765,0.1335,0.0289
199.0,199.0,0.1615,-0.0435,0.036
99.0,99.0,0.183,0.015,0.0179
258.0,258.0,0.183,0.015,0.0467
119.0,119.0,0.199,0.015,0.0215
139.0,139.0,0.199,0.0355,0.0251
219.0,219.0,0.199,0.0355,0.0396
139.0,139.0,0.199,0.0355,0.0251
319.0,106.3333,0.4955,0.1545,0.0577
179.0,179.0,0.3249,-0.0576,0.0365
199.0,99.5,0.3249,-0.0001,0.0405
99.0,99.0,0.5989,-0.1161,0.0202
238.0,119.0,0.5989,0.1794,0.0485
258.0,258.0,0.5989,0.1989,0.0526
139.0,139.0,0.3484,0.2484,0.0298
80.0,80.0,0.3484,0.3189,0.0171
139.0,139.0,0.3484,0.3429,0.0298
119.0,119.0,0.3139,0.3484,0.0255
139.0,219.0,0.1599,0.3139,0.0469
99.0,99.0,0.1599,0.2589,0.0212
119.0,119.0,0.1599,0.2589,0.0255
99.0,99.0,0.1599,0.2259,0.0212
199.0,99.5,0.6234,-0.0151,0.0426
159.0,159.0,0.6234,-0.0551,0.034
80.0,80.0,0.6234,0.0344,0.0171
99.0,99.0,0.0404,0.0344,0.0262
99.0,99.0,0.0404,0.0344,0.0262
199.0,199.0,0.0404,0.0344,0.0528
139.0,139.0,0.0859,-0.1101,0.0369
298.0,298.0,0.2284,0.0034,0.079
219.0,219.0,0.2284,0.0514,0.0581
119.0,119.0,0.2284,0.0859,0.0315
159.0,159.0,0.0859,0.0859,0.0422
139.0,139.0,0.0859,0.0859,0.0369
179.0,179.0,0.0859,0.0859,0.0475
139.0,139.0,0.1339,0.1099,0.0588
179.0,179.0,0.1339,0.1529,0.0757
100.0,100.0,0.1339,0.1529,0.0423
80.0,80.0,0.2949,0.0334,0.0338
159.0,159.0,0.5264,0.0319,0.0672
80.0,80.0,0.5514,0.0319,0.0338
139.0,139.0,0.5514,0.0319,0.0588
139.0,80.0,0.5514,0.0344,0.0338
99.0,99.0,0.5514,0.0344,0.0419
139.0,139.0,0.5514,0.0164,0.0588
139.0,99.0,0.5514,0.1339,0.0419
159.0,99.0,0.5264,0.5264,0.0419
139.0,139.0,0.179,0.0625,0.0141
298.0,298.0,0.212,0.179,0.0302
80.0,80.0,0.212,0.1401,0.0081
80.0,80.0,0.212,0.1401,0.0081
238.0,119.0,0.212,0.006,0.0241
160.0,80.0,0.211,0.1356,0.0162
139.0,139.0,0.211,0.212,0.0141
99.0,99.0,0.2646,0.2636,0.0225
397.0,132.3333,0.2646,0.2636,0.09
199.0,99.5,0.2061,0.2646,0.0451
99.0,119.0,0.2895,0.2646,0.027
80.0,80.0,0.2895,0.152,0.0181
119.0,119.0,0.2895,0.077,0.027
119.0,119.0,0.2341,0.159,0.027
99.0,99.0,0.3931,0.2061,0.0225
139.0,139.0,0.3931,0.2061,0.0315
179.0,89.5,0.356,0.313,0.1503
80.0,80.0,0.356,0.356,0.0672
99.0,99.0,0.1191,-0.0129,0.0186
99.0,99.0,0.2091,0.0301,0.0186
159.0,159.0,0.2091,0.0301,0.0299
179.0,179.0,0.2091,0.0881,0.0336
80.0,80.0,0.2091,-0.0054,0.015
119.0,119.0,0.2091,-0.0124,0.0223
159.0,159.0,0.2091,-0.0124,0.0299
139.0,139.0,0.1795,0.115,0.0261
119.0,119.0,0.1795,0.1401,0.0223
99.0,99.0,0.6825,0.1366,0.0186
139.0,139.0,0.1746,-0.0445,0.0333
258.0,129.0,0.066,0.1746,0.0618
119.0,119.0,0.066,0.1746,0.0285
218.0,109.0,0.066,0.1736,0.0522
139.0,139.0,0.066,0.0486,0.0333
139.0,139.0,0.066,0.0245,0.0333
258.0,179.0,0.0396,0.0635,0.0429
139.0,179.0,0.304,0.0276,0.0429
139.0,139.0,0.304,-0.092,0.0333
179.0,179.0,0.1016,0.1016,0.0429
119.0,119.0,0.0645,0.0621,0.0264
139.0,139.0,0.0645,0.0621,0.0308
159.0,159.0,0.0645,0.0621,0.0352
80.0,80.0,0.0165,0.0621,0.0177
298.0,149.0,0.0165,0.0621,0.0661
80.0,80.0,0.0165,0.0645,0.0177
139.0,139.0,0.0165,0.0645,0.0308
99.0,99.0,0.2751,-0.051,0.0219
139.0,139.0,0.2751,-0.0089,0.0308
99.0,99.0,0.1006,-0.1669,0.0219
119.0,119.0,0.1795,0.0435,0.0264
119.0,119.0,0.4224,0.1084,0.074
139.0,139.0,0.4224,0.0579,0.0864
139.0,139.0,0.4224,0.0579,0.0864
99.0,99.0,0.4224,0.0374,0.0615
80.0,80.0,0.0209,0.0209,0.0497
80.0,80.0,0.0854,-0.0876,0.0253
80.0,80.0,0.0854,-0.0761,0.0253
139.0,139.0,0.1319,0.0359,0.044
80.0,80.0,0.4174,0.0359,0.0253
119.0,119.0,0.4174,0.0359,0.0377
139.0,119.0,0.4174,0.0449,0.0377
80.0,149.0,0.4174,0.0369,0.0943
119.0,119.0,0.4174,-0.0726,0.0377
179.0,89.5,0.4174,-0.1451,0.0566
99.0,99.0,0.6429,0.4174,0.0313
119.0,119.0,0.6429,0.4174,0.0377
99.0,99.0,0.6429,0.4174,0.0313
139.0,139.0,0.1124,0.0289,0.0143
80.0,80.0,0.0984,0.1124,0.0082
80.0,80.0,0.0984,0.1124,0.0082
80.0,99.0,0.0984,0.1124,0.0102
179.0,89.5,0.0984,0.1124,0.0184
119.0,119.0,0.0179,0.1124,0.0122
99.0,99.0,0.0499,0.0919,0.0102
159.0,159.0,0.0909,0.0984,0.0163
99.0,99.0,0.0909,0.0984,0.0102
80.0,80.0,0.1124,0.0179,0.0082
99.0,99.0,0.1749,-0.0126,0.0102
119.0,119.0,0.2174,-0.0126,0.0122
119.0,119.0,0.2184,0.0499,0.0122
139.0,139.0,0.2184,0.0909,0.0143
139.0,139.0,0.2184,0.0909,0.0143
80.0,80.0,0.2184,0.1124,0.0082
99.0,99.0,0.2184,0.1124,0.0102
80.0,80.0,0.3229,0.2109,0.0166
278.0,139.0,0.3229,0.2109,0.0575
198.0,99.0,0.3229,0.1569,0.041
139.0,139.0,0.4074,0.1619,0.0288
80.0,80.0,0.4074,0.4074,0.0166
80.0,80.0,0.2479,-0.0326,0.0732
119.0,119.0,0.2479,-0.0041,0.1089
80.0,80.0,0.2144,0.2144,0.0732
80.0,80.0,0.1279,-0.0591,0.0347
139.0,139.0,0.0869,0.1279,0.0603
258.0,129.0,0.2544,0.1279,0.1119
80.0,80.0,-0.1201,-0.1201,0.0347
80.0,80.0,-0.0711,-0.0711,0.0347
80.0,80.0,0.1069,0.0934,0.027
80.0,80.0,0.4069,0.0174,0.027
139.0,139.0,0.4069,-0.0551,0.0469
99.0,99.0,-0.0596,-0.0596,0.0334
199.0,199.0,0.0144,0.0144,0.0672
179.0,89.5,0.6353,0.0853,0.0866
119.0,119.0,0.6353,0.0938,0.0575
80.0,80.0,0.6353,0.1198,0.0387
99.0,99.0,0.1198,0.1198,0.0479
80.0,80.0,0.0153,0.0153,0.0387
119.0,119.0,0.2713,0.1698,0.0379
