pupilDiamLag,pupilDiamMax,timePrtctg,totalFixDur
0.0267,0.0152,0.0238,219.0
0.0267,0.0152,0.026,239.0
0.0957,0.0162,0.0412,378.0
0.1467,0.0162,0.0108,99.0
0.1467,0.0162,0.0195,179.0
0.1467,0.0267,0.0108,99.0
0.1467,0.0267,0.0195,179.0
0.2332,0.0267,0.0368,338.0
0.2507,0.0957,0.0151,139.0
0.6357,0.2332,0.0303,278.0
0.6357,0.2332,0.0108,99.0
0.6357,0.2507,0.0195,179.0
0.0257,-0.0798,0.0135,159.0
0.0882,-0.0783,0.0288,338.0
0.1787,-0.0783,0.0203,239.0
0.1787,-0.0403,0.0169,199.0
0.1787,-0.0188,0.0135,159.0
0.1787,-0.0018,0.0169,199.0
0.1787,0.1787,0.0203,238.0
0.1622,0.1787,0.0152,179.0
0.1622,0.1787,0.0169,199.0
0.1457,0.1787,0.0355,417.0
0.1457,0.1622,0.0101,119.0
0.1457,0.1457,0.0271,318.0
0.0417,0.1457,0.0118,139.0
0.0947,0.1457,0.0186,219.0
0.0947,0.1457,0.0101,119.0
0.0947,0.0252,0.0101,119.0
0.1437,0.0772,0.0237,278.0
0.1722,0.0772,0.0152,179.0
0.2187,0.0972,0.0237,278.0
0.2222,0.0972,0.0118,139.0
0.2467,0.1437,0.0084,99.0
0.3567,0.2222,0.0068,80.0
0.3567,0.2222,0.0068,80.0
0.3567,0.2467,0.0068,80.0
0.3522,0.2467,0.0068,80.0
0.3522,0.2487,0.0068,80.0
0.133,0.08,0.0145,139.0
0.077,0.133,0.0332,318.0
0.077,0.0995,0.0311,298.0
0.0765,0.077,0.0394,378.0
0.062,0.0765,0.0208,199.0
0.062,0.0765,0.0187,179.0
0.062,0.0695,0.027,259.0
0.062,0.05,0.0187,179.0
0.062,0.062,0.0145,139.0
0.062,0.062,0.029,278.0
0.053,0.062,0.027,259.0
0.053,0.062,0.0187,179.0
0.053,0.0435,0.0228,219.0
0.053,0.002,0.0166,159.0
0.053,0.002,0.0166,159.0
0.053,0.053,0.0166,159.0
0.0585,0.0445,0.029,278.0
0.0805,0.0445,0.0124,119.0
0.1435,-0.0055,0.0166,159.0
0.2825,0.029,0.0312,299.0
0.2825,0.0585,0.0291,279.0
0.2945,0.0585,0.0145,139.0
0.2945,0.0585,0.0145,139.0
0.2945,0.0585,0.0166,159.0
0.36,0.0805,0.0145,139.0
0.133,0.0495,0.0164,219.0
0.166,0.0495,0.0253,338.0
0.166,0.0495,0.0134,179.0
0.166,0.0475,0.0119,159.0
0.166,0.065,0.0074,99.0
0.166,0.065,0.0193,258.0
0.166,0.133,0.0238,318.0
0.166,0.166,0.0179,239.0
0.159,0.166,0.0119,159.0
0.1435,0.166,0.0089,119.0
0.127,0.127,0.0685,915.0
0.069,0.0665,0.0149,199.0
0.069,0.052,0.0253,338.0
0.275,0.24,0.006,80.0
0.275,0.24,0.0074,99.0
0.275,0.1365,0.0089,119.0
0.275,0.1805,0.006,80.0
0.275,0.2255,0.0134,179.0
0.162,0.269,0.006,80.0
0.162,0.162,0.0104,139.0
0.162,0.162,0.0208,278.0
0.1745,0.35,0.0134,199.0
0.1085,0.1745,0.0134,199.0
0.0895,0.1745,0.0093,139.0
0.0895,0.1745,0.0908,1351.0
0.0825,0.114,0.04,596.0
0.0825,0.0825,0.012,179.0
0.0825,0.0825,0.012,179.0
0.052,0.0825,0.0161,239.0
0.0675,0.0795,0.0748,1113.0
0.173,0.0675,0.012,179.0
0.1735,0.057,0.016,238.0
0.1955,0.037,0.0147,219.0
0.1955,0.051,0.0093,139.0
0.125,0.125,0.0093,139.0
0.125,0.13,0.012,179.0
0.2555,0.139,0.0095,99.0
0.147,0.2025,0.0229,239.0
0.147,0.1995,0.021,219.0
0.1315,0.185,0.021,219.0
0.1315,0.147,0.0191,199.0
0.1315,0.147,0.0382,398.0
0.106,0.1315,0.0172,179.0
0.102,0.106,0.021,219.0
0.076,0.102,0.0191,199.0
0.0835,0.102,0.0153,159.0
0.327,0.1435,0.0228,238.0
0.327,0.243,0.021,219.0
0.086,0.279,0.0191,199.0
0.086,0.327,0.0191,199.0
0.086,0.327,0.0133,139.0
0.0785,0.086,0.0077,80.0
0.1325,0.1325,0.0349,278.0
0.1325,0.1325,0.0225,179.0
0.1055,0.1325,0.0225,179.0
0.0845,0.1325,0.0199,159.0
0.0845,0.1325,0.0149,119.0
0.0845,0.1055,0.0225,179.0
0.0845,0.1055,0.0225,179.0
0.047,0.033,0.0499,398.0
0.0815,0.022,0.025,199.0
0.0875,-0.0305,0.0201,160.0
0.0875,-0.0305,0.0349,278.0
0.3345,0.08,0.0324,258.0
0.3345,0.0815,0.0149,119.0
0.3095,0.3095,0.01,80.0
0.294,0.294,0.0225,179.0
0.387,0.387,0.0174,139.0
0.122,0.0855,0.0361,358.0
0.122,0.0855,0.018,179.0
0.122,0.0855,0.01,99.0
0.122,0.0855,0.028,278.0
0.122,0.0855,0.026,258.0
0.122,0.06,0.018,179.0
0.122,0.122,0.01,99.0
0.122,0.122,0.0321,318.0
0.046,0.122,0.0421,418.0
0.0785,0.102,0.0221,219.0
0.0785,0.046,0.018,179.0
0.0785,0.018,0.028,278.0
0.0785,0.018,0.014,139.0
0.0785,0.018,0.0361,358.0
0.0785,0.0675,0.0201,199.0
0.049,0.0785,0.018,179.0
0.049,0.0785,0.014,139.0
0.0195,0.0785,0.018,179.0
0.056,-0.007,0.03,298.0
0.117,-0.007,0.016,159.0
0.117,-0.01,0.0221,219.0
0.117,0.056,0.016,159.0
0.2055,0.056,0.012,119.0
-0.021,-0.021,0.014,139.0
0.0785,0.1525,0.0567,258.0
0.0785,0.132,0.0349,159.0
0.024,0.111,0.0437,199.0
0.153,0.0785,0.0393,179.0
0.153,0.0785,0.0261,119.0
0.153,0.0625,0.0305,139.0
0.153,0.0215,0.0218,99.0
0.0975,0.237,0.0464,258.0
0.0975,0.2035,0.025,139.0
0.0975,0.0835,0.0358,199.0
0.214,0.0835,0.0322,179.0
0.209,0.0085,0.014,139.0
0.209,0.0085,0.028,278.0
0.2235,0.0085,0.02,199.0
0.2235,0.0195,0.022,219.0
0.2235,0.025,0.018,179.0
0.2235,0.084,0.022,219.0
0.2235,0.136,0.022,219.0
0.2235,0.209,0.046,457.0
0.011,0.0775,0.036,358.0
0.0475,0.0305,0.018,179.0
0.0475,-0.0145,0.018,179.0
0.2875,-0.0145,0.018,179.0
0.1955,0.024,0.0659,398.0
0.1955,0.1955,0.0197,119.0
0.1775,0.1955,0.0296,179.0
0.1775,0.1955,0.023,139.0
0.1775,0.1955,0.023,139.0
0.1775,0.1955,0.0493,298.0
0.122,0.1775,0.0329,199.0
0.104,0.1775,0.023,139.0
0.121,0.054,0.0427,258.0
0.121,0.054,0.0263,159.0
0.121,0.054,0.0329,199.0
0.121,0.0065,0.0197,119.0
0.0751,0.0976,0.0181,139.0
0.0751,0.0976,0.0233,179.0
0.0751,0.0861,0.0259,199.0
0.0751,0.0591,0.0259,199.0
0.0751,0.0356,0.044,338.0
0.0751,0.0356,0.0129,99.0
0.3901,0.1726,0.0336,258.0
0.3901,0.1726,0.0129,99.0
0.3901,0.2331,0.0362,278.0
0.3566,0.2331,0.0104,80.0
0.3566,0.3136,0.0155,119.0
0.2091,-0.0239,0.0155,99.0
0.2091,-0.0239,0.0466,298.0
0.2091,-0.0239,0.0372,238.0
0.2091,0.2091,0.028,179.0
0.1711,0.1216,0.0311,199.0
0.1711,0.1126,0.0248,159.0
0.2086,0.1126,0.0311,199.0
0.4721,0.1711,0.0466,298.0
0.4721,0.1321,0.0373,239.0
0.4721,0.3381,0.028,179.0
0.3621,0.4721,0.0125,80.0
0.3621,0.4721,0.028,179.0
0.0651,-0.0279,0.0267,358.0
0.0651,-0.0004,0.0297,398.0
0.0651,-0.0004,0.0133,179.0
0.0651,-0.0414,0.0193,259.0
0.0651,0.0146,0.0133,179.0
0.0441,0.0651,0.0119,159.0
0.0886,-0.0139,0.0237,318.0
0.0886,-0.0194,0.0193,259.0
0.0996,-0.0419,0.0119,159.0
0.1281,-0.0314,0.0133,179.0
0.1281,-0.0224,0.006,80.0
0.2561,0.0886,0.0207,278.0
0.2561,0.0961,0.0177,238.0
0.2561,0.0996,0.0104,139.0
0.3536,0.1281,0.0104,139.0
0.3536,0.1281,0.0133,179.0
0.3536,0.1191,0.0075,100.0
0.3536,0.1576,0.0089,119.0
0.3536,0.2051,0.0074,99.0
0.3536,0.2296,0.006,80.0
0.3536,0.2561,0.006,80.0
0.2416,0.1866,0.0106,99.0
0.2416,0.1866,0.0298,278.0
0.2416,0.1866,0.0277,259.0
0.0796,0.2416,0.0745,696.0
0.0601,0.0796,0.0213,199.0
0.0356,0.0796,0.0149,139.0
0.0916,-0.0409,0.034,318.0
0.0916,-0.0404,0.0298,278.0
0.1016,-0.0134,0.0425,397.0
0.1016,-0.0124,0.0213,199.0
0.1016,0.0071,0.0276,258.0
0.1096,0.0916,0.0511,477.0
0.2841,0.1016,0.0149,139.0
0.2841,0.1016,0.0276,258.0
0.2841,0.1016,0.0149,139.0
0.2841,0.1016,0.0192,179.0
0.2081,0.3271,0.017,159.0
0.2081,0.2196,0.0149,139.0
0.1966,0.1161,0.0346,358.0
0.2126,0.1266,0.0134,139.0
0.2126,0.1266,0.0288,298.0
0.2126,0.1476,0.0173,179.0
0.2126,0.1651,0.0173,179.0
0.2126,0.1966,0.0193,199.0
0.0341,0.0921,0.0423,437.0
0.0656,0.0441,0.0173,179.0
0.1126,0.0341,0.0193,199.0
0.1126,0.0341,0.023,238.0
0.1126,0.0341,0.0096,99.0
0.3966,0.2301,0.023,238.0
0.3966,0.2576,0.0288,298.0
0.3966,0.2576,0.0077,80.0
0.3966,0.2576,0.0096,99.0
0.3966,0.2576,0.0154,159.0
0.3966,0.2746,0.0115,119.0
0.3226,0.3966,0.0442,457.0
0.3156,0.3966,0.0096,99.0
0.3156,0.3226,0.0134,139.0
0.3156,0.3226,0.0212,219.0
0.3156,0.3156,0.0308,318.0
0.1366,-0.0094,0.0116,99.0
0.1366,0.1366,0.0396,338.0
0.1366,0.1366,0.0559,477.0
0.0816,0.0756,0.0349,298.0
0.0816,0.0081,0.0188,160.0
0.0926,0.0081,0.0443,378.0
0.1211,0.0081,0.0257,219.0
0.2251,0.0326,0.0396,338.0
0.2251,0.0816,0.0583,497.0
0.3716,0.1211,0.0606,517.0
0.3716,0.1211,0.0163,139.0
0.3716,0.2251,0.0257,219.0
0.3716,0.2251,0.0304,259.0
0.7781,0.2491,0.014,119.0
0.1061,0.0526,0.0444,358.0
0.1626,0.0526,0.0467,377.0
0.1626,0.0316,0.0247,199.0
0.1626,0.1061,0.0295,238.0
0.1626,0.1061,0.0222,179.0
0.1586,0.1586,0.0296,239.0
0.1946,-0.0449,0.0172,179.0
0.1896,0.1946,0.0133,139.0
0.1766,0.1946,0.0421,438.0
0.1766,0.1896,0.0229,238.0
0.1766,0.1616,0.0267,278.0
0.1766,0.1616,0.0133,139.0
0.1766,0.1766,0.0286,298.0
0.0461,0.1766,0.021,219.0
0.0446,0.1766,0.0153,159.0
0.0446,0.1766,0.0191,199.0
0.0136,0.0461,0.021,219.0
0.0136,0.0446,0.0172,179.0
-0.0039,0.0446,0.0153,159.0
-0.0039,0.0136,0.0172,179.0
-0.0039,0.0136,0.0114,119.0
0.0356,-0.0174,0.0305,318.0
0.1256,0.1206,0.0611,636.0
0.1936,0.1206,0.0095,99.0
0.2516,0.0221,0.0133,139.0
0.3176,0.0221,0.0153,159.0
0.3761,0.3176,0.0133,139.0
0.3761,0.3176,0.0133,139.0
0.249,0.0055,0.0247,80.0
0.249,0.1205,0.0306,99.0
0.249,0.1205,0.0491,159.0
0.249,0.1205,0.0491,159.0
0.249,0.1205,0.0306,99.0
0.188,0.045,0.0429,139.0
0.179,0.188,0.0306,99.0
0.179,0.168,0.0306,99.0
0.3695,-0.023,0.0309,100.0
0.3695,0.3695,0.0306,99.0
0.258,0.1365,0.0206,139.0
0.404,-0.028,0.0146,99.0
0.404,0.0615,0.0265,179.0
0.3245,0.404,0.0146,99.0
0.3245,0.404,0.0206,139.0
0.196,0.2775,0.0146,99.0
0.196,0.1915,0.0176,119.0
0.196,0.168,0.0206,139.0
0.196,0.139,0.0146,99.0
0.196,0.162,0.0146,99.0
0.1625,0.196,0.0206,139.0
0.1625,0.196,0.0237,160.0
0.1625,0.196,0.0294,199.0
0.1625,0.196,0.0324,219.0
0.3765,0.211,0.1312,258.0
0.3765,0.211,0.0707,139.0
0.3765,0.211,0.091,179.0
0.3765,0.2195,0.1312,258.0
0.3765,0.289,0.0707,139.0
0.1845,0.1095,0.0175,119.0
0.1845,0.1845,0.0292,199.0
0.105,-0.0105,0.0467,318.0
0.124,-0.022,0.0204,139.0
0.124,-0.0605,0.0292,199.0
0.124,-0.071,0.0233,159.0
0.2895,0.015,0.0437,298.0
0.2895,0.063,0.0145,99.0
0.2895,0.105,0.0351,239.0
0.253,0.2845,0.0145,99.0
0.253,0.2145,0.0175,119.0
0.253,0.253,0.0349,238.0
0.162,0.253,0.0437,298.0
0.162,0.253,0.0145,99.0
0.162,0.253,0.0583,397.0
0.236,0.0805,0.0236,99.0
0.236,0.0805,0.0427,179.0
0.236,0.0805,0.0663,278.0
0.236,0.1055,0.0191,80.0
0.236,0.1055,0.0284,119.0
0.236,0.1055,0.0236,99.0
0.0945,0.1055,0.0806,338.0
0.0945,-0.015,0.0236,99.0
0.0945,-0.015,0.0758,318.0
0.1335,0.004,0.0503,278.0
0.1765,0.004,0.0288,159.0
0.1765,0.0585,0.0251,139.0
0.1765,0.075,0.0686,379.0
0.1765,0.1015,0.0145,80.0
0.1765,0.1335,0.0289,160.0
0.1615,-0.0435,0.036,199.0
0.183,0.015,0.0179,99.0
0.183,0.015,0.0467,258.0
0.199,0.015,0.0215,119.0
0.199,0.0355,0.0251,139.0
0.199,0.0355,0.0396,219.0
0.199,0.0355,0.0251,139.0
0.4955,0.1545,0.0577,319.0
0.3249,-0.0576,0.0365,179.0
0.3249,-0.0001,0.0405,199.0
0.5989,-0.1161,0.0202,99.0
0.5989,0.1794,0.0485,238.0
0.5989,0.1989,0.0526,258.0
0.3484,0.2484,0.0298,139.0
0.3484,0.3189,0.0171,80.0
0.3484,0.3429,0.0298,139.0
0.3139,0.3484,0.0255,119.0
0.1599,0.3139,0.0469,219.0
0.1599,0.2589,0.0212,99.0
0.1599,0.2589,0.0255,119.0
0.1599,0.2259,0.0212,99.0
0.6234,-0.0151,0.0426,199.0
0.6234,-0.0551,0.034,159.0
0.6234,0.0344,0.0171,80.0
0.0404,0.0344,0.0262,99.0
0.0404,0.0344,0.0262,99.0
0.0404,0.0344,0.0528,199.0
0.0859,-0.1101,0.0369,139.0
0.2284,0.0034,0.079,298.0
0.2284,0.0514,0.0581,219.0
0.2284,0.0859,0.0315,119.0
0.0859,0.0859,0.0422,159.0
0.0859,0.0859,0.0369,139.0
0.0859,0.0859,0.0475,179.0
0.1339,0.1099,0.0588,139.0
0.1339,0.1529,0.0757,179.0
0.1339,0.1529,0.0423,100.0
0.2949,0.0334,0.0338,80.0
0.5264,0.0319,0.0672,159.0
0.5514,0.0319,0.0338,80.0
0.5514,0.0319,0.0588,139.0
0.5514,0.0344,0.0338,80.0
0.5514,0.0344,0.0419,99.0
0.5514,0.0164,0.0588,139.0
0.5514,0.1339,0.0419,99.0
0.5264,0.5264,0.0419,99.0
0.179,0.0625,0.0141,139.0
0.212,0.179,0.0302,298.0
0.212,0.1401,0.0081,80.0
0.212,0.1401,0.0081,80.0
0.212,0.006,0.0241,238.0
0.211,0.1356,0.0162,160.0
0.211,0.212,0.0141,139.0
0.2646,0.2636,0.0225,99.0
0.2646,0.2636,0.09,397.0
0.2061,0.2646,0.0451,199.0
0.2895,0.2646,0.027,119.0
0.2895,0.152,0.0181,80.0
0.2895,0.077,0.027,119.0
0.2341,0.159,0.027,119.0
0.3931,0.2061,0.0225,99.0
0.3931,0.2061,0.0315,139.0
0.356,0.313,0.1503,179.0
0.356,0.356,0.0672,80.0
0.1191,-0.0129,0.0186,99.0
0.2091,0.0301,0.0186,99.0
0.2091,0.0301,0.0299,159.0
0.2091,0.0881,0.0336,179.0
0.2091,-0.0054,0.015,80.0
0.2091,-0.0124,0.0223,119.0
0.2091,-0.0124,0.0299,159.0
0.1795,0.115,0.0261,139.0
0.1795,0.1401,0.0223,119.0
0.6825,0.1366,0.0186,99.0
0.1746,-0.0445,0.0333,139.0
0.066,0.1746,0.0618,258.0
0.066,0.1746,0.0285,119.0
0.066,0.1736,0.0522,218.0
0.066,0.0486,0.0333,139.0
0.066,0.0245,0.0333,139.0
0.0396,0.0635,0.0429,179.0
0.304,0.0276,0.0429,179.0
0.304,-0.092,0.0333,139.0
0.1016,0.1016,0.0429,179.0
0.0645,0.0621,0.0264,119.0
0.0645,0.0621,0.0308,139.0
0.0645,0.0621,0.0352,159.0
0.0165,0.0621,0.0177,80.0
0.0165,0.0621,0.0661,298.0
0.0165,0.0645,0.0177,80.0
0.0165,0.0645,0.0308,139.0
0.2751,-0.051,0.0219,99.0
0.2751,-0.0089,0.0308,139.0
0.1006,-0.1669,0.0219,99.0
0.1795,0.0435,0.0264,119.0
0.4224,0.1084,0.074,119.0
0.4224,0.0579,0.0864,139.0
0.4224,0.0579,0.0864,139.0
0.4224,0.0374,0.0615,99.0
0.0209,0.0209,0.0497,80.0
0.0854,-0.0876,0.0253,80.0
0.0854,-0.0761,0.0253,80.0
0.1319,0.0359,0.044,139.0
0.4174,0.0359,0.0253,80.0
0.4174,0.0359,0.0377,119.0
0.4174,0.0449,0.0377,119.0
0.4174,0.0369,0.0943,298.0
0.4174,-0.0726,0.0377,119.0
0.4174,-0.1451,0.0566,179.0
0.6429,0.4174,0.0313,99.0
0.6429,0.4174,0.0377,119.0
0.6429,0.4174,0.0313,99.0
0.1124,0.0289,0.0143,139.0
0.0984,0.1124,0.0082,80.0
0.0984,0.1124,0.0082,80.0
0.0984,0.1124,0.0102,99.0
0.0984,0.1124,0.0184,179.0
0.0179,0.1124,0.0122,119.0
0.0499,0.0919,0.0102,99.0
0.0909,0.0984,0.0163,159.0
0.0909,0.0984,0.0102,99.0
0.1124,0.0179,0.0082,80.0
0.1749,-0.0126,0.0102,99.0
0.2174,-0.0126,0.0122,119.0
0.2184,0.0499,0.0122,119.0
0.2184,0.0909,0.0143,139.0
0.2184,0.0909,0.0143,139.0
0.2184,0.1124,0.0082,80.0
0.2184,0.1124,0.0102,99.0
0.3229,0.2109,0.0166,80.0
0.3229,0.2109,0.0575,278.0
0.3229,0.1569,0.041,198.0
0.4074,0.1619,0.0288,139.0
0.4074,0.4074,0.0166,80.0
0.2479,-0.0326,0.0732,80.0
0.2479,-0.0041,0.1089,119.0
0.2144,0.2144,0.0732,80.0
0.1279,-0.0591,0.0347,80.0
0.0869,0.1279,0.0603,139.0
0.2544,0.1279,0.1119,258.0
-0.1201,-0.1201,0.0347,80.0
-0.0711,-0.0711,0.0347,80.0
0.1069,0.0934,0.027,80.0
0.4069,0.0174,0.027,80.0
0.4069,-0.0551,0.0469,139.0
-0.0596,-0.0596,0.0334,99.0
0.0144,0.0144,0.0672,199.0
0.6353,0.0853,0.0866,179.0
0.6353,0.0938,0.0575,119.0
0.6353,0.1198,0.0387,80.0
0.1198,0.1198,0.0479,99.0
0.0153,0.0153,0.0387,80.0
0.2713,0.1698,0.0379,119.0
0.2713,0.1698,0.0379,119.0
0.3223,0.2303,0.0255,80.0
0.5688,0.2303,0.0443,139.0
0.6398,0.2303,0.0571,179.0
0.6398,0.1868,0.0316,99.0
0.3973,-0.0647,0.0265,99.0
0.3973,0.0353,0.0214,80.0
0.3973,0.1333,0.0798,298.0
0.3973,0.1333,0.0744,278.0
0.3783,0.3293,0.0265,99.0
0.2868,0.3973,0.0265,99.0
0.2793,0.3973,0.0426,159.0
0.1913,0.2858,0.0214,80.0
0.2873,0.1058,0.0265,99.0
0.1118,0.0303,0.1429,278.0
0.2988,0.0303,0.0509,99.0
0.2988,0.0543,0.1531,298.0
0.2988,-0.0232,0.0514,100.0
-0.1002,-0.1002,0.0612,119.0
0.0823,0.0823,0.0411,80.0
0.3268,0.4928,0.0259,179.0
0.3783,0.4928,0.0143,99.0
0.3783,0.1618,0.023,159.0
0.4353,0.2178,0.0116,80.0
0.4353,0.2673,0.0172,119.0
0.4368,0.2963,0.0116,80.0
0.4368,0.3268,0.0519,358.0
0.4718,0.3268,0.0116,80.0
0.4718,0.3783,0.0432,298.0
0.4718,0.3783,0.0662,457.0
0.4718,0.4368,0.0519,358.0
0.2788,0.4718,0.0577,398.0
-0.0592,0.3973,0.0549,379.0
0.0343,0.1028,0.0143,99.0
0.2253,-0.1022,0.0317,219.0
0.4548,0.1268,0.0201,139.0
0.4548,0.1193,0.0116,80.0
0.4548,0.1253,0.0201,139.0
0.4548,0.1253,0.0172,119.0
0.4548,0.0683,0.0201,139.0
0.0218,0.0218,0.023,159.0
0.0828,0.0828,0.0259,179.0
0.0828,0.0828,0.0116,80.0
0.0703,0.0693,0.0324,159.0
0.0703,0.0703,0.0202,99.0
0.3253,-0.1882,0.0202,99.0
0.3253,-0.0847,0.0283,139.0
0.3253,-0.0047,0.0566,278.0
0.0763,-0.1132,0.0252,80.0
0.1663,-0.0867,0.0752,239.0
0.1698,-0.0312,0.0312,99.0
0.2243,0.0398,0.0312,99.0
0.0398,0.0398,0.0374,119.0
0.1978,0.2583,0.0323,179.0
0.1968,0.0993,0.0144,80.0
0.1968,0.0763,0.0287,159.0
0.1708,0.0348,0.0251,139.0
0.1708,0.0803,0.0178,99.0
0.1708,0.1968,0.0251,139.0
0.1708,0.1968,0.0144,80.0
0.1708,0.1968,0.0287,159.0
0.4063,0.0738,0.0214,119.0
0.4063,0.1053,0.0144,80.0
0.4063,0.2463,0.0144,80.0
0.4063,0.2843,0.0251,139.0
0.2536,0.2046,0.0508,218.0
0.1151,0.1481,0.0231,99.0
0.4381,0.0056,0.0186,80.0
0.3681,0.3681,0.0186,80.0
0.4381,0.4381,0.0231,99.0
0.2151,0.0871,0.0258,99.0
0.1211,0.1916,0.031,119.0
0.4871,0.1211,0.0467,179.0
0.4871,0.1211,0.0467,179.0
0.4871,0.0571,0.0209,80.0
0.4871,0.0546,0.0362,139.0
0.4871,0.0546,0.0258,99.0
0.1296,0.1296,0.031,119.0
0.5076,0.2611,0.3042,278.0
0.2611,0.2611,0.2177,199.0
0.2611,0.2611,0.1521,139.0
0.1586,0.0766,0.0506,318.0
0.1586,0.0776,0.0157,99.0
0.1586,0.1586,0.038,239.0
0.0901,0.1586,0.0317,199.0
0.0901,0.1586,0.0317,199.0
0.2526,0.0511,0.0127,80.0
0.2526,0.0511,0.0285,179.0
0.3306,0.0511,0.0317,199.0
0.3306,0.0781,0.0285,179.0
0.6561,0.6561,0.0221,139.0
0.7766,0.7766,0.0285,179.0
0.3986,0.1736,0.0393,179.0
0.1876,0.2956,0.0218,99.0
0.1876,0.1991,0.0437,199.0
0.1876,0.1991,0.0218,99.0
0.1916,0.0181,0.0628,278.0
0.1451,0.0621,0.0223,99.0
0.1451,0.0621,0.0223,99.0
0.1076,0.0361,0.0181,80.0
0.0951,0.1116,0.0314,139.0
0.7011,0.1016,0.0269,119.0
0.7051,0.1016,0.0223,99.0
0.7051,0.0851,0.0314,139.0
0.7051,0.1726,0.0314,139.0
0.1353,0.1883,0.0302,238.0
0.0778,0.1883,0.0125,99.0
0.0818,0.0508,0.0125,99.0
0.0818,0.0373,0.0201,159.0
0.0818,-0.0362,0.0127,100.0
0.0818,-0.0362,0.0176,139.0
0.0818,-0.0362,0.0227,179.0
0.0818,0.0228,0.0151,119.0
0.0608,0.0568,0.0201,159.0
0.0928,0.0568,0.0252,199.0
0.1563,0.0568,0.0278,219.0
0.2813,-0.0177,0.0125,99.0
0.3028,0.0068,0.0176,139.0
0.4498,0.3028,0.0101,80.0
0.4398,0.2608,0.0333,139.0
0.5098,0.4003,0.0477,199.0
0.5463,0.3593,0.0285,119.0
0.5463,0.4488,0.0714,298.0
0.5463,0.4488,0.0666,278.0
0.5463,0.4488,0.0333,139.0
0.1138,0.1763,0.0207,139.0
0.1138,0.1753,0.0266,179.0
0.1138,0.0028,0.0207,139.0
0.1138,0.0238,0.0473,318.0
0.1138,0.0238,0.0266,179.0
0.1138,-0.0182,0.0147,99.0
0.1138,0.0613,0.0296,199.0
0.1138,0.1138,0.0177,119.0
0.0528,0.1138,0.0119,80.0
0.0558,0.1138,0.0829,557.0
0.0753,0.0528,0.0147,99.0
0.0753,0.0578,0.0385,259.0
0.0753,0.0753,0.0207,139.0
0.4978,0.0713,0.0326,219.0
0.4978,0.0713,0.0177,119.0
0.4978,0.0723,0.0296,199.0
0.0723,0.0723,0.0326,219.0
0.0723,0.0723,0.0147,99.0
0.2543,0.1238,0.0239,239.0
0.2543,0.1713,0.0139,139.0
0.2008,0.2543,0.0099,99.0
0.2008,0.2543,0.0139,139.0
0.2003,0.2543,0.008,80.0
0.2003,0.2008,0.0199,199.0
0.2003,0.2008,0.0099,99.0
0.1033,0.1113,0.0139,139.0
0.1033,0.1113,0.0099,99.0
0.1033,0.0883,0.0199,199.0
0.1033,0.0528,0.0179,179.0
0.1033,-0.0712,0.008,80.0
0.1033,-0.0712,0.0199,199.0
0.1033,-0.0457,0.0258,258.0
0.0513,0.1033,0.0179,179.0
0.0513,0.1033,0.0238,238.0
0.0513,0.0153,0.0297,298.0
0.1023,0.0513,0.0159,159.0
0.9318,0.4608,0.008,80.0
0.9318,0.4608,0.0099,99.0
0.4683,0.4683,0.0179,179.0
0.4683,0.4683,0.0139,139.0
0.0188,0.0578,0.0315,258.0
-0.0292,0.0188,0.0267,219.0
-0.0292,-0.0982,0.0098,80.0
-0.0562,-0.0762,0.0145,119.0
-0.0562,-0.0762,0.017,139.0
-0.0562,-0.0292,0.0388,318.0
0.0143,-0.0562,0.0145,119.0
0.1388,-0.1557,0.0121,99.0
0.1388,-0.1032,0.0219,179.0
0.1388,-0.1032,0.0098,80.0
0.1388,-0.1032,0.0219,179.0
0.0073,0.1388,0.0292,239.0
0.0293,0.1388,0.0364,298.0
0.0293,-0.0252,0.017,139.0
0.0613,-0.0172,0.0267,219.0
0.0613,0.0293,0.0219,179.0
0.0613,0.0293,0.0194,159.0
0.1438,-0.0562,0.0121,99.0
0.1933,-0.1532,0.0219,179.0
0.1933,-0.1407,0.0122,100.0
0.1933,-0.0582,0.0267,219.0
0.6053,0.0613,0.0219,179.0
0.6053,0.0898,0.0098,80.0
0.6053,0.1438,0.0122,100.0
0.6053,0.1933,0.0122,100.0
0.6053,0.6053,0.017,139.0
0.2347,0.1067,0.0171,179.0
0.2222,0.2347,0.0228,239.0
0.1487,0.2347,0.0094,99.0
0.0867,0.0787,0.0209,219.0
0.1602,0.0162,0.0152,159.0
0.1602,0.0162,0.0152,159.0
0.1602,0.0162,0.0132,139.0
0.1602,0.0572,0.0171,179.0
0.1602,0.0867,0.0094,99.0
0.1602,0.0867,0.0094,99.0
0.1602,0.0867,0.019,199.0
0.1602,0.0867,0.0189,198.0
0.1602,0.1602,0.0113,119.0
0.0592,0.0652,0.0171,179.0
0.0417,0.0652,0.0132,139.0
0.0417,0.0652,0.0265,278.0
0.2442,0.0197,0.0228,239.0
0.2442,0.0172,0.0113,119.0
0.2442,0.0172,0.0228,239.0
0.1417,0.1667,0.0636,139.0
0.0647,0.1667,0.0453,99.0
0.0582,0.1667,0.0453,99.0
0.0582,0.1667,0.1089,238.0
0.2522,0.1417,0.0366,80.0
0.3012,0.3057,0.04,278.0
0.1847,0.3057,0.023,160.0
0.1212,0.0282,0.0257,179.0
0.1432,0.0107,0.0257,179.0
