eyemove/table3.firstPassFixDur,eyemove/table3.firstfixDur,eyemove/table3.lastSaccLen,eyemove/table3.meanFixDur
239.0,239.0,398.6289,99.0
179.0,179.0,211.5053,179.0
99.0,99.0,138.058,99.0
219.0,219.0,386.0534,219.0
199.0,199.0,118.6276,199.0
99.0,99.0,397.0519,99.0
139.0,139.0,257.7518,139.0
100.0,100.0,56.3604,139.0
378.0,159.0,122.7609,126.0
278.0,278.0,132.1855,139.0
159.0,159.0,130.9399,159.0
239.0,239.0,164.0191,239.0
200.0,100.0,327.6236,100.0
20.0,20.0,170.7527,219.0
219.0,219.0,125.4472,219.0
259.0,259.0,137.689,259.0
80.0,80.0,587.5053,80.0
179.0,99.0,77.5645,99.0
119.0,119.0,228.6099,119.0
199.0,199.0,263.6001,199.0
278.0,179.0,460.0024,139.0
258.0,139.0,0.0,129.0
239.0,239.0,101.9031,239.0
437.0,139.0,197.784,218.5
219.0,219.0,239.852,278.0
199.0,199.0,220.2504,199.0
219.0,219.0,155.6767,219.0
159.0,159.0,348.246,159.0
139.0,139.0,161.6447,139.0
80.0,80.0,159.914,80.0
159.0,159.0,361.8304,159.0
119.0,119.0,105.5012,119.0
298.0,159.0,107.2287,149.0
478.0,219.0,155.2329,239.0
279.0,279.0,91.0343,219.0
139.0,139.0,140.6289,139.0
179.0,179.0,83.5419,179.0
139.0,139.0,461.2055,99.0
179.0,179.0,360.0559,179.0
159.0,159.0,196.7803,258.5
299.0,299.0,87.5471,299.0
219.0,80.0,152.7195,109.5
159.0,159.0,109.7144,80.0
80.0,80.0,119.7466,80.0
99.0,99.0,154.1371,99.0
80.0,80.0,787.5294,80.0
219.0,219.0,561.6558,219.0
139.0,139.0,1050.0501,139.0
139.0,139.0,198.1338,139.0
119.0,119.0,165.2763,119.0
219.0,219.0,103.8472,219.0
100.0,100.0,81.8551,139.0
338.0,199.0,74.2243,159.0
518.0,518.0,103.0364,518.0
159.0,159.0,62.2977,159.0
80.0,80.0,47.8539,80.0
159.0,159.0,886.1072,159.0
239.0,239.0,535.3001,239.0
259.0,99.0,349.5515,159.0
239.0,239.0,297.2226,239.0
597.0,338.0,152.8807,119.0
119.0,119.0,623.0532,119.0
100.0,100.0,247.2655,100.0
238.0,99.0,42.0268,119.0
238.0,139.0,181.7945,119.0
179.0,179.0,230.9248,139.0
199.0,199.0,300.0375,199.0
219.0,219.0,216.0208,219.0
298.0,298.0,441.5343,298.0
139.0,139.0,195.5019,139.0
258.0,258.0,219.5091,258.0
119.0,119.0,63.4606,119.0
119.0,119.0,256.1411,119.0
298.0,99.0,80.0391,149.0
80.0,80.0,263.7698,119.0
180.0,180.0,320.8913,180.0
259.0,99.0,380.5,179.0
418.0,418.0,50.1597,199.0
338.0,159.0,788.9899,169.0
99.0,99.0,281.1485,99.0
278.0,99.0,232.1379,139.0
179.0,179.0,143.921,179.0
338.0,338.0,150.1408,139.0
159.0,159.0,178.5252,139.0
159.0,159.0,157.8171,159.0
100.0,100.0,201.748,100.0
199.0,199.0,149.6103,199.0
179.0,179.0,726.199,179.0
20.0,20.0,110.5226,179.0
139.0,139.0,159.5125,139.0
159.0,159.0,191.0792,159.0
99.0,99.0,1115.7699,99.0
139.0,139.0,95.7209,139.0
20.0,20.0,259.2822,20.0
199.0,199.0,79.1344,199.0
179.0,179.0,130.384,179.0
199.0,119.0,166.5008,99.5
359.0,199.0,159.803,119.6667
397.0,99.0,87.1321,198.5
616.0,477.0,144.0868,308.0
179.0,179.0,97.0477,179.0
179.0,179.0,128.0791,179.0
238.0,139.0,116.0097,119.0
139.0,139.0,413.2242,139.0
258.0,258.0,104.1561,258.0
139.0,139.0,64.8267,139.0
298.0,298.0,95.9231,477.0
219.0,80.0,176.6593,109.5
258.0,258.0,55.5788,258.0
179.0,179.0,89.9514,179.0
358.0,358.0,130.1768,358.0
318.0,318.0,83.9315,318.0
199.0,199.0,81.6777,159.0
139.0,139.0,155.4638,139.0
139.0,139.0,146.6671,179.0
139.0,139.0,88.319,139.0
179.0,179.0,71.0282,179.0
99.0,99.0,572.1713,80.0
139.0,139.0,97.269,139.0
219.0,219.0,359.1131,219.0
119.0,119.0,96.6049,119.0
160.0,80.0,122.084,80.0
139.0,139.0,132.9003,139.0
199.0,199.0,148.0287,199.0
199.0,199.0,151.5008,199.0
139.0,139.0,224.1082,139.0
219.0,219.0,317.5661,219.0
239.0,239.0,99.5301,239.0
160.0,80.0,159.803,80.0
80.0,80.0,56.0022,219.0
119.0,119.0,231.2407,119.0
139.0,139.0,783.9547,139.0
159.0,159.0,370.9761,159.0
278.0,179.0,410.9039,99.0
119.0,119.0,143.0428,119.0
219.0,100.0,236.5338,179.0
278.0,99.0,68.6586,139.0
179.0,179.0,376.3313,179.0
99.0,99.0,249.1586,99.0
80.0,80.0,590.4744,80.0
179.0,80.0,245.0877,199.0
99.0,99.0,119.3032,99.0
139.0,139.0,257.7072,139.0
179.0,179.0,64.2359,179.0
139.0,139.0,362.2051,139.0
99.0,99.0,185.1385,99.0
139.0,139.0,404.6891,139.0
318.0,139.0,170.7352,159.0
100.0,100.0,471.365,100.0
119.0,119.0,112.6421,119.0
80.0,80.0,672.1356,80.0
80.0,80.0,94.3107,80.0
159.0,159.0,450.0725,159.0
100.0,100.0,653.6704,100.0
278.0,159.0,265.4642,139.0
219.0,219.0,89.5126,219.0
159.0,159.0,101.0272,159.0
238.0,238.0,184.5704,238.0
80.0,80.0,752.7378,80.0
139.0,139.0,105.6433,219.0
139.0,139.0,267.9151,139.0
219.0,219.0,71.0862,219.0
80.0,80.0,217.2061,80.0
339.0,339.0,233.0161,160.0
99.0,99.0,122.5408,99.0
239.0,239.0,29.3471,239.0
219.0,219.0,277.414,219.0
119.0,119.0,129.1908,119.0
337.0,99.0,118.6518,112.3333
199.0,199.0,525.1726,199.0
298.0,159.0,199.7029,149.0
80.0,80.0,106.6501,80.0
99.0,99.0,95.1118,99.0
120.0,120.0,495.4203,120.0
139.0,139.0,64.0956,139.0
615.0,99.0,829.0544,153.75
139.0,139.0,205.5006,139.0
80.0,80.0,209.2893,99.0
139.0,139.0,322.1401,139.0
199.0,199.0,589.9564,199.0
139.0,139.0,194.6362,139.0
99.0,99.0,81.5751,99.0
139.0,139.0,443.6623,139.0
339.0,339.0,197.5057,339.0
278.0,139.0,453.4358,139.0
278.0,139.0,155.0887,179.0
179.0,179.0,96.8401,179.0
218.0,99.0,100.6591,109.0
139.0,139.0,139.6755,139.0
379.0,379.0,130.9208,379.0
160.0,80.0,166.527,80.0
219.0,219.0,444.302,219.0
99.0,99.0,245.2249,139.0
119.0,119.0,261.9971,119.0
199.0,199.0,184.481,199.0
219.0,219.0,481.1138,219.0
219.0,219.0,765.1283,219.0
139.0,139.0,133.1841,139.0
159.0,159.0,151.0828,159.0
418.0,239.0,341.0367,219.0
139.0,139.0,605.0052,139.0
139.0,139.0,306.945,139.0
219.0,219.0,127.0118,219.0
139.0,139.0,400.7808,99.0
279.0,199.0,110.269,139.5
119.0,119.0,167.863,119.0
80.0,80.0,423.5425,109.0
199.0,199.0,378.0212,199.0
139.0,139.0,209.6527,139.0
258.0,258.0,247.2231,258.0
199.0,199.0,74.0827,199.0
159.0,159.0,185.0007,159.0
80.0,80.0,256.8292,80.0
238.0,99.0,77.9888,119.0
298.0,298.0,83.3562,139.0
239.0,239.0,132.5009,179.0
179.0,179.0,201.8143,179.0
259.0,259.0,136.5742,259.0
20.0,20.0,103.64,20.0
119.0,119.0,845.7489,119.0
179.0,179.0,645.9106,179.0
199.0,199.0,147.0077,199.0
239.0,239.0,169.5118,239.0
159.0,159.0,74.4866,159.0
80.0,80.0,618.0809,80.0
258.0,258.0,179.1291,258.0
139.0,139.0,186.8081,139.0
179.0,179.0,83.7437,179.0
179.0,179.0,242.7396,179.0
258.0,258.0,107.3231,258.0
378.0,239.0,140.1749,189.0
259.0,259.0,119.8384,259.0
298.0,298.0,103.2049,298.0
219.0,219.0,778.0214,219.0
179.0,179.0,122.4091,120.0
199.0,199.0,91.3154,199.0
298.0,159.0,168.6891,149.0
238.0,139.0,142.4254,119.0
219.0,219.0,207.6018,219.0
238.0,238.0,111.2048,238.0
159.0,159.0,100.7633,159.0
199.0,199.0,23.4361,199.0
179.0,179.0,149.6011,179.0
159.0,159.0,207.406,159.0
139.0,139.0,180.1402,139.0
119.0,119.0,81.0015,119.0
139.0,139.0,410.8637,139.0
80.0,80.0,88.6242,80.0
239.0,239.0,117.772,397.0
358.0,139.0,427.7341,119.3333
139.0,139.0,178.5175,139.0
139.0,139.0,75.6108,139.0
417.0,99.0,285.4689,139.0
299.0,299.0,430.6173,299.0
99.0,99.0,323.7901,99.0
338.0,199.0,61.0184,169.0
258.0,119.0,91.6038,129.0
100.0,100.0,245.0862,100.0
139.0,139.0,315.833,139.0
278.0,139.0,97.4166,139.0
179.0,179.0,174.1522,199.0
219.0,219.0,77.4145,219.0
239.0,239.0,153.2359,239.0
159.0,159.0,541.6013,159.0
179.0,179.0,100.0312,179.0
120.0,120.0,153.9683,120.0
358.0,199.0,207.7703,179.0
139.0,139.0,45.1221,139.0
20.0,20.0,57.6281,359.0
179.0,179.0,96.791,179.0
99.0,99.0,295.1085,99.0
258.0,99.0,36.3456,129.0
199.0,199.0,0.0,139.0
179.0,179.0,101.357,179.0
179.0,179.0,369.5971,132.6667
139.0,139.0,182.0783,139.0
219.0,219.0,358.0,219.0
258.0,258.0,121.6409,258.0
199.0,199.0,136.533,199.0
159.0,159.0,471.2674,199.0
179.0,179.0,161.6052,99.0
199.0,199.0,304.943,199.0
99.0,99.0,321.753,80.0
239.0,239.0,161.0419,239.0
100.0,100.0,61.5995,100.0
379.0,379.0,80.9475,219.0
338.0,338.0,309.1314,338.0
219.0,219.0,94.5304,219.0
99.0,99.0,553.0509,99.0
179.0,179.0,343.5844,179.0
159.0,159.0,115.5692,159.0
398.0,179.0,429.5975,199.0
119.0,119.0,200.8109,119.0
99.0,99.0,90.3244,338.0
139.0,139.0,203.2265,139.0
99.0,99.0,74.8081,99.0
179.0,179.0,95.2694,179.0
159.0,159.0,120.2341,159.0
99.0,99.0,91.0934,80.0
537.0,139.0,191.0,208.5
318.0,179.0,663.8392,159.0
179.0,179.0,154.8233,179.0
159.0,159.0,65.8426,159.0
80.0,80.0,315.0571,80.0
239.0,239.0,98.9103,239.0
377.0,139.0,195.1442,159.0
159.0,159.0,428.7336,159.0
198.0,99.0,300.1666,99.0
199.0,199.0,230.5781,199.0
119.0,119.0,293.6018,119.0
179.0,179.0,249.6127,179.0
239.0,239.0,283.9036,239.0
179.0,179.0,88.0696,179.0
99.0,99.0,280.2356,139.0
99.0,99.0,199.9762,99.0
139.0,139.0,198.7719,139.0
259.0,259.0,154.707,259.0
179.0,179.0,168.087,179.0
159.0,159.0,125.093,159.0
80.0,80.0,521.6742,80.0
278.0,179.0,258.7441,139.0
99.0,99.0,192.9696,99.0
119.0,119.0,261.5578,119.0
278.0,278.0,178.2653,239.0
99.0,99.0,112.8051,99.0
179.0,179.0,0.0,179.0
99.0,99.0,527.2732,99.0
219.0,219.0,139.858,219.0
80.0,80.0,426.6075,80.0
338.0,139.0,210.0214,169.0
915.0,199.0,102.0943,139.0
199.0,199.0,133.7881,199.0
319.0,319.0,292.6555,319.0
80.0,80.0,477.584,80.0
100.0,100.0,194.1262,139.0
218.0,119.0,249.3657,109.0
279.0,279.0,229.2886,279.0
119.0,119.0,1477.6002,119.0
338.0,179.0,136.4441,169.0
139.0,139.0,114.6571,159.0
438.0,159.0,115.0848,238.0
99.0,99.0,73.2888,99.0
159.0,159.0,247.767,159.0
378.0,159.0,320.3268,189.0
99.0,99.0,328.7906,99.0
219.0,219.0,577.1449,219.0
239.0,239.0,84.0536,239.0
159.0,159.0,628.7394,159.0
219.0,219.0,225.8462,139.0
179.0,179.0,112.1751,179.0
258.0,258.0,98.6116,258.0
437.0,258.0,100.927,218.5
119.0,119.0,66.2288,119.0
100.0,100.0,228.1847,199.0
20.0,20.0,138.9361,259.0
179.0,179.0,713.9009,179.0
100.0,100.0,350.9622,100.0
179.0,179.0,1242.8944,179.0
119.0,119.0,199.3847,119.0
199.0,199.0,107.622,199.0
298.0,298.0,643.6989,298.0
298.0,298.0,73.0274,298.0
219.0,219.0,102.528,219.0
239.0,239.0,96.9459,248.5
159.0,159.0,392.3853,159.0
219.0,219.0,98.0778,219.0
99.0,99.0,249.6643,99.0
99.0,99.0,141.718,99.0
198.0,99.0,200.8015,99.0
139.0,139.0,681.7692,139.0
80.0,80.0,573.9872,80.0
80.0,80.0,65.7742,80.0
278.0,119.0,92.5662,139.0
179.0,179.0,181.0028,139.0
80.0,80.0,249.3842,80.0
259.0,259.0,631.6051,259.0
239.0,239.0,126.5158,239.0
219.0,219.0,216.0208,219.0
198.0,99.0,98.0319,189.0
119.0,119.0,516.8426,119.0
119.0,119.0,258.6238,159.0
279.0,279.0,161.6741,239.0
298.0,179.0,225.8058,139.0
119.0,119.0,29.3471,119.0
99.0,99.0,95.5314,99.0
199.0,100.0,281.7024,99.5
179.0,179.0,92.9005,99.5
99.0,99.0,125.9573,99.0
279.0,279.0,98.1835,199.0
199.0,199.0,436.3697,199.0
179.0,179.0,227.0666,179.0
179.0,179.0,362.4472,179.0
139.0,139.0,172.529,239.0
99.0,99.0,878.5898,99.0
239.0,239.0,95.0842,239.0
99.0,99.0,505.6108,99.0
99.0,99.0,671.6057,80.0
199.0,199.0,87.5914,199.0
318.0,139.0,389.7708,159.0
20.0,20.0,102.5,239.0
159.0,159.0,166.9686,159.0
219.0,219.0,81.7206,219.0
199.0,199.0,103.5338,199.0
119.0,119.0,165.0916,119.0
179.0,179.0,239.3878,179.0
239.0,239.0,79.6273,239.0
318.0,219.0,98.8863,139.0
179.0,99.0,304.4011,89.5
239.0,239.0,161.038,239.0
219.0,219.0,212.5847,219.0
179.0,179.0,130.5996,179.0
179.0,179.0,271.5778,179.0
119.0,119.0,508.4958,119.0
139.0,139.0,412.5109,139.0
219.0,219.0,93.6336,219.0
279.0,279.0,144.105,279.0
139.0,139.0,44.3424,139.0
99.0,99.0,418.7317,99.0
357.0,258.0,203.0548,178.5
179.0,179.0,243.8955,179.0
199.0,199.0,73.6359,199.0
159.0,159.0,119.5094,159.0
199.0,199.0,364.1473,199.0
99.0,99.0,195.686,99.0
159.0,159.0,81.6104,159.0
80.0,80.0,208.0601,109.5
179.0,179.0,167.0397,399.0
179.0,179.0,73.9814,179.0
99.0,99.0,320.8415,99.0
239.0,239.0,462.1558,239.0
159.0,159.0,806.3723,159.0
318.0,219.0,469.5905,159.0
238.0,238.0,84.925,238.0
199.0,199.0,260.0562,199.0
139.0,139.0,240.0271,139.0
219.0,219.0,162.5831,219.0
119.0,119.0,293.3343,119.0
80.0,80.0,258.56,80.0
99.0,99.0,186.7492,99.0
278.0,278.0,157.2895,278.0
139.0,139.0,148.1595,239.0
159.0,159.0,46.2709,199.0
80.0,80.0,478.3513,80.0
478.0,259.0,95.3795,239.0
238.0,119.0,157.596,159.0
159.0,159.0,108.5564,80.0
119.0,119.0,114.4749,119.0
219.0,219.0,203.0794,219.0
298.0,159.0,213.0376,149.0
139.0,139.0,107.0852,139.0
179.0,179.0,268.6471,179.0
99.0,99.0,166.503,99.0
298.0,99.0,228.6941,99.0
179.0,179.0,430.0291,179.0
258.0,258.0,78.5828,258.0
20.0,20.0,179.1382,219.0
119.0,119.0,818.4737,119.0
100.0,100.0,120.3755,100.0
160.0,80.0,377.0003,80.0
218.0,119.0,400.0028,109.0
99.0,99.0,453.7744,99.0
139.0,139.0,130.0779,199.0
458.0,259.0,121.1466,229.0
119.0,119.0,584.2418,119.0
179.0,179.0,516.1095,159.0
159.0,159.0,288.1189,159.0
238.0,139.0,170.793,119.0
179.0,99.0,188.0219,89.5
258.0,258.0,110.7892,258.0
139.0,139.0,221.6269,139.0
438.0,159.0,77.1524,198.5
298.0,298.0,93.3876,298.0
139.0,139.0,136.1947,139.0
159.0,159.0,288.5212,159.0
458.0,458.0,144.3468,219.0
159.0,159.0,113.1106,239.0
179.0,179.0,228.1283,179.0
219.0,219.0,963.9922,219.0
119.0,119.0,146.154,119.0
139.0,139.0,465.758,139.0
379.0,80.0,164.6003,126.3333
139.0,139.0,292.1823,139.0
279.0,279.0,329.928,498.0
80.0,80.0,457.8398,80.0
159.0,159.0,632.2992,159.0
139.0,139.0,228.6974,139.0
219.0,219.0,83.9598,219.0
99.0,99.0,98.1033,99.0
119.0,119.0,212.9607,119.0
199.0,199.0,118.1059,199.0
99.0,99.0,424.5027,99.0
179.0,179.0,131.0467,179.0
399.0,259.0,573.1043,199.5
199.0,199.0,188.8207,199.0
219.0,219.0,177.7301,219.0
139.0,139.0,203.6087,139.0
139.0,139.0,75.738,139.0
99.0,99.0,244.0005,179.0
99.0,99.0,125.5807,99.0
319.0,319.0,72.4189,319.0
238.0,238.0,290.7275,238.0
259.0,259.0,227.8163,259.0
100.0,100.0,547.9891,100.0
139.0,139.0,639.1811,139.0
139.0,139.0,112.5544,139.0
179.0,179.0,317.2389,179.0
139.0,139.0,232.1659,139.0
179.0,179.0,194.0103,179.0
100.0,100.0,69.5072,100.0
179.0,179.0,648.0031,179.0
417.0,298.0,72.111,208.5
80.0,80.0,164.2719,159.0
219.0,219.0,0.0,219.0
119.0,119.0,598.7088,119.0
179.0,179.0,385.643,179.0
119.0,119.0,113.5837,119.0
119.0,119.0,108.5933,119.0
379.0,259.0,110.0102,379.0
139.0,139.0,258.2344,139.0
159.0,159.0,607.0908,159.0
99.0,99.0,319.0251,99.0
139.0,139.0,139.5797,139.0
259.0,179.0,105.0107,129.5
99.0,99.0,128.6585,99.0
219.0,219.0,142.6482,219.0
259.0,259.0,166.818,259.0
139.0,139.0,52.2398,139.0
99.0,99.0,217.0052,99.0
119.0,119.0,155.3552,119.0
219.0,219.0,80.6381,219.0
258.0,258.0,72.8011,258.0
80.0,80.0,456.5403,80.0
139.0,139.0,521.7015,139.0
119.0,119.0,1542.1765,119.0
99.0,99.0,37.1248,99.0
100.0,100.0,149.2146,100.0
159.0,159.0,124.4689,159.0
119.0,119.0,190.2978,119.0
139.0,139.0,201.2014,139.0
80.0,80.0,183.14,119.0
199.0,199.0,79.5692,199.0
199.0,199.0,235.1834,199.0
159.0,159.0,319.8066,159.0
239.0,239.0,57.6823,199.0
179.0,179.0,363.5994,179.0
199.0,199.0,556.234,199.0
139.0,139.0,295.7047,139.0
159.0,159.0,138.7921,159.0
259.0,259.0,115.5692,259.0
100.0,100.0,118.8876,100.0
239.0,239.0,97.0,149.5
238.0,139.0,329.3907,119.0
198.0,99.0,558.2764,99.0
219.0,219.0,209.1345,219.0
80.0,80.0,165.5272,80.0
238.0,238.0,200.0531,238.0
914.0,238.0,324.0004,228.5
179.0,179.0,318.0605,99.0
219.0,199.0,186.3934,319.0
258.0,119.0,179.7255,129.0
179.0,179.0,169.0399,179.0
159.0,159.0,333.1625,159.0
139.0,139.0,264.3274,139.0
139.0,139.0,126.0159,139.0
99.0,99.0,232.2848,99.0
298.0,179.0,220.6111,222.8
219.0,219.0,174.8156,219.0
139.0,139.0,182.5829,139.0
139.0,139.0,516.6297,139.0
238.0,139.0,77.9647,119.0
179.0,179.0,272.3279,179.0
179.0,179.0,342.2353,179.0
179.0,179.0,177.4965,179.0
298.0,298.0,208.5402,298.0
199.0,199.0,140.0,199.0
180.0,100.0,252.5836,90.0
199.0,199.0,113.1923,199.0
258.0,159.0,145.994,129.0
179.0,179.0,231.7159,179.0
318.0,318.0,161.9452,318.0
139.0,139.0,430.308,139.0
298.0,298.0,227.5791,298.0
199.0,199.0,279.0112,199.0
199.0,199.0,176.2839,199.0
656.0,656.0,515.2439,656.0
179.0,179.0,239.1025,179.0
179.0,179.0,316.0775,179.0
219.0,80.0,126.0724,219.0
477.0,239.0,183.2,139.0
179.0,179.0,179.8506,179.0
139.0,139.0,321.5004,139.0
139.0,139.0,403.7118,139.0
159.0,159.0,137.5354,159.0
577.0,179.0,111.0281,189.0
100.0,100.0,645.9729,100.0
278.0,139.0,104.0637,139.0
119.0,119.0,342.5949,119.0
80.0,80.0,130.852,80.0
139.0,139.0,223.6096,139.0
80.0,80.0,807.5683,80.0
139.0,139.0,150.1707,150.8
238.0,238.0,213.6428,89.5
99.0,99.0,125.9246,99.0
119.0,119.0,122.7609,119.0
139.0,139.0,67.7422,139.0
338.0,139.0,697.0088,169.0
139.0,139.0,167.9658,139.0
338.0,179.0,294.5819,169.0
359.0,359.0,98.0816,359.0
239.0,239.0,130.0961,239.0
139.0,139.0,115.9062,139.0
179.0,179.0,107.0806,179.0
318.0,179.0,210.0012,159.0
278.0,99.0,207.0151,139.0
139.0,139.0,105.3767,239.0
477.0,119.0,335.226,159.0
278.0,159.0,104.9976,139.0
80.0,80.0,751.6465,80.0
119.0,119.0,503.2974,119.0
199.0,199.0,130.5613,199.0
438.0,438.0,0.0,199.0
119.0,119.0,26.4764,119.0
238.0,139.0,53.0495,119.0
159.0,159.0,712.2837,159.0
179.0,179.0,80.604,179.0
338.0,338.0,218.8293,338.0
139.0,139.0,194.1604,399.0
160.0,80.0,49.4495,80.0
239.0,239.0,72.0347,239.0
139.0,139.0,124.291,139.0
139.0,139.0,119.1774,139.0
199.0,199.0,80.2808,199.0
219.0,219.0,57.3847,219.0
99.0,99.0,252.9002,99.0
139.0,139.0,873.9637,139.0
119.0,119.0,170.2072,99.0
119.0,119.0,90.0056,119.0
20.0,20.0,125.4402,20.0
80.0,80.0,239.4598,80.0
99.0,99.0,432.0706,99.0
299.0,299.0,130.5527,299.0
278.0,119.0,248.5005,139.0
338.0,179.0,238.4722,169.0
159.0,159.0,49.5429,159.0
159.0,159.0,228.1074,159.0
219.0,219.0,100.0612,219.0
179.0,179.0,106.5,179.0
238.0,139.0,139.4211,179.0
100.0,100.0,468.0021,100.0
179.0,99.0,744.0276,89.5
139.0,139.0,241.042,159.0
219.0,219.0,74.8415,219.0
258.0,139.0,81.5,129.0
497.0,80.0,110.4095,124.25
536.0,139.0,359.2944,268.0
80.0,80.0,99.8624,80.0
119.0,119.0,149.1208,119.0
199.0,199.0,147.5737,199.0
99.0,99.0,429.4147,99.0
199.0,199.0,56.573,199.0
80.0,80.0,148.0135,80.0
119.0,119.0,262.0558,119.0
179.0,179.0,621.8637,179.0
279.0,279.0,235.6194,259.0
278.0,278.0,390.6549,199.0
139.0,139.0,79.0,139.0
199.0,199.0,394.7851,199.0
179.0,179.0,262.7936,179.0
179.0,179.0,248.582,179.0
139.0,139.0,194.5829,139.0
159.0,159.0,129.4025,159.0
219.0,219.0,95.7209,219.0
139.0,139.0,413.7904,139.0
238.0,99.0,110.0284,119.0
199.0,199.0,111.0101,199.0
239.0,239.0,321.0876,239.0
199.0,199.0,88.4096,199.0
179.0,179.0,196.5204,179.0
199.0,199.0,125.03,199.0
99.0,99.0,83.9434,99.0
99.0,99.0,458.6897,99.0
318.0,159.0,264.5043,159.0
159.0,159.0,899.2031,159.0
80.0,80.0,211.0148,80.0
199.0,80.0,277.8282,99.5
278.0,278.0,132.0606,278.0
239.0,239.0,229.0775,239.0
377.0,99.0,45.8394,188.5
198.0,99.0,210.2617,99.0
179.0,179.0,61.5183,179.0
139.0,139.0,110.3381,139.0
238.0,119.0,600.4759,119.0
139.0,139.0,446.1491,139.0
159.0,159.0,278.0112,119.0
598.0,399.0,116.9241,299.0
239.0,239.0,725.0498,239.0
99.0,99.0,1145.7724,99.0
160.0,160.0,119.7633,199.0
99.0,99.0,67.6018,99.0
139.0,139.0,666.9754,139.0
99.0,99.0,192.814,99.0
656.0,656.0,522.0931,656.0
338.0,179.0,87.5557,169.0
199.0,199.0,57.0548,199.0
179.0,179.0,144.0312,238.0
279.0,80.0,724.0451,139.5
119.0,119.0,194.1449,119.0
80.0,80.0,157.7157,80.0
219.0,219.0,155.0395,219.0
239.0,239.0,106.6314,239.0
99.0,99.0,584.2929,99.0
179.0,179.0,199.0226,179.0
179.0,80.0,256.9012,89.5
80.0,80.0,209.4684,80.0
239.0,239.0,176.7831,239.0
397.0,258.0,274.5551,198.5
339.0,339.0,55.7315,339.0
199.0,199.0,1591.8029,179.0
139.0,139.0,22.102,139.0
119.0,119.0,173.598,119.0
219.0,219.0,940.6488,219.0
159.0,159.0,241.1001,159.0
139.0,139.0,29.9207,80.0
438.0,438.0,136.0533,212.3333
278.0,139.0,585.7184,139.0
80.0,80.0,60.6486,80.0
199.0,199.0,142.9633,199.0
140.0,140.0,56.6789,140.0
179.0,179.0,311.6769,179.0
80.0,80.0,26.5047,80.0
139.0,139.0,307.2751,139.0
99.0,99.0,183.1427,99.0
160.0,80.0,139.5726,80.0
219.0,219.0,585.5361,219.0
99.0,99.0,89.5014,99.0
139.0,139.0,159.0574,139.0
199.0,199.0,131.0,199.0
497.0,497.0,576.5312,119.0
219.0,219.0,516.8861,219.0
219.0,219.0,125.7716,219.0
179.0,179.0,150.5033,179.0
239.0,239.0,68.1707,239.0
139.0,139.0,168.2974,139.0
99.0,99.0,97.1815,219.0
219.0,219.0,110.2905,219.0
338.0,338.0,208.8373,179.0
438.0,219.0,136.1112,219.0
99.0,99.0,85.6052,159.0
179.0,179.0,97.8698,179.0
199.0,199.0,146.0214,179.0
159.0,159.0,459.0103,159.0
179.0,179.0,0.0,179.0
80.0,80.0,126.4951,80.0
139.0,139.0,238.3548,139.0
139.0,139.0,229.9418,80.0
80.0,80.0,285.9204,159.0
219.0,139.0,227.6587,109.5
139.0,139.0,136.2066,139.0
199.0,199.0,93.6082,199.0
159.0,159.0,506.2964,159.0
99.0,99.0,344.8279,99.0
239.0,239.0,101.1002,239.0
318.0,318.0,151.7934,318.0
139.0,139.0,56.5354,139.0
99.0,99.0,36.5034,99.0
179.0,179.0,0.0,616.0
139.0,139.0,200.3304,139.0
139.0,139.0,90.1124,139.0
259.0,259.0,69.0887,259.0
80.0,80.0,311.0904,80.0
180.0,100.0,135.559,90.0
318.0,199.0,234.0192,179.0
159.0,159.0,192.6662,159.0
20.0,20.0,122.549,20.0
80.0,80.0,65.0,80.0
258.0,258.0,239.6336,258.0
179.0,179.0,184.3285,179.0
159.0,159.0,141.5009,159.0
139.0,139.0,255.5117,238.0
179.0,179.0,127.5353,179.0
99.0,99.0,290.0431,99.0
119.0,119.0,519.0323,119.0
139.0,139.0,187.5167,139.0
119.0,119.0,179.9472,119.0
99.0,99.0,124.5733,99.0
179.0,179.0,192.5234,179.0
139.0,139.0,182.3417,139.0
139.0,139.0,273.9863,139.0
259.0,259.0,140.9699,259.0
100.0,100.0,90.6091,100.0
139.0,139.0,1454.5416,139.0
139.0,139.0,208.4017,139.0
119.0,119.0,165.0916,99.0
218.0,119.0,463.2043,109.0
139.0,139.0,150.0208,139.0
159.0,159.0,528.9357,159.0
119.0,119.0,260.5581,119.0
100.0,100.0,144.3892,100.0
358.0,179.0,79.5692,179.0
80.0,80.0,221.9668,258.0
139.0,139.0,271.8607,139.0
219.0,219.0,119.2665,219.0
179.0,179.0,579.4588,179.0
100.0,100.0,308.6313,89.5
179.0,179.0,159.6598,179.0
139.0,139.0,472.5095,139.0
99.0,99.0,85.3756,99.0
99.0,99.0,738.8762,99.0
219.0,219.0,77.4355,219.0
159.0,159.0,373.1729,119.0
139.0,139.0,358.8109,139.0
258.0,258.0,236.9346,139.0
99.0,99.0,246.4878,99.0
199.0,199.0,84.3579,199.0
80.0,80.0,190.6948,80.0
219.0,219.0,0.0,548.0
258.0,258.0,151.1101,258.0
99.0,99.0,406.0015,99.0
139.0,139.0,351.8096,139.0
338.0,239.0,90.6035,219.0
139.0,139.0,345.3259,139.0
199.0,199.0,731.8021,199.0
80.0,80.0,0.0,80.0
80.0,80.0,109.6141,99.0
