eyemove/table1.firstPassFixDur,eyemove/table1.landingPos,eyemove/table1.lastSaccLen,eyemove/table1.leavingPos,eyemove/table1.lineNo,eyemove/table1.meanFixDur,eyemove/table1.nextFixDur,eyemove/table1.prevFixPos,eyemove/table1.pupilDiamLag,eyemove/table1.pupilDiamMax
437.0,51.3249,120.5498,58.9619,5251.0,199.0,179.0,328.9514,0.0983,0.0983
119.0,117.8855,312.7747,119.5847,9445.0,119.0,139.0,300.1283,0.1456,0.1041
99.0,74.6877,140.5222,86.1177,5287.0,99.0,159.0,33.541,0.1433,0.0718
99.0,14.0,274.8568,17.1026,604.0,99.0,258.0,270.7176,0.3303,0.0608
379.0,7.6322,314.4344,40.2616,2532.0,259.0,279.0,65.2534,1.9765,1.9765
99.0,41.5482,168.5141,42.9418,6765.0,99.0,159.0,261.1915,0.0499,0.0919
339.0,55.509,129.501,36.7049,2613.0,259.0,179.0,323.7484,1.2395,0.904
298.0,21.095,75.1798,16.3783,1130.0,298.0,80.0,83.006,0.2563,0.2948
298.0,57.5022,306.0261,59.5,7359.0,298.0,159.0,162.1111,0.0513,0.0153
99.0,36.8409,288.6468,42.5118,8455.0,99.0,199.0,98.2497,0.5202,0.1367
179.0,18.5068,385.5208,26.5,9390.0,179.0,159.0,157.0509,0.2497,0.1537
159.0,108.0463,283.4365,110.2554,8814.0,159.0,139.0,102.2595,0.1708,0.0753
99.0,18.3576,147.6906,31.8473,6267.0,99.0,139.0,271.9743,-0.0945,-0.0945
80.0,82.1736,213.8019,90.2718,10388.0,80.0,179.0,422.3565,0.1487,0.0892
159.0,29.8412,163.1847,33.1851,8871.0,159.0,159.0,112.8051,0.2297,0.0957
99.0,44.5225,274.5656,46.9308,6746.0,99.0,119.0,106.9766,0.6429,0.4174
219.0,88.0412,632.4043,89.1095,3397.0,219.0,179.0,188.0479,0.361,0.35
119.0,31.1809,33.6043,1126.8762,9691.0,119.0,80.0,739.7385,0.2651,0.2036
99.0,8.2462,445.6035,18.7949,7136.0,99.0,139.0,150.0033,0.4871,0.0546
379.0,112.9889,69.7173,94.8855,2334.0,379.0,199.0,218.4353,0.1557,0.5577
397.0,97.7663,204.1378,97.8174,165.0,219.0,99.0,802.202,0.1215,0.1855
100.0,27.5136,331.7356,20.0062,6965.0,100.0,119.0,251.7956,0.2988,-0.0232
219.0,110.92,147.5025,83.5135,4437.0,219.0,179.0,51.8941,0.1177,0.0157
139.0,72.5603,326.0751,78.7718,9084.0,139.0,298.0,201.2958,0.4067,0.2192
179.0,45.0389,180.5249,33.3654,2642.0,179.0,239.0,165.8945,-0.5825,-0.5825
179.0,71.1688,222.2707,67.5463,8815.0,139.0,159.0,358.0503,0.1708,0.0753
119.0,116.0873,268.0914,131.6605,8675.0,119.0,159.0,674.6332,0.0258,0.1568
198.0,135.8354,112.9889,125.6344,7714.0,99.0,119.0,201.7573,0.1816,0.1206
219.0,27.3724,154.6165,29.8077,2216.0,219.0,219.0,114.0702,2.0074,1.5159
159.0,83.3847,158.5008,82.9005,5549.0,159.0,99.0,59.9416,0.166,0.0475
179.0,58.0452,49.9124,70.6629,9743.0,99.0,139.0,205.061,0.351,0.0885
139.0,5.2202,92.5486,5.8523,5854.0,139.0,159.0,89.2749,0.2215,0.2235
298.0,81.0015,150.0008,51.0025,8030.0,149.0,219.0,0.0,0.2823,0.0118
179.0,9.5131,127.2095,20.1556,4609.0,179.0,119.0,173.0116,0.2777,0.1087
99.0,23.7171,170.6436,30.1869,8613.0,99.0,199.0,135.3699,0.5007,0.0222
258.0,79.4292,167.5478,49.7393,5899.0,129.0,159.0,489.7193,0.121,0.054
139.0,101.5111,106.2309,94.1608,7763.0,139.0,99.0,491.4489,0.3861,0.1806
99.0,30.2696,204.3679,37.855,6626.0,99.0,80.0,372.6996,0.2091,0.1191
99.0,78.9003,303.7585,65.8673,9408.0,139.0,139.0,175.3454,0.1202,0.2227
99.0,36.0555,169.9301,41.1491,10817.0,99.0,139.0,356.2948,0.1595,0.124
80.0,69.1466,110.8558,53.782,3802.0,80.0,219.0,729.395,0.3958,0.0893
119.0,52.1536,93.4345,55.0091,3806.0,119.0,159.0,85.7963,-0.0077,0.3958
119.0,30.9556,309.1035,12.51,3345.0,119.0,139.0,212.3982,0.068,0.3265
378.0,10.8167,584.8216,116.0689,4746.0,189.0,159.0,187.2672,0.3426,0.2226
140.0,31.3249,86.2047,73.1642,2297.0,40.0,20.0,71.1126,-0.0563,-0.3453
139.0,62.6279,147.5076,62.2013,4126.0,199.0,239.0,84.4808,0.55,0.3335
159.0,91.8491,188.9874,75.9605,7909.0,159.0,119.0,0.0,0.2648,0.3593
179.0,110.7362,109.11,99.505,9600.0,199.0,159.0,245.1306,0.0621,0.0386
179.0,33.234,307.6792,44.4185,915.0,179.0,139.0,443.4603,0.0819,0.1529
199.0,91.6652,263.1511,91.9416,2193.0,199.0,239.0,37.7359,0.5974,0.2929
80.0,50.4876,682.9863,61.3209,1671.0,80.0,99.0,98.1835,0.2636,0.0811
239.0,43.0813,113.5892,116.7604,2832.0,119.5,140.0,98.9798,-0.4743,-0.1013
99.0,116.5268,68.8368,122.173,9406.0,99.0,139.0,191.6507,0.2812,0.2232
119.0,98.8243,1069.5379,82.0518,9942.0,119.0,159.0,328.8419,0.1555,0.325
139.0,53.5023,399.2174,56.9759,6003.0,109.0,139.0,105.5462,0.0216,0.1006
179.0,64.3623,92.0666,57.4913,521.0,159.0,239.0,171.2367,-0.1907,-0.1907
119.0,18.1728,143.1127,19.1377,5730.0,119.0,139.0,49.2443,0.3345,0.0815
99.0,13.0863,40.05,7.9057,1817.0,99.0,99.0,166.2438,0.0259,0.1739
179.0,57.1402,168.6453,69.5018,10116.0,179.0,259.0,0.0,0.0882,0.1032
239.0,77.0146,85.2115,79.8279,2534.0,199.0,179.0,80.2808,1.4535,1.9765
219.0,71.3863,331.7748,64.195,4540.0,219.0,139.0,316.291,0.3472,0.0857
99.0,69.7316,521.8058,59.7013,4553.0,99.0,199.0,14.0357,0.1347,-0.0453
99.0,15.0,454.303,42.0268,3865.0,99.0,139.0,133.0601,0.1163,0.1338
238.0,102.7533,33.2415,36.5034,1836.0,119.0,199.0,280.3177,0.1308,0.1729
99.0,38.5519,144.7498,32.73,9317.0,199.0,99.0,177.5528,0.1172,0.1522
258.0,74.3303,101.0111,55.1453,970.0,129.0,219.0,568.2904,0.2049,0.2094
179.0,82.3423,98.1122,49.1248,7106.0,179.0,179.0,127.5617,0.0781,0.1151
139.0,60.5186,369.041,61.8971,1120.0,139.0,318.0,51.0784,0.3158,0.1883
338.0,90.2718,111.6121,79.0142,7730.0,169.0,100.0,0.0,0.2556,0.2051
99.0,154.1825,105.5711,144.5424,3963.0,99.0,258.0,82.0366,0.7386,0.4466
239.0,44.0369,158.5788,47.6471,2849.0,239.0,179.0,499.1693,3.0962,1.1002
80.0,34.0037,371.066,52.2398,9771.0,80.0,219.0,164.195,0.279,0.1285
179.0,97.0168,233.2349,99.985,4179.0,179.0,219.0,268.9907,0.204,0.2085
378.0,59.3001,144.4896,203.3624,8531.0,189.0,199.0,0.0,0.1167,0.0762
139.0,37.0473,103.5193,22.5,6886.0,139.0,139.0,168.0744,0.4069,-0.0551
139.0,40.5123,78.2768,48.1274,6061.0,139.0,258.0,52.8015,0.2841,0.1016
159.0,24.3311,208.6295,39.8026,9594.0,159.0,100.0,337.2907,0.0386,0.0701
219.0,78.4618,153.1878,87.0919,4012.0,219.0,119.0,138.7083,0.7216,0.3191
119.0,103.3683,444.8508,103.5495,4480.0,119.0,179.0,150.7481,0.2767,0.2712
179.0,54.7083,575.9106,33.2002,8054.0,89.5,139.0,98.0816,0.3408,0.0163
119.0,72.6722,289.5622,70.0179,813.0,119.0,80.0,171.0468,0.1796,0.1546
159.0,38.4708,410.1756,38.0033,5339.0,159.0,278.0,129.7575,0.1357,0.1572
99.0,92.5122,442.685,90.0888,9230.0,99.0,99.0,168.2409,0.3262,0.1507
99.0,37.2324,113.1923,35.0321,7380.0,139.0,119.0,270.1296,0.4683,0.4683
198.0,70.9524,235.604,60.5186,5010.0,99.0,139.0,222.3893,0.1056,0.0241
239.0,50.5025,83.8824,67.0914,277.0,338.0,100.0,346.3077,0.3719,0.2169
80.0,82.3787,580.4655,75.6637,9457.0,80.0,179.0,156.7195,0.2636,0.1271
219.0,53.6773,70.5443,64.5949,2468.0,219.0,239.0,491.4672,0.447,-0.924
159.0,133.0122,209.5865,129.2478,5147.0,80.0,99.0,217.7016,0.1148,0.3038
80.0,151.1969,469.6408,160.3886,8335.0,80.0,179.0,125.1719,0.2834,0.3704
338.0,11.0454,108.1157,15.1822,9607.0,199.0,179.0,166.1927,0.1356,0.0621
139.0,114.3164,190.5151,110.8264,994.0,139.0,100.0,461.0694,0.0989,0.0784
199.0,79.0142,220.2504,115.0761,7658.0,199.0,199.0,117.2732,0.2216,0.2216
180.0,49.135,145.7232,87.1436,8663.0,90.0,139.0,305.7221,0.1568,0.1053
258.0,53.106,133.4541,48.5644,1095.0,258.0,139.0,172.1656,0.0079,-0.0086
99.0,82.5015,95.1972,45.2217,6542.0,86.3333,99.0,752.0166,0.2781,0.211
139.0,19.6023,238.0137,30.7002,7985.0,139.0,119.0,206.1965,0.3283,0.2433
219.0,31.8904,601.584,21.6622,2510.0,219.0,20.0,118.423,0.4735,-0.043
179.0,48.9719,230.8533,44.6374,4423.0,179.0,179.0,180.0111,0.2667,0.2442
139.0,45.722,103.5809,47.5631,7856.0,139.0,99.0,99.5038,0.1013,0.1123
179.0,92.5,187.2385,81.1865,1764.0,219.0,99.0,121.1652,0.1079,0.2519
179.0,167.5858,390.4971,170.6055,10841.0,179.0,139.0,209.0383,0.253,0.2085
199.0,44.2832,140.5436,59.3043,1879.0,99.5,278.0,68.1175,0.2173,0.2394
298.0,66.1098,169.0118,67.3832,9454.0,298.0,119.0,88.0909,0.1271,0.0861
318.0,80.6381,142.7953,87.7909,6329.0,318.0,139.0,872.3491,0.105,-0.0105
358.0,33.2453,104.6733,99.6858,10264.0,119.3333,238.0,326.7185,0.2508,0.2118
159.0,71.402,156.3873,79.1912,6500.0,159.0,139.0,254.8666,0.0859,0.0859
99.0,15.7877,239.7003,14.2302,8212.0,99.0,199.0,141.9049,0.2364,0.2254
80.0,33.5596,119.8384,35.5844,6815.0,80.0,119.0,164.5144,0.3464,0.2779
119.0,69.1556,0.0,64.3681,7012.0,80.0,139.0,89.202,0.0828,0.0828
279.0,77.8621,207.4729,59.8018,2932.0,279.0,418.0,136.4734,0.9337,0.8332
139.0,3.9051,369.0166,5.2202,711.0,139.0,139.0,98.27,0.0751,0.0771
199.0,105.3055,646.4491,107.557,38.0,199.0,318.0,21.2603,0.092,0.092
497.0,125.504,246.7919,133.515,961.0,497.0,298.0,226.1349,0.1309,0.0954
199.0,7.7782,79.4292,21.8002,33.0,199.0,119.0,61.0328,0.092,0.1025
99.0,54.1479,178.6967,66.4831,7075.0,99.0,139.0,132.5179,0.1708,0.0803
159.0,42.0862,237.5132,39.702,1378.0,159.0,139.0,127.1417,0.0467,0.0467
159.0,31.4841,142.5351,29.0,5097.0,159.0,139.0,300.6726,0.1978,0.1108
80.0,91.4822,157.5508,94.8947,6849.0,80.0,99.0,444.8382,0.1279,-0.0591
298.0,179.4714,260.1082,183.4973,9506.0,139.0,179.0,47.0956,0.2401,0.0441
675.0,124.287,294.7003,162.3399,1018.0,168.75,119.0,118.2074,0.1429,0.0229
179.0,46.7467,440.702,59.877,6793.0,179.0,119.0,195.1666,0.2729,0.1154
119.0,91.0824,276.7716,99.0808,6156.0,119.0,139.0,112.1116,0.7781,0.2491
99.0,108.334,415.5193,81.1311,8952.0,99.0,139.0,121.2023,0.0847,0.1757
100.0,78.339,219.2761,89.4343,9222.0,100.0,99.0,0.0,0.2037,0.0887
139.0,42.2404,803.5006,44.0256,4791.0,139.0,199.0,134.2386,0.3586,0.3586
99.0,21.7083,305.6276,27.1017,6265.0,99.0,258.0,126.9212,0.3695,0.179
99.0,62.7475,207.2661,50.3289,7263.0,219.0,159.0,204.7486,0.1563,0.0568
219.0,75.71,132.417,74.5604,766.0,219.0,139.0,398.5273,0.1296,0.1296
558.0,64.2573,421.4748,195.1852,3115.0,279.0,219.0,0.0,0.6921,0.6921
179.0,30.0,194.3515,43.2261,1970.0,159.0,119.0,820.7393,0.1289,0.0769
278.0,64.8845,291.689,40.783,10273.0,278.0,179.0,174.2642,0.2923,0.3023
159.0,58.2001,231.2926,44.3847,9547.0,159.0,99.0,242.0331,0.6081,0.3426
179.0,92.6499,446.5087,33.0038,2977.0,179.0,179.0,100.8067,0.0116,-0.3694
558.0,73.8241,222.797,63.8905,2351.0,558.0,179.0,477.001,0.6117,0.6042
119.0,33.1436,145.1594,36.9121,3789.0,119.0,139.0,259.5381,0.2943,0.2908
179.0,77.9647,130.5038,71.8923,8130.0,179.0,139.0,140.2926,0.2284,0.2284
199.0,45.0694,52.5405,44.1022,1306.0,199.0,219.0,58.3095,0.2202,0.2352
139.0,5.2202,108.9036,35.7946,1481.0,258.0,99.0,123.1787,0.2366,0.2366
198.0,75.5414,202.0,84.2882,1731.0,99.0,80.0,195.3586,0.1784,0.2758
179.0,15.0083,153.018,23.817,4354.0,179.0,139.0,85.1469,0.0047,-0.0408
160.0,38.0296,209.457,39.1216,2124.0,160.0,179.0,191.6377,2.9684,1.6574
199.0,73.0154,241.6495,83.0,7947.0,139.0,199.0,118.33,0.4633,0.0798
279.0,73.0068,116.2723,72.5069,3016.0,279.0,419.0,49.2037,1.5351,1.7096
457.0,13.7295,121.6553,62.8013,6983.0,152.3333,179.0,86.3134,0.4718,0.3783
279.0,132.9069,243.4184,126.8562,7821.0,89.5,219.0,706.785,-0.0204,0.1181
179.0,67.0466,57.5608,61.1658,10578.0,99.0,179.0,171.2075,0.1637,0.0837
99.0,11.8849,152.0995,27.8657,7080.0,119.0,199.0,127.0354,0.1708,0.0443
119.0,45.0,196.5204,56.573,2096.0,139.0,159.0,158.4961,0.1224,0.1859
318.0,43.0639,265.0887,62.502,7246.0,159.0,239.0,177.2597,0.0778,0.1883
179.0,43.546,102.2069,23.0326,2413.0,179.0,179.0,119.9208,0.7267,-0.4653
239.0,84.4408,194.8153,96.8401,496.0,239.0,139.0,494.0334,0.1233,0.0943
339.0,37.769,153.5985,32.6535,2626.0,339.0,239.0,155.541,1.5165,0.283
219.0,73.4456,111.2879,79.0569,8123.0,219.0,139.0,113.6354,0.2284,0.0464
80.0,47.4473,189.5554,62.6199,2081.0,80.0,80.0,153.5741,0.1554,0.1919
159.0,63.2317,106.0189,67.9743,5297.0,99.0,278.0,129.0349,0.1393,0.0798
299.0,75.6902,155.9848,116.1034,2533.0,149.5,199.0,244.0328,1.4535,1.9765
159.0,80.5559,37.2726,96.0469,7845.0,159.0,179.0,115.434,0.5383,0.2523
238.0,38.8909,436.9751,62.0081,5720.0,159.0,80.0,96.2549,0.047,0.033
239.0,95.2956,204.4749,65.3758,2996.0,239.0,20.0,103.0049,1.6806,0.4496
258.0,55.1453,208.1952,59.0529,1193.0,129.0,179.0,668.1175,0.0103,0.0263
99.0,73.1198,459.0256,63.3127,10536.0,179.0,258.0,122.2497,0.1057,-0.0338
199.0,93.7723,246.3701,97.5141,7693.0,179.0,99.0,200.6091,0.4061,0.2521
99.0,70.7001,641.4415,47.927,6402.0,99.0,99.0,463.5191,0.1235,-0.072
159.0,32.9621,389.7749,30.8585,718.0,199.0,557.0,88.0511,0.0271,0.0696
139.0,1093.1255,32.1403,61.3942,1543.0,99.0,179.0,464.4276,0.5936,0.1411
219.0,98.0204,130.1883,86.8058,434.0,219.0,298.0,81.5414,0.2168,0.2168
139.0,74.5268,353.5127,85.0,607.0,139.0,100.0,99.7647,0.3303,0.0738
358.0,83.4865,133.291,32.7567,6002.0,119.0,139.0,144.3607,0.0216,0.2071
99.0,35.7246,217.7918,35.9235,2104.0,159.0,80.0,108.4066,0.1649,0.0999
338.0,41.6473,451.2084,80.5559,5930.0,338.0,199.0,151.1192,0.0961,0.0366
80.0,82.0549,354.4929,89.7733,7087.0,80.0,199.0,108.9082,0.4063,0.1268
199.0,95.8449,114.0175,103.4843,7159.0,99.5,99.0,389.56,0.0901,0.1586
278.0,41.0,250.1125,52.0601,4479.0,278.0,119.0,235.3062,0.2647,0.2712
159.0,148.0709,230.7428,104.5048,6980.0,179.0,99.0,957.7943,0.4368,0.3268
238.0,76.0953,442.1629,35.9026,8339.0,119.0,139.0,89.202,0.1824,0.2644
179.0,43.9118,128.5243,56.1471,10130.0,179.0,179.0,283.7199,0.0647,-0.0703
80.0,64.5136,158.5008,51.0612,10523.0,119.0,80.0,117.0043,-0.0083,-0.0493
80.0,162.706,1146.5217,1199.7717,9309.0,80.0,239.0,441.0408,0.1522,0.1647
179.0,9.6177,101.8847,2.5,10016.0,139.0,179.0,391.2506,0.193,0.1875
199.0,42.4647,1246.5482,17.3277,2128.0,199.0,199.0,58.0517,2.9684,2.9684
179.0,125.6155,700.6126,105.6835,5080.0,179.0,139.0,66.4831,0.3163,0.2073
99.0,43.5488,272.1089,49.0026,8076.0,99.0,139.0,59.6657,0.2033,-0.0372
477.0,27.5545,164.351,126.5356,8601.0,238.5,179.0,342.7083,0.1797,0.2002
139.0,82.1736,103.0437,74.0,10710.0,139.0,119.0,236.7826,-0.0505,0.05
616.0,64.3817,225.0028,156.0969,50.0,205.3333,258.0,144.5856,0.0935,0.0925
159.0,125.077,801.2219,115.7433,6226.0,159.0,139.0,155.0129,0.3176,0.0221
179.0,30.8302,86.5231,30.7937,8016.0,179.0,199.0,85.0882,0.2813,0.2813
139.0,16.5076,138.0226,32.573,4237.0,139.0,258.0,373.2801,0.0435,0.03
218.0,84.5931,157.5508,86.5592,1046.0,109.5,258.0,233.7905,0.2344,0.2389
279.0,50.5594,144.105,100.7137,2788.0,279.0,438.0,334.0733,0.4217,-0.0108
258.0,48.7263,50.1224,40.4753,10634.0,258.0,119.0,250.008,0.1587,0.1887
119.0,11.5434,99.6519,25.5783,8819.0,119.0,159.0,220.0818,0.1708,0.0713
139.0,73.1642,83.1039,75.1083,3108.0,139.0,20.0,18.868,3.2536,1.2976
179.0,45.2355,515.9075,52.6522,6211.0,179.0,159.0,91.0055,0.0136,0.0446
140.0,36.773,109.6016,23.0489,3231.0,140.0,120.0,109.2245,0.8376,-0.1474
119.0,225.6086,198.4263,217.5178,3892.0,119.0,139.0,123.199,0.2953,0.2923
318.0,77.5838,221.0481,29.2617,1954.0,159.0,219.0,223.2353,0.1259,-0.0086
179.0,16.5605,181.3464,5.831,2195.0,179.0,120.0,200.0025,1.8894,0.5499
239.0,73.3161,126.321,67.3573,2288.0,239.0,239.0,220.6581,-0.3453,0.0982
99.0,86.5592,177.5451,83.1039,6751.0,99.0,99.0,574.0949,0.6429,0.3289
99.0,52.6047,150.0408,57.0636,3646.0,99.0,199.0,277.0162,0.406,0.164
139.0,16.568,527.8582,26.9258,8702.0,139.0,139.0,214.0584,0.1448,0.1428
80.0,34.9178,106.0389,31.8159,4281.0,80.0,199.0,1007.8001,0.211,0.068
80.0,143.0044,359.4165,138.1892,6848.0,80.0,80.0,0.0,0.1279,-0.0706
179.0,80.0062,191.5529,74.1367,9109.0,179.0,100.0,631.4697,0.0837,0.1087
159.0,58.5769,138.5442,58.0022,5140.0,159.0,99.0,391.4805,0.3358,0.2938
20.0,70.5071,155.1137,70.2638,2723.0,20.0,239.0,269.7035,0.194,0.3655
278.0,45.7957,458.033,132.5943,336.0,139.0,358.0,193.1269,0.2314,0.0539
179.0,50.4207,114.5535,61.8466,4402.0,179.0,179.0,55.3624,0.4192,0.5092
99.0,28.0179,126.58,30.6961,1003.0,99.0,179.0,0.0,0.1274,0.0194
238.0,78.4618,29.5169,74.0169,3282.0,119.0,99.0,97.3499,0.9305,0.675
398.0,79.712,104.7688,43.8092,5972.0,199.0,179.0,179.1787,0.0651,-0.0004
159.0,15.2069,68.4124,20.1556,10111.0,159.0,100.0,36.2353,-0.0603,0.2507
139.0,101.115,219.9892,82.3772,4474.0,139.0,239.0,0.0,0.2712,0.0687
259.0,69.7209,146.5486,83.0557,3233.0,259.0,180.0,451.3059,1.2396,0.0736
259.0,25.1098,208.4448,26.8002,2759.0,259.0,219.0,81.5966,1.1967,1.4612
179.0,67.0019,127.3862,63.0099,4408.0,179.0,159.0,70.406,0.2912,0.3262
179.0,79.5393,101.1781,90.3549,1929.0,179.0,99.0,988.7472,0.2339,0.0204
159.0,164.6853,167.0067,171.4176,2238.0,159.0,279.0,0.0,-0.0006,-0.0006
139.0,59.5084,382.0641,64.5174,9198.0,139.0,99.0,345.2086,0.1107,0.1177
139.0,38.2688,288.1189,25.0799,3804.0,139.0,278.0,243.1317,0.3958,0.1523
139.0,245.726,883.3178,226.6991,3336.0,139.0,139.0,320.5152,0.0565,0.0375
219.0,94.921,196.0542,101.7079,4198.0,219.0,179.0,101.415,0.1015,0.0405
239.0,57.0811,278.2175,51.3079,4066.0,179.0,139.0,286.2953,0.4321,0.1611
99.0,121.6737,169.3259,121.1745,8235.0,99.0,99.0,531.305,0.3344,0.1874
99.0,75.3011,78.2336,56.6039,8004.0,99.0,219.0,0.0,0.2053,-0.1187
219.0,56.1894,872.5173,58.6046,3779.0,219.0,99.0,74.8866,0.2493,0.2893
199.0,80.5047,144.7731,78.2624,10280.0,99.5,99.0,90.956,0.3438,0.2613
199.0,58.4508,86.8692,86.1931,2783.0,199.0,179.0,94.7629,-0.0108,-0.1333
198.0,4.0311,128.8148,47.5105,10061.0,99.0,159.0,42.5793,0.3547,0.2672
179.0,38.1182,261.5808,33.5596,5468.0,179.0,139.0,96.7471,0.1722,0.0772
179.0,98.2573,151.0075,71.5017,1956.0,129.0,99.0,247.4268,0.1259,0.0169
179.0,60.1041,214.8354,46.5027,8771.0,179.0,80.0,0.0,0.1733,0.1473
99.0,68.7968,89.9347,61.1658,10439.0,99.0,179.0,0.0,0.2427,-0.0833
139.0,57.3781,172.1424,62.6598,4878.0,239.0,119.0,133.3754,0.2241,0.2786
119.0,60.5991,130.7765,66.5451,9175.0,119.0,258.0,276.1467,0.1267,0.1727
179.0,65.2725,130.8625,71.8001,8464.0,179.0,159.0,0.0,0.3002,0.1127
239.0,111.6893,122.2385,110.4774,3998.0,338.0,199.0,920.0658,0.3416,0.3011
99.0,69.3776,67.4166,58.1485,6646.0,99.0,80.0,211.967,0.6825,0.1366
119.0,50.01,523.7771,58.8154,3487.0,119.0,99.0,902.0338,0.4043,0.4043
418.0,71.5891,116.0172,78.6018,4386.0,418.0,99.0,60.0333,0.4907,0.4907
259.0,80.3508,153.6522,77.3175,8156.0,259.0,278.0,71.5681,0.1379,0.2119
99.0,27.2259,181.1353,24.1919,6358.0,99.0,298.0,201.1219,0.162,0.253
359.0,84.7659,71.1354,100.0012,2831.0,359.0,219.0,530.6374,-0.5818,0.5067
199.0,66.2118,105.2331,70.7743,2882.0,159.0,120.0,75.1332,1.9977,0.7047
80.0,81.939,143.0638,68.0074,948.0,80.0,80.0,374.9453,0.2059,0.1764
99.0,118.6634,99.4208,117.72,3324.0,90.0,159.0,812.8887,0.407,0.5545
339.0,58.0775,71.2969,66.2873,2842.0,339.0,159.0,851.0288,0.7577,-0.2613
358.0,58.5769,101.6673,100.0012,3512.0,119.3333,179.0,266.2574,0.3008,0.0383
299.0,118.4926,490.2499,112.661,2235.0,299.0,199.0,52.3927,2.7764,2.7764
517.0,119.6547,667.1469,83.7257,8730.0,258.5,139.0,827.2756,0.1643,0.1478
139.0,52.5214,445.445,49.4975,9048.0,139.0,119.0,139.0144,0.1617,0.3797
437.0,85.1469,694.1623,161.0497,4824.0,218.5,139.0,98.4937,0.2776,0.2776
119.0,174.5716,243.0417,185.632,9145.0,119.0,258.0,5.099,0.1542,0.0862
80.0,35.0036,440.6007,44.5028,3808.0,80.0,199.0,431.9352,-0.0077,-0.0077
198.0,70.3793,75.6208,43.8463,1915.0,99.0,80.0,222.8654,0.2639,0.2724
199.0,33.0492,210.535,40.0281,3596.0,199.0,298.0,255.0,0.8115,0.58
99.0,54.1341,104.7485,52.7873,7033.0,99.0,80.0,71.5891,0.4968,0.1428
119.0,80.7233,667.003,76.5408,6541.0,119.0,99.0,51.788,0.2781,0.068
239.0,101.7693,66.3193,99.2283,3608.0,239.0,139.0,518.1168,0.0925,0.0925
318.0,123.0386,103.9639,64.5368,965.0,159.0,258.0,853.863,0.2094,0.1309
278.0,27.7849,319.8664,14.151,177.0,278.0,219.0,58.4209,0.0265,-0.009
20.0,1010.9457,973.2801,1002.499,2913.0,20.0,179.0,217.8073,0.9212,0.7642
119.0,98.6015,679.6918,105.7462,3828.0,119.0,139.0,303.5951,0.1218,0.1218
179.0,16.6208,100.3457,20.1556,10803.0,179.0,119.0,184.0109,0.082,0.0185
139.0,43.5029,88.459,56.1427,217.0,139.0,159.0,357.7401,0.126,0.059
159.0,110.6097,81.9421,113.1868,1962.0,99.0,139.0,55.0364,0.0979,0.0144
139.0,13.6015,135.2036,18.5,9402.0,139.0,99.0,683.3228,0.2812,0.2232
319.0,81.1942,250.0125,65.622,10719.0,106.3333,139.0,126.0992,0.2015,0.006
139.0,30.5655,85.5058,51.9062,1680.0,139.0,119.0,78.5684,0.1986,0.1651
100.0,57.4543,334.6211,63.0079,8690.0,100.0,179.0,214.1495,0.1533,0.0918
278.0,28.3769,112.5178,34.0588,4229.0,219.0,219.0,840.7312,0.03,-0.0385
258.0,46.5242,639.0618,18.3439,5303.0,80.0,99.0,192.3746,0.3173,0.0918
119.0,98.0459,256.0005,95.0013,9042.0,119.0,99.0,134.0336,0.3797,0.2422
80.0,36.0174,156.5799,35.6931,10023.0,80.0,119.0,457.515,0.2265,0.191
198.0,70.1088,208.1736,74.4312,6824.0,99.0,199.0,38.2753,0.3229,0.1569
259.0,53.4462,96.0833,65.8976,3431.0,129.5,219.0,88.0057,0.2183,0.3303
139.0,119.0011,764.3173,117.0523,5337.0,139.0,298.0,18.4391,0.1357,0.1572
238.0,14.1156,171.0592,6.7082,5638.0,119.0,219.0,163.2483,0.1735,0.057
99.0,64.0078,92.9045,86.6444,10225.0,99.0,179.0,516.1172,0.1767,0.1472
199.0,31.4006,757.8709,14.9833,5690.0,199.0,100.0,170.1793,0.086,0.279
179.0,59.785,103.0012,60.9016,4435.0,179.0,80.0,41.0366,0.1177,0.0237
80.0,59.1354,85.5862,63.5059,10101.0,80.0,219.0,710.7461,0.2507,-0.0268
159.0,19.2354,111.1002,29.6015,1376.0,159.0,139.0,104.3456,0.0467,0.0292
219.0,140.0152,212.3682,126.6462,10253.0,139.0,119.0,47.2969,0.0843,0.1408
20.0,99.6895,205.5736,92.8924,2641.0,279.0,239.0,69.6348,-0.5825,-1.1465
258.0,50.1224,155.7153,63.002,1043.0,139.0,159.0,88.6454,0.2389,0.1359
179.0,156.5032,76.6322,162.0008,4241.0,179.0,179.0,51.6236,0.0295,0.0315
199.0,118.0381,68.5584,151.7976,3175.0,199.0,379.0,486.2612,0.2646,0.2201
139.0,40.1404,558.9387,37.8715,1196.0,139.0,258.0,108.8531,0.1803,-0.0232
139.0,43.909,751.3809,47.0239,7232.0,139.0,139.0,481.0842,0.7051,0.1726
139.0,172.3231,361.1122,177.6014,9534.0,139.0,298.0,34.2053,0.2606,0.1621
139.0,50.9755,396.5593,49.0026,10341.0,99.0,179.0,119.2686,0.3013,0.2428
258.0,23.7539,79.267,32.28,5805.0,258.0,99.0,139.4417,0.199,0.168
139.0,76.6551,88.7426,78.578,6304.0,80.0,119.0,655.5151,0.1335,0.1625
119.0,54.5092,104.561,69.5845,4175.0,119.0,99.0,17.0294,0.2085,0.108
