eyemove/table2.firstPassFixDur,eyemove/table2.meanFixDur,eyemove/table2.pupilDiamLag,eyemove/table2.pupilDiamMax,eyemove/table2.timePrtctg
199.0,199.0,0.2504,0.1289,0.0242
99.0,99.0,0.085,0.278,0.0255
159.0,159.0,0.128,0.0465,0.0312
199.0,199.0,0.1548,0.0143,0.0382
259.0,129.5,0.3508,0.3803,0.0335
80.0,80.0,0.2487,0.1612,0.0094
278.0,239.0,0.124,0.082,0.0378
80.0,80.0,0.1708,0.1968,0.0144
99.0,99.0,0.1755,0.16,0.0066
99.0,99.0,0.2469,0.1764,0.0195
199.0,199.0,0.348,0.1815,0.0161
139.0,139.0,1.0012,0.1942,0.0177
139.0,139.0,0.1036,0.1446,0.0097
159.0,119.0,0.1708,0.1538,0.0229
298.0,298.0,0.2343,0.0838,0.0622
159.0,139.0,0.1426,0.0631,0.0172
139.0,139.0,0.356,0.1661,0.1167
258.0,258.0,0.1183,0.1788,0.0344
199.0,199.0,0.1206,-0.0039,0.0191
199.0,199.0,0.3136,0.0406,0.0259
199.0,199.0,0.1845,0.1845,0.0292
80.0,80.0,0.1708,0.1363,0.0154
139.0,129.5,0.2482,-0.9888,0.0268
298.0,139.0,0.0841,0.0821,0.0258
199.0,219.0,1.4717,1.8132,0.0135
139.0,139.0,0.1588,0.1733,0.0185
159.0,159.0,-0.0593,-0.2253,0.0192
139.0,139.0,0.2033,0.0058,0.0288
179.0,279.0,0.728,-0.714,0.007
199.0,199.0,-0.1324,-0.3369,0.014
278.0,99.0,0.2128,0.1698,0.0219
80.0,80.0,0.0949,0.2099,0.012
239.0,119.5,0.2222,0.2347,0.0228
119.0,119.0,0.9383,0.1063,0.0258
258.0,129.0,0.1806,-0.0849,0.0368
119.0,119.0,0.0786,0.1056,0.0099
99.0,99.0,0.374,0.539,0.016
119.0,119.0,0.3402,0.1592,0.0428
239.0,319.0,0.6906,0.6906,0.0285
437.0,109.25,0.2352,0.3222,0.0465
179.0,179.0,0.4109,0.1204,0.0429
99.0,119.0,0.3023,0.1438,0.0748
258.0,129.0,0.3765,0.211,0.1312
198.0,80.0,0.0841,0.0761,0.0099
199.0,199.0,0.1661,0.0931,0.0113
179.0,179.0,0.2022,-0.0848,0.0441
199.0,199.0,0.1418,0.0268,0.0622
20.0,219.0,-0.1013,0.8257,0.0249
100.0,100.0,0.3742,0.2282,0.01
139.0,219.0,0.225,0.225,0.0196
219.0,139.0,0.1643,0.2813,0.025
179.0,89.5,0.4201,0.3581,0.0406
418.0,258.0,0.2394,0.3453,0.0392
80.0,80.0,0.0355,-0.1185,0.0145
80.0,80.0,0.3621,0.2316,0.0067
278.0,139.0,0.0634,-0.0176,0.0256
120.0,120.0,0.948,1.4535,0.003
99.0,99.0,0.4381,0.0056,0.0461
199.0,239.0,0.1061,0.0096,0.0296
159.0,159.0,0.1515,0.0205,0.0354
319.0,319.0,0.0132,-0.8588,0.027
159.0,179.0,0.2227,0.1062,0.0086
258.0,258.0,0.123,0.2055,0.1089
857.0,428.5,0.3257,0.8252,0.1332
139.0,139.0,0.3095,0.023,0.0301
179.0,179.0,0.2487,0.2487,0.0662
99.0,99.0,0.1461,0.1171,0.0192
119.0,119.0,0.4174,-0.0726,0.0377
219.0,219.0,-0.0208,-0.0108,0.0199
139.0,139.0,0.419,0.1656,0.0141
100.0,100.0,0.0818,-0.0362,0.0127
139.0,139.0,0.2672,0.1452,0.027
298.0,149.0,0.0816,0.0756,0.0349
100.0,80.0,0.1557,0.2182,0.0039
139.0,139.0,0.1469,0.1469,0.0324
80.0,80.0,0.0918,0.0073,0.0108
139.0,139.0,0.1072,0.0487,0.01
139.0,139.0,0.1726,0.1916,0.0362
159.0,159.0,0.1366,0.0376,0.0186
238.0,139.0,0.0482,0.0277,0.0276
338.0,338.0,0.1745,0.35,0.0227
159.0,159.0,1.1726,0.7921,0.0307
239.0,239.0,0.1793,0.1803,0.0296
179.0,179.0,0.1124,0.0179,0.0184
239.0,239.0,0.6131,0.2126,0.0547
100.0,100.0,0.1534,0.0714,0.0163
80.0,80.0,0.2868,0.3273,0.0359
139.0,139.0,0.6561,0.6561,0.0221
179.0,179.0,0.2242,0.2162,0.0356
139.0,139.0,0.2635,0.314,0.031
80.0,80.0,0.0209,0.0209,0.0497
139.0,139.0,0.2516,0.0221,0.0133
99.0,139.0,0.2002,0.1907,0.0234
139.0,139.0,0.3765,0.289,0.0707
259.0,168.5,0.1958,0.1443,0.0767
179.0,159.0,0.191,0.1875,0.0106
100.0,100.0,0.614,-0.0595,0.0309
99.0,99.0,0.3408,0.1718,0.0174
239.0,239.0,0.166,0.166,0.0179
20.0,20.0,-0.3453,0.1097,0.0012
278.0,278.0,0.1357,0.1292,0.0335
80.0,80.0,0.1767,0.1472,0.01
139.0,219.0,0.0854,0.0859,0.0202
219.0,219.0,0.1347,-0.0293,0.0157
99.0,99.0,0.4172,0.1987,0.0127
298.0,99.3333,0.5545,0.245,0.0769
179.0,179.0,-0.0043,-0.0023,0.0192
119.0,119.0,0.1538,0.0983,0.0196
199.0,199.0,0.4063,0.1268,0.0359
298.0,298.0,0.1946,0.2091,0.0466
119.0,119.0,0.4046,0.2886,0.0172
219.0,219.0,0.1491,0.0446,0.0501
258.0,179.0,0.1646,0.1871,0.0157
219.0,109.5,0.2751,0.0165,0.0485
100.0,359.0,2.582,1.598,0.1169
80.0,80.0,0.3817,0.4197,0.0039
398.0,199.0,0.1315,0.147,0.0382
279.0,139.5,0.2825,0.0585,0.0291
616.0,99.0,0.1378,0.1378,0.0115
80.0,159.0,0.193,0.1525,0.0106
80.0,199.0,0.3229,0.3074,0.0412
80.0,80.0,0.162,0.269,0.006
259.0,259.0,0.0882,0.1032,0.0307
139.0,225.3333,0.1432,0.1432,0.0972
119.0,119.0,0.4069,-0.1466,0.0402
99.0,99.0,0.0821,-0.0544,0.0092
179.0,99.0,0.3413,0.1398,0.0102
139.0,139.0,0.1708,0.1708,0.0173
458.0,159.0,0.7796,0.9836,0.0112
239.0,199.0,0.1881,0.1226,0.044
298.0,298.0,0.1466,0.0581,0.0179
80.0,80.0,0.3742,-0.1303,0.008
199.0,99.5,0.2521,0.2086,0.1022
160.0,80.0,0.1647,0.0162,0.0494
139.0,139.0,0.3311,0.3311,0.0357
80.0,80.0,0.1428,0.0703,0.0163
398.0,199.0,0.0651,0.0841,0.0369
139.0,139.0,0.2469,0.1469,0.0274
418.0,418.0,0.8567,0.4662,0.0467
457.0,114.25,0.3448,0.1263,0.0608
298.0,149.0,0.1766,0.1766,0.0286
80.0,219.0,0.3378,0.1104,0.0361
139.0,139.0,0.2765,0.275,0.0198
279.0,279.0,1.0005,1.0915,0.007
238.0,119.0,-0.039,0.005,0.0123
199.0,199.0,0.3621,0.2806,0.0166
99.0,139.6667,0.2624,0.2489,0.043
278.0,278.0,0.2841,0.1016,0.0298
397.0,397.0,0.1855,0.132,0.0355
139.0,199.0,0.0795,-0.0445,0.0134
199.0,199.0,0.122,0.1775,0.0329
218.0,109.0,0.368,0.399,0.0461
179.0,179.0,0.1793,0.1803,0.0222
179.0,218.5,0.1812,0.1542,0.0447
139.0,139.0,0.0959,-0.0881,0.0279
379.0,379.0,1.1966,0.7296,0.0499
80.0,80.0,0.0165,0.0645,0.0177
359.0,359.0,0.9667,1.5692,0.0408
80.0,80.0,0.162,0.275,0.006
238.0,119.0,0.3966,0.2301,0.023
219.0,219.0,0.0437,-0.0343,0.0401
99.0,99.0,0.2751,-0.0029,0.0219
219.0,219.0,0.147,0.0895,0.0276
119.0,199.0,0.1606,0.2601,0.0113
159.0,159.0,0.3966,0.2576,0.0154
139.0,99.0,0.2265,0.0965,0.0066
199.0,319.0,1.9487,1.5457,0.0409
119.0,149.0,0.073,0.1625,0.0441
358.0,179.0,-0.1043,-0.0238,0.0391
179.0,219.0,1.9487,1.5457,0.0281
298.0,149.0,0.0542,0.2597,0.0919
139.0,139.0,0.0543,0.0663,0.0173
378.0,189.0,0.2075,0.2075,0.0195
219.0,219.0,0.2002,-0.0778,0.0368
100.0,100.0,0.3303,0.0113,0.0225
99.0,99.0,0.2407,0.2062,0.0144
438.0,219.0,0.0524,0.0259,0.0489
238.0,119.0,0.2242,0.1147,0.0299
199.0,199.0,0.2606,0.1761,0.0334
179.0,179.0,0.2221,0.0971,0.0166
99.0,99.0,0.2071,0.0081,0.0074
219.0,219.0,-0.0379,-0.0379,0.0166
159.0,179.0,0.1682,0.0552,0.0404
179.0,199.0,0.1729,0.0238,0.0222
179.0,89.5,0.2028,-0.0707,0.0238
119.0,119.0,0.253,0.2145,0.0175
99.0,159.0,0.2906,0.1821,0.0159
715.0,357.5,0.5463,0.5463,0.1713
238.0,238.0,0.3065,0.177,0.0419
358.0,99.0,0.2227,0.0732,0.0048
258.0,119.0,0.3328,0.5288,0.0327
99.0,99.0,0.3162,0.2677,0.011
80.0,80.0,0.2135,0.1895,0.0163
119.0,119.0,-0.1907,-0.1907,0.0126
80.0,99.0,0.2227,0.1272,0.0048
219.0,109.5,0.4623,0.3528,0.0457
119.0,119.0,0.3162,0.1552,0.0132
139.0,139.0,0.1693,0.1693,0.0213
179.0,179.0,0.4981,0.5071,0.0406
100.0,100.0,0.2036,0.2141,0.006
99.0,99.0,0.253,0.2845,0.0145
139.0,139.0,0.2083,0.1968,0.03
179.0,179.0,0.3339,0.3884,0.0292
179.0,219.0,0.1015,0.1015,0.0113
179.0,239.0,0.194,0.3655,0.0239
258.0,258.0,1.4366,0.1671,0.0155
219.0,219.0,0.1347,-0.0068,0.0157
139.0,139.0,0.6053,0.6053,0.017
139.0,139.0,0.0979,0.1259,0.0112
219.0,219.0,0.0438,0.0083,0.0336
358.0,179.0,0.1034,0.0834,0.0543
238.0,238.0,0.1039,0.0309,0.0608
357.0,178.5,0.3776,0.3691,0.0239
338.0,169.0,0.1538,0.2758,0.0558
379.0,379.0,1.5165,0.8685,0.0401
99.0,99.0,0.3783,0.4928,0.0143
139.0,139.0,0.4109,0.2954,0.0333
199.0,199.0,0.7677,0.9107,0.0206
119.0,119.0,0.1211,0.1916,0.031
139.0,139.0,0.2768,0.3803,0.018
20.0,20.0,4.4917,2.0367,0.0012
119.0,119.5,0.196,0.404,0.0354
259.0,129.5,0.29,0.1595,0.0809
159.0,159.0,0.1043,0.0918,0.0279
159.0,159.0,0.2848,0.1183,0.0964
159.0,159.0,0.0786,0.0786,0.0133
179.0,179.0,0.275,0.2255,0.0134
159.0,159.0,0.1912,0.2002,0.0267
199.0,199.0,0.1818,0.1413,0.0231
139.0,139.0,0.328,0.2325,0.0272
159.0,159.0,0.4932,0.1882,0.0414
99.0,99.0,0.291,0.0015,0.0237
199.0,199.0,0.1567,0.0527,0.0212
159.0,159.0,0.2253,0.1563,0.0184
318.0,318.0,0.38,0.2245,0.0491
119.0,119.0,0.2895,0.077,0.027
199.0,199.0,0.2028,0.1663,0.035
378.0,189.0,0.0765,0.077,0.0394
258.0,129.0,0.2758,0.1618,0.0426
278.0,139.0,0.4321,0.1636,0.0128
119.0,119.0,0.5893,0.2433,0.0407
497.0,248.5,0.2251,0.0816,0.0583
219.0,99.0,0.1453,0.0173,0.0264
99.0,159.0,0.1189,0.1189,0.0136
278.0,139.0,0.209,0.0085,0.028
219.0,219.0,0.327,0.098,0.021
259.0,259.0,0.5542,0.0947,0.0235
219.0,219.0,0.2667,0.1567,0.0082
99.0,99.0,0.3804,0.2119,0.0085
219.0,219.0,0.0005,0.136,0.0297
278.0,278.0,0.1446,0.0666,0.0186
99.0,99.0,0.0939,0.0929,0.0212
219.0,219.0,-0.07,-0.1435,0.0297
99.0,99.0,0.29,0.2535,0.0309
99.0,99.0,0.4663,0.0558,0.0309
379.0,379.0,0.19,0.194,0.0379
139.0,139.0,0.5605,0.147,0.0224
139.0,139.0,0.1206,-0.0039,0.0133
139.0,139.0,0.2822,0.1837,0.0235
179.0,172.3333,0.1755,0.1015,0.0267
99.0,99.0,0.0437,0.0182,0.0181
219.0,219.0,0.1441,0.0601,0.0203
338.0,139.0,0.0825,0.114,0.0093
258.0,258.0,0.1423,0.1468,0.0459
379.0,438.0,2.0375,1.002,0.011
99.0,99.0,0.2352,0.4172,0.0127
179.0,119.0,0.1671,0.0626,0.0071
239.0,139.0,0.0851,0.1386,0.0125
139.0,139.0,0.0459,0.2114,0.0227
139.0,99.0,0.2701,0.249,0.01
398.0,398.0,0.1921,0.2001,0.0681
159.0,159.0,0.1975,0.17,0.0208
199.0,199.0,0.0404,0.0344,0.0528
100.0,100.0,0.1771,0.1531,0.0201
279.0,139.5,0.3143,0.3173,0.0775
199.0,199.0,0.3358,0.1538,0.0179
80.0,80.0,0.1497,0.2407,0.0116
159.0,159.0,0.2109,0.1059,0.0672
239.0,239.0,0.2312,0.2132,0.0278
219.0,219.0,0.3878,0.0123,0.0336
437.0,199.0,0.0983,0.0983,0.0145
119.0,119.0,0.1456,0.1041,0.0083
99.0,99.0,0.1433,0.0718,0.0072
99.0,99.0,0.3303,0.0608,0.0222
379.0,259.0,1.9765,1.9765,0.0065
99.0,99.0,0.0499,0.0919,0.0102
339.0,259.0,1.2395,0.904,0.0065
298.0,298.0,0.2563,0.2948,0.0385
298.0,298.0,0.0513,0.0153,0.0297
99.0,99.0,0.5202,0.1367,0.0181
179.0,179.0,0.2497,0.1537,0.028
159.0,159.0,0.1708,0.0753,0.0197
99.0,99.0,-0.0945,-0.0945,0.0306
80.0,80.0,0.1487,0.0892,0.0132
159.0,159.0,0.2297,0.0957,0.0202
99.0,99.0,0.6429,0.4174,0.0313
219.0,219.0,0.361,0.35,0.0305
119.0,119.0,0.2651,0.2036,0.0176
99.0,99.0,0.4871,0.0546,0.0258
379.0,379.0,0.1557,0.5577,0.0321
397.0,219.0,0.1215,0.1855,0.0196
100.0,100.0,0.2988,-0.0232,0.0514
219.0,219.0,0.1177,0.0157,0.0082
139.0,139.0,0.4067,0.2192,0.0235
179.0,179.0,-0.5825,-0.5825,0.019
179.0,139.0,0.1708,0.0753,0.0173
119.0,119.0,0.0258,0.1568,0.0161
198.0,99.0,0.1816,0.1206,0.0453
219.0,219.0,2.0074,1.5159,0.0178
159.0,159.0,0.166,0.0475,0.0119
179.0,99.0,0.351,0.0885,0.0309
139.0,139.0,0.2215,0.2235,0.014
298.0,149.0,0.2823,0.0118,0.0524
179.0,179.0,0.2777,0.1087,0.0208
99.0,99.0,0.5007,0.0222,0.0167
258.0,129.0,0.121,0.054,0.0427
139.0,139.0,0.3861,0.1806,0.0198
99.0,99.0,0.2091,0.1191,0.0186
99.0,139.0,0.1202,0.2227,0.0217
99.0,99.0,0.1595,0.124,0.0157
80.0,80.0,0.3958,0.0893,0.0142
119.0,119.0,-0.0077,0.3958,0.0212
119.0,119.0,0.068,0.3265,0.0212
378.0,189.0,0.3426,0.2226,0.0431
140.0,40.0,-0.0563,-0.3453,0.0025
139.0,199.0,0.55,0.3335,0.0235
159.0,159.0,0.2648,0.3593,0.0889
179.0,199.0,0.0621,0.0386,0.0223
179.0,179.0,0.0819,0.1529,0.0192
199.0,199.0,0.5974,0.2929,0.0161
80.0,80.0,0.2636,0.0811,0.007
239.0,119.5,-0.4743,-0.1013,0.0271
99.0,99.0,0.2812,0.2232,0.0155
119.0,119.0,0.1555,0.325,0.0193
139.0,109.0,0.0216,0.1006,0.0162
179.0,159.0,-0.1907,-0.1907,0.0168
119.0,119.0,0.3345,0.0815,0.0149
99.0,99.0,0.0259,0.1739,0.011
179.0,179.0,0.0882,0.1032,0.0212
239.0,199.0,1.4535,1.9765,0.005
219.0,219.0,0.3472,0.0857,0.0434
99.0,99.0,0.1347,-0.0453,0.0071
99.0,99.0,0.1163,0.1338,0.0132
238.0,119.0,0.1308,0.1729,0.0266
99.0,199.0,0.1172,0.1522,0.0096
258.0,129.0,0.2049,0.2094,0.0265
179.0,179.0,0.0781,0.1151,0.0417
139.0,139.0,0.3158,0.1883,0.018
338.0,169.0,0.2556,0.2051,0.0482
99.0,99.0,0.7386,0.4466,0.0131
239.0,239.0,3.0962,1.1002,0.0271
80.0,80.0,0.279,0.1285,0.0092
179.0,179.0,0.204,0.2085,0.0128
378.0,189.0,0.1167,0.0762,0.1062
139.0,139.0,0.4069,-0.0551,0.0469
139.0,139.0,0.2841,0.1016,0.0149
159.0,159.0,0.0386,0.0701,0.0178
219.0,219.0,0.7216,0.3191,0.0192
119.0,119.0,0.2767,0.2712,0.0147
179.0,89.5,0.3408,0.0163,0.0315
119.0,119.0,0.1796,0.1546,0.0132
159.0,159.0,0.1357,0.1572,0.0191
99.0,99.0,0.3262,0.1507,0.0048
99.0,139.0,0.4683,0.4683,0.0139
198.0,99.0,0.1056,0.0241,0.0165
239.0,338.0,0.3719,0.2169,0.0678
80.0,80.0,0.2636,0.1271,0.0056
219.0,219.0,0.447,-0.924,0.0193
159.0,80.0,0.1148,0.3038,0.0072
80.0,80.0,0.2834,0.3704,0.0131
338.0,199.0,0.1356,0.0621,0.0223
139.0,139.0,0.0989,0.0784,0.0143
199.0,199.0,0.2216,0.2216,0.0199
180.0,90.0,0.1568,0.1053,0.0243
258.0,258.0,0.0079,-0.0086,0.0338
99.0,86.3333,0.2781,0.211,0.0262
139.0,139.0,0.3283,0.2433,0.019
219.0,219.0,0.4735,-0.043,0.0055
179.0,179.0,0.2667,0.2442,0.0067
139.0,139.0,0.1013,0.1123,0.0317
179.0,219.0,0.1079,0.2519,0.0368
179.0,179.0,0.253,0.2085,0.0296
199.0,99.5,0.2173,0.2394,0.0302
298.0,298.0,0.1271,0.0861,0.0207
318.0,318.0,0.105,-0.0105,0.0467
358.0,119.3333,0.2508,0.2118,0.0517
159.0,159.0,0.0859,0.0859,0.0422
99.0,99.0,0.2364,0.2254,0.0085
80.0,80.0,0.3464,0.2779,0.0166
119.0,80.0,0.0828,0.0828,0.0116
279.0,279.0,0.9337,0.8332,0.0424
139.0,139.0,0.0751,0.0771,0.0083
199.0,199.0,0.092,0.092,0.0186
497.0,497.0,0.1309,0.0954,0.051
199.0,199.0,0.092,0.1025,0.0186
99.0,99.0,0.1708,0.0803,0.0178
159.0,159.0,0.0467,0.0467,0.0132
159.0,159.0,0.1978,0.1108,0.0143
80.0,80.0,0.1279,-0.0591,0.0347
298.0,139.0,0.2401,0.0441,0.0097
675.0,168.75,0.1429,0.0229,0.0579
179.0,179.0,0.2729,0.1154,0.0184
119.0,119.0,0.7781,0.2491,0.014
99.0,99.0,0.0847,0.1757,0.0143
100.0,100.0,0.2037,0.0887,0.0048
139.0,139.0,0.3586,0.3586,0.0079
99.0,99.0,0.3695,0.179,0.0306
99.0,219.0,0.1563,0.0568,0.0278
219.0,219.0,0.1296,0.1296,0.0338
558.0,279.0,0.6921,0.6921,0.1015
179.0,159.0,0.1289,0.0769,0.0128
278.0,278.0,0.2923,0.3023,0.0402
159.0,159.0,0.6081,0.3426,0.0267
179.0,179.0,0.0116,-0.3694,0.016
558.0,558.0,0.6117,0.6042,0.0473
119.0,119.0,0.2943,0.2908,0.0359
179.0,179.0,0.2284,0.2284,0.0353
199.0,199.0,0.2202,0.2352,0.0212
139.0,258.0,0.2366,0.2366,0.0173
198.0,99.0,0.1784,0.2758,0.0327
179.0,179.0,0.0047,-0.0408,0.0067
160.0,160.0,2.9684,1.6574,0.0632
199.0,139.0,0.4633,0.0798,0.0237
279.0,279.0,1.5351,1.7096,0.0367
457.0,152.3333,0.4718,0.3783,0.0662
279.0,89.5,-0.0204,0.1181,0.0171
179.0,99.0,0.1637,0.0837,0.0172
99.0,119.0,0.1708,0.0443,0.0214
119.0,139.0,0.1224,0.1859,0.0139
318.0,159.0,0.0778,0.1883,0.0403
179.0,179.0,0.7267,-0.4653,0.02
239.0,239.0,0.1233,0.0943,0.0253
339.0,339.0,1.5165,0.283,0.0359
219.0,219.0,0.2284,0.0464,0.0432
80.0,80.0,0.1554,0.1919,0.008
159.0,99.0,0.1393,0.0798,0.0072
299.0,149.5,1.4535,1.9765,0.0075
159.0,159.0,0.5383,0.2523,0.0747
238.0,159.0,0.047,0.033,0.0199
239.0,239.0,1.6806,0.4496,0.0213
258.0,129.0,0.0103,0.0263,0.032
99.0,179.0,0.1057,-0.0338,0.0178
199.0,179.0,0.4061,0.2521,0.0919
99.0,99.0,0.1235,-0.072,0.0179
159.0,199.0,0.0271,0.0696,0.0119
139.0,99.0,0.5936,0.1411,0.0254
219.0,219.0,0.2168,0.2168,0.0421
139.0,139.0,0.3303,0.0738,0.0312
358.0,119.0,0.0216,0.2071,0.0177
99.0,159.0,0.1649,0.0999,0.0159
338.0,338.0,0.0961,0.0366,0.0881
80.0,80.0,0.4063,0.1268,0.0144
199.0,99.5,0.0901,0.1586,0.0317
278.0,278.0,0.2647,0.2712,0.0344
159.0,179.0,0.4368,0.3268,0.0519
238.0,119.0,0.1824,0.2644,0.0389
179.0,179.0,0.0647,-0.0703,0.0212
80.0,119.0,-0.0083,-0.0493,0.0119
80.0,80.0,0.1522,0.1647,0.0039
179.0,139.0,0.193,0.1875,0.0093
199.0,199.0,2.9684,2.9684,0.0787
179.0,179.0,0.3163,0.2073,0.0208
99.0,99.0,0.2033,-0.0372,0.0205
477.0,238.5,0.1797,0.2002,0.0802
139.0,139.0,-0.0505,0.05,0.0245
616.0,205.3333,0.0935,0.0925,0.0575
159.0,159.0,0.3176,0.0221,0.0153
179.0,179.0,0.2813,0.2813,0.0322
139.0,139.0,0.0435,0.03,0.0072
218.0,109.5,0.2344,0.2389,0.0188
279.0,279.0,0.4217,-0.0108,0.0253
258.0,258.0,0.1587,0.1887,0.0822
119.0,119.0,0.1708,0.0713,0.0148
139.0,139.0,3.2536,1.2976,0.0234
179.0,179.0,0.0136,0.0446,0.0172
140.0,140.0,0.8376,-0.1474,0.0099
119.0,119.0,0.2953,0.2923,0.0187
318.0,159.0,0.1259,-0.0086,0.0256
179.0,179.0,1.8894,0.5499,0.0145
239.0,239.0,-0.3453,0.0982,0.0148
99.0,99.0,0.6429,0.3289,0.0313
99.0,99.0,0.406,0.164,0.0285
139.0,139.0,0.1448,0.1428,0.0244
80.0,80.0,0.211,0.068,0.0049
80.0,80.0,0.1279,-0.0706,0.0347
179.0,179.0,0.0837,0.1087,0.0198
159.0,159.0,0.3358,0.2938,0.0143
20.0,20.0,0.194,0.3655,0.002
278.0,139.0,0.2314,0.0539,0.0476
179.0,179.0,0.4192,0.5092,0.0067
99.0,99.0,0.1274,0.0194,0.0085
238.0,119.0,0.9305,0.675,0.0339
398.0,199.0,0.0651,-0.0004,0.0297
159.0,159.0,-0.0603,0.2507,0.017
139.0,139.0,0.2712,0.0687,0.0172
259.0,259.0,1.2396,0.0736,0.0182
259.0,259.0,1.1967,1.4612,0.0628
179.0,179.0,0.2912,0.3262,0.0067
179.0,179.0,0.2339,0.0204,0.0144
159.0,159.0,-0.0006,-0.0006,0.024
139.0,139.0,0.1107,0.1177,0.0199
139.0,139.0,0.3958,0.1523,0.0247
139.0,139.0,0.0565,0.0375,0.0359
219.0,219.0,0.1015,0.0405,0.0113
239.0,179.0,0.4321,0.1611,0.0165
99.0,99.0,0.3344,0.1874,0.0085
99.0,99.0,0.2053,-0.1187,0.0178
219.0,219.0,0.2493,0.2893,0.0689
199.0,99.5,0.3438,0.2613,0.1126
199.0,199.0,-0.0108,-0.1333,0.0181
198.0,99.0,0.3547,0.2672,0.0385
179.0,179.0,0.1722,0.0772,0.0152
179.0,129.0,0.1259,0.0169,0.0415
179.0,179.0,0.1733,0.1473,0.0239
99.0,99.0,0.2427,-0.0833,0.0176
139.0,239.0,0.2241,0.2786,0.0271
119.0,119.0,0.1267,0.1727,0.0122
179.0,179.0,0.3002,0.1127,0.0356
239.0,338.0,0.3416,0.3011,0.0296
99.0,99.0,0.6825,0.1366,0.0186
119.0,119.0,0.4043,0.4043,0.0358
418.0,418.0,0.4907,0.4907,0.0156
259.0,259.0,0.1379,0.2119,0.0315
99.0,99.0,0.162,0.253,0.0145
359.0,359.0,-0.5818,0.5067,0.0408
199.0,159.0,1.9977,0.7047,0.0204
80.0,80.0,0.2059,0.1764,0.0274
99.0,90.0,0.407,0.5545,0.0464
339.0,339.0,0.7577,-0.2613,0.0385
358.0,119.3333,0.3008,0.0383,0.0688
299.0,299.0,2.7764,2.7764,0.0443
517.0,258.5,0.1643,0.1478,0.0548
139.0,139.0,0.1617,0.3797,0.0163
437.0,218.5,0.2776,0.2776,0.0249
119.0,119.0,0.1542,0.0862,0.0122
80.0,80.0,-0.0077,-0.0077,0.0142
198.0,99.0,0.2639,0.2724,0.0958
199.0,199.0,0.8115,0.58,0.0321
99.0,99.0,0.4968,0.1428,0.0202
119.0,119.0,0.2781,0.068,0.012
239.0,239.0,0.0925,0.0925,0.0385
318.0,159.0,0.2094,0.1309,0.0326
278.0,278.0,0.0265,-0.009,0.0248
20.0,20.0,0.9212,0.7642,0.003
119.0,119.0,0.1218,0.1218,0.0212
179.0,179.0,0.082,0.0185,0.0283
139.0,139.0,0.126,0.059,0.0187
159.0,99.0,0.0979,0.0144,0.008
139.0,139.0,0.2812,0.2232,0.0217
319.0,106.3333,0.2015,0.006,0.0561
139.0,139.0,0.1986,0.1651,0.0122
100.0,100.0,0.1533,0.0918,0.0175
278.0,219.0,0.03,-0.0385,0.0113
258.0,80.0,0.3173,0.0918,0.0058
119.0,119.0,0.3797,0.2422,0.0139
80.0,80.0,0.2265,0.191,0.0054
198.0,99.0,0.3229,0.1569,0.041
259.0,129.5,0.2183,0.3303,0.0589
139.0,139.0,0.1357,0.1572,0.0167
238.0,119.0,0.1735,0.057,0.016
99.0,99.0,0.1767,0.1472,0.0124
199.0,199.0,0.086,0.279,0.0191
179.0,179.0,0.1177,0.0237,0.0067
80.0,80.0,0.2507,-0.0268,0.0086
159.0,159.0,0.0467,0.0292,0.0132
219.0,139.0,0.0843,0.1408,0.0402
20.0,279.0,-0.5825,-1.1465,0.0295
258.0,139.0,0.2389,0.1359,0.0119
179.0,179.0,0.0295,0.0315,0.0092
199.0,199.0,0.2646,0.2201,0.0384
139.0,139.0,0.1803,-0.0232,0.0172
139.0,139.0,0.7051,0.1726,0.0314
139.0,139.0,0.2606,0.1621,0.0233
139.0,99.0,0.3013,0.2428,0.0132
258.0,258.0,0.199,0.168,0.0567
139.0,80.0,0.1335,0.1625,0.0118
119.0,119.0,0.2085,0.108,0.0085
179.0,179.0,0.1708,0.2548,0.0344
80.0,80.0,0.3466,0.1256,0.0077
159.0,159.0,0.0418,0.1238,0.0244
159.0,159.0,0.1757,0.0597,0.0229
119.0,179.0,0.5452,0.2532,0.0763
219.0,219.0,0.3006,0.2256,0.0125
159.0,159.0,0.2369,0.2369,0.026
99.0,99.0,0.1567,0.1267,0.0106
179.0,179.0,0.3266,0.1816,0.041
99.0,99.0,0.6398,0.0743,0.0316
199.0,199.0,0.0246,0.1201,0.019
159.0,159.0,0.0639,0.0129,0.0272
219.0,219.0,0.1325,0.1245,0.0275
258.0,258.0,0.0985,0.0935,0.0241
80.0,80.0,0.1795,0.1006,0.0177
279.0,279.0,-0.8904,-0.8059,0.0196
219.0,100.0,1.2187,0.5822,0.0091
139.0,139.0,0.2033,0.0073,0.0288
219.0,219.0,0.1955,0.037,0.0147
159.0,219.0,0.2587,0.1167,0.0106
139.0,139.0,0.1123,0.1883,0.0317
358.0,149.0,0.1792,0.1217,0.0144
219.0,219.0,0.7377,0.0637,0.0454
199.0,199.0,1.5165,0.762,0.0211
80.0,80.0,0.0462,0.0727,0.0085
99.0,99.0,0.3804,0.2754,0.0085
159.0,159.0,0.2099,0.1394,0.0544
179.0,179.0,0.1023,0.2718,0.0301
139.0,139.0,0.3022,0.1367,0.0296
598.0,229.5,2.582,1.5725,0.1495
99.0,99.0,0.0489,0.1224,0.013
