eyemove/table5.assgNo,eyemove/table5.landingPos,eyemove/table5.pupilDiamLag
167.0,29.6816,0.173
192.0,57.0701,0.0514
263.0,1.4142,0.2797
64.0,21.7083,0.2449
125.0,42.547,0.2923
136.0,32.039,0.0047
334.0,70.6417,0.6975
4.0,98.5203,0.147
283.0,53.7587,0.2982
38.0,54.6123,0.3878
294.0,29.6057,0.4371
78.0,42.9535,0.6905
142.0,4.5277,0.2962
293.0,147.5212,0.2636
253.0,41.0488,0.0409
233.0,79.0142,0.3232
52.0,76.1528,0.1696
50.0,73.9138,0.1491
5.0,80.0562,0.0915
27.0,27.074,0.1054
310.0,8.0,0.2032
123.0,56.8727,0.2558
171.0,51.9062,0.056
20.0,82.8402,0.1676
14.0,48.8774,0.2128
143.0,55.6103,0.2312
254.0,76.1052,0.2284
5.0,84.1204,0.0265
273.0,131.1964,0.0222
138.0,81.5843,0.5197
301.0,98.2815,0.279
315.0,8.7321,0.2533
30.0,68.0018,0.0764
174.0,68.2221,0.1175
76.0,39.0,1.3177
134.0,58.6941,0.1015
236.0,98.3933,0.2216
203.0,74.0355,0.0984
304.0,104.0829,0.3235
212.0,86.6631,0.4368
185.0,56.3604,0.4285
236.0,129.555,0.2756
200.0,79.456,0.1795
325.0,43.5029,0.1397
179.0,40.0281,0.2841
157.0,165.9518,0.0813
254.0,67.9651,0.2469
182.0,59.7746,0.0231
83.0,51.7325,0.972
81.0,76.8798,0.4215
165.0,81.4877,0.048
239.0,51.614,0.1806
134.0,113.5044,0.314
189.0,74.5268,0.1335
77.0,38.4187,0.6295
146.0,83.3262,0.2386
258.0,32.6841,0.1494
42.0,99.5301,0.0767
61.0,79.9828,0.1319
157.0,90.5994,0.1903
73.0,46.2871,4.4917
282.0,148.42,0.1927
222.0,86.6631,0.1353
174.0,38.1608,0.2215
85.0,130.9809,1.9287
150.0,84.257,0.2116
98.0,82.9608,0.3036
115.0,85.7467,0.2135
61.0,52.2805,0.2874
256.0,31.5357,0.3344
224.0,66.9104,0.0723
141.0,69.857,0.2532
246.0,140.1579,0.2198
47.0,31.257,0.2081
154.0,86.5708,0.3583
304.0,111.7195,0.159
41.0,119.4414,0.2202
78.0,92.2239,1.1285
278.0,85.6519,0.1733
298.0,10.7703,0.1261
76.0,55.6597,0.3472
221.0,154.4676,0.1916
134.0,60.7063,0.0295
122.0,57.2735,0.2633
279.0,97.1043,0.1308
27.0,86.0233,0.1469
276.0,45.2134,0.1533
258.0,77.1314,0.4249
103.0,87.4371,0.3965
163.0,36.0035,0.5097
21.0,120.2799,0.0971
182.0,101.0408,0.0526
262.0,57.5543,0.5452
194.0,110.7215,0.295
4.0,101.0309,0.556
197.0,24.6678,0.2091
12.0,173.572,0.3083
253.0,39.9656,0.1289
118.0,55.9129,0.3768
77.0,27.6632,0.4105
213.0,70.8467,0.4968
229.0,50.0899,0.0282
142.0,70.0179,0.0487
92.0,57.0307,3.3196
30.0,86.5708,0.0989
164.0,71.2215,0.1787
129.0,40.3764,0.1886
277.0,71.8766,0.1478
161.0,12.0,0.1572
21.0,148.5842,0.0841
334.0,25.005,0.267
74.0,46.0136,0.5427
293.0,97.5103,0.1456
314.0,52.0216,0.2853
87.0,53.9004,1.5457
311.0,7.5664,0.2537
79.0,108.2693,0.3085
132.0,87.5,0.1665
183.0,114.5011,0.1946
287.0,67.7827,0.2002
107.0,68.9148,0.2753
163.0,130.5038,0.0592
210.0,80.0156,0.2793
164.0,139.2157,0.3567
167.0,65.1556,0.1745
30.0,85.9884,0.0864
133.0,23.0217,0.1385
125.0,76.2955,0.5303
193.0,64.3933,0.5514
106.0,84.8646,0.5288
134.0,22.8528,0.03
117.0,213.2117,0.1396
135.0,72.7083,0.01
183.0,118.0011,-0.0039
78.0,5.0,0.9915
132.0,10.0125,0.55
311.0,52.1177,0.1822
93.0,19.4743,-0.0379
252.0,59.1122,0.0558
276.0,101.5111,0.3343
209.0,94.6071,0.3223
227.0,56.1471,0.0787
188.0,162.0933,0.0945
92.0,24.3772,1.7096
240.0,124.291,0.3686
236.0,64.5155,0.2326
324.0,48.0885,0.4497
164.0,49.0026,0.1317
308.0,67.0298,0.2507
86.0,30.7327,2.9147
163.0,34.7311,0.6357
154.0,94.7589,0.1818
41.0,86.4783,0.2352
213.0,80.3057,0.3253
2.0,89.1866,0.203
167.0,49.0408,0.35
78.0,40.6356,-0.037
78.0,69.1466,0.734
231.0,45.8912,0.3047
164.0,45.853,0.1457
188.0,52.0601,0.663
291.0,86.3481,0.2122
239.0,53.956,0.1806
73.0,56.4734,4.4917
223.0,141.2887,0.4313
99.0,23.5478,0.275
173.0,61.2883,0.0975
83.0,49.0765,0.4335
103.0,103.64,0.2385
200.0,81.4877,0.2751
321.0,80.5248,0.1042
216.0,12.7475,0.0871
312.0,38.422,0.3023
257.0,39.9531,0.4109
255.0,64.2806,0.2699
148.0,62.9484,0.2776
25.0,69.1231,0.1951
30.0,86.5794,0.0989
306.0,33.6786,0.1975
309.0,34.0147,0.1847
327.0,31.8159,0.5022
201.0,67.0019,0.3014
191.0,39.7398,0.6234
259.0,116.0,0.1319
249.0,65.1959,0.2053
133.0,76.896,0.1475
34.0,76.3692,0.3893
240.0,190.6476,0.3686
261.0,66.0984,0.2644
236.0,36.0035,0.2616
235.0,39.08,0.2431
192.0,88.132,0.0859
193.0,90.6973,0.2949
149.0,27.9732,0.1416
42.0,43.3503,0.1567
246.0,4.0311,0.1988
157.0,90.824,0.1168
136.0,49.5101,-0.0378
172.0,37.5932,0.024
43.0,8.5,0.2327
46.0,54.5894,0.1926
97.0,42.8981,0.2646
137.0,135.1758,0.1602
183.0,88.4562,0.1896
305.0,12.0208,0.1175
123.0,85.5249,0.0628
298.0,95.7209,0.4446
8.0,30.9233,0.0959
74.0,13.3135,0.1742
278.0,87.0919,0.1588
107.0,95.6896,0.3513
288.0,46.0,0.2302
163.0,45.025,0.0152
97.0,97.0271,0.5336
310.0,87.0704,0.3622
328.0,21.095,0.1097
148.0,51.7349,0.1621
174.0,37.716,0.2215
39.0,77.719,0.1592
166.0,52.7944,0.166
45.0,46.2088,0.1741
28.0,124.904,0.1529
289.0,80.5062,0.2952
222.0,47.7546,0.0818
14.0,30.9233,0.0823
19.0,136.1552,0.3303
142.0,30.7002,0.0552
99.0,70.4006,0.2765
93.0,54.7837,0.1626
157.0,3.1623,0.2918
286.0,16.5076,0.1072
187.0,61.9698,0.124
99.0,69.3704,0.2725
40.0,107.28,0.1127
1.0,88.285,0.3045
197.0,31.5793,0.2091
189.0,80.514,0.199
76.0,10.7935,1.3177
61.0,66.6652,0.0864
59.0,96.2211,0.2674
278.0,118.5675,0.1788
76.0,50.4505,1.2407
150.0,79.267,0.0996
220.0,37.6962,0.5446
306.0,91.0014,0.246
203.0,63.9062,0.2184
110.0,26.3865,0.142
248.0,25.3476,0.3283
57.0,63.7377,0.1628
31.0,72.3136,0.1254
32.0,53.0094,0.0854
24.0,68.3593,0.0681
13.0,95.606,0.2703
93.0,106.0047,-0.0379
108.0,70.7107,0.3008
69.0,136.6547,2.3554
43.0,79.1991,0.2587
195.0,197.9274,0.3931
259.0,80.128,0.1319
304.0,16.7705,0.4325
279.0,69.7209,0.0958
278.0,83.182,0.1588
206.0,51.2957,-0.0711
212.0,45.6207,0.2253
45.0,40.783,0.0686
302.0,11.6726,0.1915
80.0,24.1506,2.9875
330.0,13.0863,0.518
298.0,68.0974,0.0971
100.0,65.2993,0.4355
171.0,46.3276,0.132
183.0,32.8976,0.3761
16.0,87.8465,0.6028
269.0,15.6924,0.4327
83.0,83.4416,0.9525
159.0,62.2776,0.3173
257.0,54.1225,0.4109
22.0,112.5044,0.1391
15.0,25.4804,0.4488
311.0,55.8323,0.2562
22.0,87.4371,0.1671
89.0,84.6301,0.7562
157.0,77.1751,0.1458
176.0,90.4268,0.3566
24.0,82.5984,0.1211
103.0,126.2864,0.248
299.0,13.1244,0.0305
256.0,60.8276,0.2754
22.0,86.1452,0.2401
266.0,11.8533,0.2122
177.0,20.025,0.2086
20.0,45.0111,0.1676
150.0,27.5045,0.2116
120.0,80.3757,0.3023
180.0,35.6721,0.2126
197.0,25.632,0.1191
195.0,20.6519,0.3931
165.0,161.5008,0.053
31.0,96.5635,0.4949
180.0,69.2261,0.3966
124.0,45.853,0.1163
285.0,87.0359,0.2327
162.0,71.8418,0.1722
14.0,70.1231,0.0688
129.0,105.6835,0.1166
102.0,67.5463,-0.0835
35.0,35.5985,0.3843
167.0,1.118,0.3155
136.0,79.6775,0.3822
2.0,49.135,0.203
168.0,68.6167,0.1315
78.0,96.6863,1.0685
276.0,20.3531,0.1533
52.0,38.6264,0.1871
267.0,28.4605,0.3002
277.0,114.632,0.2678
296.0,112.1807,0.1356
168.0,103.2594,0.327
44.0,108.7486,0.1821
3.0,83.5374,0.2915
115.0,91.7401,0.2135
220.0,45.1885,0.1991
209.0,71.5,0.2713
293.0,70.3438,0.2401
228.0,59.7181,0.0582
78.0,80.114,0.7725
326.0,60.7454,0.1167
185.0,90.5677,0.404
2.0,65.0308,0.203
288.0,11.9269,0.2407
327.0,32.7758,0.1562
302.0,43.7778,0.122
285.0,12.0934,0.3802
108.0,103.0983,0.2548
66.0,45.9048,0.1649
78.0,14.0801,0.2085
261.0,89.0084,0.2539
103.0,155.1233,0.3965
97.0,148.9874,1.7931
44.0,80.6505,0.2496
195.0,35.3058,0.3931
258.0,91.7306,0.0109
329.0,50.4232,0.152
281.0,110.0965,0.1982
246.0,36.3456,0.2198
289.0,21.0,0.2182
194.0,38.8909,0.2215
32.0,140.1749,0.1034
148.0,120.7528,0.3006
241.0,60.1041,0.2903
123.0,33.3804,0.2338
256.0,38.0789,0.3804
230.0,53.5584,0.5327
10.0,12.9035,0.2554
231.0,65.123,0.3127
93.0,77.6032,2.9916
158.0,56.5685,0.1183
284.0,6.5,0.1617
288.0,73.0274,0.2482
176.0,92.9422,0.3901
291.0,80.0281,0.2497
153.0,55.084,0.4191
304.0,48.5824,0.2825
25.0,46.0435,0.0966
8.0,45.8939,0.2539
99.0,14.2215,0.675
259.0,10.6301,0.1054
240.0,90.8639,0.1181
163.0,147.2753,0.1467
98.0,38.0296,0.3036
289.0,187.131,0.1642
163.0,26.4008,0.1392
300.0,89.7357,0.2125
34.0,67.4685,0.3158
59.0,39.2237,0.4009
285.0,120.7528,0.2822
123.0,100.7187,0.2388
178.0,6.5192,0.1576
204.0,50.1224,0.3464
148.0,39.3573,0.2141
122.0,52.5856,0.2633
108.0,42.8077,0.3008
3.0,20.0062,0.055
255.0,14.9164,0.2504
177.0,68.6913,0.2091
305.0,26.2011,0.325
78.0,41.1005,1.7875
178.0,56.7737,0.0651
197.0,40.6971,0.1191
328.0,52.345,0.1357
179.0,28.2843,0.2081
123.0,99.3793,0.2558
287.0,66.8169,0.2357
178.0,43.203,0.3536
30.0,46.5672,0.0989
47.0,53.0212,0.2206
248.0,80.5761,0.2298
275.0,36.1697,0.1568
307.0,56.6127,0.2672
329.0,39.9061,0.3065
229.0,82.8553,0.1432
7.0,104.433,0.0854
33.0,77.4661,0.0079
180.0,85.2115,0.3966
88.0,227.7158,0.9162
269.0,42.7931,0.1937
61.0,5.2202,0.0969
73.0,111.6076,1.9002
122.0,1136.7273,0.2633
221.0,47.5657,0.7051
47.0,32.596,0.2206
212.0,54.1202,0.3783
335.0,80.0625,0.123
315.0,117.2711,0.3013
93.0,62.859,-0.0379
44.0,57.6585,0.8481
148.0,96.9807,0.3006
315.0,47.5421,0.2028
66.0,169.4462,0.3264
36.0,84.6419,0.0643
222.0,30.5041,0.0818
304.0,83.936,0.0915
30.0,59.5084,0.1174
44.0,36.5274,0.2671
261.0,71.5437,0.3339
309.0,13.4629,0.1837
110.0,59.4348,0.058
130.0,111.4462,0.4321
308.0,85.2115,-0.0603
182.0,27.9732,0.0526
164.0,54.4541,0.3642
25.0,13.7931,0.1951
274.0,72.6103,0.2288
35.0,76.0428,0.3843
40.0,47.5946,0.2087
129.0,79.3788,0.1591
186.0,31.3209,0.3765
239.0,14.3265,-0.0169
110.0,58.1055,0.142
149.0,74.9833,0.1916
184.0,96.6398,0.3695
311.0,75.5,0.3012
329.0,98.5089,0.2015
237.0,55.4301,0.4061
159.0,85.3756,0.0943
45.0,34.0147,0.1741
250.0,42.5265,0.2823
188.0,26.2393,0.0945
165.0,55.109,0.077
264.0,65.5534,0.1682
227.0,55.2675,0.0652
175.0,17.8466,0.104
254.0,65.0404,0.1004
39.0,77.6418,0.1592
332.0,48.1508,0.522
109.0,11.0114,0.105
33.0,40.7185,-0.0216
58.0,45.7739,0.2154
191.0,12.1758,0.3484
210.0,67.5518,0.1913
178.0,84.0134,0.0996
304.0,54.3369,0.4325
323.0,62.3939,0.2847
31.0,53.2658,0.1059
130.0,21.9146,0.1741
187.0,69.2261,0.2845
156.0,94.0651,0.1033
306.0,143.9601,0.4265
98.0,120.0802,0.7796
82.0,71.6101,1.4635
307.0,21.7083,0.1477
41.0,58.1743,0.2352
277.0,14.0357,0.1643
164.0,36.0451,0.0947
175.0,58.8558,0.1955
81.0,46.057,0.556
185.0,80.025,0.1625
172.0,34.6302,0.153
162.0,60.3925,0.0812
10.0,76.2529,0.0354
289.0,96.933,0.2022
273.0,46.1979,0.0222
23.0,81.5138,0.1396
240.0,47.5105,0.3686
133.0,55.3173,0.0085
277.0,48.5232,0.2583
49.0,76.0805,0.1091
256.0,90.05,0.2649
30.0,47.6051,0.1309
93.0,91.1112,0.4211
214.0,80.8965,0.1663
136.0,105.0762,0.0487
159.0,30.6472,0.0903
57.0,51.5606,0.0969
134.0,93.5214,0.0435
210.0,38.6846,0.2873
133.0,82.7798,0.1955
279.0,51.2957,0.1023
116.0,24.1299,0.6371
319.0,63.6121,0.2277
282.0,143.0874,0.1167
120.0,68.2221,0.3023
98.0,79.0016,-0.3369
294.0,130.0346,0.3191
135.0,43.5,0.0335
206.0,53.8911,-0.0406
135.0,132.1003,0.091
107.0,91.2812,0.4043
70.0,55.376,2.0074
259.0,64.7341,0.1054
328.0,42.6907,-0.0348
258.0,31.7844,0.2114
217.0,61.9536,0.2196
162.0,15.8902,0.0812
268.0,57.9159,0.0927
289.0,70.2638,0.3212
200.0,88.2836,0.2751
229.0,48.0104,0.1212
326.0,93.7777,0.0342
22.0,117.0523,0.1466
185.0,83.506,0.258
202.0,39.5601,0.4174
294.0,53.528,0.2606
123.0,74.3808,0.2388
328.0,58.9173,0.0482
277.0,111.528,0.1838
78.0,202.5895,1.7875
58.0,84.5281,0.4189
189.0,77.8621,0.199
289.0,18.6078,0.2182
163.0,62.7415,0.0652
136.0,75.2396,0.0182
286.0,76.0592,0.1072
291.0,97.5461,0.2122
280.0,24.8244,1.0012
289.0,93.094,0.2227
214.0,10.6066,0.2243
157.0,41.003,0.1693
24.0,22.9456,0.1211
52.0,51.2884,0.1371
150.0,60.6671,0.4681
53.0,174.6833,0.4183
248.0,12.816,0.2298
142.0,77.6611,0.0592
336.0,112.9004,0.1465
171.0,34.6157,0.049
89.0,5.3852,0.7122
6.0,124.7257,0.101
130.0,159.3989,0.1656
34.0,10.5119,0.2768
41.0,68.2495,0.2992
203.0,22.2991,0.2729
5.0,88.278,0.225
216.0,59.2558,0.4381
116.0,35.7001,0.3121
332.0,48.5412,0.522
336.0,56.3649,-0.005
226.0,138.8065,0.6053
30.0,67.1733,0.0989
162.0,112.0814,0.0812
206.0,53.9491,0.2544
240.0,90.5166,0.1201
328.0,23.7118,0.0482
304.0,8.1394,0.348
185.0,88.0412,0.404
169.0,80.5683,0.1325
131.0,26.4055,0.5086
225.0,6.6708,0.4033
18.0,161.3103,0.1538
334.0,59.0529,0.3185
227.0,43.9118,0.1602
289.0,32.5,0.2572
70.0,45.2355,0.5974
224.0,35.8504,0.4978
239.0,48.5026,0.2556
169.0,116.0711,0.0845
324.0,50.2245,0.4452
58.0,69.2604,0.2394
88.0,75.3077,1.5762
294.0,18.9011,0.2606
119.0,107.6812,0.3603
57.0,3.8079,0.2743
277.0,106.5692,0.1643
283.0,33.6155,0.3507
66.0,55.8055,0.1859
275.0,2.5495,0.0748
216.0,114.1852,0.2536
164.0,85.3288,0.1787
127.0,83.7153,0.2226
117.0,79.0759,0.2196
19.0,44.139,0.3303
183.0,52.0024,0.3761
9.0,88.1717,0.1994
209.0,129.5415,0.3223
46.0,61.5224,0.1411
45.0,71.5891,0.0606
336.0,18.7883,-0.1045
167.0,15.5322,0.125
24.0,12.1655,0.0681
83.0,77.026,1.3035
315.0,138.7417,0.0173
259.0,23.4094,0.1139
44.0,54.0833,0.2486
130.0,63.5079,0.3241
168.0,36.6742,0.147
169.0,163.7834,0.0845
28.0,47.7624,0.0954
169.0,9.0,0.033
148.0,82.6075,0.1916
43.0,69.9232,0.2327
81.0,67.1193,0.9595
97.0,25.8699,0.1026
130.0,92.057,0.2866
18.0,102.8944,0.1138
177.0,15.0083,0.1711
76.0,58.2151,0.7267
183.0,94.1116,0.3176
317.0,92.0122,0.1717
106.0,69.4208,0.5288
174.0,75.1881,0.209
98.0,39.424,0.0736
220.0,57.5782,0.5446
30.0,44.1418,0.0989
137.0,254.0871,0.1602
100.0,11.6297,0.4355
279.0,88.2043,0.0708
94.0,47.6917,1.9801
85.0,9.3408,1.9287
78.0,151.5206,0.2085
304.0,15.5242,0.1205
73.0,27.1662,1.8132
115.0,90.2358,0.389
227.0,77.6209,0.1602
239.0,47.0425,0.3861
78.0,210.2076,0.6525
15.0,29.4279,0.1383
275.0,73.2683,0.1568
304.0,68.9094,0.348
143.0,52.0433,0.2312
187.0,64.3448,0.1845
148.0,68.9384,0.3161
134.0,48.0,0.0755
46.0,111.2036,0.3311
13.0,62.0504,0.0868
256.0,73.6699,0.3344
240.0,114.0395,-0.0044
168.0,46.2088,0.1315
42.0,68.4288,0.2482
135.0,52.1536,0.153
210.0,63.5059,0.1058
183.0,111.4271,0.1946
142.0,51.5461,0.2337
102.0,2.5,-0.1885
159.0,58.9173,0.0983
58.0,72.3896,0.3453
281.0,94.3835,0.0957
136.0,9.1924,0.2142
219.0,76.0345,0.0886
21.0,52.5095,0.1391
311.0,77.5258,0.3012
108.0,43.7321,0.2633
153.0,41.0366,0.3651
37.0,75.9605,0.1803
157.0,77.7817,0.1008
189.0,4.0311,0.1765
68.0,77.7512,2.3504
174.0,33.989,0.0775
172.0,45.1248,0.153
93.0,43.9318,0.1626
303.0,111.5045,0.128
288.0,115.0174,0.2302
94.0,64.9942,1.9801
56.0,168.2156,0.2379
293.0,7.5166,0.2636
212.0,55.0568,0.0828
293.0,18.6078,0.1306
59.0,24.3977,0.4009
263.0,57.7603,0.2797
57.0,37.7525,0.1729
289.0,101.0606,0.2227
295.0,60.0021,0.2236
333.0,38.7072,0.082
271.0,45.7957,0.3302
103.0,61.5406,0.248
136.0,65.5915,0.2337
78.0,62.6139,0.319
310.0,47.7127,0.3622
195.0,51.1297,0.2646
197.0,80.5047,0.1191
19.0,28.5175,0.3303
195.0,54.7289,0.2895
194.0,51.7421,0.211
259.0,33.0643,0.1654
52.0,109.468,0.1986
95.0,16.8671,2.0226
80.0,64.6239,2.9875
135.0,66.9496,0.1455
12.0,2.5495,0.7158
151.0,40.7707,0.3916
256.0,48.0833,0.3344
5.0,1.5811,0.0345
148.0,54.3898,0.3161
4.0,118.1397,0.196
146.0,84.4038,0.0246
216.0,56.6414,0.3761
264.0,40.3051,0.1682
165.0,111.9732,0.133
283.0,105.8123,0.2982
141.0,48.3141,0.2532
17.0,109.0562,0.0128
52.0,75.5844,0.1986
136.0,109.4646,0.0487
44.0,83.7257,0.1921
15.0,90.3064,0.4488
52.0,85.4181,0.1356
224.0,70.7549,0.4978
179.0,42.4264,0.2081
24.0,70.9454,0.1296
289.0,61.8971,0.2137
180.0,77.0,0.0656
66.0,72.94,0.1649
97.0,22.5,0.2646
249.0,140.6565,0.2638
73.0,95.2169,4.4917
203.0,86.5867,0.3379
332.0,67.5962,0.145
277.0,64.765,0.1478
266.0,106.5106,-0.0193
19.0,31.197,0.1378
270.0,2.5,0.2232
28.0,83.3022,0.1159
64.0,77.8155,0.2614
335.0,130.1586,0.123
71.0,40.3299,2.2779
309.0,29.2617,0.3397
168.0,37.7127,0.106
115.0,40.7001,0.2135
180.0,35.4401,0.2126
89.0,39.5601,0.6412
240.0,25.5196,0.0326
173.0,91.9239,0.0975
83.0,56.2694,0.298
180.0,118.5169,0.1126
188.0,92.5864,0.663
210.0,80.8223,0.2873
163.0,92.2198,0.6357
120.0,89.1403,0.4858
189.0,64.5,0.199
169.0,55.0681,0.1325
91.0,121.7415,0.2931
23.0,44.8386,0.1296
289.0,87.7568,0.1792
30.0,91.8286,0.1174
293.0,27.1017,0.1456
257.0,115.807,0.4109
96.0,25.5783,2.3196
57.0,31.6741,0.0723
225.0,54.3783,0.2008
285.0,135.0009,0.4067
187.0,53.782,0.162
281.0,136.5586,0.1837
242.0,69.2694,0.2213
219.0,22.4722,0.3306
22.0,28.6356,0.0271
263.0,33.6043,0.0842
319.0,95.1853,0.2282
133.0,42.1723,0.2085
5.0,9.3941,0.225
30.0,54.2333,0.1309
32.0,137.052,0.1034
85.0,47.5237,-0.0108
221.0,87.2726,0.0951
99.0,89.8053,0.2765
98.0,67.862,1.4261
121.0,69.3542,0.2908
244.0,26.4622,0.3273
293.0,104.8296,0.2636
61.0,56.7539,0.2339
236.0,32.5,0.2906
273.0,70.2157,0.2002
309.0,74.6073,0.1847
52.0,76.5506,0.1696
305.0,115.0695,0.325
240.0,33.1851,0.0781
321.0,102.1567,-0.0083
61.0,12.0934,0.0769
5.0,7.1589,0.149
276.0,67.3647,0.1448
22.0,28.3064,0.1391
240.0,73.2888,0.1411
78.0,191.4954,0.748
52.0,51.3079,0.0766
255.0,28.6094,0.5094
197.0,58.9428,0.2091
71.0,34.9464,1.8859
54.0,95.9401,0.2544
256.0,51.8652,0.3344
21.0,20.4022,0.0971
207.0,192.0378,0.4069
127.0,90.7331,0.7386
2.0,109.6643,0.1305
25.0,97.0052,0.1951
43.0,77.8091,0.0467
229.0,75.8238,0.3627
159.0,60.9262,0.0623
132.0,73.0548,0.1665
77.0,67.5167,-0.924
201.0,38.5519,0.4224
99.0,56.0022,0.2765
280.0,55.8234,0.2297
290.0,62.0081,0.2407
146.0,182.3321,0.0596
148.0,52.469,0.2586
176.0,88.459,0.1201
190.0,46.8855,-0.0131
246.0,117.7975,0.1988
315.0,56.3072,0.3363
98.0,63.1862,0.9836
306.0,14.3962,0.2
133.0,79.0728,0.006
91.0,53.8075,1.1076
236.0,99.9562,0.2041
24.0,32.9621,0.0681
129.0,61.0082,0.3011
332.0,46.0027,0.1515
180.0,59.6029,0.0921
167.0,36.0347,0.114
96.0,91.1661,-0.0299
78.0,45.3018,0.8315
178.0,70.9524,0.0126
28.0,11.0114,0.0954
204.0,39.016,0.4074
100.0,80.3197,0.343
289.0,90.068,0.2037
47.0,140.6743,0.0761
78.0,65.6201,0.7725
307.0,118.0519,0.3547
91.0,41.7612,1.1076
159.0,76.6045,0.0983
133.0,138.0145,0.205
155.0,40.7001,0.2938
255.0,98.5203,0.2504
52.0,88.0412,0.2636
21.0,27.7308,0.1676
303.0,111.6288,0.1525
237.0,39.0,0.4061
46.0,45.6974,0.1926
207.0,60.1664,-0.0596
78.0,28.4429,-1.206
286.0,101.6132,0.2052
182.0,150.0966,0.0526
10.0,99.1022,0.2789
279.0,128.4718,0.1033
171.0,90.5677,-0.007
293.0,145.1766,0.2636
1.0,79.2591,0.186
134.0,109.8954,0.409
243.0,48.8697,0.3348
321.0,49.0153,-0.0343
72.0,125.6861,-0.1566
240.0,113.8036,0.1181
240.0,27.7714,-0.1074
61.0,94.1077,0.2874
178.0,80.5621,0.2071
88.0,20.3961,0.9162
75.0,145.1637,0.8192
29.0,936.8235,0.2099
19.0,34.6771,0.1233
304.0,17.5642,0.1815
78.0,23.0489,0.9915
153.0,50.1523,0.5746
241.0,89.3784,0.5383
2.0,116.9626,0.101
311.0,25.807,0.2152
70.0,123.6982,1.8894
220.0,40.1622,0.1831
92.0,55.1294,1.7096
185.0,62.6039,0.404
282.0,28.8487,0.1757
226.0,118.3765,0.6053
183.0,37.8451,0.3761
95.0,54.4518,-0.2634
79.0,43.0116,1.1785
180.0,56.5796,0.1126
78.0,75.8238,1.127
129.0,95.9401,0.3876
42.0,53.584,0.1267
203.0,44.365,0.3379
91.0,121.1249,-0.3694
20.0,119.4194,0.1676
51.0,64.6375,0.1286
78.0,15.8114,-1.113
6.0,68.5511,0.8065
12.0,71.6886,0.2978
163.0,49.2392,0.1467
316.0,31.241,0.3988
1.0,37.8054,0.34
289.0,24.7487,0.2182
78.0,117.7391,0.3635
52.0,67.0168,0.1171
303.0,25.2982,0.1525
159.0,105.9965,0.0983
191.0,66.8169,0.1599
265.0,41.9762,0.2142
288.0,37.7922,0.0742
329.0,44.5253,0.2015
231.0,37.4767,0.3207
304.0,137.2051,0.0915
17.0,10.5948,0.1968
9.0,56.0357,0.1644
7.0,68.4726,0.5104
148.0,187.6706,0.3161
41.0,81.3465,0.0487
283.0,67.7422,0.1752
136.0,68.0294,0.4992
67.0,73.3161,2.9684
28.0,60.6012,-0.0171
93.0,52.5024,0.7736
271.0,29.1247,0.3122
333.0,33.7083,0.124
151.0,81.1249,0.4046
239.0,44.643,0.0411
74.0,44.8135,0.9047
81.0,26.6552,2.157
22.0,98.6027,0.1301
112.0,38.7072,0.614
328.0,12.7475,0.2647
22.0,87.5914,0.0271
83.0,200.6053,0.4335
150.0,93.8096,0.1186
163.0,139.5609,0.0162
1.0,62.0081,0.145
168.0,42.5265,0.098
257.0,33.3654,0.4109
132.0,36.6879,0.263
115.0,30.6023,0.117
100.0,71.6746,0.4355
307.0,5.7009,0.1477
269.0,48.0755,0.0762
154.0,51.923,0.3163
167.0,126.2785,0.0675
265.0,37.5766,0.0642
102.0,110.4095,0.237
169.0,34.5254,0.033
112.0,95.5052,0.496
27.0,56.1427,0.1054
101.0,126.7212,0.278
96.0,35.6546,1.6111
229.0,47.7127,0.1212
274.0,100.6591,0.1063
325.0,180.8183,0.1852
163.0,58.8069,0.1392
334.0,71.1425,0.278
328.0,77.674,0.0692
249.0,24.1299,0.2638
236.0,70.7407,0.2616
204.0,73.6495,0.4074
171.0,112.8207,0.0195
109.0,143.0918,0.403
287.0,74.0034,0.1342
4.0,38.8973,0.556
239.0,69.4208,0.0946
147.0,51.4198,0.4981
116.0,118.9033,0.2776
203.0,189.7637,0.0984
200.0,69.5072,0.1341
9.0,83.3847,0.3034
197.0,26.0768,0.2091
180.0,59.6091,0.0441
61.0,73.7835,0.1029
92.0,38.5778,1.7096
168.0,52.2805,0.098
18.0,131.5466,0.1688
306.0,1121.7323,0.4915
76.0,31.9453,-0.1653
5.0,180.025,0.132
164.0,19.3132,0.3642
297.0,91.2921,0.1271
145.0,91.1002,0.0362
27.0,34.0037,0.1469
164.0,75.0417,0.0947
263.0,143.3911,0.2802
304.0,1165.0718,0.0775
38.0,61.0921,0.0328
87.0,69.4874,1.7037
298.0,20.1122,0.2651
83.0,53.584,1.011
94.0,77.5194,1.9801
73.0,67.624,1.6042
163.0,41.5271,0.1392
256.0,119.5847,0.3554
22.0,42.3615,0.0696
2.0,137.329,0.203
66.0,47.3207,0.3264
44.0,103.5193,0.2366
249.0,52.024,0.2288
240.0,66.6277,0.1526
314.0,67.7956,0.2853
130.0,48.7083,0.2446
171.0,65.2706,0.0785
76.0,42.2966,1.3177
164.0,58.6366,0.0417
220.0,60.879,0.5446
150.0,44.5253,0.2301
166.0,113.3986,0.162
197.0,49.0026,0.2091
224.0,70.0071,0.0723
281.0,114.4225,0.0672
15.0,88.5508,0.4488
231.0,85.6461,0.1872
