ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,New Georeferenced Column,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
1834,X405,08X349,BRONX RIVER HIGH SCHOOL (XE),X349,3000 EAST TREMONT AVENUE,X,8,347,3000 EAST TREMONT AVE CONSOLIDATED LOCATION,6,Renaissance High School for Musical Theater & Tech |  Pelham Lab High School |  Schuylerville Preparatory High School |  Bronx River High School |  Herbert H. Lehman High School |  Westchester Square Academy |  3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.837651 40.840314),11270,43,5,12,28
1442,R034,31R034,IS 34(SI),R034,528 ACADEMY STREET,R,31,1091,,1,IS 34(SI),0,0,1,0,0,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-88.76057 34.01048),8571,,,,
1693,X136,12X186,PS 186(BRONX),X186,2020 Walton Ave,X,12,677,,1,PS 186(BRONX),0,4,5,2,1,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.907133 40.852714),10931,6,5,29,29
1457,R048,31R009,NAPLES STREET ELEMENTARY SCHOOL(SI),R009,1055 Targee Street,R,31,258,,1,NAPLES STREET ELEMENTARY SCHOOL(SI),0,0,0,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-74.091317 40.602656),10691,30,1,14,76
1672,X122,10X310,PS 310(BRONX),X310,260 WEST KINGSBRIDGE ROAD,X,10,677,,1,PS 310(BRONX),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.905164 40.872865),11272,48,5,29,33
1309,Q335,27Q377,PS 377Q@PS 335Q,Q377,150-15 Raleigh Street,Q,27,38,,1,PS 377Q@PS 335Q,0,0,0,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-77.623493 43.12085),27348,,,,
1553,X049,07X049,PS 49 (BRONX),X049,383 EAST 139 STREET,X,7,588,,1,PS 49 (BRONX),0,0,1,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.259602 42.365878),12143,,,,
1849,X415,11X542,PELHAM PREPARATORY ACADEMY(XE),X542,925 ASTOR AVENUE,X,11,387,925 ASTOR AVENUE CONSOLIDATED LOCATION,7,Collegiate Institute for Math and Science|Astor Collegiate Academy|Bronxdale High School|High School of Language and Innovation|Pelham Preparatory Academy|Christopher Columbus GED|Christopher Columbus YABC|925 ASTOR AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.860704 40.859662),11607,59,5,12,32
1851,X415,11X417,CHRISTOPHER COLUMBUS HS YABC,X417,925 ASTOR AVENUE,X,11,94,925 ASTOR AVENUE CONSOLIDATED LOCATION,7,Collegiate Institute for Math and Science|Astor Collegiate Academy|Bronxdale High School|High School of Language and Innovation|Pelham Preparatory Academy|Christopher Columbus GED|Christopher Columbus YABC|925 ASTOR AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-73.860704 40.859662),11607,59,5,12,32
1558,X055,09X055,PS 55(XE),X055,450 ST. PAUL'S PLACE,X,9,542,,1,PS 55(XE),0,1,3,1,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.904785 40.836346),10934,34,5,42,25
1324,Q420,29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES(QUEENS)(QS),Q272,143-10 SPRINGFIELD BOULEVARD,Q,29,354,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4,Queens Preparatory Academy |  Excelsior Preparatory High School |  George Washington Carver High School for the Scien |  Preparatory Academy for Writers: A College Board S|  143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-83.724834 32.906754),22850,,,,
1382,Q686,28Q686,QUEENS METROPOLITAN HS,Q686,91-30 Metropolitan Ave.,Q,28,840,91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,3,Metropolitan Expeditionary Learning School |  P.S. Q233 |  QUEENS METROPOLITAN HIGH SCHOOL |  91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A,POINT (-71.131417 42.280059),10067,,,,
1548,X044,12X044,PS 44(BRONX),X044,1825 PROSPECT AVENUE,X,12,251,,1,PS 44(BRONX),0,0,2,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-89.099215 41.347824),4909,,,,
1470,R059,31R059,THE HARBOR VIEW SCHOOL (SI),R059,300 Richmond Terrace,R,31,224,,1,THE HARBOR VIEW SCHOOL (SI),0,0,1,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-74.083693 40.647936),10369,4,1,13,74
1815,X338,09X204,PS 204 MORRIS HEIGHTS(XW),X204,1780 Martin Luther King Blvd.,X,9,585,,1,PS 204 MORRIS HEIGHTS(XW),0,1,3,0,1,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-80.146943 26.240529),23834,,,,
1526,X026,10X390,MS 390(XW),X390,1930 ANDREWS AVENUE,X,10,546,1930 ANDREWS AVENUE CONSOLIDATED LOCATION,2,M.S. 390 |  P.S. 396 |  1930 ANDREWS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.913451 40.854441),10931,6,5,29,29
1287,Q247,24Q128,PS 128 JUNIPER VALLEY(QN),Q128,69-26 65 DRIVE,Q,24,969,,1,PS 128 JUNIPER VALLEY(QN),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-76.720922 40.069451),20949,,,,
1683,X131,08X131,MS 131(XE),X131,885 BOLTON AVENUE,X,8,463,885 BOLTON AVENUE CONSOLIDATED LOCATION,3,MS 131(XE)|SOUNDVIEW ACADEMY FOR CULTURE & SCHOLARSHIP(XE)|SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4 - NEW YORK 2(XE)|885 BOLTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.859662 40.823519),11611,58,5,31,26
1912,X600,07X600,ALFRED SMITH CAREER & TECHNICAL EDUCATION HS(XW),X600,333 EAST 151 STREET,X,7,377,333 EAST 151 STREET CONSOLIDATED LOCATION,3,Bronx Haven High School |  Bronx Design and Construction Academy |  Alfred E. Smith Career and Technical Education Hig |  333 EAST 151 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-79.796546 39.547491),32786,,,,
1336,Q452,30Q450,LONG ISLAND CITY HS(QN),Q450,14-30 BROADWAY,Q,30,1875,,1,LONG ISLAND CITY HS(QN),1,10,13,2,7,9C,1751-2000,1.35,4.73,18.50,2.46,2.92,POINT (-90.159981 38.677699),32428,,,,
1661,X116,12X217,IS 217 SCHOOL OF PERFORMING ARTS(BRONX),X217,977 FOX STREET,X,12,290,977 FOX STREET CONSOLIDATED LOCATION,4,IS 216 BUSINESS SCHOOL FOR ENTREPREN. STUDIES(XE)| ENTRADA ACADEMY(XE)| IS 217 SCHOOL OF PERFORMING ARTS(BRONX)| ACCION ACADEMY(XW)| SOUTH BRONX CLASSICAL CHARTER SCHOOL(XE)| 977 FOX STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.893883 40.822084),10937,8,5,43,24
1652,X113,11X287,North Bronx School of Empowerment,X287,3710 BARNES AVENUE,X,11,598,3710 BARNES AVENUE CONSOLIDATED LOCATION,2,North Bronx School of Empowerment|Leaders of Tomorrow|3710 BARNES AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.860905 40.880906),11605,29,5,2,30
1319,Q410,27Q351,ROCKAWAY COLLEGIATE HS(QS),Q351,100-00 BEACH CHANNEL DRIVE,Q,27,255,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,3,Channel View School for Research| Rockaway Park High School for Environmental Sustai| Rockaway Collegiate High School| 100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.823887 40.585741),20532,51,3,41,58
1844,X410,,240 EAST 172 STREET CONSOLIDATED LOCATION,,240 EAST 172 STREET,X,9,1306,240 EAST 172 STREET CONSOLIDATED LOCATION,6,Bronx Collegiate Academy |DreamYard Preparatory School |New Directions Secondary School |Claremont International HS|Bronx High School of Business |Bronx High School for Medical Science |240 EAST 172 STREET CONSOLIDATED LOCATION,3,9,32,2,10,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-71.331054 41.98781),2263,,,,
1582,X071,08X071,PS 71(BRONX),X071,3040 ROBERTS AVENUE,X,8,1667,,1,PS 71(BRONX),0,1,2,0,0,8C,1501-1750,0.45,2.95,7.14,1.48,1.60,POINT (-94.119118 30.05982),23220,,,,
1882,X440,10X440,DEWITT CLINTON HS(XW),X440,100 WEST MOSHOLU PARKWAY SOUTH,X,10,951,,1,DEWITT CLINTON HS(XW),2,12,57,2,11,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.886187 40.880901),11606,24,5,40,34
1408,Q884,27Q065,PS 65(QUEENS),Q065,103-22 99 STREET,Q,27,454,,1,PS 65(QUEENS),0,0,1,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-80.447844 27.774295),22275,,,,
1768,X177,09X469,PS 469(XE),X469,3177 WEBSTER AVENUE,X,9,327,3177 WEBSTER AVENUE CONSOLIDATED LOCATION,2,Bedford Park Elementary School| P469X | 3177 WEBSTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.875692 40.872309),11605,24,5,40,34
1314,Q400,,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,,156-10 BAISLEY BOULEVARD,Q,27,433,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,2,Voyages Prep - South Queens| August Martin High School| 156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,2,3,18,2,3,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.783716 40.67536),24669,41,3,46,71
1735,X156,07X359,Concourse Village Elementary School,X359,750 CONCOURSE VILLAGE WEST,X,7,329,750 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,2,Concourse Village Elementary School|Bronx Global Learning Institute for Girls Charter|750 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.923278 40.823259),10929,50,5,43,27
1603,X082,09X303,IS/JHS 303(XW),X303,1700 MACOMBS ROAD,X,9,331,1700 MACOMBS ROAD CONSOLIDATED LOCATION,3,I.S. 232 |  I.S. X303 Leadership & Community Service |  Academy for Language and Technology |  1700 MACOMBS ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.916026 40.849528),10931,6,5,29,29
1503,X006,12X006,PS 6(BRONX),X006,1000 EAST TREMONT AVENUE,X,12,482,,1,PS 6(BRONX),0,0,1,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.882138 40.840977),11269,35,5,43,31
1447,R040,75R373,P373(SI),R373,91 HENDERSON AVENUE,R,31,544,,1,P373(SI),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.095343 40.64068),10369,4,1,13,74
1618,X093,08X093,PS 93(BRONX),X093,1535 STORY AVENUE,X,8,274,,1,PS 93(BRONX),0,0,1,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.877066 40.821749),11611,58,5,43,26
1810,X306,10X306,PS 306(BRONX),X306,40 WEST TREMONT AVENUE,X,10,718,40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,2,P.S. 306 |  The Bronx School of Young Leaders |  40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.911437 40.851723),10931,6,5,29,29
1350,Q465,27Q309,ACADEMY OF MEDICAL TECHNOLOGY(QS),Q309,821 BAY 25 STREET,Q,27,539,821 BAY 25 STREET CONSOLIDATED LOCATION,4,"FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL(QS)| KAPPA VI(QS)|QUEENS HS FOR INFORMATION,RESEARCH & TECHNOLOGY (QUEENS)|ACADEMY OF MEDICAL TECHNOLOGY(QS)|FAR ROCKAWAY HS(QS)| 821 BAY 25 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.762743 40.601827),20529,51,3,47,59
1424,R014,31R078,PS 78(SI),R078,100 Tompkins Ave.,R,31,819,,1,PS 78(SI),0,4,3,1,3,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-122.415805 37.737216),28859,,,,
1945,X970,09X241,THE URBAN ASSEMBLY SCHOOL FOR APPLIED MATH & SCIENCE(BRONX),X241,1595 Bathgate Ave,X,9,540,1595 Bathgate Ave CONSOLIDATED LOCATION,3,Urban Assembly School for Applied Math and Science |  Mott Hall Bronx High School |  Validus Preparatory Academy: An Expeditionary Lear |  1595 BATHGATE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.901283 40.839307),10935,34,5,42,25
1875,X435,10X243,WEST BRONX ACADEMY FOR THE FUTURE(BRONX),X243,500 EAST FORDHAM ROAD,X,10,520,500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,6,West Bronx Academy for the Future|  Knowledge and Power Preparatory Academy International|  Belmont Preparatory High School|Fordham High School for the Arts|  Fordham Leadership Academy for Business and Technology|  Bronx High School for Law and Community Service|    500 EAST FORDHAM ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-73.888197 40.859948),10936,35,5,22,31
1453,R043,,100 ESSEX DRIVE CONSOLIDATED LOCATION,,100 ESSEX DRIVE,R,31,1138,100 ESSEX DRIVE CONSOLIDATED LOCATION,3,Marsh Avenue School for Expeditionary Learning |  Gaynor McCown Expeditionary Learning School | CSI HS for International Studies | 100 ESSEX DRIVE CONSOLIDATED LOCATION,0,2,4,1,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-81.909688 34.46469),221,,,,
1676,X125,08X125,IS 125(XE),X125,1111 PUGSLEY AVENUE,X,8,370,,1,IS 125(XE),0,2,5,1,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.856699 40.829136),11610,58,5,31,26
1438,R029,31R029,PS 29(STATEN ISLAND),R029,1581 VICTORY BOULEVARD,R,31,629,,1,PS 29(STATEN ISLAND),0,0,3,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.116167 40.61358),10700,4,1,13,74
1403,Q792,25Q792,NORTH QUEENS COMMUNITY HS(QS),Q792,141-25 77th Road,Q,25,128,,1,NORTH QUEENS COMMUNITY HS(QS),0,0,2,0,0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.820321 40.7202),14509,25,3,24,65
1377,Q620,28Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION  HS(QUEENS),Q620,165-65 84 AVENUE,Q,28,1634,,1,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION  HS(QUEENS),0,4,7,0,2,8C,1501-1750,0.45,2.95,7.14,1.48,1.60,POINT (-73.799308 40.71561),24340,25,3,24,65
1485,R460,31R460,SUSAN E. WAGNER HS(STATEN ISLAND),R460,1200 MANOR ROAD,R,31,2549,,1,SUSAN E. WAGNER HS(STATEN ISLAND),2,7,30,4,4,11C,2501-3000,1.09,9.91,25.36,5.00,3.73,POINT (-79.751933 40.576191),9595,,,,
1541,X039,,965 LONGWOOD AVENUE CONSOLIDATED LOCATION,,965 LONGWOOD AVENUE,X,8,258,965 LONGWOOD AVENUE CONSOLIDATED LOCATION,2,Holcombe L. Rucker School of Community Research |  Banana Kelly High School |  965 LONGWOOD AVENUE CONSOLIDATED LOCATION,1,3,5,3,1,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.898132 40.817458),10937,8,5,43,24
1689,X135,11X556,BRONX PARK MIDDLE SCHOOL(XE),X556,2441 WALLACE AVENUE,X,11,402,2441 WALLACE AVENUE CONSOLIDATED LOCATION,3,Bronx Park Middle School  |  Pelham Academy of Academics and Community Engageme |  Bronx Green Middle School |  2441 WALLACE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.864557 40.862667),11605,59,5,12,32
1346,Q460,,35-01 Union Street CONSOLIDATED LOCATION,Q460,35-01 Union Street,Q,25,2134,35-01 Union Street CONSOLIDATED LOCATION,3,Veritas Academy|  Queens High School for Language Studies|  Flushing High School|35-01 Union Street consolidated location,1,15,14,4,9,10C,2001-2500,1.21,7.43,22.93,3.29,4.29,POINT (-105.220402 35.57611),14739,,,,
1647,X110,09X110,PS 110 THEODORE SCHOENFELD(XE),X110,580 CROTONA PARK SOUTH,X,9,412,580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,2,P.S. 110 Theodore Schoenfeld |  Mott Hall III |  580 CROTONA PARK SOUTH CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.900339 40.835194),10934,34,5,43,25
1497,X002,09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY(XE),X250,1363 FULTON AVENUE,X,9,337,1363 FULTON AVENUE CONSOLIDATED LOCATION,2,Eximius College Preparatory Academy: A College Boa |  Bronx Center for Science and Mathematics |  1363 FULTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.902403 40.833741),10934,34,5,42,25
1630,X098,,1619 Boston Road CONSOLIDATED LOCATION,X511,1619 Boston Road,X,12,1107,1619 Boston Road CONSOLIDATED LOCATION,4,J.H.S. 098  |  Explorations Academy  |    Bronx Envision Academy | Flags HS | 1619 BOSTON ROAD CONSOLIDATED LOCATION,1,5,5,2,3,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-73.890522 40.835893),11269,34,5,43,25
1720,X148,09X219,IS 219 NEW VENTURE SCHOOL(XE),X219,3630 THIRD AVENUE,X,9,361,3630 THIRD AVENUE CONSOLIDATED LOCATION,3,Kappa |  I.S. 219 New Venture School |  Frederick Douglass Academy III Secondary School |  3630 THIRD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-78.85025 42.798119),2600,,,,
1341,Q456,77Q550,NEWTOWN HS ANNEX(QN),Q550,105-25 HORACE HARDING EXPY,Q,77,ANNEX,105-25 HORACE HARDING EXPWY CONSOLIDATED LOCATION,2,HS FOR ARTS & BUSINESS(QN)  |NEWTOWN HS ANNEX(QN) |105-25 HORACE HARDING EXPWY CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POINT (-73.853367 40.737377),14510,66,3,21,68
1839,X410,09X329,DREAMYARD PREPARATORY SCHOOL(XW),X329,240 EAST 172 STREET,X,9,209,240 EAST 172 STREET CONSOLIDATED LOCATION,6,Bronx Collegiate Academy |DreamYard Preparatory School |New Directions Secondary School |Claremont International HS|Bronx High School of Business |Bronx High School for Medical Science |240 EAST 172 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-71.331054 41.98781),2263,,,,
1263,Q225,27Q318,WATERSIDE SCHOOL FOR LEADERSHIP(QUEENS),Q318,190 BEACH 110 STREET CONSOLIDATED LOCATION,Q,27,227,190 BEACH 110 STREET CONSOLIDATED LOCATION,2,WATERSIDE CHILDREN'S STUDIO SCHOOL |  WATERSIDE SCHOOL FOR LEADERSHIP |  190 BEACH 110 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A,POINT (-71.000043 41.936129),17243,,,,
1512,X015,,2195 ANDREWS AVENUE CONSOLIDATED LOCATION,,2195 ANDREWS AVENUE,X,10,1108,2195 ANDREWS AVENUE CONSOLIDATED LOCATION,2,P.S. X015 Institute for Environmental Learning |  P.S. 291 |  2195 ANDREWS AVENUE CONSOLIDATED LOCATION,0,1,2,0,1,6C,1001-1250,0.61,2.55,6.10,1.29,1.48,POINT (-73.909518 40.859045),10931,24,5,29,34
1641,X104,09X199,PS 199(BRONX),X199,1449 SHAKESPEARE AVENUE,X,9,700,,1,PS 199(BRONX),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.920277 40.843301),10930,50,5,42,27
1779,X184,07X184,IS 184(XW),X017,778 FOREST AVENUE,X,7,433,778 FOREST AVENUE CONSOLIDATED LOCATION,4,IS 184(XW)| SOUTH BRONX ACADEMY FOR APPLIED MEDIA(BRONX)| ACADEMY OF PUBLIC RELATIONS(XW)|JILL CHAIFETZ TRANSFER HS(XW)|778 FOREST AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-70.286252 43.674694),14340,,,,
1302,Q290,24Q290,ACE ACADEMY FOR SCHOLARS@GERALDINE FERRARO CAMPUS(PS 290)(QN),Q290,55-20 Metropolitan Ave,Q,24,509,,1,ACE ACADEMY FOR SCHOLARS@GERALDINE FERRARO CAMPUS(PS 290)(QN),0,0,0,0,0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.908167 40.71302),15310,54,3,34,62
1920,X660,10X565,HS FOR ENERGY & TECHNOLOGY(XW),X565,2474 CROTONA AVENUE,X,10,332,2474 CROTONA AVENUE CONSOLIDATED LOCATION,3,Bronx Academy for Software Engineering (BASE) |  Crotona International High School |  High School for Energy and Technology |    2474 CROTONA AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.882905 40.855356),10936,35,5,22,31
1704,X142,11X142,IS 142(XE),X355,3750 BAYCHESTER AVENUE,X,11,336,3750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,2,IS 142 |  Baychester Middle School |  3750 BAYCHESTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.840965 40.885948),11275,29,5,2,30
1362,Q490,29Q492,MATHEMATICS SCIENCE RESEARCH & TECHNOLOGY MAGNET HS(QS),Q492,207-01 116 AVENUE,Q,29,327,207-01 116 AVENUE CONSOLIDATED LOCATION,4,"Institute for Health Professions at Cambria Height|Benjamin Franklin High School for Finance & Inform|Mathematics, Science Research and Technology|Humanities & Arts Magnet High School|207- 01 116TH  AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.745876 40.697771),15311,63,3,6,63
1688,X134,12X134,PS 134(XE),X134,1330 BRISTOW STREET,X,12,609,,1,PS 134(XE),1,2,5,1,2,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.894841 40.831588),10937,34,5,43,25
1887,X450,08X432,BRONX BRIDGES HS(XE),X432,1980 LAFAYETTE AVENUE,X,8,271,1980 LAFAYETTE AVE CONSOLIDATED LOCATION,6,Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Board School|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Gotham Collaborative HS|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.855917 40.822334),11611,58,5,31,26
1571,X064,09X064,PS 64(BRONX),X064,1425 WALTON  AVENUE,X,9,SCHOOL CLOSED,,1,PS 64(BRONX),0,1,2,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,POINT (-78.391421 40.505875),30153,,,,
1538,X037,10X037,PS 37(BRONX),X037,360 WEST 230 STREET,X,10,638,,1,PS 37(BRONX),2,0,6,1,1,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-119.816701 39.528871),25780,,,,
1474,R069,31R069,PS 69(STATEN ISLAND),R069,144 KEATING PLACE,R,31,929,,1,PS 69(STATEN ISLAND),0,0,0,0,0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-74.156896 40.59127),10700,30,1,9,75
1870,X430,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS(XW),X342,2780 Reservoir Ave,X,10,438,2780 RESERVOIR AVENUE CONSOLIDATED LOCATION,5,"Kingsbridge International High School |  International School for Liberal Arts |  High School for Teaching and the Professions |  Celia Cruz Bronx High School of Music, The |  Walton HS |  Discovery High School |  2780 RESERVOIR AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-73.897835 40.870796),11606,24,5,40,34
1746,X161,PS 161(BRONX),07X161,X161,628 TINTON AVENUE,X,7,428,,1,PS 161(BRONX),0,0,1,0,0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.905594 40.814737),10933,49,5,35,23
1657,X115,10X459,EAST FORDHAM ACADEMY FOR THE ARTS(XW),X459,120 EAST 184 STREET,X,10,291,120 EAST 184 STREET CONSOLIDATED LOCATION,2,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE |  East Fordham Academy for the Arts |  120 EAST 184 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A,POINT (-88.646941 33.606319),21905,,,,
1764,X174,08X367,ARCHIMEDES ACADEMY FOR MATH SCIENCE & TECHNOLOGY APPLICATIONS(XE),X367,456 WHITE PLAINS ROAD,X,8,617,456 WHITE PLAINS ROAD CONSOLIDATED LOCATION,3,"Women's Academy of Excellence |  Archimedes Academy for Math, Science and Technology |  The Bronx Mathematics Preparatory School |  456 WHITE PLAINS ROAD CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A,POINT (-81.729256 35.006166),23236,,,,
