all/school_crime.ID,all/school_crime.Building Code,all/school_crime.DBN,all/school_crime.Location Name,all/school_crime.Location Code,all/school_crime.Address,all/school_crime.Borough,all/school_crime.Geographical District Code,all/school_crime.Register,all/school_crime.Building Name,all/school_crime.# Schools,all/school_crime.Schools in Building,all/school_crime.Major N,all/school_crime.Oth N,all/school_crime.NoCrim N,all/school_crime.Prop N,all/school_crime.Vio N,all/school_crime.ENGroupA,all/school_crime.RangeA,all/school_crime.AvgOfMajor N,all/school_crime.AvgOfOth N,all/school_crime.AvgOfNoCrim N,all/school_crime.AvgOfProp N,all/school_crime.AvgOfVio N,all/school_crime.New Georeferenced Column,all/school_crime.Zip Codes,all/school_crime.Community Districts,all/school_crime.Borough Boundaries,all/school_crime.City Council Districts,all/school_crime.Police Precincts
1826,X400,09X403,BRONX INTERNATIONAL HS(XE),X403,1110 BOSTON ROAD,X,9,357,1110 BOSTON ROAD CONSOLIDATED LOCATION,4,Morris Academy for Collaborative Studies |  Bronx International High School |  School for Excellence |  High School for Violin and Dance |  1110 BOSTON ROAD CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.904721 40.827442),10934,34.0,5.0,42.0,25.0
1359,Q485,24Q485,GROVER CLEVELAND HS(QN),Q485,21-27 HIMROD STREET,Q,24,1451,,1,GROVER CLEVELAND HS(QN),0.0,3.0,15.0,1.0,2.0,7C,1251-1500,0.65,2.79,6.71,1.48,1.47,POINT (-73.908461 40.711367),15310,54.0,3.0,34.0,62.0
1018,M874,02M411,BARUCH COLLEGE CAMPUS HS(MS),M411,55 East 25 St.,M,2,347,,1,BARUCH COLLEGE CAMPUS HS(MS),0.0,0.0,2.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-81.652449 30.359833),25040,,,,
14,K012,17K012,Dr. Jacqueline Peek-Davis School,K012,430 HOWARD AVENUE,K,23,256,430 HOWARD AVENUE CONSOLIDATED LOCATION,2,Dr. Jacqueline Peek-Davis School |  Ronald Edmonds Learning Center II |  430 HOWARD AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-76.303068 40.033895),9480,,,,
436,K391,17K722,New Heights Middle School,K722,790 EAST NEW YORK AVENUE,K,17,235,790 EAST NEW YORK AVENUE CONSOLIDATED LOCATION,2,New Heights Middle School|ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL(BS)|790 EAST NEW YORK AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-73.937023 40.662414),16866,17.0,2.0,17.0,44.0
792,M136,05M302,KAPPA IV(MN),M302,6 EDGECOMBE AVENUE,M,5,131,6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,4,Eagle Academy for Young Men of Harlem |  KAPPA IV |  Mott Hall High School |  Bread & Roses Integrated Arts High School |  6 EDGECOMBE AVENUE CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-73.947623 40.817461),12427,18.0,4.0,36.0,20.0
16,K012,,430 HOWARD AVENUE CONSOLIDATED LOCATION,,430 HOWARD AVENUE,K,23,407,430 HOWARD AVENUE CONSOLIDATED LOCATION,2,Dr. Jacqueline Peek-Davis School |  Ronald Edmonds Learning Center II |  430 HOWARD AVENUE CONSOLIDATED LOCATION,0.0,0.0,3.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-76.303068 40.033895),9480,,,,
1775,X183,07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS(XW),X551,339 MORRIS AVENUE,X,7,515,339 MORRIS AVENUE CONSOLIDATED LOCATION,3,P.S. 168|Success Academy Charter School - Bronx 1|The Urban Assembly Bronx Academy of Letters|MS 203|339 MORRIS AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-74.192728 40.735123),15578,,,,
144,K123,32K123,PS 123(BN),K123,100 Irving Ave,K,32,580,,1,PS 123(BN),0.0,0.0,2.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.322183 40.790161),15188,,,,
1469,R058,31R058,PS 58 (STATEN ISLAND),R058,77 MARSH AVE,R,31,640,,1,PS 58 (STATEN ISLAND),0.0,0.0,2.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.341374 40.474628),29697,,,,
1458,R049,31R028,The Eagle Academy for Young Men of Staten Island,R028,101 Warren Street,R,31,253,101 Warren Street CONSOLIDATED LOCATION,2,The Eagle Academy for Young Men of Staten Island |I.S. 49 Berta A. Dreyfus |101 WARREN STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.99867 40.68837),16865,14.0,2.0,27.0,48.0
1078,Q046,26Q046,PS 46(QUEENS),Q046,64-45 218 STREET,Q,26,539,,1,PS 46(QUEENS),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-83.145932 29.323981),3467,,,,
677,M045,84M335,HARLEM VILLAGE ACADEMIES LEADERSHIP CHARTER SCHOOL(MN),M335,2351 FIRST AVENUE,M,4,705,2351 FIRST AVENUE CONSOLIDATED LOCATION,3,COALITION SCHOOL FOR SOCIAL CHANGE(MN)| RIVER EAST ELEMENTARY (MANHATTAN|HARLEM VILLAGE ACADEMIES LEADERSHIP CHARTER SCHOOL(MN)|2351 FIRST AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-87.38128 39.478451),16522,,,,
322,K271,,1137 HERKIMER STREET CONSOLIDATED LOCATION,,1137 HERKIMER STREET,K,23,1052,1137 HERKIMER STREET CONSOLIDATED LOCATION,3,Mott Hall IV |  Eagle Academy for Young Men II |Ocean Hill Collegiate Charter School |1137 HERKIMER STREET CONSOLIDATED LOCATION,1.0,1.0,6.0,1.0,1.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-73.915741 40.677791),13516,55.0,2.0,17.0,46.0
674,M044,,100 WEST 77 STREET CONSOLIDATED LOCATION,,100 WEST 77 STREET,M,3,1110,100 WEST 77 STREET CONSOLIDATED LOCATION,3,MS 245 COMPUTER SCHOOL(MN)| IS/JHS 247(MN)| THE ANDERSON SCHOOL(MN)|  100 WEST 77 STREET CONSOLIDATED LOCATION,1.0,0.0,2.0,0.0,1.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-81.565258 29.478932),24635,,,,
1737,X156,,750 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,,750 CONCOURSE VILLAGE WEST,X,7,763,750 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,2,Concourse Village Elementary School|Bronx Global Learning Institute for Girls Charter|750 CONCOURSE VILLAGE WEST CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.923278 40.823259),10929,50.0,5.0,43.0,27.0
536,K505,20K505,FRANKLIN DELANO ROOSEVELT HS(BS),K505,5800 20TH AVENUE,K,20,2554,,1,FRANKLIN DELANO ROOSEVELT HS(BS),0.0,3.0,15.0,2.0,1.0,11C,2501-3000,1.09,9.91,25.36,5.0,3.73,POINT (-73.981693 40.620517),16867,2.0,2.0,18.0,39.0
1154,Q130,25Q130,PS 130(QN),Q130,200-01 42 AVENUE,Q,26,353,,1,PS 130(QN),0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-99.084263 40.716217),23053,,,,
1618,X093,08X093,PS 93(BRONX),X093,1535 STORY AVENUE,X,8,274,,1,PS 93(BRONX),0.0,0.0,1.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.877066 40.821749),11611,58.0,5.0,43.0,26.0
1852,X415,,925 ASTOR AVENUE CONSOLIDATED LOCATION,,925 ASTOR AVENUE,X,11,1974,925 ASTOR AVENUE CONSOLIDATED LOCATION,7,Collegiate Institute for Math and Science|Astor Collegiate Academy|Bronxdale High School|High School of Language and Innovation|Pelham Preparatory Academy|Christopher Columbus GED|Christopher Columbus YABC|925 ASTOR AVENUE CONSOLIDATED LOCATION,2.0,6.0,24.0,4.0,3.0,9C,1751-2000,1.35,4.73,18.5,2.46,2.92,POINT (-73.860704 40.859662),11607,59.0,5.0,12.0,32.0
1740,X158,12X267,BRONX LATIN(XE),X267,800 HOME STREET,X,12,512,800 HOME STREET CONSOLIDATED LOCATION,4,IS 158(XE)  | BRONX LATIN(XE)  | BRONX CAREER & COLLEGE PREPARATORY HS(XE)  | Dr. Richard Izquierdo Health and Science Charter School  | 800 HOME STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-73.900326 40.827783),10934,34.0,5.0,42.0,25.0
1073,Q040,85Q040,PS 40(QUEENS),Q040,109-20 UNION HALL STREET,Q,28,426,,1,PS 40(QUEENS),1.0,2.0,2.0,1.0,2.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-105.220358 35.576355),14739,,,,
1548,X044,12X044,PS 44(BRONX),X044,1825 PROSPECT AVENUE,X,12,251,,1,PS 44(BRONX),0.0,0.0,2.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-89.099215 41.347824),4909,,,,
405,K331,20K030,IS 30(BS),K030,415 OVINGTON AVENUE,K,20,912,,1,IS 30(BS),0.0,0.0,3.0,0.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-74.023248 40.633438),17216,10.0,2.0,44.0,41.0
379,K312,22K312,PS 312(BROOKLYN),K312,7103 AVENUE T,K,22,734,,1,PS 312(BROOKLYN),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.908648 40.621624),13825,5.0,2.0,8.0,38.0
438,K391,,790 EAST NEW YORK AVENUE CONSOLIDATED LOCATION,,790 EAST NEW YORK AVENUE,K,17,1235,790 EAST NEW YORK AVENUE CONSOLIDATED LOCATION,2,New Heights Middle School|ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL(BS)|790 EAST NEW YORK AVENUE CONSOLIDATED LOCATION,1.0,3.0,1.0,2.0,2.0,6C,1001-1250,0.61,2.55,6.1,1.29,1.48,POINT (-73.937023 40.662414),16866,17.0,2.0,17.0,44.0
1047,Q013,24Q013,PS 13(QN),Q013,55-01 94 STREET,Q,24,1597,,1,PS 13(QN),0.0,0.0,0.0,0.0,0.0,8C,1501-1750,0.45,2.95,7.14,1.48,1.6,POINT (-101.931305 33.508505),9432,,,,
808,M146,04M146,PS 146(MN),M146,421 EAST 106 STREET,M,4,322,,1,PS 146(MN),0.0,2.0,0.0,1.0,1.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-76.605838 39.296091),13645,,,,
585,K805,13K419,"Science Skills Center High School for Science, Tec",K419,49 FLATBUSH AVENUE EXTENSION,K,13,429,49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION,3,"Urban Assembly High School of Music and Art |  Science Skills Center High School for Science, Tec |  Brooklyn International High School |  49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,POINT (-73.984992 40.697187),16865,68.0,2.0,38.0,54.0
628,M007,04M007,P.S. 007 Samuel Stern,M007,160 EAST 120 STREET,M,4,337,160 EAST 120 STREET CONSOLIDATED LOCATION,2,P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-111.886448 40.773477),11574,,,,
1734,X155,75X754,JM RAPPORT SCHOOL FOR CAREER DEVELOPMENT(XW),X754,470 Jackson Ave.,X,7,444,,1,JM RAPPORT SCHOOL FOR CAREER DEVELOPMENT(XW),1.0,4.0,7.0,0.0,5.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.909802 40.811153),10933,49.0,5.0,35.0,23.0
594,K834,75K372,P372(BS),K372,512 CARROLL STREET,K,15,220,512 CARROLL STREET CONSOLIDATED LOCATION,2,PS 820(BROOKLYN) |P372(BS) |512 CARROLL STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-86.197631 35.361251),7475,,,,
1106,Q075,75Q075,ROBERT E. PEARY (PS 75)(QN),Q075,16-66 HANCOCK STREET,Q,24,555,,1,ROBERT E. PEARY (PS 75)(QN),0.0,0.0,1.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.905178 40.698865),15310,54.0,3.0,30.0,62.0
548,K554,32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL(BN),K554,1474 GATES AVENUE,K,32,370,,1,ALL CITY LEADERSHIP SECONDARY SCHOOL,0.0,0.0,0.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.914145 40.697566),13828,42.0,2.0,37.0,53.0
1747,X162,07X500,HOSTOS LINCOLN ACADEMY OF SCIENCE(XW),X500,600 ST. ANNS AVENUE,X,7,440,600 ST. ANNS AVENUE CONSOLIDATED LOCATION,3,HOSTOS LINCOLN ACADEMY OF SCIENCE(XW)|University Prep CHARTER SCHOOL(XW)|IS 584|600 ST. ANNS AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-134.389659 58.272937),21077,,,,
819,M155,04M155,PS 155(MANHATTAN),M155,319 EAST 117 STREET,M,4,248,319 EAST 117 STREET CONSOLIDATED LOCATION,2,P.S. 155 William Paca |  Renaissance School of the Arts |  319 EAST 117 STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-83.596608 42.590141),7641,,,,
726,M089,02M289,IS 289(MS),M289,201 WARREN STREET,M,2,279,201 WARREN STREET CONSOLIDATED LOCATION,2,P.S. 89 |  I.S. 289 |  201 WARREN STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-89.512753 34.359041),7424,,,,
1309,Q335,27Q377,PS 377Q@PS 335Q,Q377,150-15 Raleigh Street,Q,27,38,,1,PS 377Q@PS 335Q,0.0,0.0,0.0,0.0,0.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-77.623493 43.12085),27348,,,,
275,K237,20K682,The Academy of Talented Scholars,K682,50 Avenue P,K,20,380,50 AVENUE P CONSOLIDATED LOCATION,2,The Academy of Talented Scholars |  Brooklyn School of Inquiry |  50 AVENUE P CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.986693 40.607308),18183,1.0,2.0,18.0,37.0
606,K874,17K340,IS 340(BS),K340,227 STERLING PLACE,K,13,219,,1,IS 340(BS),0.0,2.0,3.0,0.0,2.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.969896 40.675972),13829,16.0,2.0,27.0,50.0
1044,Q010,30Q010,IS 10 HORACE GREELEY(QN),Q010,45-11 31 AVENUE,Q,30,749,,1,IS 10 HORACE GREELEY(QN),0.0,0.0,3.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-81.697056 26.171828),18818,,,,
226,K194,22K194,PS 194(BROOKLYN),K194,3117 AVENUE W,K,22,532,,1,PS 194(BROOKLYN),1.0,1.0,1.0,1.0,1.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.93393 40.596699),13512,32.0,2.0,8.0,36.0
1884,X450,08X312,MILLENIUM ART ACADEMY(XE),X312,1980 LAFAYETTE AVENUE,X,8,346,1980 LAFAYETTE AVE CONSOLIDATED LOCATION,6,Millennium Art Academy|Antonia Pantoja Preparatory Academy: A College Board School|Bronx Community High School|BRONX BRIDGES HIGH SCHOOL|Gotham Collaborative HS|Bronx Compass High School|1980 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.855917 40.822334),11611,58.0,5.0,31.0,26.0
1447,R040,75R373,P373(SI),R373,91 HENDERSON AVENUE,R,31,544,,1,P373(SI),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-74.095343 40.64068),10369,4.0,1.0,13.0,74.0
1030,M918,06M278,PAUL HEDBAVNY SCHOOL PS/IS 278(MN),M278,421 West 219th St.,M,6,567,,1,PAUL HEDBAVNY SCHOOL PS/IS 278(MN),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-83.933018 42.610232),914,,,,
837,M173,,306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,,306 FORT WASHINGTON AVENUE,M,6,585,306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,2,P.S. 173 |  Harbor Heights |  306 FORT WASHINGTON AVENUE CONSOLIDATED LOCATION,0.0,0.0,2.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.940739 40.844832),13090,47.0,4.0,39.0,21.0
901,M440,02M422,QUEST TO LEARN(MS),M422,351 WEST 18 STREET,M,2,488,351 WEST 18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,POINT (-86.123522 42.781097),12476,,,,
382,K313,,283 ADAMS STREET CONSOLIDATED LOCATION,,283 ADAMS STREET,K,13,935,283 ADAMS STREET CONSOLIDATED LOCATION,2,The Urban Assembly School for Law and Justice |  Urban Assembly Institute of Math and Science for Y |  283 ADAMS STREET CONSOLIDATED LOCATION,1.0,5.0,7.0,4.0,2.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.988637 40.694626),16865,68.0,2.0,38.0,54.0
504,K465,17K382,ACADEMY FOR COLLEGE PREPARATION & CAREER EXPLORATION(BS),K382,911 Flatbush Ave,K,17,356,911 FLATBUSH AVENUE CONSOLIDATED LOCATION,7,"ERASMUS HALL HS(BS) |ACADEMY FOR COLLEGE PREPARATION & CAREER EXPLORATION(BS)|ACADEMY OF HOSPITALITY &TOURISM(BS)|ERASMUS CAMPUS BUSINESS TEC(BS) |HS FOR YOUTH & COMMUNITY DEVELOPMENT@ERASMUS(BS)|HS FOR SERVICE & LEARNING@ERASMUS(BS)|SCIENCE,TECH., & RESEARCH EARLY COLLEGE HS@ERASMUS-STAR(BROOKLYN)",,,,,,3C,251-500,,,,,,POINT (-73.958476 40.649472),13510,60.0,2.0,11.0,43.0
1064,Q030,28Q354,PS 354(QS),Q354,126-10 Bedell Street,Q,28,588,,1,PS 354(QS),0.0,0.0,1.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.627156 40.712446),25414,,,,
608,K894,23K646,ASPIRATIONS DIPLOMA PLUS HS(BN),K646,1495 HERKIMER STREET,K,23,134,,1,ASPIRATIONS DIPLOMA PLUS HS(BN),2.0,0.0,12.0,1.0,1.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-73.904197 40.677151),13516,55.0,2.0,37.0,46.0
900,M440,02M419,LANDMARK HS(MS),M419,351 WEST 18 STREET,M,2,278,351 WEST 18 STREET CONSOLIDATED LOCATION,6,"James Baldwin School, The: A School for Expedition |  MANHATTAN BUSINESS ACADEMY |  Landmark High School |  Quest to Learn |  Hudson High School of Learning Technologies |  Humanities Preparatory Academy |  351 WEST  18 STREET CONSOLIDATED LOCATION",,,,,,3C,251-500,,,,,,POINT (-86.123522 42.781097),12476,,,,
294,K252,,1084 LENOX ROAD CONSOLIDATED LOCATION,,1084 LENOX ROAD,K,18,809,1084 LENOX ROAD CONSOLIDATED LOCATION,3,Middle School for Art and Philosophy|  KINGS COLLEGIATE CHARTER SCHOOL(BS)|  1084 LENOX ROAD CONSOLIDATED LOCATION,0.0,2.0,1.0,2.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.920432 40.658108),17614,61.0,2.0,17.0,40.0
1111,Q082,28Q082,PS 82 HAMMOND(QUEENS),Q082,88-02 144 STREET,Q,28,663,,1,PS 82 HAMMOND(QUEENS),0.0,1.0,0.0,1.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-96.470626 34.032791),23959,,,,
813,M153,06M153,PS 153(MANHATTAN),M153,1750 AMSTERDAM AVENUE,M,6,545,1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,2,PS 153(MANHATTAN)|HAMILTON HEIGHTS SCHOOL (MN)|1750 AMSTERDAM AVENUE CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-73.946889 40.826215),12428,37.0,4.0,23.0,19.0
1115,Q087,24Q087,PS 87(QUEENS),Q087,67-54 80 STREET,Q,24,552,,1,PS 87(QUEENS),0.0,1.0,3.0,0.0,1.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-101.836439 33.521857),8995,,,,
1841,X410,09X564,Claremont International HS,X564,240 EAST 172 STREET,X,9,295,240 EAST 172 STREET CONSOLIDATED LOCATION,6,Bronx Collegiate Academy |DreamYard Preparatory School |New Directions Secondary School |Claremont International HS|Bronx High School of Business |Bronx High School for Medical Science |240 EAST 172 STREET CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-71.331054 41.98781),2263,,,,
918,M460,02M460,WASHINGTON IRVING HS(MANHATTAN),M902,40 IRVING PLACE,M,2,SCHOOL CLOSED,40 IRVING PLACE CONSOLIDATED LOCATION,8,Gramercy Arts High School|THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY|International High School at Union Square|Washington Irving HS|Union Square Academy for Health Sciences|Academy for Software Engineering|Success Academy Union Square (Manhattan 1)|Washington Irving evening school|40 IRVING PLACE CONSOLIDATED LOCATION,,,,,,,,,,,,,POINT (-75.003693 40.152439),6974,,,,
2,K002,17K002,Parkside Preparatory Academy,K002,655 PARKSIDE AVENUE,K,17,488,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,3,Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-80.714584 28.40276),22273,,,,
289,K249,17K249,PS 249(BROOKLYN),K249,18 MARLBOROUGH ROAD,K,17,814,,1,PS 249(BROOKLYN),1.0,0.0,2.0,1.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.390953 41.140771),5450,,,,
1522,X022,,270 EAST 167 STREET CONSOLIDATED LOCATION,,270 EAST 167 STREET,X,9,891,270 EAST 167 STREET CONSOLIDATED LOCATION,2,J.H.S. 022 Jordan L. Mott |  Bronx Writing Academy |  270 EAST 167 STREET CONSOLIDATED LOCATION,1.0,4.0,7.0,2.0,2.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-78.902411 42.93882),2232,,,,
852,M191,03M452,PS 452M,M452,210 West 61st Street,M,3,272,,1,PS 452M,2.0,0.0,0.0,2.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-82.622433 27.498438),3326,,,,
34,K022,,443 ST MARKS AVENUE CONSOLIDATED LOCATION,,443 ST. MARKS AVENUE,K,17,847,443 ST MARKS AVENUE CONSOLIDATED LOCATION,2,Brooklyn Arts and Science Elementary School |Explore Exceed Charter School |443 ST MARKS AVENUE CONSOLIDATED LOCATION,0.0,2.0,0.0,2.0,0.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-73.960179 40.676794),13829,16.0,2.0,48.0,49.0
1504,X007,10X007,PS 7(BRONX),X007,3201 KINGSBRIDGE AVENUE,X,10,749,,1,PS 7(BRONX),0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-73.905188 40.881254),11272,48.0,5.0,40.0,33.0
796,M137,01M184,PS 184-SHUANG WEN(MANHATTAN),M184,327 Cherry St,M,1,650,,1,PS 184-SHUANG WEN(MANHATTAN),1.0,1.0,0.0,1.0,1.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-83.645281 41.045417),12734,,,,
155,K136,,4004 4 AVENUE CONSOLIDATED LOCATION,,4004 4 AVENUE,K,15,988,4004 4 AVENUE CONSOLIDATED LOCATION,2,I.S. 136 Charles O. Dewey | Sunset Park Prep |  4004 4 AVENUE CONSOLIDATED LOCATION,1.0,2.0,2.0,2.0,1.0,5C,751-1000,0.38,1.52,3.88,0.83,0.91,POINT (-89.401285 30.317939),12122,,,,
1745,X160,11X160,PS 160(BRONX),X160,4140 HUTCHINSON RIVER PKWY. E,X,11,349,,1,PS 160(BRONX),0.0,0.0,4.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-73.824555 40.864379),12344,43.0,5.0,2.0,28.0
73,K055,23K493,Brooklyn Collegiate: A College Board School,K493,2021 BERGEN STREET,K,23,196,2021 BERGEN STREET CONSOLIDATED LOCATION,2,Brooklyn Collegiate: A College Board School l Achievement First Brownsville Charter School l 2021 BERGEN STREET CONSOLIDATED LOCATION,,,,,,2C,1-250,,,,,,POINT (-75.048258 40.068155),4331,,,,
828,M165,03M165,PS 165(MANHATTAN),M165,234 WEST 109 STREET,M,3,550,234 WEST 109 STREET CONSOLIDATED LOCATION,2,P.S. 165 Robert E. Simon |  Mott Hall II |  234 WEST 109 STREET CONSOLIDATED LOCATION,,,,,,4C,501-750,,,,,,POINT (-76.501853 38.976736),28576,,,,
1621,X095,10X344,AMPARK NEIGHBORHOOD PROGRAM(XW),X344,3961 HILLMAN AVENUE,X,10,374,3961 HILLMAN AVENUE CONSOLIDATED LOCATION,3,PS 95(BRONX) & Annex| AMPARK NEIGHBORHOOD PROGRAM(XW)| P168 ANNEX(XW)| 3961 HILLMAN AVENUE CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-73.891249 40.882879),11272,48.0,5.0,40.0,33.0
984,M615,02M615,CHELSEA CAREER & TECHNICAL EDUCATION HS(MS),M615,131 AVENUE OFTHE AMERICAS,M,2,356,131 AVENUE OFTHE AMERICAS CONSOLIDATED LOCATION,2,NYC iSchool |  Chelsea Career and Technical Education High School |  131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,,,,,,3C,251-500,,,,,,POINT (-74.004687 40.724622),12076,57.0,4.0,10.0,1.0
1217,Q186,,252-12 72 AVENUE CONSOLIDATED LOCATION,,252-12 72 AVENUE,Q,26,711,252-12 72 AVENUE CONSOLIDATED LOCATION,2,P.S. 186  |  P.S. Q224 |  252-12 72 AVENUE CONSOLIDATED LOCATION,0.0,0.0,0.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-82.033697 29.188838),31736,,,,
1422,R011,31R011,PS 11(SI),R011,50 JEFFERSON STREET,R,31,286,,1,PS 11(SI),0.0,0.0,3.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-75.233876 40.027514),6549,,,,
1207,Q177,75Q177,P177(QN),Q177,56-37 188 STREET,Q,26,471,,1,P177(QN),0.0,0.0,1.0,0.0,0.0,3C,251-500,0.25,1.03,2.22,0.55,0.58,POINT (-106.720802 35.261017),6987,,,,
1208,Q178,26Q178,PS 178(QUEENS),Q178,189-10 RADNOR ROAD,Q,26,535,,1,PS 178(QUEENS),0.0,0.0,4.0,0.0,0.0,4C,501-750,0.26,1.13,2.41,0.66,0.57,POINT (-77.820381 40.785816),13700,,,,
592,K825,15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL(BROOKLYN),K698,173 CONOVER STREET,K,15,160,,1,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL(BROOKLYN),0.0,3.0,0.0,1.0,1.0,2C,1-250,0.25,0.88,1.69,0.57,0.45,POINT (-74.014383 40.677962),13514,14.0,2.0,7.0,48.0
