all/eyemove_table_1_1.totalFixDur,all/eyemove_table_1_1.prevFixDur,all/eyemove_table_1_1.nextFixDur,all/eyemove_table_1_1.Key_1_1,Key_0_0
119.0,239.0,238.0,2418,2766
278.0,219.0,119.0,7208,7113
179.0,199.0,99.0,4711,2091
298.0,258.0,239.0,694,5278
139.0,258.0,179.0,1909,5439
179.0,0.0,199.0,4121,2696
179.0,179.0,159.0,1790,6206
139.0,100.0,139.0,3521,607
437.0,99.0,239.0,2883,4671
139.0,159.0,99.0,1934,6723
80.0,219.0,298.0,4595,2277
119.0,99.0,159.0,5102,6876
179.0,139.0,298.0,3708,3364
99.0,119.0,80.0,7405,3408
239.0,139.0,199.0,1057,4738
179.0,139.0,119.0,6602,7219
159.0,139.0,119.0,6620,7587
199.0,100.0,80.0,4872,1267
259.0,139.0,199.0,5307,632
139.0,179.0,80.0,3962,6318
199.0,139.0,199.0,4920,4928
139.0,99.0,100.0,3992,4454
199.0,159.0,80.0,5971,6252
99.0,139.0,378.0,2357,1124
259.0,239.0,219.0,6281,975
99.0,219.0,179.0,1565,3707
99.0,298.0,179.0,2146,2269
199.0,80.0,159.0,110,2485
99.0,80.0,80.0,4377,6581
119.0,119.0,80.0,2461,4779
537.0,239.0,219.0,6465,1468
99.0,139.0,139.0,6010,2396
119.0,139.0,199.0,5843,4881
139.0,139.0,119.0,1335,1639
20.0,120.0,139.0,95,2849
318.0,179.0,139.0,2684,4836
139.0,219.0,80.0,3237,2570
139.0,80.0,139.0,4541,3928
258.0,179.0,278.0,5038,1685
258.0,139.0,80.0,3673,2230
80.0,99.0,139.0,4311,5248
219.0,239.0,259.0,6047,6498
199.0,119.0,80.0,51,4530
139.0,99.0,80.0,7510,1837
80.0,99.0,99.0,575,3793
498.0,239.0,159.0,4502,643
318.0,219.0,119.0,5040,6218
119.0,139.0,139.0,3166,7209
179.0,139.0,159.0,1438,3429
318.0,0.0,99.0,4622,2814
119.0,278.0,80.0,6439,3764
179.0,219.0,99.0,5323,7300
139.0,179.0,179.0,7552,2901
239.0,219.0,199.0,6318,6088
99.0,99.0,100.0,7092,285
338.0,199.0,358.0,605,3980
219.0,99.0,298.0,1351,994
179.0,339.0,379.0,1316,3719
99.0,179.0,80.0,6121,3799
199.0,119.0,119.0,1124,5769
239.0,199.0,99.0,4482,6798
119.0,0.0,139.0,239,3063
457.0,219.0,139.0,7348,2394
238.0,159.0,159.0,2321,1170
219.0,139.0,139.0,3066,1689
159.0,100.0,199.0,696,3666
219.0,0.0,20.0,166,6712
438.0,80.0,99.0,3847,6631
179.0,99.0,139.0,5631,2449
218.0,80.0,99.0,3614,6454
99.0,99.0,219.0,6206,3867
179.0,298.0,119.0,4085,296
99.0,99.0,199.0,4756,6121
159.0,139.0,99.0,5313,2695
179.0,139.0,219.0,7518,2824
139.0,199.0,99.0,2492,6417
80.0,80.0,99.0,2938,3033
259.0,0.0,239.0,254,6213
99.0,258.0,139.0,5332,5478
139.0,80.0,119.0,3140,2497
357.0,139.0,100.0,5100,2654
139.0,99.0,119.0,4792,6677
159.0,199.0,80.0,4026,1655
139.0,0.0,239.0,6701,3379
219.0,199.0,119.0,4013,4124
20.0,279.0,299.0,6915,1502
100.0,100.0,379.0,3556,5795
179.0,159.0,338.0,1660,4907
119.0,139.0,179.0,6218,6209
259.0,339.0,239.0,396,5421
239.0,259.0,239.0,4521,3481
199.0,119.0,219.0,1654,6197
159.0,199.0,179.0,4849,7605
99.0,159.0,159.0,3911,4936
259.0,279.0,219.0,6271,1914
99.0,338.0,99.0,5854,6468
159.0,179.0,119.0,4699,5089
80.0,139.0,179.0,1940,4651
80.0,0.0,139.0,4489,1470
219.0,278.0,139.0,6186,5858
437.0,258.0,199.0,4738,820
139.0,80.0,219.0,3696,2655
179.0,358.0,219.0,5222,1425
159.0,139.0,80.0,3400,331
179.0,199.0,278.0,6012,2272
179.0,199.0,139.0,7470,6384
159.0,99.0,99.0,5473,6359
218.0,219.0,219.0,5874,4886
99.0,159.0,497.0,3068,5690
199.0,179.0,119.0,1929,1924
179.0,99.0,338.0,5603,3349
159.0,99.0,80.0,622,2991
159.0,139.0,179.0,5876,423
239.0,199.0,179.0,2796,5061
239.0,199.0,139.0,4512,3550
179.0,139.0,139.0,4967,7603
139.0,80.0,100.0,5853,3374
80.0,0.0,179.0,1012,6106
258.0,239.0,258.0,242,3879
219.0,179.0,99.0,6871,3493
139.0,20.0,20.0,6998,7566
99.0,258.0,239.0,326,7156
179.0,159.0,219.0,3743,3567
99.0,0.0,199.0,4481,1593
219.0,80.0,199.0,3450,7119
199.0,279.0,159.0,7033,4604
99.0,80.0,99.0,92,4096
139.0,238.0,139.0,7521,327
278.0,80.0,258.0,5763,483
378.0,298.0,179.0,2813,2892
139.0,179.0,179.0,5302,6882
159.0,159.0,179.0,1300,1351
239.0,99.0,179.0,1884,1383
200.0,119.0,179.0,496,4643
219.0,239.0,239.0,1154,5244
219.0,199.0,239.0,6588,1389
259.0,99.0,258.0,1717,6214
80.0,119.0,139.0,4057,1469
99.0,139.0,99.0,3089,4558
119.0,0.0,99.0,938,1974
199.0,239.0,299.0,3206,2105
278.0,219.0,80.0,4098,4391
258.0,159.0,298.0,4091,3744
239.0,119.0,99.0,6846,4759
437.0,139.0,119.0,4462,1436
278.0,159.0,238.0,1567,1176
199.0,238.0,238.0,2875,1002
219.0,139.0,159.0,553,6131
159.0,99.0,179.0,4868,7540
139.0,139.0,119.0,6930,2876
80.0,80.0,139.0,717,6317
159.0,179.0,179.0,2828,5106
119.0,179.0,139.0,5627,7380
298.0,238.0,199.0,3378,3536
478.0,179.0,199.0,7143,6797
219.0,160.0,279.0,4058,5413
139.0,239.0,239.0,6746,4134
179.0,119.0,99.0,7284,657
99.0,139.0,99.0,7446,7464
179.0,159.0,179.0,1577,5725
517.0,0.0,139.0,1361,6769
299.0,80.0,20.0,1269,6709
219.0,99.0,119.0,3498,2558
80.0,139.0,219.0,6464,7462
80.0,99.0,119.0,4113,6721
99.0,179.0,219.0,2355,1711
80.0,159.0,139.0,4337,4837
219.0,119.0,338.0,6242,6011
139.0,99.0,100.0,2162,4466
139.0,239.0,179.0,2754,4376
119.0,259.0,139.0,2365,5357
219.0,199.0,99.0,1409,7512
139.0,238.0,179.0,5575,5031
159.0,219.0,139.0,7452,7531
518.0,757.0,399.0,4944,6869
159.0,0.0,179.0,6704,7599
80.0,80.0,139.0,4307,2762
159.0,179.0,258.0,3316,2729
239.0,179.0,119.0,5257,3709
159.0,179.0,338.0,7178,2363
239.0,199.0,219.0,7561,6390
119.0,219.0,199.0,4557,2652
119.0,159.0,219.0,1637,4489
100.0,258.0,99.0,2870,2236
238.0,99.0,99.0,2046,4104
119.0,159.0,139.0,2172,2736
139.0,100.0,119.0,6222,537
199.0,239.0,80.0,1769,4985
219.0,139.0,199.0,337,3373
298.0,139.0,80.0,6087,4200
139.0,139.0,119.0,2313,841
258.0,80.0,99.0,7571,660
119.0,179.0,99.0,3297,2347
119.0,298.0,80.0,4504,6247
298.0,199.0,199.0,1337,807
119.0,199.0,80.0,4248,485
180.0,239.0,259.0,1653,5724
179.0,179.0,338.0,6212,1270
199.0,139.0,219.0,5424,1485
338.0,99.0,139.0,1314,4227
99.0,159.0,298.0,6160,5762
278.0,119.0,99.0,1649,3697
179.0,179.0,80.0,4793,4486
139.0,179.0,139.0,2536,4137
139.0,139.0,119.0,3295,3149
159.0,119.0,119.0,555,6365
100.0,99.0,139.0,6842,7594
199.0,139.0,199.0,1612,256
179.0,219.0,199.0,2323,6715
179.0,120.0,299.0,48,5155
139.0,0.0,139.0,2200,7251
159.0,139.0,199.0,6997,4123
99.0,199.0,199.0,7337,6684
139.0,139.0,139.0,1931,4194
20.0,0.0,239.0,6674,6926
199.0,119.0,139.0,3716,6912
179.0,139.0,80.0,6200,6315
199.0,99.0,80.0,5458,1077
359.0,139.0,119.0,4471,7350
397.0,80.0,298.0,4486,2141
616.0,139.0,139.0,4768,2996
179.0,119.0,278.0,6735,6682
179.0,139.0,179.0,7123,1905
238.0,139.0,199.0,5998,408
139.0,99.0,159.0,3335,5651
258.0,99.0,99.0,2195,9
139.0,119.0,99.0,5605,6436
477.0,278.0,179.0,5247,694
219.0,159.0,298.0,4976,4299
258.0,119.0,99.0,7303,5964
179.0,219.0,139.0,5291,3573
358.0,298.0,179.0,5444,5048
318.0,119.0,199.0,1325,729
159.0,119.0,99.0,4922,4013
139.0,139.0,258.0,6248,2646
179.0,100.0,139.0,2278,3467
139.0,99.0,139.0,1279,7499
179.0,159.0,219.0,5263,7419
80.0,139.0,179.0,3248,2248
139.0,80.0,100.0,957,3535
219.0,179.0,99.0,6088,1944
119.0,100.0,159.0,3649,4764
160.0,139.0,159.0,6129,4625
139.0,258.0,139.0,6015,7138
199.0,119.0,219.0,3979,1454
199.0,179.0,139.0,6032,4407
139.0,119.0,219.0,3149,6010
219.0,99.0,119.0,3886,3312
239.0,199.0,179.0,1701,2610
160.0,199.0,139.0,5155,6092
219.0,99.0,99.0,1411,2289
119.0,179.0,199.0,7420,7031
139.0,0.0,99.0,5189,2831
159.0,179.0,239.0,3336,2282
99.0,219.0,80.0,7529,6115
119.0,99.0,219.0,4694,1280
179.0,179.0,139.0,497,3049
278.0,239.0,119.0,3083,5279
179.0,398.0,159.0,4188,4963
99.0,80.0,159.0,7227,6443
80.0,139.0,159.0,2940,318
199.0,139.0,199.0,4417,3592
99.0,199.0,199.0,2228,5292
139.0,278.0,139.0,6680,6909
179.0,219.0,139.0,56,1568
139.0,119.0,219.0,5322,1836
99.0,99.0,179.0,2799,3779
139.0,139.0,199.0,2642,1150
318.0,179.0,238.0,3854,4850
100.0,159.0,159.0,994,5917
119.0,99.0,139.0,4696,5532
80.0,238.0,139.0,6097,1328
80.0,0.0,159.0,6063,538
159.0,159.0,298.0,3067,6165
100.0,139.0,99.0,702,6164
278.0,159.0,219.0,2474,3767
219.0,159.0,199.0,3684,2265
159.0,139.0,159.0,846,1004
238.0,139.0,139.0,3818,240
80.0,179.0,299.0,5691,2247
219.0,0.0,358.0,5399,1146
139.0,119.0,139.0,5272,5928
219.0,259.0,199.0,4538,4647
80.0,199.0,80.0,6505,960
160.0,219.0,339.0,3191,4188
99.0,139.0,159.0,7503,2133
239.0,199.0,139.0,1644,4145
219.0,139.0,219.0,5275,3570
119.0,119.0,119.0,5079,3476
337.0,179.0,119.0,6030,6288
199.0,139.0,199.0,5590,306
298.0,99.0,179.0,6429,176
80.0,119.0,99.0,5039,7038
99.0,159.0,219.0,2285,5992
120.0,239.0,239.0,4906,6385
139.0,100.0,159.0,2243,844
615.0,139.0,378.0,2099,4213
139.0,239.0,179.0,4273,7067
99.0,99.0,80.0,1329,6689
139.0,238.0,99.0,1255,4315
199.0,179.0,80.0,1954,1178
139.0,139.0,139.0,7038,7403
99.0,99.0,179.0,4608,2339
139.0,179.0,139.0,3219,5889
339.0,100.0,179.0,6683,4571
278.0,80.0,99.0,7569,1920
179.0,99.0,239.0,5161,2594
179.0,119.0,99.0,3928,3826
218.0,179.0,139.0,174,535
139.0,179.0,80.0,3759,1603
379.0,179.0,219.0,3948,3396
160.0,139.0,139.0,5231,3098
219.0,139.0,219.0,7062,1318
139.0,199.0,119.0,3212,716
119.0,99.0,119.0,6172,1670
199.0,278.0,179.0,6643,6492
219.0,199.0,119.0,4879,1111
219.0,338.0,318.0,4525,4448
139.0,179.0,179.0,385,1079
159.0,179.0,139.0,7203,4153
219.0,179.0,239.0,2844,5469
139.0,99.0,139.0,570,5704
139.0,119.0,139.0,3118,4143
219.0,80.0,219.0,5990,1139
99.0,119.0,159.0,7500,7381
279.0,159.0,537.0,1077,3837
119.0,159.0,119.0,6819,2157
218.0,80.0,119.0,5884,334
199.0,219.0,119.0,1772,5065
139.0,119.0,100.0,2687,6419
258.0,99.0,159.0,2496,2580
199.0,99.0,99.0,272,6696
159.0,159.0,139.0,2207,4781
80.0,80.0,119.0,1847,1684
238.0,100.0,80.0,2670,4640
139.0,497.0,119.0,1239,1687
179.0,199.0,99.0,5150,2895
179.0,99.0,99.0,7562,1963
259.0,179.0,80.0,5632,271
20.0,179.0,239.0,5067,3524
119.0,159.0,99.0,1982,4410
179.0,139.0,179.0,6970,5408
199.0,238.0,179.0,3719,4138
239.0,219.0,139.0,5842,3838
159.0,139.0,80.0,7184,3665
80.0,199.0,119.0,6861,866
258.0,219.0,119.0,656,873
139.0,179.0,179.0,6676,24
179.0,219.0,219.0,559,5618
179.0,278.0,119.0,3618,3038
258.0,179.0,139.0,2348,689
378.0,119.0,199.0,7317,7495
259.0,199.0,139.0,2990,5831
298.0,99.0,159.0,4609,3197
219.0,119.0,99.0,5017,5490
120.0,339.0,379.0,143,557
199.0,219.0,278.0,4930,630
298.0,278.0,179.0,5850,171
238.0,139.0,179.0,4656,2183
219.0,159.0,159.0,628,1563
238.0,278.0,80.0,7195,834
159.0,199.0,119.0,2964,4796
199.0,139.0,179.0,2273,2327
179.0,139.0,179.0,7063,5295
159.0,119.0,99.0,6894,7527
139.0,199.0,179.0,729,6375
119.0,139.0,298.0,3907,4979
139.0,99.0,219.0,3231,6424
80.0,99.0,119.0,1431,4782
397.0,0.0,318.0,3488,2662
358.0,159.0,139.0,988,1600
139.0,99.0,139.0,1946,655
139.0,278.0,219.0,1805,6952
417.0,80.0,119.0,1965,5263
299.0,179.0,319.0,3715,7090
99.0,278.0,80.0,4270,7145
338.0,80.0,179.0,3458,445
258.0,278.0,159.0,3290,4521
100.0,199.0,99.0,2713,6241
139.0,139.0,159.0,1836,6301
278.0,99.0,139.0,2881,3884
199.0,199.0,278.0,5363,6593
219.0,99.0,179.0,5513,6814
239.0,80.0,119.0,5764,1190
159.0,139.0,159.0,3619,6711
179.0,199.0,119.0,1628,2673
120.0,339.0,259.0,5304,2948
358.0,219.0,139.0,4641,1307
139.0,159.0,139.0,467,2556
359.0,279.0,199.0,5923,6268
179.0,159.0,239.0,6367,875
99.0,397.0,99.0,3912,6561
258.0,139.0,119.0,4680,6458
139.0,119.0,298.0,1948,6506
179.0,199.0,159.0,1280,6407
398.0,219.0,259.0,7087,2675
139.0,258.0,238.0,3957,1652
219.0,139.0,219.0,1570,7316
258.0,338.0,179.0,4439,701
199.0,159.0,219.0,3243,4054
199.0,0.0,179.0,136,4248
99.0,179.0,199.0,2371,147
199.0,80.0,159.0,2209,5468
80.0,0.0,258.0,6269,2283
239.0,478.0,279.0,6373,1798
100.0,238.0,179.0,6477,1030
219.0,20.0,219.0,5204,7342
338.0,219.0,99.0,6928,459
219.0,139.0,199.0,289,2704
99.0,100.0,99.0,2902,3372
179.0,199.0,80.0,6190,7485
159.0,179.0,199.0,5857,7271
398.0,219.0,239.0,6520,2356
119.0,80.0,119.0,4744,4205
338.0,258.0,139.0,5912,74
139.0,80.0,139.0,6208,5207
99.0,179.0,219.0,57,6865
179.0,358.0,80.0,4786,3782
159.0,179.0,239.0,2803,1898
80.0,278.0,219.0,4637,2732
417.0,179.0,139.0,598,6231
318.0,159.0,119.0,7584,4452
179.0,238.0,179.0,7263,5681
159.0,159.0,99.0,6447,3951
80.0,99.0,80.0,1579,3673
239.0,219.0,199.0,7494,6484
159.0,139.0,139.0,4516,3231
159.0,100.0,99.0,2430,443
198.0,99.0,119.0,1418,4447
199.0,259.0,239.0,5527,4067
119.0,99.0,179.0,3289,648
179.0,259.0,279.0,1832,7538
239.0,219.0,279.0,167,5464
179.0,298.0,139.0,971,1961
139.0,0.0,139.0,1707,6030
99.0,159.0,80.0,5256,2964
139.0,80.0,159.0,7383,4389
259.0,179.0,179.0,3174,3643
179.0,80.0,239.0,5320,5677
159.0,119.0,119.0,6636,7281
80.0,80.0,139.0,7424,3841
278.0,99.0,159.0,536,5595
99.0,219.0,99.0,3138,851
119.0,119.0,99.0,129,6663
239.0,139.0,99.0,2538,2007
99.0,159.0,80.0,6969,5410
179.0,139.0,99.0,1799,6633
99.0,139.0,358.0,5824,4190
219.0,219.0,457.0,2481,3074
80.0,99.0,179.0,3268,903
338.0,179.0,219.0,4886,602
278.0,139.0,199.0,2265,7544
199.0,199.0,199.0,6770,4832
319.0,438.0,239.0,1224,2777
80.0,238.0,179.0,3095,5160
139.0,139.0,119.0,5286,453
218.0,99.0,139.0,6014,5954
279.0,20.0,199.0,2511,2786
119.0,80.0,119.0,4745,4325
338.0,219.0,219.0,6562,3046
159.0,0.0,199.0,7545,4266
238.0,219.0,199.0,1501,5085
99.0,99.0,80.0,6224,4531
159.0,119.0,219.0,4340,713
378.0,239.0,437.0,7553,1710
99.0,219.0,139.0,1673,4601
219.0,199.0,80.0,4917,1294
239.0,99.0,239.0,2968,6898
159.0,139.0,139.0,5345,6626
139.0,0.0,199.0,404,5203
179.0,199.0,159.0,7368,738
258.0,119.0,119.0,611,6643
437.0,139.0,179.0,1481,7212
119.0,179.0,119.0,379,1619
199.0,139.0,139.0,4071,1922
259.0,120.0,399.0,3573,5837
179.0,139.0,159.0,270,3950
100.0,119.0,139.0,1462,4272
179.0,179.0,239.0,3680,1472
119.0,219.0,119.0,7341,6747
199.0,99.0,99.0,2609,3694
298.0,199.0,80.0,665,5004
298.0,219.0,239.0,5442,4199
219.0,179.0,139.0,1172,6673
497.0,139.0,219.0,1599,6461
159.0,199.0,219.0,5578,3712
219.0,279.0,319.0,3813,3860
99.0,99.0,139.0,5245,7237
99.0,179.0,278.0,470,4157
99.0,80.0,119.0,7586,2898
139.0,239.0,219.0,2485,2544
80.0,159.0,199.0,5717,1891
80.0,80.0,80.0,4240,7078
278.0,139.0,139.0,5403,3136
139.0,179.0,199.0,3973,4382
80.0,119.0,99.0,375,1859
259.0,179.0,219.0,1388,3993
239.0,80.0,238.0,7515,3918
219.0,199.0,259.0,6449,3854
378.0,199.0,179.0,7140,400
119.0,99.0,119.0,2246,3618
159.0,99.0,219.0,2372,1753
239.0,379.0,419.0,7235,2810
278.0,0.0,199.0,5002,6864
119.0,139.0,80.0,4442,554
99.0,159.0,80.0,1893,6963
199.0,99.0,139.0,1480,1063
199.0,99.0,139.0,750,4008
99.0,119.0,99.0,4520,6746
199.0,199.0,199.0,2257,5110
199.0,179.0,278.0,146,1266
179.0,159.0,139.0,705,3112
179.0,199.0,80.0,7454,5432
239.0,239.0,179.0,2636,6467
99.0,199.0,139.0,7224,3010
239.0,199.0,179.0,2061,6071
99.0,179.0,397.0,7519,2086
80.0,99.0,99.0,4787,7137
199.0,0.0,99.0,4753,1100
318.0,219.0,179.0,4524,778
239.0,120.0,179.0,769,1026
159.0,199.0,99.0,5698,2492
219.0,258.0,179.0,7049,5167
199.0,179.0,219.0,7414,2184
119.0,119.0,80.0,5169,2320
179.0,99.0,99.0,1633,5107
239.0,258.0,318.0,1875,1912
139.0,139.0,139.0,2277,1594
179.0,80.0,99.0,5028,3024
239.0,99.0,139.0,4864,467
219.0,557.0,179.0,4146,5712
179.0,139.0,179.0,3851,6210
179.0,179.0,179.0,212,7018
119.0,219.0,80.0,3272,5705
139.0,179.0,139.0,207,4292
219.0,199.0,139.0,4017,2619
279.0,239.0,179.0,5418,2087
139.0,179.0,219.0,3517,1745
99.0,139.0,219.0,5724,5639
357.0,139.0,99.0,3965,4523
179.0,139.0,139.0,6101,3750
199.0,139.0,139.0,160,1247
159.0,259.0,258.0,2035,1970
199.0,0.0,139.0,2333,2513
99.0,179.0,139.0,7354,3067
159.0,100.0,298.0,5678,1411
219.0,119.0,139.0,5318,3445
399.0,20.0,140.0,6788,6372
179.0,99.0,278.0,7556,3425
99.0,100.0,139.0,1898,1444
239.0,139.0,258.0,4360,3612
159.0,159.0,239.0,5471,3471
318.0,119.0,179.0,1760,1785
238.0,239.0,159.0,4118,2941
199.0,179.0,219.0,6614,5688
139.0,338.0,99.0,5172,6478
219.0,159.0,238.0,7314,6457
119.0,99.0,199.0,1302,4356
80.0,179.0,80.0,6961,235
99.0,179.0,199.0,2127,4373
278.0,239.0,258.0,322,7312
239.0,139.0,179.0,6771,6529
199.0,119.0,119.0,5878,6892
80.0,179.0,99.0,7173,1981
478.0,279.0,179.0,3613,2932
159.0,179.0,199.0,4766,3760
160.0,0.0,139.0,6592,200
119.0,139.0,179.0,3386,5615
219.0,239.0,259.0,7567,1620
298.0,0.0,179.0,5495,5403
139.0,179.0,179.0,1737,6350
179.0,139.0,80.0,2510,6545
99.0,179.0,259.0,1523,6604
99.0,139.0,80.0,3625,6763
179.0,179.0,80.0,2005,7064
258.0,100.0,119.0,5946,1464
219.0,219.0,199.0,2723,5371
119.0,139.0,219.0,3876,7011
100.0,219.0,139.0,5274,5147
160.0,80.0,179.0,2123,6255
218.0,258.0,278.0,1352,401
99.0,139.0,99.0,7482,1566
199.0,119.0,219.0,1919,7545
458.0,0.0,219.0,2628,7077
119.0,219.0,219.0,4579,1759
159.0,119.0,278.0,2113,164
159.0,119.0,278.0,4161,4265
238.0,238.0,80.0,1834,477
179.0,139.0,100.0,886,1110
258.0,99.0,80.0,2119,1599
139.0,159.0,239.0,1170,1835
397.0,219.0,199.0,6755,2445
298.0,139.0,159.0,4883,3972
139.0,219.0,159.0,1503,2834
159.0,99.0,179.0,133,3412
219.0,179.0,518.0,2930,4917
239.0,179.0,379.0,3586,6666
179.0,99.0,238.0,7606,196
219.0,239.0,497.0,6673,1301
119.0,119.0,80.0,6432,963
139.0,99.0,179.0,7232,1018
379.0,139.0,80.0,2621,5729
139.0,99.0,99.0,4391,465
498.0,199.0,199.0,3540,5253
80.0,80.0,119.0,6081,4023
159.0,179.0,80.0,6532,3230
139.0,139.0,219.0,7392,3747
219.0,99.0,119.0,7117,4006
99.0,199.0,199.0,2125,50
119.0,159.0,99.0,1861,10
199.0,99.0,99.0,1274,1831
99.0,417.0,119.0,2518,3208
179.0,100.0,219.0,2471,2541
399.0,199.0,279.0,3738,2667
199.0,219.0,239.0,6558,1671
219.0,179.0,179.0,2548,5667
139.0,358.0,139.0,1146,3796
139.0,139.0,179.0,1025,1630
179.0,139.0,99.0,6022,1245
99.0,119.0,119.0,6659,2784
319.0,399.0,20.0,5870,6356
238.0,239.0,99.0,974,3479
259.0,99.0,119.0,3737,6019
100.0,179.0,159.0,2606,7139
139.0,179.0,99.0,1557,3360
139.0,159.0,159.0,2924,4811
179.0,199.0,80.0,2666,580
139.0,119.0,199.0,756,2869
179.0,80.0,139.0,2397,2726
100.0,0.0,199.0,5503,1881
179.0,80.0,100.0,7076,5763
417.0,80.0,159.0,2013,7472
159.0,99.0,139.0,3428,3580
219.0,139.0,417.0,3712,4011
119.0,139.0,139.0,7509,2936
179.0,219.0,159.0,3789,5568
119.0,139.0,139.0,1026,7518
238.0,99.0,219.0,4186,3257
379.0,199.0,219.0,1778,6615
139.0,80.0,139.0,4050,7416
159.0,159.0,219.0,5293,7363
99.0,139.0,219.0,4387,7290
139.0,80.0,139.0,5839,5782
259.0,119.0,199.0,206,2555
99.0,298.0,239.0,3503,4730
219.0,119.0,80.0,6116,3504
259.0,199.0,120.0,252,5803
139.0,159.0,139.0,7592,6628
99.0,80.0,119.0,6693,7424
119.0,139.0,159.0,2991,390
219.0,99.0,159.0,5892,2182
258.0,258.0,239.0,6451,1340
80.0,139.0,159.0,5926,7456
139.0,99.0,139.0,6724,3371
119.0,258.0,219.0,5749,7094
99.0,139.0,139.0,1767,6283
100.0,99.0,159.0,389,6792
159.0,99.0,219.0,4099,269
119.0,99.0,179.0,3341,5388
139.0,99.0,179.0,5952,7131
119.0,239.0,99.0,6925,2478
199.0,219.0,179.0,4763,2688
199.0,80.0,99.0,1868,4055
159.0,99.0,99.0,764,3376
199.0,139.0,99.0,4859,150
179.0,139.0,219.0,906,3190
199.0,20.0,319.0,5618,1613
139.0,99.0,179.0,3385,6837
159.0,119.0,139.0,1243,4891
259.0,179.0,438.0,874,642
100.0,99.0,258.0,1133,7228
299.0,199.0,299.0,3849,2006
238.0,159.0,80.0,3391,830
198.0,139.0,139.0,5637,4093
219.0,339.0,20.0,3357,2598
80.0,99.0,119.0,70,32
238.0,259.0,139.0,5734,67
914.0,159.0,99.0,5512,7551
99.0,99.0,99.0,7185,5592
319.0,279.0,219.0,4180,1921
258.0,0.0,179.0,1693,1437
179.0,199.0,139.0,5964,5261
159.0,199.0,119.0,1212,4497
139.0,338.0,80.0,3359,6275
139.0,139.0,139.0,4207,925
99.0,179.0,99.0,6284,3338
1114.0,0.0,199.0,1880,6901
219.0,298.0,179.0,1780,5683
139.0,219.0,278.0,2159,6575
139.0,119.0,238.0,2637,3129
238.0,80.0,139.0,6417,1109
179.0,398.0,119.0,5303,1675
179.0,219.0,259.0,1363,1477
179.0,99.0,219.0,1578,1807
298.0,159.0,139.0,2275,1615
199.0,179.0,139.0,3078,386
180.0,0.0,199.0,1641,2333
199.0,219.0,139.0,4250,1131
258.0,199.0,219.0,5789,7040
179.0,199.0,199.0,5145,2450
318.0,159.0,159.0,3518,676
139.0,80.0,139.0,6691,6311
298.0,159.0,179.0,5357,1476
199.0,179.0,159.0,4743,4941
199.0,258.0,119.0,4205,680
656.0,298.0,159.0,4615,5735
179.0,199.0,99.0,955,6499
179.0,139.0,179.0,931,5717
219.0,139.0,139.0,1401,1570
139.0,159.0,179.0,4089,1583
179.0,139.0,159.0,7196,3086
139.0,298.0,199.0,728,7085
139.0,258.0,159.0,451,2287
159.0,278.0,179.0,4420,2402
378.0,159.0,179.0,2272,1319
100.0,20.0,259.0,2712,2874
278.0,258.0,219.0,1684,6542
119.0,139.0,119.0,7250,3576
80.0,80.0,99.0,2860,7017
139.0,179.0,99.0,7262,3645
80.0,119.0,219.0,1489,2711
754.0,0.0,139.0,7283,4609
179.0,99.0,139.0,2625,1478
99.0,99.0,179.0,5054,2749
119.0,179.0,179.0,185,6553
139.0,298.0,258.0,5587,4091
338.0,99.0,378.0,4556,6894
139.0,139.0,99.0,5593,3904
338.0,219.0,298.0,655,7463
359.0,1036.0,359.0,211,7382
239.0,199.0,159.0,984,1887
139.0,159.0,179.0,4305,6805
179.0,139.0,80.0,4061,766
318.0,80.0,238.0,3430,3818
278.0,0.0,159.0,2608,5354
239.0,20.0,20.0,5924,4634
477.0,219.0,179.0,2800,7399
278.0,80.0,278.0,6814,1182
80.0,179.0,179.0,4794,2731
119.0,99.0,119.0,6018,1048
199.0,258.0,179.0,3522,737
199.0,20.0,219.0,2019,4954
119.0,219.0,139.0,3338,4014
238.0,219.0,99.0,3631,1709
159.0,159.0,179.0,1988,3705
179.0,219.0,279.0,1791,860
338.0,100.0,219.0,5963,4141
399.0,438.0,279.0,3480,311
160.0,119.0,80.0,1697,1886
239.0,139.0,139.0,2414,388
139.0,179.0,119.0,4053,2035
139.0,99.0,199.0,1655,3370
199.0,139.0,318.0,7023,1409
219.0,139.0,119.0,2271,4492
99.0,100.0,159.0,6204,5119
139.0,139.0,238.0,5366,5726
198.0,179.0,219.0,4936,5288
119.0,179.0,199.0,6207,5104
20.0,199.0,199.0,4678,7362
80.0,179.0,159.0,7150,1628
99.0,0.0,80.0,5835,4397
299.0,279.0,199.0,383,6936
278.0,0.0,99.0,7508,3866
338.0,179.0,159.0,5104,1219
159.0,139.0,139.0,1814,1878
159.0,119.0,239.0,2656,2952
219.0,99.0,80.0,6039,2384
179.0,100.0,139.0,1846,2728
179.0,179.0,159.0,1259,1090
100.0,80.0,358.0,4554,4705
179.0,99.0,99.0,3927,6645
159.0,199.0,139.0,7539,7470
219.0,139.0,199.0,66,4113
258.0,80.0,219.0,3170,6182
497.0,80.0,119.0,1459,4085
536.0,199.0,179.0,3937,3160
80.0,80.0,99.0,7097,5283
119.0,139.0,119.0,3776,5556
199.0,199.0,179.0,3024,6727
99.0,219.0,338.0,6274,2606
199.0,179.0,279.0,1757,382
80.0,99.0,99.0,1246,1622
