all/school_gender.csv.DBN,all/school_gender.csv.chool Name,all/school_gender.csv.Grade,all/school_gender.csv.Year,all/school_gender.csv.Category,all/school_gender.csv.Number Tested,all/school_gender.csv.Mean Scale Score,all/school_gender.csv.Level1_N,all/school_gender.csv.Level1_%,all/school_gender.csv.Level2_N,all/school_gender.csv.Level2_%,all/school_gender.csv.Level3_N,all/school_gender.csv.Level3_%,all/school_gender.csv.Level4_N,all/school_gender.csv.Level4_%,all/school_gender.csv.Level3+4_N,all/school_gender.csv.Level3+4_%
04M206,PS 206 JOSE CELSO BARBOSA,6,2014,Male,23,274.0,13.0,56.5,8.0,34.8,2.0,8.7,0.0,0.0,2.0,8.7
08X304,PS 304 EARLY CHILDHOOD SCHOOL,3,2015,Female,41,322.0,5.0,12.2,19.0,46.3,10.0,24.4,7.0,17.1,17.0,41.5
04M057,JAMES WELDON JOHNSON,7,2015,Female,41,300.0,13.0,31.7,19.0,46.3,8.0,19.5,1.0,2.4,9.0,22.0
07X296,OUTH BRONX ACADEMY FOR APPLIED MEDIA,All Grades,2017,Female,131,296.0,37.0,28.2,61.0,46.6,28.0,21.4,5.0,3.8,33.0,25.2
06M278,PAULA HEDBAVNY SCHOOL,7,2017,Male,28,324.0,1.0,3.6,11.0,39.3,8.0,28.6,8.0,28.6,16.0,57.1
11X169,BAYCHESTER ACADEMY,3,2014,Female,32,298.0,10.0,31.3,11.0,34.4,11.0,34.4,0.0,0.0,11.0,34.4
06M326,MS 326  WRITERS TODAY & LEADERS TOMORROW,All Grades,2016,Female,74,292.0,24.0,32.4,30.0,40.5,16.0,21.6,4.0,5.4,20.0,27.0
10X141,RIVERDALE  KINGSBRIDGE ACADEMY  MIDDLE SCHOOL  HS 141,7,2014,Female,92,308.0,16.0,17.4,40.0,43.5,27.0,29.3,9.0,9.8,36.0,39.1
30Q078,PSIS 78Q,6,2015,Female,17,322.0,1.0,5.9,7.0,41.2,2.0,11.8,7.0,41.2,9.0,52.9
20K192,PS 192  THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,All Grades,2015,Female,169,300.0,42.0,24.9,74.0,43.8,45.0,26.6,8.0,4.7,53.0,31.4
19K404,ACADEMY FOR YOUNG WRITERS,7,2016,Female,34,301.0,7.0,20.6,17.0,50.0,10.0,29.4,0.0,0.0,10.0,29.4
02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,8,2016,Female,107,347.0,1.0,0.9,3.0,2.8,39.0,36.4,64.0,59.8,103.0,96.3
30Q076,PS 076 WILLIAM HALLET,4,2016,Male,29,281.0,17.0,58.6,7.0,24.1,5.0,17.2,0.0,0.0,5.0,17.2
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,7,2017,Female,35,345.0,0.0,0.0,0.0,0.0,16.0,45.7,19.0,54.3,35.0,100.0
06M018,PS 018 PARK TERRACE,8,2014,Male,33,263.0,27.0,81.8,5.0,15.2,1.0,3.0,0.0,0.0,1.0,3.0
10X020,PSMS 20 POGEORGE J WERDANN III,4,2014,Female,59,294.0,25.0,42.4,19.0,32.2,14.0,23.7,1.0,1.7,15.0,25.4
04M206,PS 206 JOSE CELSO BARBOSA,5,2015,Male,29,290.0,12.0,41.4,12.0,41.4,4.0,13.8,1.0,3.4,5.0,17.2
05M046,PS 046 ARTHUR TAPPAN,All Grades,2013,Female,236,284.0,120.0,50.8,82.0,34.7,29.0,12.3,5.0,2.1,34.0,14.4
21K099,PS 099 ISAAC ASIMOV,6,2015,Female,36,306.0,7.0,19.4,16.0,44.4,11.0,30.6,2.0,5.6,13.0,36.1
14K034,PS 034 OLIVER H PERRY,5,2015,Male,27,313.0,3.0,11.1,13.0,48.1,9.0,33.3,2.0,7.4,11.0,40.7
08X131,JHS 131 ALBERT EINSTEIN,7,2016,Male,73,272.0,48.0,65.8,20.0,27.4,5.0,6.8,0.0,0.0,5.0,6.8
04M096,PS 096 JOSEPH LANZETTA,All Grades,2017,Female,132,294.0,41.0,31.1,67.0,50.8,18.0,13.6,6.0,4.5,24.0,18.2
14K132,PS 132 THE CONSELYEA SCHOOL,All Grades,2015,Male,151,319.0,20.0,13.2,52.0,34.4,55.0,36.4,24.0,15.9,79.0,52.3
03M208,PS 208 ALAIN L LOCKE,All Grades,2015,Female,74,288.0,37.0,50.0,25.0,33.8,11.0,14.9,1.0,1.4,12.0,16.2
17K092,PS 092 ADRIAN HEGEMAN,5,2015,Female,19,281.0,13.0,68.4,5.0,26.3,1.0,5.3,0.0,0.0,1.0,5.3
21K228,IS 228 DAVID A BOODY,6,2013,Female,150,297.0,48.0,32.0,71.0,47.3,17.0,11.3,14.0,9.3,31.0,20.7
08X366,URBAN ASSEMBLY ACADEMY OF CIVIC ENGAGEMENT,All Grades,2015,Male,92,276.0,59.0,64.1,31.0,33.7,0.0,0.0,2.0,2.2,2.0,2.2
12X316,KAPPA III,7,2016,Male,52,295.0,17.0,32.7,22.0,42.3,11.0,21.2,2.0,3.8,13.0,25.0
19K364,IS 364 GATEWAY,8,2016,Female,57,313.0,7.0,12.3,22.0,38.6,19.0,33.3,9.0,15.8,28.0,49.1
11X105,PS 105 SEN ABRAHAM BERNSTEIN,4,2017,Male,123,310.0,19.0,15.4,50.0,40.7,37.0,30.1,17.0,13.8,54.0,43.9
02M167,JHS 167 ROBERT F WAGNER,All Grades,2017,Female,605,333.0,24.0,4.0,105.0,17.4,227.0,37.5,249.0,41.2,476.0,78.7
22K255,PS 255 BARBARA REING SCHOOL,4,2015,Female,56,313.0,13.0,23.2,13.0,23.2,18.0,32.1,12.0,21.4,30.0,53.6
22K236,PS 236 MILL BASIN,5,2017,Male,33,325.0,6.0,18.2,7.0,21.2,8.0,24.2,12.0,36.4,20.0,60.6
30Q141,IS 141 THE STEINWAY,6,2014,Male,197,306.0,33.0,16.8,96.0,48.7,44.0,22.3,24.0,12.2,68.0,34.5
31R050,PS 050 FRANK HANKINSON,All Grades,2015,Male,213,325.0,34.0,16.0,46.0,21.6,67.0,31.5,66.0,31.0,133.0,62.4
29Q035,PS 035 NATHANIEL WOODHULL,3,2015,Male,53,278.0,34.0,64.2,14.0,26.4,5.0,9.4,0.0,0.0,5.0,9.4
06M132,PS 132 JUAN PABLO DUARTE,3,2014,Female,49,282.0,26.0,53.1,15.0,30.6,8.0,16.3,0.0,0.0,8.0,16.3
04M096,PS 096 JOSEPH LANZETTA,4,2017,Female,18,304.0,4.0,22.2,7.0,38.9,4.0,22.2,3.0,16.7,7.0,38.9
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,6,2015,Male,87,284.0,39.0,44.8,37.0,42.5,11.0,12.6,0.0,0.0,11.0,12.6
11X532,BAYCHESTER MIDDLE SCHOOL,6,2014,Male,43,282.0,18.0,41.9,18.0,41.9,6.0,14.0,1.0,2.3,7.0,16.3
09X413,BRONX HS FOR MEDICAL SCIENCE,8,2014,Male,23,288.0,7.0,30.4,11.0,47.8,4.0,17.4,1.0,4.3,5.0,21.7
10X459,EAST FORDHAM ACADEMY FOR THE ARTS,6,2014,Female,55,280.0,26.0,47.3,26.0,47.3,3.0,5.5,0.0,0.0,3.0,5.5
20K205,PS 205 CLARION,All Grades,2013,Male,189,300.0,51.0,27.0,79.0,41.8,48.0,25.4,11.0,5.8,59.0,31.2
14K120,PS 120 CARLOS TAPIA,4,2017,Male,22,291.0,9.0,40.9,3.0,13.6,8.0,36.4,2.0,9.1,10.0,45.5
06M028,PS 028 WRIGHT BROTHERS,3,2013,Female,64,289.0,29.0,45.3,24.0,37.5,10.0,15.6,1.0,1.6,11.0,17.2
14K196,PS 196 TEN EYCK,3,2013,Female,33,301.0,8.0,24.2,19.0,57.6,5.0,15.2,1.0,3.0,6.0,18.2
15K107,PS 107 JOHN W KIMBALL,3,2016,Male,36,337.0,2.0,5.6,5.0,13.9,21.0,58.3,8.0,22.2,29.0,80.6
03M180,PS 180 HUGO NEWMAN,7,2014,Male,24,285.0,13.0,54.2,7.0,29.2,4.0,16.7,0.0,0.0,4.0,16.7
17K394,MS K394,7,2014,Male,42,284.0,21.0,50.0,20.0,47.6,1.0,2.4,0.0,0.0,1.0,2.4
14K120,PS 120 CARLOS TAPIA,5,2017,Male,30,303.0,7.0,23.3,13.0,43.3,7.0,23.3,3.0,10.0,10.0,33.3
04M182,THE BILINGUAL BICULTURAL SCHOOL,All Grades,2015,Male,78,293.0,32.0,41.0,32.0,41.0,13.0,16.7,1.0,1.3,14.0,17.9
20K220,JHS 220 JOHN J PERSHING,6,2016,Female,216,301.0,48.0,22.2,91.0,42.1,49.0,22.7,28.0,13.0,77.0,35.6
30Q151,PS 151 MARY D CARTER,All Grades,2014,Female,91,287.0,42.0,46.2,36.0,39.6,7.0,7.7,6.0,6.6,13.0,14.3
21K121,PS 121 NELSON A ROCKEFELLER,4,2016,Female,20,310.0,2.0,10.0,11.0,55.0,5.0,25.0,2.0,10.0,7.0,35.0
14K084,PS 084 JOSE DE DIEGO,3,2013,Male,24,295.0,11.0,45.8,8.0,33.3,4.0,16.7,1.0,4.2,5.0,20.8
32K116,PS 116 ELIZABETH L FARRELL,All Grades,2013,Female,142,293.0,65.0,45.8,49.0,34.5,23.0,16.2,5.0,3.5,28.0,19.7
29Q208,PSIS 208,7,2013,Male,34,294.0,13.0,38.2,18.0,52.9,2.0,5.9,1.0,2.9,3.0,8.8
23K137,PSIS 137 RACHEL JEAN MITCHELL,3,2016,Female,10,304.0,2.0,20.0,6.0,60.0,2.0,20.0,0.0,0.0,2.0,20.0
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,6,2016,Male,42,275.0,21.0,50.0,16.0,38.1,3.0,7.1,2.0,4.8,5.0,11.9
20K227,JHS 227 EDWARD B SHALLOW,7,2013,Male,252,281.0,123.0,48.8,87.0,34.5,38.0,15.1,4.0,1.6,42.0,16.7
29Q035,PS 035 NATHANIEL WOODHULL,All Grades,2014,Female,173,301.0,53.0,30.6,64.0,37.0,48.0,27.7,8.0,4.6,56.0,32.4
24Q087,PSIS 087 MIDDLE VILLAGE,3,2016,Male,25,314.0,4.0,16.0,12.0,48.0,8.0,32.0,1.0,4.0,9.0,36.0
29Q195,PS 195 WILLIAM HABERLE,5,2014,Male,54,291.0,23.0,42.6,20.0,37.0,7.0,13.0,4.0,7.4,11.0,20.4
29Q116,PSIS 116 WILLIAM C HUGHLEY,3,2013,Male,38,275.0,26.0,68.4,11.0,28.9,1.0,2.6,0.0,0.0,1.0,2.6
23K323,PSIS 323,All Grades,2014,Female,154,301.0,39.0,25.3,73.0,47.4,31.0,20.1,11.0,7.1,42.0,27.3
06M368,HAMILTON HEIGHTS SCHOOL,All Grades,2014,Female,22,292.0,6.0,27.3,10.0,45.5,5.0,22.7,1.0,4.5,6.0,27.3
04M037,RIVER EAST ELEMENTARY,3,2016,Male,8,301.0,3.0,37.5,3.0,37.5,2.0,25.0,0.0,0.0,2.0,25.0
26Q018,PS 018 WINCHESTER,4,2016,Female,43,338.0,2.0,4.7,4.0,9.3,17.0,39.5,20.0,46.5,37.0,86.0
10X032,PS 032 BELMONT,All Grades,2017,Male,164,290.0,70.0,42.7,53.0,32.3,38.0,23.2,3.0,1.8,41.0,25.0
02M151,YORKVILLE COMMUNITY SCHOOL,5,2015,Female,37,314.0,9.0,24.3,11.0,29.7,6.0,16.2,11.0,29.7,17.0,45.9
10X254,IS 254,6,2016,Male,75,262.0,54.0,72.0,19.0,25.3,2.0,2.7,0.0,0.0,2.0,2.7
10X056,PS 056 NORWOOD HEIGHTS,All Grades,2013,Male,143,297.0,50.0,35.0,63.0,44.1,19.0,13.3,11.0,7.7,30.0,21.0
20K310,THE SCHOOL FOR FUTURE LEADERS,All Grades,2016,Female,109,323.0,12.0,11.0,35.0,32.1,41.0,37.6,21.0,19.3,62.0,56.9
17K181,PS 181 BROOKLYN,3,2014,Male,66,286.0,34.0,51.5,25.0,37.9,6.0,9.1,1.0,1.5,7.0,10.6
02M413,CHOOL OF THE FUTURE HS,8,2017,Female,31,330.0,0.0,0.0,8.0,25.8,13.0,41.9,10.0,32.3,23.0,74.2
12X212,PS 212,4,2016,Female,24,291.0,11.0,45.8,9.0,37.5,3.0,12.5,1.0,4.2,4.0,16.7
10X291,PS 291,4,2014,Male,60,283.0,29.0,48.3,19.0,31.7,10.0,16.7,2.0,3.3,12.0,20.0
12X383,EMOLIOR ACADEMY,All Grades,2013,Female,106,275.0,63.0,59.4,37.0,34.9,6.0,5.7,0.0,0.0,6.0,5.7
02M260,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,6,2015,Female,71,332.0,1.0,1.4,20.0,28.2,17.0,23.9,33.0,46.5,50.0,70.4
11X083,PS 083 DONALD HERTZ,8,2013,Male,99,293.0,34.0,34.3,41.0,41.4,18.0,18.2,6.0,6.1,24.0,24.2
28Q055,PS 055 MAURE,3,2013,Female,36,304.0,9.0,25.0,19.0,52.8,7.0,19.4,1.0,2.8,8.0,22.2
27Q253,PS 253,5,2015,Male,35,268.0,24.0,68.6,6.0,17.1,5.0,14.3,0.0,0.0,5.0,14.3
06M143,JHS 143 ELEANOR ROOSEVELT,6,2016,Male,55,252.0,42.0,76.4,11.0,20.0,1.0,1.8,1.0,1.8,2.0,3.6
29Q109,JEAN NUZZI INTERMEDIATE SCHOOL,7,2015,Male,162,289.0,76.0,46.9,51.0,31.5,34.0,21.0,1.0,0.6,35.0,21.6
13K351,THE URBAN ASSEMBLY UNISON SCHOOL,8,2017,Male,25,281.0,11.0,44.0,8.0,32.0,5.0,20.0,1.0,4.0,6.0,24.0
27Q232,PS 232 LINDENWOOD,4,2014,Female,67,331.0,2.0,3.0,20.0,29.9,25.0,37.3,20.0,29.9,45.0,67.2
08X182,PS 182,All Grades,2015,Male,193,293.0,74.0,38.3,81.0,42.0,28.0,14.5,10.0,5.2,38.0,19.7
23K150,PS 150 CHRISTOPHER,3,2017,Female,12,274.0,8.0,66.7,4.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0
21K212,PS 212 LADY DEBORAH MOODY,4,2013,Female,37,298.0,10.0,27.0,21.0,56.8,6.0,16.2,0.0,0.0,6.0,16.2
15K029,PS 029 JOHN M HARRIGAN,5,2017,Female,56,340.0,3.0,5.4,9.0,16.1,19.0,33.9,25.0,44.6,44.0,78.6
16K028,PS 028 THE WARREN PREP ACADEMY,3,2014,Female,16,290.0,7.0,43.8,6.0,37.5,3.0,18.8,0.0,0.0,3.0,18.8
14K614,YOUNG WOMEN S LEADERSHIP SCHOOL OF BROOKLYN,6,2014,Female,40,295.0,11.0,27.5,22.0,55.0,5.0,12.5,2.0,5.0,7.0,17.5
20K180,THE SEEALL ACADEMY,8,2015,Female,62,324.0,4.0,6.5,12.0,19.4,31.0,50.0,15.0,24.2,46.0,74.2
26Q191,PS 191 MAYFLOWER,4,2013,Male,23,316.0,2.0,8.7,9.0,39.1,9.0,39.1,3.0,13.0,12.0,52.2
01M134,PS 134 HENRIETTA SZOLD,4,2013,Female,35,292.0,12.0,34.3,18.0,51.4,5.0,14.3,0.0,0.0,5.0,14.3
06M008,PS 008 LUIS BELLIARD,All Grades,2017,Male,102,285.0,53.0,52.0,33.0,32.4,13.0,12.7,3.0,2.9,16.0,15.7
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,6,2015,Female,52,288.0,16.0,30.8,30.0,57.7,6.0,11.5,0.0,0.0,6.0,11.5
32K383,JHS 383 PHILIPPA SCHUYLER,7,2016,Female,163,324.0,10.0,6.1,48.0,29.4,68.0,41.7,37.0,22.7,105.0,64.4
09X109,PS 109 SEDGWICK,5,2017,Female,49,298.0,18.0,36.7,16.0,32.7,12.0,24.5,3.0,6.1,15.0,30.6
25Q079,PS 079 FRANCIS LEWIS,5,2016,Male,71,312.0,13.0,18.3,29.0,40.8,19.0,26.8,10.0,14.1,29.0,40.8
17K352,EBBETS FIELD MIDDLE SCHOOL,8,2015,Male,37,275.0,24.0,64.9,13.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0
19K089,PS 089 CYPRESS HILLS,All Grades,2015,Female,149,286.0,67.0,45.0,55.0,36.9,20.0,13.4,7.0,4.7,27.0,18.1
24Q013,PS 013 CLEMENT C MOORE,5,2016,Female,105,312.0,20.0,19.0,39.0,37.1,30.0,28.6,16.0,15.2,46.0,43.8
27Q042,PSMS 042 R VERNAM,7,2016,Female,31,290.0,14.0,45.2,15.0,48.4,2.0,6.5,0.0,0.0,2.0,6.5
30Q127,PS 127 AEROSPACE SCIENCE MAGNET SCHOOL,All Grades,2013,Female,407,292.0,169.0,41.5,159.0,39.1,66.0,16.2,13.0,3.2,79.0,19.4
22K234,JHS 234 ARTHUR W CUNNINGHAM,6,2013,Male,303,315.0,52.0,17.2,105.0,34.7,65.0,21.5,81.0,26.7,146.0,48.2
02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,6,2016,Male,54,301.0,12.0,22.2,21.0,38.9,19.0,35.2,2.0,3.7,21.0,38.9
01M064,PS 064 ROBERT SIMON,4,2015,Female,18,303.0,3.0,16.7,9.0,50.0,6.0,33.3,0.0,0.0,6.0,33.3
10X206,IS 206 ANN MERSEREAU,7,2016,Male,34,288.0,14.0,41.2,16.0,47.1,4.0,11.8,0.0,0.0,4.0,11.8
16K627,BRIGHTER CHOICE COMMUNITY SCHOOL,4,2017,Female,17,327.0,1.0,5.9,3.0,17.6,8.0,47.1,5.0,29.4,13.0,76.5
28Q196,PS 196 GRAND CENTRAL PARKWAY,5,2014,Female,49,324.0,7.0,14.3,12.0,24.5,21.0,42.9,9.0,18.4,30.0,61.2
11X096,PS 096 RICHARD RODGERS,3,2014,Male,86,288.0,39.0,45.3,32.0,37.2,14.0,16.3,1.0,1.2,15.0,17.4
27Q123,PS 123,All Grades,2017,Male,145,299.0,49.0,33.8,47.0,32.4,40.0,27.6,9.0,6.2,49.0,33.8
23K150,PS 150 CHRISTOPHER,3,2013,Male,25,281.0,16.0,64.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
17K191,PS 191 PAUL ROBESON,5,2017,Male,10,308.0,2.0,20.0,5.0,50.0,3.0,30.0,0.0,0.0,3.0,30.0
25Q020,PS 020 JOHN BOWNE,4,2016,Female,124,315.0,17.0,13.7,45.0,36.3,39.0,31.5,23.0,18.5,62.0,50.0
02M001,PS 001 ALFRED E SMITH,All Grades,2015,Male,109,296.0,37.0,33.9,42.0,38.5,21.0,19.3,9.0,8.3,30.0,27.5
32K377,PS 377 ALEJANDRINA B DE GAUTIER,6,2015,Male,28,273.0,19.0,67.9,6.0,21.4,1.0,3.6,2.0,7.1,3.0,10.7
15K131,PS 131 BROOKLYN,All Grades,2013,Female,197,304.0,42.0,21.3,96.0,48.7,49.0,24.9,10.0,5.1,59.0,29.9
01M110,PS 110 FLORENCE NIGHTINGALE,4,2016,Male,23,324.0,2.0,8.7,6.0,26.1,8.0,34.8,7.0,30.4,15.0,65.2
18K279,PS 279 HERMAN SCHREIBER,5,2013,Male,40,301.0,11.0,27.5,18.0,45.0,10.0,25.0,1.0,2.5,11.0,27.5
25Q022,PS 022 THOMAS JEFFERSON,All Grades,2015,Male,169,309.0,32.0,18.9,67.0,39.6,56.0,33.1,14.0,8.3,70.0,41.4
08X071,PS 071 ROSE E SCALA,3,2014,Male,95,289.0,42.0,44.2,29.0,30.5,23.0,24.2,1.0,1.1,24.0,25.3
08X146,PS 146 EDWARD COLLINS,5,2014,Male,24,280.0,14.0,58.3,8.0,33.3,1.0,4.2,1.0,4.2,2.0,8.3
09X218,PSIS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,3,2017,Female,50,304.0,13.0,26.0,23.0,46.0,13.0,26.0,1.0,2.0,14.0,28.0
29Q034,PS 034 JOHN HARVARD,3,2017,Female,43,324.0,9.0,20.9,8.0,18.6,17.0,39.5,9.0,20.9,26.0,60.5
02M002,PS 002 MEYER LONDON,3,2015,Female,50,315.0,7.0,14.0,15.0,30.0,25.0,50.0,3.0,6.0,28.0,56.0
03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,All Grades,2013,Female,40,279.0,24.0,60.0,15.0,37.5,0.0,0.0,1.0,2.5,1.0,2.5
08X107,PS 107,All Grades,2017,Male,119,297.0,37.0,31.1,43.0,36.1,36.0,30.3,3.0,2.5,39.0,32.8
28Q086,PS Q086,5,2013,Male,121,290.0,57.0,47.1,43.0,35.5,19.0,15.7,2.0,1.7,21.0,17.4
22K139,PS 139 ALEXINE A FENTY,5,2013,Male,86,296.0,29.0,33.7,39.0,45.3,15.0,17.4,3.0,3.5,18.0,20.9
21K226,PS 226 ALFRED DE BMASON,3,2014,Male,65,305.0,16.0,24.6,22.0,33.8,24.0,36.9,3.0,4.6,27.0,41.5
19K065,PS 065,All Grades,2013,Female,158,304.0,42.0,26.6,72.0,45.6,32.0,20.3,12.0,7.6,44.0,27.8
23K323,PSIS 323,7,2014,Female,27,292.0,13.0,48.1,9.0,33.3,5.0,18.5,0.0,0.0,5.0,18.5
30Q002,PS 002 ALFRED ZIMBERG,All Grades,2013,Male,175,297.0,61.0,34.9,72.0,41.1,30.0,17.1,12.0,6.9,42.0,24.0
16K584,MS 584,6,2017,Female,11,270.0,8.0,72.7,3.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,All Grades,2014,Male,32,273.0,20.0,62.5,9.0,28.1,3.0,9.4,0.0,0.0,3.0,9.4
20K104,PSIS 104 THE FORT HAMILTON SCHOOL,7,2015,Male,83,306.0,18.0,21.7,32.0,38.6,28.0,33.7,5.0,6.0,33.0,39.8
30Q078,PSIS 78Q,All Grades,2015,Male,100,308.0,24.0,24.0,44.0,44.0,21.0,21.0,11.0,11.0,32.0,32.0
02M442,BALLET TECH NYC PUBLIC SCHOOL FOR DANCE,All Grades,2017,Male,66,325.0,0.0,0.0,19.0,28.8,30.0,45.5,17.0,25.8,47.0,71.2
28Q896,YOUNG WOMEN S LEADERSHIP SCHOOL QUEENS,7,2014,Female,71,320.0,5.0,7.0,24.0,33.8,33.0,46.5,9.0,12.7,42.0,59.2
11X498,PSMS 11X498  VAN NEST ACADEMY,3,2017,Female,30,319.0,2.0,6.7,14.0,46.7,14.0,46.7,0.0,0.0,14.0,46.7
28Q220,PS 220 EDWARD MANDEL,All Grades,2015,Female,153,303.0,50.0,32.7,40.0,26.1,38.0,24.8,25.0,16.3,63.0,41.2
25Q214,PS 214 CADWALLADER COLDEN,4,2016,Female,42,316.0,5.0,11.9,17.0,40.5,10.0,23.8,10.0,23.8,20.0,47.6
15K442,MS 442 CARROLL GARDENS SCHOOL FOR INNOVATION,8,2017,Male,36,301.0,7.0,19.4,19.0,52.8,10.0,27.8,0.0,0.0,10.0,27.8
22K139,PS 139 ALEXINE A FENTY,4,2015,Female,69,300.0,19.0,27.5,30.0,43.5,15.0,21.7,5.0,7.2,20.0,29.0
10X024,PS 024 SPUYTEN DUYVIL,All Grades,2015,Female,215,317.0,35.0,16.3,68.0,31.6,74.0,34.4,38.0,17.7,112.0,52.1
31R018,PS 018 JOHN G WHITTIER,All Grades,2017,Female,112,306.0,28.0,25.0,37.0,33.0,34.0,30.4,13.0,11.6,47.0,42.0
22K207,PS 207 ELIZABETH G LEARY,8,2013,Male,56,305.0,11.0,19.6,23.0,41.1,17.0,30.4,5.0,8.9,22.0,39.3
01M364,EARTH SCHOOL,All Grades,2016,Female,26,323.0,2.0,7.7,9.0,34.6,10.0,38.5,5.0,19.2,15.0,57.7
21K128,PS 128 BENSONHURST,All Grades,2013,Female,90,295.0,31.0,34.4,38.0,42.2,17.0,18.9,4.0,4.4,21.0,23.3
01M301,TECHNOLOGY ARTS AND SCIENCES STUDIO,8,2017,Male,21,289.0,8.0,38.1,8.0,38.1,4.0,19.0,1.0,4.8,5.0,23.8
25Q029,PS 029 QUEENS,All Grades,2015,Female,172,306.0,43.0,25.0,65.0,37.8,46.0,26.7,18.0,10.5,64.0,37.2
05M129,PS 129 JOHN H FINLEY,All Grades,2017,Female,139,296.0,48.0,34.5,54.0,38.8,24.0,17.3,13.0,9.4,37.0,26.6
12X129,MS 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,6,2013,Female,88,281.0,45.0,51.1,38.0,43.2,3.0,3.4,2.0,2.3,5.0,5.7
30Q078,PSIS 78Q,7,2017,Female,14,332.0,1.0,7.1,1.0,7.1,9.0,64.3,3.0,21.4,12.0,85.7
14K084,PS 084 JOSE DE DIEGO,3,2015,Female,31,291.0,13.0,41.9,8.0,25.8,9.0,29.0,1.0,3.2,10.0,32.3
32K123,PS 123 SUYDAM,3,2017,Male,40,290.0,21.0,52.5,14.0,35.0,4.0,10.0,1.0,2.5,5.0,12.5
11X087,PS 087 BRONX,4,2015,Female,52,296.0,14.0,26.9,31.0,59.6,5.0,9.6,2.0,3.8,7.0,13.5
13K307,PS 307 DANIEL HALE WILLIAMS,3,2013,Female,26,300.0,6.0,23.1,14.0,53.8,6.0,23.1,0.0,0.0,6.0,23.1
29Q118,PS 118 LORRAINE HANSBERRY,All Grades,2015,Male,115,287.0,52.0,45.2,47.0,40.9,11.0,9.6,5.0,4.3,16.0,13.9
27Q333,GOLDIE MAPLE ACADEMY,7,2014,Male,21,286.0,8.0,38.1,12.0,57.1,1.0,4.8,0.0,0.0,1.0,4.8
29Q095,PS 095 EASTWOOD,5,2013,Male,106,300.0,39.0,36.8,31.0,29.2,25.0,23.6,11.0,10.4,36.0,34.0
03M291,WEST END SECONDARY SCHOOL,6,2016,Male,50,321.0,1.0,2.0,18.0,36.0,20.0,40.0,11.0,22.0,31.0,62.0
25Q165,PS 165 EDITH K BERGTRAUM,3,2016,Male,62,317.0,16.0,25.8,12.0,19.4,23.0,37.1,11.0,17.7,34.0,54.8
03M208,PS 208 ALAIN L LOCKE,5,2014,Female,22,286.0,12.0,54.5,8.0,36.4,2.0,9.1,0.0,0.0,2.0,9.1
18K135,PS 135 SHELDON A BROOKNER,3,2017,Male,43,296.0,14.0,32.6,20.0,46.5,7.0,16.3,2.0,4.7,9.0,20.9
04M038,PS 38 ROBERTO CLEMENTE,5,2013,Female,19,292.0,10.0,52.6,5.0,26.3,4.0,21.1,0.0,0.0,4.0,21.1
04M038,PS 38 ROBERTO CLEMENTE,5,2016,Male,21,278.0,15.0,71.4,3.0,14.3,3.0,14.3,0.0,0.0,3.0,14.3
10X118,JHS 118 WILLIAM W NILES,All Grades,2017,Male,514,297.0,169.0,32.9,152.0,29.6,128.0,24.9,65.0,12.6,193.0,37.5
10X037,PS X037  MULTIPLE INTELLIGENCE SCHOOL,5,2014,Male,39,280.0,23.0,59.0,13.0,33.3,3.0,7.7,0.0,0.0,3.0,7.7
31R050,PS 050 FRANK HANKINSON,5,2016,Male,68,323.0,13.0,19.1,19.0,27.9,18.0,26.5,18.0,26.5,36.0,52.9
16K627,BRIGHTER CHOICE COMMUNITY SCHOOL,5,2016,Male,11,300.0,3.0,27.3,5.0,45.5,3.0,27.3,0.0,0.0,3.0,27.3
15K321,PS 321 WILLIAM PENN,5,2017,Male,73,336.0,3.0,4.1,8.0,11.0,37.0,50.7,25.0,34.2,62.0,84.9
02M442,BALLET TECH NYC PUBLIC SCHOOL FOR DANCE,7,2013,Male,9,317.0,1.0,11.1,3.0,33.3,4.0,44.4,1.0,11.1,5.0,55.6
14K126,JOHN ERICSSON MIDDLE SCHOOL 126,7,2017,Male,82,303.0,16.0,19.5,40.0,48.8,22.0,26.8,4.0,4.9,26.0,31.7
