DBN,LOCATION NAME,LOCATION CATEGORY,ADMINISTRATIVE DISTRICT,AMERICAN INDIAN/ALASKAN NATIVE STUDENTS With 2 or More Suspensions or Removals,ASIAN STUDENTS With 2 or More Suspensions or Removals,BLACK STUDENTS With 2 or More Suspensions or Removals,HISPANIC STUDENTS With 2 or More Suspensions or Removals,WHITE STUDENTS With 2 or More Suspensions or Removals,MULTI-RACIAL STUDENTS With 2 or More Suspensions or Removals,UNKNOWN STUDENTS With 2 or More Suspensions or Removals,TOTAL STUDENTS With 2 or More Suspensions or Removals
18K576,Victory Collegiate High School,High school,18,*,*,*,*,*,*,*,*
18K578,Brooklyn Bridge Academy,High school,18,*,*,*,*,*,*,*,*
18K581,East Flatbush Community Research School,Junior High-Intermediate-Middle,18,*,*,*,*,*,*,*,*
18K588,Middle School for Art and Philosophy,Junior High-Intermediate-Middle,18,*,*,25,*,*,*,*,29
18K589,Arts & Media Preparatory Academy,High school,18,*,*,*,*,*,*,*,8
18K598,Middle School of Marketing and Legal Studies,Junior High-Intermediate-Middle,18,*,*,*,*,*,*,*,*
18K617,High School for Innovation in Advertising and Medi,High school,18,*,*,15,*,*,*,*,17
18K629,Cultural Academy for the Arts and Sciences,High school,18,*,*,32,*,*,*,*,38
18K633,High School for Medical Professions,High school,18,*,*,13,*,*,*,*,14
18K635,Olympus Academy,High school,18,*,*,*,*,*,*,*,*
18K637,Academy for Conservation and the Environment,High school,18,*,*,*,*,*,*,*,*
18K642,Urban Action Academy,High school,18,*,*,25,*,*,*,*,29
18K673,East Brooklyn Community High School,High school,18,*,*,6,*,*,*,*,7
18K763,Brooklyn Science and Engineering Academy,Junior High-Intermediate-Middle,18,*,*,*,*,*,*,*,*
18K922,South Shore Educational Complex Yabc,High school,18,*,*,*,*,*,*,*,*
19K007,P.S. 007 Abraham Lincoln,Elementary,19,*,*,*,*,*,*,*,*
19K013,P.S. 013 Roberto Clemente,Elementary,19,*,*,*,*,*,*,*,*
19K065,P.S. 065,Elementary,19,*,*,*,*,*,*,*,*
19K089,P.S. 089 Cypress Hills,K-8,19,*,*,*,11,*,*,*,13
19K108,P.S. 108 Sal Abbracciamento,Elementary,19,*,*,*,*,*,*,*,*
19K149,P.S. 149 Danny Kaye,Elementary,19,*,*,*,*,*,*,*,*
19K158,P.S. 158 Warwick,Elementary,19,*,*,*,*,*,*,*,*
19K159,P.S. 159 Isaac Pitkin,Elementary,19,*,*,15,*,*,*,*,16
19K171,I.S. 171 Abraham Lincoln,Junior High-Intermediate-Middle,19,*,*,*,13,*,*,*,16
19K174,P.S. 174 Dumont,K-8,19,*,*,*,*,*,*,*,*
19K190,P.S. 190 Sheffield,Elementary,19,*,*,*,*,*,*,*,*
19K202,P.S. 202 Ernest S. Jenkyns,Elementary,19,*,*,*,*,*,*,*,*
19K213,P.S. 213 New Lots,Elementary,19,*,*,*,*,*,*,*,*
19K214,P.S. 214 Michael Friedsam,Elementary,19,*,*,8,*,*,*,*,9
19K218,J.H.S. 218 James P. Sinnott,Junior High-Intermediate-Middle,19,*,*,*,*,*,*,*,6
19K224,P.S. 224 Hale A. Woodruff,Elementary,19,*,*,*,*,*,*,*,6
19K273,P.S. 273 Wortman,Elementary,19,*,*,*,*,*,*,*,*
19K290,P.S. 290 Juan Morel Campos,Elementary,19,*,*,*,*,*,*,*,*
19K292,J.H.S. 292 Margaret S. Douglas,Junior High-Intermediate-Middle,19,*,*,8,*,*,*,*,10
19K306,P.S. 306 Ethan Allen,K-8,19,*,*,9,*,*,*,*,10
19K311,Essence School,Junior High-Intermediate-Middle,19,*,*,*,*,*,*,*,*
19K325,The Fresh Creek School,Elementary,19,*,*,*,*,*,*,*,*
19K328,P.S. 328 Phyllis Wheatley,Elementary,19,*,*,*,*,*,*,*,*
19K345,P.S. 345 Patrolman Robert Bolden,Elementary,19,*,*,*,*,*,*,*,*
19K346,P.S. 346 Abe Stark,Elementary,19,*,*,*,*,*,*,*,*
19K364,I.S. 364 Gateway,Junior High-Intermediate-Middle,19,*,*,*,*,*,*,*,*
19K404,Academy for Young Writers,Secondary School,19,*,*,23,*,*,*,*,27
19K409,East New York Family Academy,Secondary School,19,*,*,*,*,*,*,*,9
19K422,Spring Creek Community School,Secondary School,19,*,*,9,*,*,*,*,15
19K431,Thomas Jefferson Yabc,High school,19,*,*,*,*,*,*,*,*
19K444,Home Schooling,Central-HQ-Citywide,19,*,*,*,*,*,*,*,*
19K452,Frederick Douglass Academy VIII Middle School,Junior High-Intermediate-Middle,19,*,*,*,*,*,*,*,*
19K501,Franklin K. Lane Campus YABC,High school,19,*,*,*,*,*,*,*,*
19K502,FDNY High School for Fire and Life Safety,High school,19,*,*,9,*,*,*,*,10
19K504,High School for Civil Rights,High school,19,*,*,6,*,*,*,*,7
19K507,Performing Arts and Technology High School,High school,19,*,*,*,*,*,*,*,*
19K510,World Academy for Total Community Health High Scho,High school,19,*,*,*,*,*,*,*,6
19K557,Brooklyn Gardens Elementary School,Elementary,19,*,*,*,*,*,*,*,*
19K583,Multicultural High School,High school,19,*,*,*,*,*,*,*,*
19K615,Transit Tech Career and Technical Education High S,High school,19,*,*,*,*,*,*,*,6
19K618,Academy of Innovative Technology,High school,19,*,*,*,*,*,*,*,*
19K639,Brooklyn Lab School,High school,19,*,*,6,*,*,*,*,11
19K654,Van Siclen Community Middle School,Junior High-Intermediate-Middle,19,*,*,*,*,*,*,*,*
19K659,Cypress Hills Collegiate Preparatory School,High school,19,*,*,*,*,*,*,*,6
19K660,W. H. Maxwell Career and Technical Education High,High school,19,*,*,*,*,*,*,*,*
19K661,Vista Academy,Junior High-Intermediate-Middle,19,*,*,*,7,*,*,*,9
19K662,Liberty Avenue Middle School,Junior High-Intermediate-Middle,19,*,*,*,*,*,*,*,*
19K663,School of the Future Brooklyn,Junior High-Intermediate-Middle,19,*,*,*,*,*,*,*,*
19K677,East New York Elementary School of Excellence,Elementary,19,*,*,8,*,*,*,*,10
19K678,East New York Middle School of Excellence,Junior High-Intermediate-Middle,19,*,*,*,*,*,*,*,*
19K683,"The School for Classics: An Academy of Thinkers, W",High school,19,*,*,9,*,*,*,*,13
19K760,Highland Park Community School,Junior High-Intermediate-Middle,19,*,*,*,*,*,*,*,*
19K764,The Urban Assembly School for Collaborative Health,High school,19,*,*,*,*,*,*,*,*
20K030,P.S./I.S. 30 Mary White Ovington,K-8,20,*,*,*,*,*,*,*,11
20K048,P.S. 048 Mapleton,Elementary,20,*,*,*,*,*,*,*,*
20K062,J.H.S. 062 Ditmas,Junior High-Intermediate-Middle,20,*,*,8,*,*,*,*,12
20K069,P.S. 69 Vincent D. Grippo School,Elementary,20,*,*,*,*,*,*,*,*
20K102,P.S. 102 The Bayview,Elementary,20,*,*,*,*,*,*,*,*
20K104,P.S./I.S. 104 The Fort Hamilton School,K-8,20,*,*,*,*,*,*,*,*
20K105,P.S. 105 The Blythebourne,Elementary,20,*,*,*,*,*,*,*,*
20K112,P.S. 112 Lefferts Park,Elementary,20,*,*,*,*,*,*,*,*
20K127,P.S. 127 Mckinley Park,Elementary,20,*,*,*,*,*,*,*,*
20K160,P.S. 160 William T. Sampson,Elementary,20,*,*,*,*,*,*,*,*
20K163,P.S. 163 Bath Beach,K-8,20,*,*,*,*,*,*,*,*
20K164,P.S. 164 Caesar Rodney,Elementary,20,*,*,*,*,*,*,*,*
20K170,Ralph A. Fabrizio School,Elementary,20,*,*,*,*,*,*,*,*
20K176,P.S. 176 Ovington,Elementary,20,*,*,*,*,*,*,*,*
20K179,P.S. 179 Kensington,Elementary,20,*,*,*,*,*,*,*,*
20K180,The SEEALL Academy,K-8,20,*,10,*,7,9,*,*,28
20K185,P.S. 185 Walter Kassenbrock,Elementary,20,*,*,*,*,*,*,*,*
20K186,P.S. 186 Dr. Irving A Gladstone,Elementary,20,*,*,*,*,*,*,*,*
20K187,The Christa McAuliffe School\I.S. 187,Junior High-Intermediate-Middle,20,*,*,*,*,*,*,*,*
20K192,P.S. 192 - The Magnet School for Math and Science,K-8,20,*,*,*,*,*,*,*,*
20K200,P.S. 200 Benson School,Elementary,20,*,*,*,*,6,*,*,8
20K201,J.H.S. 201 The Dyker Heights,Junior High-Intermediate-Middle,20,*,*,*,*,*,*,*,7
20K204,P.S. 204 Vince Lombardi,Elementary,20,*,*,*,*,*,*,*,*
20K205,P.S. 205 Clarion,Elementary,20,*,*,*,*,*,*,*,*
20K220,J.H.S. 220 John J. Pershing,Junior High-Intermediate-Middle,20,*,*,*,*,*,*,*,*
20K223,J.H.S. 223 The Montauk,Junior High-Intermediate-Middle,20,*,*,*,7,*,*,*,13
20K227,J.H.S. 227 Edward B. Shallow,Junior High-Intermediate-Middle,20,*,*,*,10,*,*,*,17
20K247,P.S. 247 Brooklyn,Elementary,20,*,*,*,*,*,*,*,*
20K259,J.H.S. 259 William Mckinley,Junior High-Intermediate-Middle,20,*,*,*,*,*,*,*,11
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,Elementary,20,*,*,*,*,*,*,*,*
20K310,The School For Future Leaders,Elementary,20,*,*,*,*,*,*,*,*
20K444,Home Schooling,Central-HQ-Citywide,20,*,*,*,*,*,*,*,*
20K445,New Utrecht High School,High school,20,*,*,10,7,17,*,*,35
20K485,High School of Telecommunication Arts and Technolo,High school,20,*,*,*,*,*,*,*,*
20K490,Fort Hamilton High School,High school,20,*,*,*,15,*,*,*,19
20K503,P.S. 503: The School of Discovery,Elementary,20,*,*,*,*,*,*,*,*
20K505,Franklin Delano Roosevelt High School,High school,20,*,*,12,*,*,*,*,22
20K506,P.S. 506: The School of Journalism & Technology,Elementary,20,*,*,*,*,*,*,*,*
20K609,Urban Assembly School for Criminal Justice,Secondary School,20,*,*,10,*,*,*,*,13
20K658,Franklin Delano Roosevelt YABC,High school,20,*,*,*,*,*,*,*,*
20K682,The Academy of Talented Scholars,Elementary,20,*,*,*,*,*,*,*,*
20K686,Brooklyn School of Inquiry,K-8,20,*,*,*,*,*,*,*,*
20K748,P.S. 748 Brooklyn School for Global Scholars,Elementary,20,*,*,*,*,*,*,*,*
20K768,District 20 Pre-K Center,District Pre-K Center,20,*,*,*,*,*,*,*,*
20K920,New Utrecht Evening Hs M/W,Ungraded,20,*,*,*,*,*,*,*,*
20K921,New Utrecht Evening Hs T/R,Ungraded,20,*,*,*,*,*,*,*,*
20K971,"School of Math, Science, and Healthy Living",Elementary,20,*,*,*,*,*,*,*,*
21K090,P.S. 90 Edna Cohen School,Elementary,21,*,*,8,9,*,*,*,19
21K095,P.S. 095 The Gravesend,K-8,21,*,*,*,*,*,*,*,*
21K096,I.S. 096 Seth Low,Junior High-Intermediate-Middle,21,*,*,7,*,*,*,*,11
21K097,P.S. 97 The Highlawn,Elementary,21,*,*,*,*,*,*,*,*
21K098,I.S. 98 Bay Academy,Junior High-Intermediate-Middle,21,*,*,*,*,*,*,*,*
21K099,P.S. 099 Isaac Asimov,K-8,21,*,*,11,*,*,*,*,17
21K100,P.S. 100 The Coney Island School,Elementary,21,*,*,*,*,*,*,*,*
21K101,P.S. 101 The Verrazano,Elementary,21,*,*,*,*,*,*,*,*
21K121,P.S. 121 Nelson A. Rockefeller,K-8,21,*,*,*,*,*,*,*,*
21K128,P.S. 128 Bensonhurst,Elementary,21,*,*,*,*,*,*,*,*
21K153,P.S. 153 Homecrest,Elementary,21,*,*,*,*,6,*,*,10
21K177,P.S. 177 The Marlboro,Elementary,21,*,*,*,*,*,*,*,*
21K188,P.S. 188 Michael E. Berdy,Elementary,21,*,*,*,*,*,*,*,7
21K199,P.S. 199 Frederick Wachtel,Elementary,21,*,*,*,*,*,*,*,*
21K209,P.S. 209 Margaret Mead,K-8,21,*,*,*,*,*,*,*,*
21K212,P.S. 212 Lady Deborah Moody,Elementary,21,*,*,*,*,*,*,*,*
21K215,P.S. 215 Morris H. Weiss,Elementary,21,*,*,*,*,*,*,*,*
21K216,P.S. 216 Arturo Toscanini,Elementary,21,*,*,*,*,*,*,*,*
21K225,P.S. K225 - The Eileen E. Zaglin,K-8,21,*,*,*,*,*,*,*,*
21K226,P.S. 226 Alfred De B.Mason,K-8,21,*,*,*,*,*,*,*,*
21K228,I.S. 228 David A. Boody,Junior High-Intermediate-Middle,21,*,*,*,*,*,*,*,14
21K238,P.S. 238 Anne Sullivan,K-8,21,*,*,*,*,*,*,*,*
21K239,Mark Twain I.S. 239 for the Gifted & Talented,Junior High-Intermediate-Middle,21,*,*,*,*,*,*,*,*
21K253,P.S. 253,Elementary,21,*,*,*,*,*,*,*,*
21K281,I.S. 281 Joseph B Cavallaro,Junior High-Intermediate-Middle,21,*,*,8,*,8,*,*,21
21K288,P.S. 288 The Shirley Tanyhill,K-8,21,*,*,*,*,*,*,*,6
21K303,I.S. 303 Herbert S. Eisenberg,Junior High-Intermediate-Middle,21,*,*,*,*,*,*,*,*
21K329,P.S. 329 Surfside,Elementary,21,*,*,*,*,*,*,*,*
21K337,International High School at Lafayette,High school,21,*,*,*,*,*,*,*,*
21K344,Rachel Carson High School for Coastal Studies,High school,21,*,*,10,*,*,*,*,16
21K348,High School of Sports Management,High school,21,*,*,8,*,*,*,*,10
21K410,Abraham Lincoln High School,High school,21,*,*,26,*,*,*,*,32
21K411,Abraham Lincoln Yabc,High school,21,*,*,*,*,*,*,*,*
21K444,Home Schooling,Central-HQ-Citywide,21,*,*,*,*,*,*,*,*
21K468,Kingsborough Early College School,Secondary School,21,*,*,9,*,*,*,*,17
21K525,Edward R. Murrow High School,High school,21,*,*,8,*,*,*,*,14
21K540,John Dewey High School,High school,21,*,*,13,*,*,*,*,20
21K559,Life Academy High School for Film and Music,High school,21,*,*,6,*,*,*,*,7
21K572,Expeditionary Learning School for Community Leader,High school,21,*,*,*,*,*,*,*,7
21K620,William E. Grady Career and Technical Education Hi,High school,21,*,*,24,*,*,*,*,31
21K690,Brooklyn Studio Secondary School,Secondary School,21,*,*,*,*,10,*,*,16
21K728,Liberation Diploma Plus,High school,21,*,*,*,*,*,*,*,*
21K840,Brooklyn's Daily Discovery Pre-K Center,District Pre-K Center,21,*,*,*,*,*,*,*,*
22K014,J.H.S. 014 Shell Bank,Junior High-Intermediate-Middle,22,*,*,*,*,*,*,*,6
22K052,P.S. 052 Sheepshead Bay,Elementary,22,*,*,*,*,*,*,*,9
22K078,J.H.S. 078 Roy H. Mann,Junior High-Intermediate-Middle,22,*,*,7,*,*,*,*,8
22K109,P.S. 109,K-8,22,*,*,36,*,*,*,*,38
22K119,P.S. 119 Amersfort,Elementary,22,*,*,*,*,*,*,*,*
22K134,P.S. K134,Elementary,22,*,*,*,*,*,*,*,*
22K139,P.S. 139 Alexine A. Fenty,Elementary,22,*,*,13,*,*,*,*,17
22K152,School of Science & Technology,Elementary,22,*,*,*,*,*,*,*,6
22K193,P.S. 193 Gil Hodges,Elementary,22,*,*,*,*,*,*,*,6
22K194,P.S. 194 Raoul Wallenberg,Elementary,22,*,*,*,*,*,*,*,*
22K195,P.S. 195 Manhattan Beach,Elementary,22,*,*,*,*,*,*,*,*
22K197,P.S. 197 - The Kings Highway Academy,Elementary,22,*,*,*,*,*,*,*,*
22K198,P.S. 198 Brooklyn,Elementary,22,*,*,*,*,*,*,*,*
22K203,P.S. 203 Floyd Bennett School,Elementary,22,*,*,*,*,*,*,*,6
22K206,P.S. 206 Joseph F Lamb,K-8,22,*,*,*,*,*,*,*,*
22K207,P.S. 207 Elizabeth G. Leary,K-8,22,*,*,19,*,*,*,*,23
22K217,P.S. 217 Colonel David Marcus School,Elementary,22,*,*,*,*,*,*,*,*
22K222,P.S. 222 Katherine R. Snyder,Elementary,22,*,*,*,*,*,*,*,*
22K234,J.H.S. 234 Arthur W. Cunningham,Junior High-Intermediate-Middle,22,*,*,12,*,7,*,*,22
22K236,P.S. 236 Mill Basin,Elementary,22,*,*,*,*,*,*,*,*
22K240,Andries Hudde,Junior High-Intermediate-Middle,22,*,*,14,*,*,*,*,17
22K245,P.S. 245,Elementary,22,*,*,*,*,*,*,*,*
22K251,P.S. 251 Paerdegat,Elementary,22,*,*,*,*,*,*,*,11
22K254,P.S. 254 Dag Hammarskjold,Elementary,22,*,*,*,*,*,*,*,*
22K255,P.S. 255 Barbara Reing School,Elementary,22,*,*,*,*,*,*,*,*
22K269,P.S. 269 Nostrand,Elementary,22,*,*,8,*,*,*,*,9
22K277,P.S. 277 Gerritsen Beach,Elementary,22,*,*,*,*,*,*,*,*
22K278,J.H.S. 278 Marine Park,Junior High-Intermediate-Middle,22,*,*,16,*,*,*,*,20
22K312,P.S. 312 Bergen Beach,Elementary,22,*,*,*,*,*,*,*,*
22K315,P.S. K315,Elementary,22,*,*,6,*,*,*,*,7
22K326,P.S. 326,Early Childhood,22,*,*,*,*,*,*,*,*
22K361,P.S. 361 East Flatbush Early Childhood School,Early Childhood,22,*,*,*,*,*,*,*,*
22K381,I. S. 381,Junior High-Intermediate-Middle,22,*,*,*,*,*,*,*,*
22K405,Midwood High School,High school,22,*,*,14,*,*,*,*,15
22K425,James Madison High School,High school,22,*,*,*,*,*,*,*,7
22K444,Home Schooling,Central-HQ-Citywide,22,*,*,*,*,*,*,*,*
22K495,Sheepshead Bay High School,High school,22,*,*,*,*,*,*,*,*
22K535,Leon M. Goldstein High School for the Sciences,High school,22,*,*,*,*,*,*,*,*
22K555,Brooklyn College Academy,High school,22,*,*,*,*,*,*,*,*
22K611,Origins High School,High school,22,*,*,6,*,*,*,*,9
22K630,Professional Pathways High School,High school,22,*,*,*,*,*,*,*,*
22K853,The Joan Snow Pre-K Center,District Pre-K Center,22,*,*,*,*,*,*,*,*
23K041,P.S. 041 Francis White,K-8,23,*,*,*,*,*,*,*,*
23K073,P.S. 073 Thomas S. Boyland,K-8,23,*,*,*,*,*,*,*,*
23K137,P.S./I.S. 137 Rachel Jean Mitchell,K-8,23,*,*,*,*,*,*,*,6
23K150,P.S. 150 Christopher,Elementary,23,*,*,*,*,*,*,*,*
23K155,P.S./ I.S. 155 Nicholas Herkimer,K-8,23,*,*,*,*,*,*,*,*
23K156,P.S. 156 Waverly,Elementary,23,*,*,*,*,*,*,*,*
23K165,P.S. 165 Ida Posner,K-8,23,*,*,*,*,*,*,*,6
23K178,P.S. 178 Saint Clair Mckelway,K-8,23,*,*,*,*,*,*,*,*
23K184,P.S. 184 Newport,K-8,23,*,*,*,*,*,*,*,*
23K284,P.S. 284 Lew Wallace,K-8,23,*,*,6,*,*,*,*,8
23K298,P.S. 298 Dr. Betty Shabazz,Elementary,23,*,*,*,*,*,*,*,*
23K323,P.S./I.S. 323,K-8,23,*,*,*,*,*,*,*,*
23K327,P.S. 327 Dr. Rose B. English,K-8,23,*,*,*,*,*,*,*,*
23K363,Brownsville Collaborative Middle School,Junior High-Intermediate-Middle,23,*,*,*,*,*,*,*,*
23K392,I.S. 392,Junior High-Intermediate-Middle,23,*,*,*,*,*,*,*,*
23K401,Christopher Avenue Community School,Elementary,23,*,*,*,*,*,*,*,*
23K444,Home Schooling,Central-HQ-Citywide,23,*,*,*,*,*,*,*,*
23K446,Riverdale Avenue Community School,Elementary,23,*,*,20,*,*,*,*,21
23K493,Brooklyn Collegiate: A College Board School,High school,23,*,*,6,*,*,*,*,7
23K514,Frederick Douglass Academy VII High School,High school,23,*,*,*,*,*,*,*,*
23K518,Kappa V (Knowledge and Power Preparatory Academy),Junior High-Intermediate-Middle,23,*,*,*,*,*,*,*,*
23K522,Mott Hall IV,Junior High-Intermediate-Middle,23,*,*,*,*,*,*,*,*
23K599,Brooklyn Landmark Elementary School,Elementary,23,*,*,*,*,*,*,*,*
23K643,Brooklyn Democracy Academy,High school,23,*,*,*,*,*,*,*,*
23K644,Eagle Academy for Young Men II,Secondary School,23,*,*,*,*,*,*,*,*
23K646,Aspirations Diploma Plus High School,High school,23,*,*,*,*,*,*,*,*
23K647,Metropolitan Diploma Plus High School,High school,23,*,*,*,*,*,*,*,*
30Q575,Academy of American Studies,High school,30,*,*,*,*,*,*,*,*
23K664,Brooklyn Environmental Exploration School (BEES),Junior High-Intermediate-Middle,23,*,*,*,*,*,*,*,*
23K668,Riverdale Avenue Middle School,Junior High-Intermediate-Middle,23,*,*,*,*,*,*,*,*
23K671,Mott Hall Bridges Academy,Junior High-Intermediate-Middle,23,*,*,*,*,*,*,*,*
23K697,Teachers Preparatory High School,Secondary School,23,*,*,7,*,*,*,*,8
24Q005,I.S. 5 - The Walter Crowley Intermediate School,Junior High-Intermediate-Middle,24,*,7,*,19,*,*,*,33
24Q007,P.S. 007 Louis F. Simeone,Elementary,24,*,*,*,*,*,*,*,*
24Q012,P.S. 012 James B. Colgate,Elementary,24,*,*,*,*,*,*,*,*
24Q013,P.S. 013 Clement C. Moore,Elementary,24,*,*,*,*,*,*,*,*
24Q014,P.S. 014 Fairview,Elementary,24,*,*,*,*,*,*,*,*
24Q016,P.S. Q016 The Nancy DeBenedittis School,Elementary,24,*,*,*,*,*,*,*,*
24Q019,P.S. 019 Marino Jeantet,Elementary,24,*,*,*,*,*,*,*,*
24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,Early Childhood,24,*,*,*,*,*,*,*,*
24Q049,P.S. 049 Dorothy Bonawit Kole,K-8,24,*,*,*,*,*,*,*,*
24Q058,P.S. 58 - The School of Heroes,Elementary,24,*,*,*,*,*,*,*,*
24Q061,I.S. 061 Leonardo Da Vinci,Junior High-Intermediate-Middle,24,*,*,*,42,*,*,*,51
24Q068,P.S. 068 Cambridge,Elementary,24,*,*,*,*,*,*,*,*
24Q071,P.S. 071 Forest,Elementary,24,*,*,*,*,*,*,*,*
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Junior High-Intermediate-Middle,24,*,7,*,44,*,*,*,59
24Q077,I.S. 077,Junior High-Intermediate-Middle,24,*,*,*,13,*,*,*,18
24Q081,P.S. 81Q Jean Paul Richter,Elementary,24,*,*,*,*,*,*,*,*
24Q087,P.S./I.S. 087 Middle Village,K-8,24,*,*,*,*,*,*,*,7
24Q088,P.S. 088 Seneca,Elementary,24,*,*,*,7,*,*,*,13
24Q089,P.S. 089 Elmhurst,Elementary,24,*,*,*,*,*,*,*,*
24Q091,P.S. 091 Richard Arkwright,Elementary,24,*,*,*,*,*,*,*,*
24Q093,I.S. 093 Ridgewood,Junior High-Intermediate-Middle,24,*,*,*,30,*,*,*,38
24Q102,P.S. 102 Bayview,K-8,24,*,*,*,*,*,*,*,6
24Q110,P.S. 110,Elementary,24,*,*,*,*,*,*,*,*
24Q113,P.S./I.S. 113 Anthony J. Pranzo,K-8,24,*,*,*,*,*,*,*,*
24Q119,I.S. 119 The Glendale,K-8,24,*,*,*,10,*,*,*,15
24Q125,I.S. 125 Thom J. McCann Woodside,Junior High-Intermediate-Middle,24,*,9,*,25,*,*,*,37
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",K-8,24,*,*,*,*,*,*,*,*
24Q143,P.S. 143 Louis Armstrong,Elementary,24,*,*,*,*,*,*,*,*
24Q153,P.S. 153 Maspeth Elem,Elementary,24,*,*,*,*,*,*,*,*
24Q199,P.S. 199 Maurice A. Fitzgerald,Elementary,24,*,*,*,*,*,*,*,*
24Q211,Elm Tree Elementary School,Elementary,24,*,*,*,*,*,*,*,*
24Q229,P.S. 229 Emanuel Kaplan,Elementary,24,*,*,*,*,*,*,*,*
24Q236,International High School for Health Sciences,High school,24,*,*,*,*,*,*,*,*
24Q239,P.S. 239,Elementary,24,*,*,*,*,*,*,*,*
24Q264,Academy of Finance and Enterprise,High school,24,*,*,*,*,*,*,*,*
24Q267,High School of Applied Communication,High school,24,*,*,*,*,*,*,*,*
24Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,Elementary,24,*,*,*,*,*,*,*,*
24Q293,Civic Leadership Academy,High school,24,*,*,*,*,*,*,*,*
24Q296,Pan American International High School,High school,24,*,*,*,*,*,*,*,*
24Q299,Bard High School Early College Queens,High school,24,*,*,*,*,*,*,*,*
24Q305,Learners and Leaders,Elementary,24,*,*,*,*,*,*,*,*
24Q307,Pioneer Academy,Elementary,24,*,*,*,*,*,*,*,*
24Q311,Corona Arts and Sciences Academy,Junior High-Intermediate-Middle,24,*,*,*,*,*,*,*,*
24Q330,P.S. 330,Elementary,24,*,*,*,*,*,*,*,*
24Q331,Mosaic Pre-K Center,District Pre-K Center,24,*,*,*,*,*,*,*,*
24Q343,The Children's Lab School,Elementary,24,*,*,*,*,*,*,*,*
24Q444,Home Schooling,Central-HQ-Citywide,24,*,*,*,*,*,*,*,*
24Q455,Newtown High School,High school,24,*,*,*,*,*,*,*,*
24Q457,H.S. Arts & Business Yabc,High school,24,*,*,*,*,*,*,*,*
24Q485,Grover Cleveland High School,High school,24,*,*,6,28,*,*,*,39
24Q520,Middle College High School at LaGuardia Community,High school,24,*,*,*,*,*,*,*,*
24Q530,International High School at LaGuardia Community C,High school,24,*,*,*,*,*,*,*,*
24Q550,High School for Arts and Business,High school,24,*,*,*,*,*,*,*,*
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",Secondary School,24,*,*,*,*,*,*,*,*
24Q585,Maspeth High School,High school,24,*,*,*,*,*,*,*,*
24Q600,Queens Vocational and Technical High School,High school,24,*,*,*,*,*,*,*,*
24Q610,Aviation Career & Technical Education High School,High school,24,*,*,*,*,*,*,*,*
24Q744,VOYAGES Preparatory,High school,24,*,*,*,*,*,*,*,*
24Q877,The 51 Avenue Academy (The Path To Academic Excell,Elementary,24,*,*,*,*,*,*,*,*
25Q020,P.S. 020 John Bowne,Elementary,25,*,*,*,*,*,*,*,6
25Q021,P.S. 021 Edward Hart,Elementary,25,*,9,*,8,*,*,*,21
25Q022,P.S. 022 Thomas Jefferson,Elementary,25,*,*,*,*,*,*,*,*
25Q024,P.S. 024 Andrew Jackson,Elementary,25,*,*,*,*,*,*,*,*
25Q025,I.S. 025 Adrien Block,Junior High-Intermediate-Middle,25,*,*,*,*,*,*,*,*
25Q029,P.S. 029 Queens,Elementary,25,*,*,*,*,*,*,*,*
25Q032,P.S. 032 State Street,Elementary,25,*,*,*,*,*,*,*,*
25Q079,P.S. 079 Francis Lewis,Elementary,25,*,*,*,*,*,*,*,*
25Q107,P.S. 107 Thomas A Dooley,Elementary,25,*,*,*,*,*,*,*,*
25Q120,P.S. 120 Queens,Elementary,25,*,*,*,*,*,*,*,*
25Q129,P.S. 129 Patricia Larkin,Elementary,25,*,*,*,*,*,*,*,*
25Q130,P.S. 130,Elementary,25,*,*,*,*,*,*,*,*
25Q154,P.S. 154 Queens,Elementary,25,*,*,*,*,*,*,*,*
25Q163,P.S. 163 Flushing Heights,Elementary,25,*,*,*,*,*,*,*,*
25Q164,P.S. 164 Queens Valley,K-8,25,*,*,*,*,*,*,*,*
25Q165,P.S. 165 Edith K. Bergtraum,Elementary,25,*,*,*,*,*,*,*,7
25Q169,P.S. 169 Bay Terrace,Elementary,25,*,*,*,*,*,*,*,*
25Q184,P.S. 184 Flushing Manor,Elementary,25,*,*,*,*,*,*,*,*
25Q185,J.H.S. 185 Edward Bleeker,Junior High-Intermediate-Middle,25,*,*,*,*,*,*,*,13
25Q189,J.H.S. 189 Daniel Carter Beard,Junior High-Intermediate-Middle,25,*,*,*,*,*,*,*,*
25Q193,P.S. 193 Alfred J. Kennedy,Elementary,25,*,*,*,*,*,*,*,*
25Q194,J.H.S. 194 William Carr,Junior High-Intermediate-Middle,25,*,*,*,12,*,*,*,21
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,K-8,25,*,*,*,*,*,*,*,*
25Q201,P.S. 201 The Discovery School for Inquiry and Rese,Elementary,25,*,*,*,*,*,*,*,*
25Q209,P.S. 209 Clearview Gardens,Elementary,25,*,*,*,*,*,*,*,*
