all/school_pe.Borough,all/school_pe.Admin District,all/school_pe.Geographical District,all/school_pe.Location Code,all/school_pe.DBN,all/school_pe.School Level ,all/school_pe.Student Enrollment,all/school_pe.Full Time Licensed PE Teachers,all/school_pe.F Status PE Teachers*,all/school_pe.Itinerant PE Teachers*,all/school_pe.Sum of F Status and Itinerant*,all/school_pe.Total Part Time and Full Time PE Teachers*,all/school_pe.Shared PE teachers with another school*,all/school_pe.Ratio of Full Time Licensed PE Teachers to Students*
Brooklyn,20,20,K686,20K686,K-8                                ,576,1,0,0,0,1,0,1:576
Manhattan,75,5,M079,75M079,Secondary School                   ,242,3,0,0,0,3,0,1:81
Queens,28,28,Q310,28Q310,Secondary School                   ,636,2,0,0,0,2,0,1:318
Bronx,11,11,X529,11X529,Junior High-Intermediate-Middle    ,334,1,0,0,0,1,0,1:334
Manhattan,3,3,M421,03M421,Junior High-Intermediate-Middle    ,192,0,0,0,0,0,0,0
Bronx,7,7,X018,07X018,Elementary                         ,523,1,0,0,0,1,0,1:523
Bronx,10,10,X207,10X207,Early Childhood                    ,297,1,0,0,0,1,0,1:297
Queens,29,29,Q238,29Q238,Junior High-Intermediate-Middle    ,1425,4,0,0,0,4,0,1:356
Queens,28,28,Q338,28Q338,High School                        ,137,1,0,0,0,1,0,1:137
Queens,28,28,Q157,28Q157,Junior High-Intermediate-Middle    ,1549,3,0,0,0,3,0,1:516
Bronx,10,10,X315,10X315,K-8                                ,269,1,0,0,0,1,0,1:269
Brooklyn,22,22,K425,22K425,High School                        ,3224,17,0,0,0,17,0,1:190
Bronx,10,10,X037,10X037,K-8                                ,591,0,0,0,0,0,0,0
Manhattan,3,3,M180,03M180,K-8                                ,491,2,0,0,0,2,0,1:246
Queens,27,27,Q060,27Q060,Elementary                         ,1114,1,0,0,0,1,0,1:1114
Queens,25,25,Q285,25Q285,Secondary School                   ,553,2,0,0,0,2,0,1:277
Manhattan,1,1,M361,01M361,Elementary                         ,249,0,0,0,0,0,0,0
Brooklyn,22,22,K611,22K611,High School                        ,402,2,0,0,0,2,0,1:201
Queens,75,28,Q233,75Q233,K-12 All Grades                    ,408,3,0,0,0,3,0,1:136
Bronx,10,10,X524,10X524,High School                        ,293,2,0,0,0,2,0,1:147
Bronx,12,12,X531,12X531,Elementary                         ,440,0,0,0,0,0,0,0
Queens,28,28,Q055,28Q055,Elementary                         ,442,0,0,0,0,0,0,0
Brooklyn,21,21,K281,21K281,Junior High-Intermediate-Middle    ,1258,4,0,0,0,4,0,1:315
Queens,28,28,Q349,28Q349,Elementary                         ,156,0,0,0,0,0,0,0
Brooklyn,20,20,K112,20K112,Elementary                         ,625,0,1,0,1,1,0,0
Brooklyn,32,32,K106,32K106,Elementary                         ,417,0,0,0,0,0,0,0
Manhattan,6,6,M325,06M325,Elementary                         ,185,0,0,0,0,0,0,0
Brooklyn,16,16,K035,16K035,Junior High-Intermediate-Middle    ,168,1,0,0,0,1,0,1:168
Manhattan,5,5,M092,05M092,Elementary                         ,238,0,0,0,0,0,0,0
Manhattan,1,1,M650,01M650,High School                        ,157,1,0,0,0,1,0,1:157
Bronx,9,9,X297,09X297,High School                        ,334,1,0,0,0,1,0,1:334
Brooklyn,75,23,K396,75K396,K-8                                ,288,2,0,0,0,2,0,1:144
Manhattan,5,5,M133,05M133,Elementary                         ,179,1,0,0,0,1,0,1:179
Manhattan,2,2,M042,02M042,Elementary                         ,595,0,0,0,0,0,0,0
Brooklyn,15,15,K029,15K029,Elementary                         ,890,1,0,0,0,1,0,1:890
Brooklyn,22,22,K195,22K195,Elementary                         ,451,1,0,0,0,1,0,1:451
Bronx,10,10,X009,10X009,Elementary                         ,728,0,0,0,0,0,0,0
Queens,29,29,Q118,29Q118,Elementary                         ,443,1,0,0,0,1,0,1:443
Queens,75,26,Q023,75Q023,K-12 All Grades                    ,169,4,0,0,0,4,0,1:42
Brooklyn,13,13,K313,13K313,Junior High-Intermediate-Middle    ,132,0,1,1,2,2,1,0
Staten Island,31,31,R034,31R034,Junior High-Intermediate-Middle    ,1108,2,0,0,0,2,0,1:554
Bronx,12,12,X286,12X286,Junior High-Intermediate-Middle    ,260,1,0,0,0,1,0,1:260
Queens,29,29,Q251,29Q251,Elementary                         ,311,1,0,0,0,1,0,1:311
Queens,26,26,Q172,26Q172,Junior High-Intermediate-Middle    ,968,2,0,0,0,2,0,1:484
Queens,24,24,Q877,24Q877,Elementary                         ,442,1,0,0,0,1,0,1:442
Queens,28,28,Q303,28Q303,Early Childhood                    ,172,0,0,0,0,0,0,0
Queens,28,28,Q048,28Q048,Elementary                         ,524,1,0,0,0,1,0,1:524
Staten Island,31,31,R016,31R016,Elementary                         ,456,1,0,0,0,1,0,1:456
Brooklyn,16,16,K081,16K081,Elementary                         ,261,0,0,0,0,0,0,0
Manhattan,3,3,M199,03M199,Elementary                         ,867,0,0,0,0,0,0,0
Brooklyn,20,20,K102,20K102,Elementary                         ,1373,1,0,0,0,1,0,1:1373
Queens,25,25,Q237,25Q237,Junior High-Intermediate-Middle    ,1283,4,0,0,0,4,0,1:321
Brooklyn,17,17,K061,17K061,Junior High-Intermediate-Middle    ,851,2,0,0,0,2,0,1:426
Queens,29,29,Q036,29Q036,Elementary                         ,439,0,0,0,0,0,0,0
Brooklyn,18,18,K235,18K235,K-8                                ,1202,2,0,0,0,2,0,1:601
Brooklyn,19,19,K202,19K202,Elementary                         ,404,1,0,0,0,1,0,1:404
Manhattan,3,3,M145,03M145,Elementary                         ,290,1,0,0,0,1,0,1:290
Staten Island,31,31,R028,31R028,Secondary School                   ,183,1,0,0,0,1,0,1:183
Bronx,10,10,X279,10X279,K-8                                ,1062,4,0,0,0,4,0,1:266
Queens,24,24,Q236,24Q236,High School                        ,277,1,0,0,0,1,0,1:277
Queens,27,27,Q096,27Q096,Elementary                         ,259,1,0,0,0,1,0,1:259
Queens,75,24,Q009,75Q009,K-8                                ,565,6,0,0,0,6,0,1:94
Manhattan,2,2,M419,02M419,High School                        ,343,1,0,0,0,1,0,1:343
Bronx,11,11,X287,11X287,Junior High-Intermediate-Middle    ,246,1,0,0,0,1,0,1:246
Brooklyn,32,32,K145,32K145,Elementary                         ,560,0,0,0,0,0,0,0
Queens,24,24,Q305,24Q305,Elementary                         ,566,1,0,0,0,1,0,1:566
Manhattan,2,2,M150,02M150,Elementary                         ,157,0,0,0,0,0,0,0
Manhattan,3,3,M087,03M087,Elementary                         ,831,1,0,0,0,1,0,1:831
Bronx,9,9,X055,09X055,Elementary                         ,586,2,0,0,0,2,0,1:293
Brooklyn,75,21,K370,75K370,K-12 All Grades                    ,227,4,0,0,0,4,0,1:57
Manhattan,4,4,M206,04M206,K-8                                ,465,1,0,0,0,1,0,1:465
Staten Island,31,31,R460,31R460,High School                        ,3189,15,0,0,0,15,0,1:213
Queens,24,24,Q091,24Q091,Elementary                         ,661,0,0,0,0,0,0,0
Queens,30,30,Q078,30Q078,K-8                                ,593,2,0,0,0,2,0,1:297
Manhattan,1,1,M140,01M140,K-8                                ,342,1,0,0,0,1,0,1:342
Brooklyn,21,21,K226,21K226,K-8                                ,928,2,0,0,0,2,0,1:464
Queens,30,30,Q329,30Q329,Elementary                         ,289,0,0,0,0,0,0,0
Brooklyn,22,22,K269,22K269,Elementary                         ,304,1,0,0,0,1,0,1:304
Bronx,9,9,X404,09X404,High School                        ,345,1,0,0,0,1,0,1:345
Manhattan,6,6,M008,06M008,Elementary                         ,494,2,0,0,0,2,0,1:247
Queens,28,28,Q284,28Q284,Secondary School                   ,614,2,0,0,0,2,0,1:307
Brooklyn,18,18,K629,18K629,High School                        ,304,2,0,0,0,2,0,1:152
Queens,29,29,Q360,29Q360,Elementary                         ,111,0,0,0,0,0,0,0
Brooklyn,18,18,K272,18K272,Elementary                         ,393,0,0,0,0,0,0,0
Staten Island,31,31,R080,31R080,K-12 All Grades                    ,1292,3,1,0,1,4,0,1:431
Bronx,12,12,X129,12X129,Junior High-Intermediate-Middle    ,512,1,0,0,0,1,0,1:512
Bronx,8,8,X071,08X071,K-8                                ,1646,5,0,0,0,5,0,1:329
Brooklyn,32,32,K554,32K554,Secondary School                   ,408,0,0,0,0,0,0,0
Manhattan,6,6,M132,06M132,Elementary                         ,353,0,0,0,0,0,0,0
Queens,28,28,Q182,28Q182,Elementary                         ,767,0,0,0,0,0,0,0
Manhattan,3,3,M084,03M084,Elementary                         ,508,1,0,0,0,1,0,1:508
Bronx,10,10,X023,10X023,Elementary                         ,431,1,0,0,0,1,0,1:431
Bronx,12,12,X300,12X300,Elementary                         ,556,1,0,0,0,1,0,1:556
Staten Island,75,31,R037,75R037,K-12 All Grades                    ,306,4,0,0,0,4,0,1:77
Staten Island,31,31,R074,31R074,Elementary                         ,296,0,0,0,0,0,0,0
Bronx,10,10,X696,10X696,High School                        ,375,2,0,0,0,2,0,1:188
Brooklyn,19,19,K404,19K404,Secondary School                   ,540,2,0,0,0,2,0,1:270
Bronx,10,10,X091,10X091,Elementary                         ,717,1,0,0,0,1,0,1:717
Staten Island,31,31,R006,31R006,Elementary                         ,528,0,0,0,0,0,0,0
Queens,25,25,Q154,25Q154,Elementary                         ,637,1,0,0,0,1,0,1:637
Manhattan,3,3,M009,03M009,Elementary                         ,568,0,0,0,0,0,0,0
Bronx,9,9,X053,09X053,Elementary                         ,1018,2,0,0,0,2,0,1:509
Brooklyn,20,20,K062,20K062,Junior High-Intermediate-Middle    ,1154,4,0,0,0,4,0,1:289
Staten Island,31,31,R064,31R064,High School                        ,419,3,0,0,0,3,0,1:140
Bronx,12,12,X536,12X536,Elementary                         ,401,0,0,0,0,0,0,0
Bronx,9,9,X555,09X555,Elementary                         ,374,0,0,1,1,1,1,0
Queens,29,29,Q033,29Q033,Elementary                         ,946,0,0,0,0,0,0,0
Manhattan,3,3,M505,03M505,High School                        ,272,2,0,0,0,2,0,1:136
Queens,24,24,Q343,24Q343,Elementary                         ,259,1,0,0,0,1,0,1:259
Queens,26,26,Q203,26Q203,Elementary                         ,847,1,0,0,0,1,0,1:847
Bronx,11,11,X542,11X542,High School                        ,470,1,0,0,0,1,0,1:470
Manhattan,2,2,M655,02M655,Secondary School                   ,565,3,0,0,0,3,0,1:188
Brooklyn,15,15,K038,15K038,Elementary                         ,438,0,0,0,0,0,0,0
Brooklyn,20,20,K259,20K259,Junior High-Intermediate-Middle    ,1723,5,0,0,0,5,0,1:345
Manhattan,4,4,M072,04M072,K-8                                ,611,1,0,0,0,1,0,1:611
Brooklyn,18,18,K285,18K285,Junior High-Intermediate-Middle    ,634,1,0,0,0,1,0,1:634
Manhattan,6,6,M314,06M314,Elementary                         ,278,0,0,0,0,0,0,0
Manhattan,6,6,M467,06M467,High School                        ,534,3,0,0,0,3,0,1:178
Staten Island,31,31,R018,31R018,Elementary                         ,489,1,0,0,0,1,0,1:489
Bronx,9,9,X035,09X035,Elementary                         ,641,0,0,0,0,0,0,0
Manhattan,2,2,M529,02M529,High School                        ,569,2,0,0,0,2,0,1:285
Queens,26,26,Q041,26Q041,Elementary                         ,492,0,0,0,0,0,0,0
Manhattan,4,4,M112,04M112,Early Childhood                    ,292,0,0,0,0,0,0,0
Brooklyn,17,17,K316,17K316,Elementary                         ,423,1,0,0,0,1,0,1:423
Manhattan,5,5,M499,05M499,Secondary School                   ,1321,4,0,0,0,4,0,1:330
Brooklyn,32,32,K045,32K045,K-8                                ,646,2,0,0,0,2,0,1:323
Manhattan,75,2,M094,75M094,K-12 All Grades                    ,368,1,0,0,0,1,0,1:368
Queens,24,24,Q560,24Q560,Secondary School                   ,615,3,0,0,0,3,0,1:205
Bronx,8,8,X424,08X424,Junior High-Intermediate-Middle    ,275,2,0,0,0,2,0,1:138
Queens,30,30,Q112,30Q112,Elementary                         ,423,1,0,0,0,1,0,1:423
Brooklyn,17,17,K537,17K537,High School                        ,389,1,0,0,0,1,0,1:389
Manhattan,4,4,M680,04M680,High School                        ,286,1,0,0,0,1,0,1:286
Bronx,12,12,X314,12X314,Elementary                         ,283,1,0,0,0,1,0,1:283
Manhattan,1,1,M019,01M019,Elementary                         ,237,1,0,0,0,1,0,1:237
Manhattan,2,2,M442,02M442,K-8                                ,147,0,0,0,0,0,0,0
Brooklyn,13,13,K553,13K553,High School                        ,99,1,0,0,0,1,0,1:99
Brooklyn,32,32,K274,32K274,Elementary                         ,391,0,0,0,0,0,0,0
Brooklyn,19,19,K764,19K764,High School                        ,211,0,0,2,2,2,1,0
Queens,30,30,Q152,30Q152,Elementary                         ,1111,1,0,0,0,1,0,1:1111
Queens,27,27,Q334,27Q334,High School                        ,276,1,0,0,0,1,0,1:276
Staten Island,31,31,R003,31R003,Elementary                         ,773,1,0,0,0,1,0,1:773
Bronx,9,9,X323,09X323,Junior High-Intermediate-Middle    ,426,1,0,0,0,1,0,1:426
Queens,24,24,Q239,24Q239,Elementary                         ,523,1,0,0,0,1,0,1:523
Queens,27,27,Q108,27Q108,Elementary                         ,1396,1,0,0,0,1,0,1:1396
Queens,30,30,Q017,30Q017,Elementary                         ,500,2,0,0,0,2,0,1:250
Bronx,12,12,X691,12X691,Elementary                         ,285,0,0,0,0,0,0,0
Staten Island,31,31,R027,31R027,Junior High-Intermediate-Middle    ,967,4,0,0,0,4,0,1:242
Queens,27,27,Q114,27Q114,K-8                                ,635,2,0,0,0,2,0,1:318
Queens,30,30,Q171,30Q171,Elementary                         ,422,0,0,0,0,0,0,0
Bronx,7,7,X224,07X224,Junior High-Intermediate-Middle    ,375,0,0,1,1,1,1,0
Bronx,12,12,X384,12X384,Junior High-Intermediate-Middle    ,251,1,0,0,0,1,0,1:251
Brooklyn,14,14,K023,14K023,Elementary                         ,254,1,0,0,0,1,0,1:254
Queens,29,29,Q272,29Q272,High School                        ,442,3,0,0,0,3,0,1:147
Queens,27,27,Q309,27Q309,Secondary School                   ,576,4,0,0,0,4,0,1:144
Brooklyn,20,20,K200,20K200,Elementary                         ,1198,0,0,0,0,0,0,0
Bronx,12,12,X195,12X195,Elementary                         ,910,2,0,0,0,2,0,1:455
Bronx,12,12,X217,12X217,Junior High-Intermediate-Middle    ,277,2,0,0,0,2,0,1:139
Queens,28,28,Q082,28Q082,Elementary                         ,628,1,0,0,0,1,0,1:628
Queens,30,30,Q076,30Q076,Elementary                         ,413,1,0,0,0,1,0,1:413
Queens,30,30,Q126,30Q126,Junior High-Intermediate-Middle    ,607,2,0,0,0,2,0,1:304
Queens,27,27,Q066,27Q066,Elementary                         ,471,0,0,0,0,0,0,0
Brooklyn,75,22,K811,75K811,Secondary School                   ,304,3,0,0,0,3,0,1:101
Queens,27,27,Q105,27Q105,K-8                                ,747,2,0,0,0,2,0,1:374
Queens,29,29,Q192,29Q192,Junior High-Intermediate-Middle    ,451,1,0,0,0,1,0,1:451
Queens,29,29,Q038,29Q038,Elementary                         ,214,1,0,0,0,1,0,1:214
Brooklyn,32,32,K545,32K545,High School                        ,480,1,0,0,0,1,0,1:480
Staten Island,31,31,R041,31R041,Elementary                         ,649,1,0,0,0,1,0,1:649
Brooklyn,16,16,K026,16K026,Elementary                         ,170,0,0,0,0,0,0,0
Bronx,12,12,X341,12X341,Junior High-Intermediate-Middle    ,130,2,0,0,0,2,0,1:65
Brooklyn,21,21,K216,21K216,Elementary                         ,609,0,0,0,0,0,0,0
Bronx,11,11,X076,11X076,Elementary                         ,935,0,0,0,0,0,1,0
Brooklyn,13,13,K270,13K270,Elementary                         ,108,1,0,0,0,1,0,1:108
Bronx,11,11,X180,11X180,Junior High-Intermediate-Middle    ,860,2,0,0,0,2,0,1:430
Queens,24,24,Q019,24Q019,Elementary                         ,1896,1,0,0,0,1,0,1:1896
Queens,27,27,Q207,27Q207,K-8                                ,646,2,0,0,0,2,0,1:323
Queens,25,25,Q209,25Q209,Elementary                         ,583,1,0,0,0,1,0,1:583
Bronx,10,10,X353,10X353,High School                        ,426,1,0,0,0,1,0,1:426
Brooklyn,22,22,K255,22K255,Elementary                         ,894,1,0,0,0,1,0,1:894
Bronx,10,10,X440,10X440,High School                        ,1245,8,0,0,0,8,0,1:156
Queens,25,25,Q281,25Q281,Secondary School                   ,663,2,0,0,0,2,0,1:332
Brooklyn,15,15,K024,15K024,Elementary                         ,599,0,0,0,0,0,0,0
Staten Island,31,31,R045,31R045,Elementary                         ,808,0,0,0,0,0,0,0
Queens,30,30,Q291,30Q291,Junior High-Intermediate-Middle    ,401,2,0,0,0,2,0,1:201
Bronx,10,10,X080,10X080,Junior High-Intermediate-Middle    ,612,2,0,0,0,2,0,1:306
Manhattan,2,2,M407,02M407,Secondary School                   ,464,1,0,0,0,1,0,1:464
Brooklyn,21,21,K288,21K288,K-8                                ,594,1,0,0,0,1,0,1:594
Bronx,11,11,X103,11X103,Elementary                         ,1110,3,0,0,0,3,0,1:370
Queens,27,27,Q197,27Q197,Elementary                         ,433,0,0,0,0,0,0,0
Brooklyn,14,14,K614,14K614,Secondary School                   ,370,1,0,0,0,1,0,1:370
Brooklyn,17,17,K705,17K705,Elementary                         ,310,1,0,0,0,1,0,1:310
Brooklyn,18,18,K581,18K581,Junior High-Intermediate-Middle    ,119,1,0,0,0,1,0,1:119
Brooklyn,22,22,K109,22K109,K-8                                ,616,1,0,0,0,1,0,1:616
Manhattan,4,4,M182,04M182,Elementary                         ,330,0,0,0,0,0,0,0
Bronx,8,8,X558,08X558,High School                        ,554,3,0,0,0,3,0,1:185
Brooklyn,16,16,K025,16K025,Elementary                         ,101,0,0,0,0,0,0,0
Brooklyn,18,18,K114,18K114,Elementary                         ,450,0,0,0,0,0,0,0
Bronx,9,9,X011,09X011,Elementary                         ,615,1,0,0,0,1,0,1:615
Brooklyn,15,15,K172,15K172,Elementary                         ,544,1,0,0,0,1,0,1:544
Staten Island,31,31,R031,31R031,Elementary                         ,340,1,0,0,0,1,0,1:340
Queens,27,27,Q053,27Q053,Junior High-Intermediate-Middle    ,283,3,0,0,0,3,0,1:94
Brooklyn,21,21,K525,21K525,High School                        ,3700,16,0,0,0,16,0,1:231
Bronx,12,12,X316,12X316,Junior High-Intermediate-Middle    ,369,1,0,0,0,1,0,1:369
Bronx,11,11,X566,11X566,Junior High-Intermediate-Middle    ,443,2,0,0,0,2,1,1:222
Brooklyn,20,20,K127,20K127,Elementary                         ,500,0,1,0,1,1,0,0
Brooklyn,14,14,K297,14K297,Elementary                         ,210,0,0,0,0,0,0,0
Brooklyn,13,13,K287,13K287,Elementary                         ,164,0,0,0,0,0,0,0
Manhattan,2,2,M412,02M412,High School                        ,526,1,0,0,0,1,0,1:526
Brooklyn,16,16,K308,16K308,K-8                                ,277,1,0,0,0,1,0,1:277
Bronx,9,9,X070,09X070,Elementary                         ,1208,3,0,0,0,3,0,1:403
Bronx,10,10,X237,10X237,High School                        ,483,2,0,0,0,2,0,1:242
Brooklyn,22,15,K555,22K555,High School                        ,611,2,0,0,0,2,0,1:306
Brooklyn,22,22,K245,22K245,Elementary                         ,279,0,0,0,0,0,0,0
Brooklyn,19,19,K409,19K409,Secondary School                   ,492,1,0,0,0,1,0,1:492
Brooklyn,15,15,K464,15K464,Secondary School                   ,572,3,0,0,0,3,0,1:191
Manhattan,4,4,M102,04M102,Elementary                         ,270,1,0,0,0,1,0,1:270
Manhattan,2,2,M565,02M565,High School                        ,154,0,0,0,0,0,0,0
Brooklyn,22,22,K217,22K217,Elementary                         ,1098,0,0,0,0,0,0,0
Manhattan,2,2,M059,02M059,Elementary                         ,554,0,0,0,0,0,0,0
Brooklyn,21,21,K239,21K239,Junior High-Intermediate-Middle    ,1264,5,0,0,0,5,0,1:253
Manhattan,5,5,M148,05M148,Secondary School                   ,260,1,0,0,0,1,1,1:260
Bronx,8,8,X371,08X371,Junior High-Intermediate-Middle    ,329,0,0,1,1,1,1,0
Manhattan,6,6,M366,06M366,K-8                                ,502,0,0,0,0,0,0,0
Bronx,9,9,X170,09X170,Early Childhood                    ,259,0,0,0,0,0,0,0
Bronx,8,8,X537,08X537,High School                        ,163,1,0,0,0,1,0,1:163
Bronx,11,11,X355,11X355,Junior High-Intermediate-Middle    ,316,1,0,0,0,1,0,1:316
Queens,25,25,Q024,25Q024,Elementary                         ,936,1,0,0,0,1,0,1:936
Brooklyn,23,23,K363,23K363,Junior High-Intermediate-Middle    ,85,1,0,0,0,1,0,1:85
Bronx,12,12,X383,12X383,Junior High-Intermediate-Middle    ,237,0,0,0,0,0,0,0
Queens,24,24,Q550,24Q550,High School                        ,776,4,0,0,0,4,0,1:194
Queens,29,29,Q147,29Q147,K-8                                ,552,2,0,0,0,2,0,1:276
Bronx,10,10,X340,10X340,Elementary                         ,606,1,0,0,0,1,0,1:606
Manhattan,2,2,M255,02M255,Junior High-Intermediate-Middle    ,387,1,0,0,0,1,0,1:387
Manhattan,1,1,M315,01M315,Elementary                         ,274,0,0,0,0,0,0,0
Queens,25,25,Q194,25Q194,Junior High-Intermediate-Middle    ,1149,2,2,0,2,4,0,1:575
Brooklyn,22,22,K315,22K315,Elementary                         ,612,0,0,0,0,0,0,0
Bronx,10,10,X141,10X141,Secondary School                   ,1418,4,0,0,0,4,0,1:355
Bronx,8,8,X375,08X375,Junior High-Intermediate-Middle    ,214,2,0,0,0,2,0,1:107
Manhattan,3,3,M541,03M541,High School                        ,445,1,1,0,1,2,0,1:445
Brooklyn,15,15,K146,15K146,Elementary                         ,602,1,0,0,0,1,0,1:602
Manhattan,4,4,M497,04M497,Elementary                         ,175,0,0,0,0,0,0,0
Brooklyn,15,15,K839,15K839,Junior High-Intermediate-Middle    ,206,1,0,0,0,1,0,1:206
Brooklyn,23,23,K150,23K150,Elementary                         ,173,1,0,0,0,1,0,1:173
Brooklyn,18,18,K244,18K244,Elementary                         ,500,0,0,0,0,0,0,0
Bronx,7,7,X557,07X557,High School                        ,170,2,0,0,0,2,0,1:85
Brooklyn,14,14,K132,14K132,Elementary                         ,607,0,0,0,0,0,0,0
Manhattan,6,6,M513,06M513,Elementary                         ,199,0,0,0,0,0,0,0
Brooklyn,21,21,K238,21K238,K-8                                ,508,1,0,0,0,1,0,1:508
Queens,27,27,Q262,27Q262,Secondary School                   ,786,3,0,0,0,3,0,1:262
Staten Island,31,31,R053,31R053,Elementary                         ,719,0,0,0,0,0,0,0
Bronx,9,9,X443,09X443,Elementary                         ,451,1,0,0,0,1,0,1:451
Bronx,75,11,X721,75X721,High School                        ,474,3,0,0,0,3,0,1:158
Brooklyn,16,16,K681,16K681,Junior High-Intermediate-Middle    ,127,1,0,0,0,1,0,1:127
Manhattan,6,6,M189,06M189,Elementary                         ,811,1,0,0,0,1,0,1:811
Brooklyn,21,21,K090,21K090,Elementary                         ,529,0,0,0,0,0,0,0
Manhattan,4,4,M108,04M108,K-8                                ,471,2,0,0,0,2,0,1:236
Manhattan,3,3,M208,03M208,Elementary                         ,119,0,0,0,0,0,0,0
Brooklyn,14,14,K414,14K414,Elementary                         ,557,1,0,0,0,1,0,1:557
Bronx,9,9,X042,09X042,Elementary                         ,381,1,0,0,0,1,0,1:381
Brooklyn,13,13,K616,13K616,High School                        ,139,1,0,0,0,1,0,1:139
Staten Island,31,31,R072,31R072,Junior High-Intermediate-Middle    ,1310,4,0,0,0,4,0,1:328
Queens,24,24,Q128,24Q128,K-8                                ,959,3,0,0,0,3,0,1:320
Bronx,11,11,X106,11X106,Elementary                         ,1001,1,0,0,0,1,0,1:1001
Queens,30,30,Q149,30Q149,Elementary                         ,1081,2,0,0,0,2,0,1:541
Brooklyn,21,21,K303,21K303,Junior High-Intermediate-Middle    ,469,1,0,0,0,1,0,1:469
Brooklyn,21,21,K348,21K348,High School                        ,246,1,0,0,0,1,0,1:246
Queens,30,30,Q145,30Q145,Junior High-Intermediate-Middle    ,1820,3,0,0,0,3,0,1:607
Queens,24,24,Q007,24Q007,Early Childhood                    ,938,1,0,0,0,1,0,1:938
Manhattan,4,4,M171,04M171,K-8                                ,701,1,0,0,0,1,0,1:701
Manhattan,2,2,M033,02M033,Elementary                         ,571,1,0,0,0,1,0,1:571
Brooklyn,15,15,K447,15K447,Junior High-Intermediate-Middle    ,515,2,0,0,0,2,0,1:258
Bronx,10,10,X268,10X268,High School                        ,406,1,0,0,0,1,0,1:406
Staten Island,31,31,R010,31R010,Elementary                         ,136,0,0,0,0,0,0,0
Staten Island,31,31,R046,31R046,Elementary                         ,256,1,0,0,0,1,0,1:256
Queens,75,26,Q224,75Q224,K-8                                ,319,5,0,0,0,5,0,1:64
Queens,29,29,Q356,29Q356,Junior High-Intermediate-Middle    ,280,1,0,1,1,2,1,1:280
Manhattan,2,2,M394,02M394,High School                        ,257,2,0,0,0,2,0,1:129
Queens,29,29,Q134,29Q134,Elementary                         ,365,1,0,0,0,1,0,1:365
Brooklyn,18,18,K633,18K633,High School                        ,410,3,0,0,0,3,0,1:137
Bronx,11,11,X105,11X105,Elementary                         ,1150,1,0,0,0,1,0,1:1150
Queens,29,29,Q176,29Q176,Elementary                         ,663,0,0,0,0,0,0,0
Brooklyn,15,15,K448,15K448,Secondary School                   ,641,3,0,0,0,3,0,1:214
Manhattan,5,5,M304,05M304,High School                        ,327,1,0,0,0,1,0,1:327
Manhattan,1,1,M301,01M301,Junior High-Intermediate-Middle    ,119,1,0,0,0,1,0,1:119
Bronx,7,7,X221,07X221,Secondary School                   ,637,2,0,0,0,2,0,1:319
Bronx,11,11,X483,11X483,Elementary                         ,71,0,0,0,0,0,0,0
Bronx,8,8,X452,08X452,High School                        ,264,1,0,0,0,1,0,1:264
Queens,27,27,Q650,27Q650,High School                        ,1004,5,0,0,0,5,0,1:201
Manhattan,3,3,M247,03M247,Junior High-Intermediate-Middle    ,202,0,0,0,0,0,0,0
Brooklyn,17,17,K375,17K375,Elementary                         ,378,0,0,0,0,0,0,0
Manhattan,1,1,M448,01M448,High School                        ,378,1,0,0,0,1,0,1:378
Bronx,12,12,X372,12X372,Secondary School                   ,523,2,0,0,0,2,0,1:262
Staten Island,31,31,R455,31R455,High School                        ,3794,16,0,0,0,16,0,1:237
Queens,24,24,Q585,24Q585,High School                        ,1004,3,0,0,0,3,0,1:335
Brooklyn,32,32,K349,32K349,Junior High-Intermediate-Middle    ,285,1,0,0,0,1,0,1:285
Brooklyn,17,17,K241,17K241,Elementary                         ,462,1,0,0,0,1,0,1:462
Queens,27,27,Q210,27Q210,Junior High-Intermediate-Middle    ,1801,5,0,0,0,5,0,1:360
Bronx,11,11,X097,11X097,Elementary                         ,671,0,0,0,0,0,0,0
Brooklyn,75,21,K771,75K771,K-12 All Grades                    ,334,7,0,0,0,7,0,1:48
Brooklyn,13,13,K307,13K307,Elementary                         ,309,1,0,0,0,1,0,1:309
Brooklyn,20,20,K104,20K104,K-8                                ,1228,3,0,0,0,3,0,1:409
Manhattan,3,3,M860,03M860,Secondary School                   ,345,1,0,0,0,1,0,1:345
Brooklyn,20,20,K205,20K205,Elementary                         ,1154,0,0,0,0,0,0,0
Brooklyn,13,13,K575,13K575,High School                        ,63,1,0,0,0,1,0,1:63
Staten Island,31,31,R069,31R069,Elementary                         ,924,1,0,0,0,1,0,1:924
Bronx,10,10,X280,10X280,K-8                                ,863,0,0,0,0,0,0,0
Brooklyn,23,23,K284,23K284,K-8                                ,435,2,0,0,0,2,0,1:218
Bronx,10,10,X032,10X032,Elementary                         ,737,1,0,0,0,1,0,1:737
Brooklyn,17,17,K543,17K543,Secondary School                   ,541,2,0,0,0,2,0,1:271
Brooklyn,15,15,K015,15K015,Elementary                         ,357,0,0,0,0,0,0,0
Manhattan,6,6,M005,06M005,Elementary                         ,539,0,0,0,0,0,0,0
Manhattan,1,1,M450,01M450,Secondary School                   ,677,0,0,0,0,0,0,0
Queens,28,28,Q350,28Q350,High School                        ,503,3,0,0,0,3,0,1:168
