all/jannis_table_0_0.class,all/jannis_table_0_0.V4,all/jannis_table_0_0.V46,all/jannis_table_0_0.V54,all/jannis_table_0_0.V42,Key_0_0
0,0.517155,0.499069,0.223723,33.5152,47349
1,0.354246,0.522001,1.03883,10.872,33903
0,0.399537,0.156551,0.0724098,39.7068,12629
0,0.228927,0.893315,0.21548,18.7669,34305
1,0.593823,0.567292,0.328698,27.4433,21171
1,0.0710514,0.553059,1.11498,19.2772,37714
0,0.199102,0.31063,1.03486,48.8159,49332
0,0.434679,0.511154,0.195399,29.8003,52467
0,0.356172,0.487437,1.12298,30.9791,18312
1,0.269358,0.981836,0.320932,8.23598,19426
1,0.305362,0.513802,0.0801395,71.8592,7025
0,0.356447,0.475927,1.03314,35.8474,7108
1,0.483135,0.876049,0.043341,33.9465,8319
1,0.111635,0.0735954,0.174377,30.9046,1155
1,0.864114,0.767885,0.179018,37.187,32705
1,0.52025,0.493198,0.988468,45.0235,32329
0,0.620843,0.147698,0.383663,44.6228,22837
1,0.241769,0.227139,0.319854,43.5787,11075
0,0.782316,0.717912,0.391508,29.8931,43219
0,0.125854,0.929125,0.904039,23.952,27977
0,0.803994,0.878361,1.00551,7.56648,38163
1,0.543036,0.624715,0.126818,39.8987,27730
0,0.292341,0.487768,0.966358,19.9103,37685
1,0.741567,0.170567,0.401873,34.7461,54825
0,0.539444,0.735044,0.617697,9.42347,14561
0,0.644109,0.472595,0.286411,46.577,27764
1,0.868363,0.784265,0.38933,60.5015,45084
1,0.236585,0.4726,0.792847,45.8655,18281
1,0.469606,0.493374,0.393587,41.8549,36491
1,0.572219,0.491174,1.01761,54.4779,39038
1,0.420317,0.449096,0.316703,21.2775,43435
1,0.523557,0.491309,0.578907,42.8451,39524
0,0.359115,0.135393,0.0640573,8.34488,53338
1,0.330359,0.51208,1.00198,25.4573,26124
0,0.409357,0.465483,1.02296,81.6905,12939
0,0.57917,0.295605,0.147381,28.1217,55053
0,0.404432,0.624472,0.130788,28.6826,11518
1,0.254798,0.511133,1.15207,27.3794,7149
0,0.754754,0.45233,0.508924,52.9783,35818
0,0.693935,0.62574,0.966733,19.8229,56771
1,0.529454,0.419107,0.977199,48.1083,22256
1,0.778091,0.51385,0.200793,44.6178,44872
1,0.53828,0.110783,1.11109,20.0669,20220
1,0.472935,0.664726,0.311346,26.8949,29994
0,0.241208,0.694167,0.621567,74.4144,55478
1,0.697812,0.50196,1.14442,38.679,7013
1,0.42904,0.849275,0.614197,37.3715,13225
0,0.259534,0.504423,0.0472078,65.0135,48354
1,0.880767,0.598584,0.56569,18.2293,45939
0,0.236523,0.319024,1.02775,36.5774,3154
0,0.141617,0.532762,0.126449,48.9716,36006
0,0.41991,0.0787174,0.626498,15.9953,36288
0,0.461164,0.656056,1.03928,13.9043,30267
1,0.111176,0.63494,0.466618,38.0228,23435
0,0.389014,0.580569,0.815824,11.8737,20632
1,0.531749,0.645904,0.754636,5.46744,56705
1,0.670844,0.478368,0.217244,26.4201,3594
1,0.29419,0.0357999,0.0806235,67.0387,12757
0,0.59449,0.537385,0.54713,8.37751,11214
0,0.496984,0.192992,0.985409,21.2719,32018
1,0.609951,0.198635,0.0602857,54.8824,18170
1,0.330173,0.655074,0.832068,58.9868,8809
1,0.369185,0.145862,0.0284821,78.1937,13904
0,0.735645,0.538723,0.762318,10.4679,11798
1,0.494826,0.470392,0.551253,67.9446,38384
1,0.906442,0.508009,0.546042,14.1334,54753
1,0.280233,0.343959,1.01727,39.0992,41017
0,0.729855,0.424114,0.175742,21.3705,20014
0,0.498754,0.0580426,0.998603,34.7048,36553
0,0.524843,0.146488,1.03211,33.6638,9904
0,0.263269,0.812737,0.269658,14.3308,1735
0,0.387251,0.133725,0.253888,35.5709,56949
1,0.531764,0.111926,0.331029,25.6955,41087
0,0.506086,0.233527,1.11089,10.4676,49468
0,0.28454,0.451537,0.187682,13.1392,52365
0,0.490205,0.167141,0.412648,76.3291,12233
1,0.876812,0.6382,0.330524,27.0328,3864
0,0.0970766,0.524795,0.0857194,24.6379,46745
1,0.166658,0.504435,0.12015,38.2013,33804
0,0.540127,0.512983,0.320538,84.752,51622
1,0.538662,0.563618,0.324853,36.5396,50889
0,0.481884,0.498331,1.10541,68.4038,48420
0,0.514495,0.52474,0.197275,50.1377,2875
0,0.232156,0.175005,1.00164,47.1819,14168
0,0.345272,0.668379,0.07161,57.1232,17363
0,0.514784,0.461776,0.257375,29.1179,30435
1,0.49181,0.487446,0.957856,12.4627,55232
1,0.0976472,0.496419,0.465432,39.4881,47541
1,0.221189,0.491059,0.970388,24.0378,26405
1,0.298686,0.488303,0.97393,42.1248,56583
1,0.814799,0.476323,0.266687,59.3793,10608
1,0.358286,0.375573,0.857904,47.6434,42943
1,0.406313,0.452132,0.194343,55.511,55366
1,0.379374,0.614275,0.227073,57.766,51003
1,0.790289,0.893327,0.102617,21.9231,11339
0,0.885579,0.438573,0.84062,18.9149,5698
0,0.274036,0.463976,0.786228,26.1491,53236
1,0.470416,0.32308,0.292231,29.2526,5904
0,0.1249,0.173288,0.0447677,58.091,8016
0,0.634667,0.081238,0.913171,52.6151,38005
0,0.526242,0.333994,0.151067,34.0968,1888
0,0.575512,0.470166,0.255123,28.4556,9583
1,0.470697,0.479104,0.142466,15.3164,37040
0,0.497077,0.649255,0.73852,30.0849,1562
1,0.445577,0.138841,0.122208,28.2225,52692
0,0.438982,0.519614,0.218796,60.0745,24602
0,0.301812,0.455883,0.960822,6.23222,13552
0,0.178443,0.150646,1.14237,16.484,50794
1,0.38096,0.205339,0.57915,50.6506,1946
1,0.65833,0.590407,0.653538,58.8189,34357
0,0.140567,0.470168,1.11407,31.0882,4050
0,0.290131,0.504003,1.11107,26.4682,21691
1,0.25694,0.230477,0.476299,54.2357,52002
0,0.465896,0.650656,0.889327,11.0726,19608
1,0.115247,0.453445,0.777884,14.656,3822
0,0.113192,0.16491,0.853405,37.2267,56122
1,0.271905,0.467542,0.0603201,29.6933,9185
1,0.0630385,0.62576,0.959128,13.4088,56119
0,0.448062,0.337942,0.940415,14.8168,20990
0,0.585452,0.489331,0.0935983,67.9505,47782
1,0.272299,0.509735,1.0733,63.1906,3225
1,0.666183,0.242944,0.239493,69.2161,44255
1,0.40871,0.887805,0.272898,46.6387,5074
0,0.454703,0.691158,0.424898,14.2148,1818
1,0.242966,0.429425,0.352461,9.39582,50393
1,0.400427,0.491612,0.605321,32.8205,17802
0,0.494339,0.55515,0.138256,76.6669,56248
1,0.561572,0.497711,0.981829,59.3816,10329
0,0.525757,0.0758913,0.292184,32.4825,53536
0,0.495327,0.890042,0.0778875,38.0427,39617
1,0.437797,0.519465,0.212389,46.5419,30571
0,0.502221,0.76226,0.175885,48.2007,16185
1,0.424289,0.468728,0.591647,49.2853,37690
0,0.143448,0.603273,0.622237,28.9021,23463
0,0.498055,0.927913,0.326126,14.4784,47547
1,0.307855,0.482335,0.830339,44.689,1051
1,0.436711,0.315487,0.394089,43.7266,50183
0,0.380726,0.786993,0.973112,45.6806,16495
0,0.475375,0.485933,1.02216,48.9429,51050
0,0.171211,0.191369,1.04403,41.1735,29954
0,0.406242,0.497193,0.710305,29.7916,15592
1,0.624077,0.455575,0.287356,20.8578,35683
0,0.580317,0.0888604,0.123472,67.0786,56833
1,0.880644,0.506851,0.98884,26.5796,55980
1,0.370457,0.56288,0.403619,32.4751,43481
0,0.401152,0.383111,0.360425,25.4923,24156
0,0.46447,0.780288,0.226116,75.3101,48691
1,0.18476,0.263814,1.14398,23.7862,55097
0,0.647353,0.438206,0.263653,24.8862,14161
0,0.765518,0.472789,1.25317,47.8049,22037
0,0.456445,0.71826,0.316814,48.5842,20546
0,0.871957,0.431951,0.774414,49.5947,2827
1,0.746468,0.29176,0.61899,36.7811,53744
1,0.77748,0.183599,0.987056,27.0434,49365
1,0.495947,0.28985,0.891503,67.1196,28888
0,0.510748,0.295718,0.0550372,32.0533,36652
1,0.702847,0.578646,0.393892,32.6556,29828
0,0.456718,0.517909,0.12727,28.172,18991
0,0.506722,0.719612,0.124437,57.5352,22666
0,0.493218,0.425018,0.410921,15.5707,34895
1,0.339427,0.489356,0.907018,39.0129,45948
1,0.580515,0.615358,0.0563921,31.3357,49080
0,0.493348,0.583797,0.145199,16.2341,52528
0,0.242439,0.536803,0.187963,9.7096,43592
1,0.399297,0.484793,0.522551,36.4032,53753
1,0.677182,0.0775948,0.156785,44.9285,4764
0,0.841789,0.622799,1.20084,40.8773,41781
1,0.732256,0.632002,0.111786,34.0233,42615
0,0.102106,0.330376,0.985916,11.6441,50481
1,0.934223,0.121316,0.982631,39.8319,56059
1,0.166467,0.516275,0.181864,54.1383,12691
1,0.357594,0.510637,0.133083,7.42089,32806
1,0.508213,0.137142,1.02628,49.6672,43117
1,0.402835,0.616724,1.00391,65.7266,55791
0,0.706094,0.183233,1.19183,28.0342,19397
0,0.507448,0.50591,0.422151,44.3393,10343
0,0.623498,0.481847,0.322017,66.9243,687
1,0.452529,0.506444,0.473073,26.1205,7749
1,0.103176,0.486399,0.0728995,20.1027,34113
1,0.907177,0.522578,0.107565,19.2686,47528
0,0.339613,0.54856,1.03273,44.288,30060
0,0.511886,0.194763,0.931282,46.6224,20968
0,0.557186,0.499758,1.21407,27.8448,520
0,0.557671,0.56933,0.182283,47.4827,28735
0,0.13704,0.49388,0.983462,49.7015,56049
1,0.820388,0.926199,0.88093,28.351,1391
1,0.36173,0.568476,0.369545,26.7777,26140
0,0.49171,0.553801,0.696378,25.7156,8655
0,0.629458,0.617754,0.797245,11.0176,52102
1,0.216265,0.515698,0.412274,40.6077,32628
0,0.691072,0.239376,0.291573,75.5587,50353
1,0.532587,0.502203,0.788639,20.6375,49576
1,0.93248,0.114795,1.03816,41.5267,55900
0,0.55658,0.863201,0.080916,65.0934,27740
1,0.694521,0.344655,0.224913,17.0546,29987
0,0.605852,0.520305,0.918891,58.5134,4972
0,0.629331,0.546169,0.102305,60.7431,57253
1,0.483909,0.498828,0.205218,62.7075,65
0,0.501903,0.381196,0.15093,16.6752,38589
0,0.509392,0.196279,0.260199,33.0864,6330
0,0.261602,0.48853,0.85435,14.2618,22375
1,0.455673,0.772349,1.03782,24.3839,17007
1,0.672416,0.169871,0.336766,35.0601,333
1,0.528554,0.604413,0.934638,48.2511,7096
0,0.460646,0.64745,0.360013,22.6339,57036
0,0.46966,0.467561,0.238074,28.5449,37201
0,0.498003,0.158462,0.318481,6.98674,31423
0,0.494505,0.535545,0.260987,30.675,15370
1,0.333401,0.143935,1.05618,57.4539,46324
0,0.890771,0.405657,0.655754,36.5707,45482
0,0.43122,0.332648,0.447927,48.6018,30129
0,0.226862,0.590456,0.23575,14.1504,28783
0,0.477509,0.523183,0.890328,54.959,41174
0,0.593977,0.183355,0.93005,4.01688,37148
1,0.369924,0.324561,0.340542,49.0741,55698
0,0.128693,0.689094,0.297518,26.2708,51517
0,0.360104,0.577023,0.216431,27.0526,15031
0,0.393773,0.963557,1.14368,42.2755,44576
0,0.101081,0.960592,0.297939,79.8698,38111
1,0.838562,0.500526,0.259307,27.7747,17690
1,0.322447,0.448831,0.0331687,19.4104,5464
0,0.480841,0.532148,0.227767,34.0514,33555
0,0.749749,0.343123,1.29112,35.3069,53523
1,0.522994,0.619678,0.141943,84.9111,57528
1,0.236199,0.187657,0.0659246,41.7881,23969
0,0.488047,0.141629,0.904781,16.2419,26384
0,0.498304,0.191459,0.816575,62.6436,8650
1,0.473318,0.0464742,0.942956,5.89337,5255
1,0.246123,0.473942,1.01893,26.3342,42864
0,0.521944,0.867956,0.963808,54.007,24711
1,0.490351,0.502164,1.00936,41.8047,18353
1,0.526927,0.413098,0.441247,42.3485,7027
1,0.284712,0.428002,1.06963,30.7246,19713
1,0.927417,0.439303,0.984459,9.02644,9925
1,0.49796,0.395797,0.27574,31.9202,52390
0,0.425905,0.866035,0.734864,11.3456,10044
0,0.466074,0.704897,0.611422,57.9043,49202
1,0.547592,0.818864,1.1896,51.8635,15439
0,0.576543,0.843103,0.812708,37.4927,15555
0,0.506721,0.844031,0.177803,46.8589,20359
0,0.533698,0.512137,1.32998,33.8695,44480
1,0.339232,0.847031,0.175188,25.4761,5713
1,0.437905,0.500784,0.108552,15.7136,15268
1,0.731713,0.168831,0.207021,65.0397,49815
1,0.106862,0.594825,0.0578851,40.4791,17187
1,0.479389,0.482716,0.39948,15.6071,17835
1,0.48781,0.481372,0.822361,57.8961,16143
1,0.547544,0.496002,1.11596,32.9213,45401
0,0.808492,0.808265,0.776003,61.5299,22890
0,0.42714,0.176683,0.262775,51.6057,37085
1,0.119098,0.485835,0.291798,16.3167,23906
0,0.65582,0.523092,0.446995,59.0962,20904
0,0.480959,0.481418,0.213363,18.8025,19431
0,0.319024,0.0297657,0.226331,54.4063,43033
1,0.462952,0.142286,0.270793,49.932,19488
0,0.587632,0.607579,0.126757,12.1055,13192
0,0.41172,0.515757,0.135816,32.5373,39918
0,0.527669,0.54721,0.109702,44.3693,31503
0,0.596385,0.502845,0.156753,8.36294,11364
0,0.0779792,0.0679604,0.559498,37.0386,44334
0,0.962652,0.489569,0.718074,63.2717,34365
1,0.585877,0.830294,0.576829,56.9862,51668
1,0.205446,0.528652,0.369213,50.8366,57248
0,0.498503,0.131147,0.381192,49.1878,21553
1,0.437478,0.648466,0.54917,16.9077,21072
0,0.145741,0.721968,0.0761796,18.2892,55371
0,0.512064,0.595141,0.675998,39.9558,7947
0,0.588614,0.377689,0.134591,40.6637,46158
0,0.377904,0.208388,0.0637121,67.7913,47311
1,0.576091,0.586895,0.169831,24.7158,10192
1,0.715842,0.206243,1.20238,9.37543,6781
0,0.49811,0.12443,0.875278,13.3653,18473
1,0.50035,0.192924,0.51634,39.3343,43722
1,0.786767,0.434133,0.0753969,57.5923,28168
0,0.369472,0.0670382,1.0193,22.3516,5305
1,0.45615,0.433989,0.0525186,33.4107,26941
0,0.515428,0.341155,0.723817,14.7869,45142
1,0.216145,0.365853,0.254177,60.1971,41179
0,0.833471,0.777573,1.18719,31.8215,38553
0,0.478105,0.14076,0.309634,23.6633,19571
0,0.596298,0.844021,0.106048,61.1804,15206
1,0.879535,0.901608,0.946917,39.4191,8253
1,0.559386,0.74526,1.00257,60.6609,2645
0,0.258993,0.292267,0.658699,32.3747,3109
0,0.912703,0.375308,0.874635,11.835,39721
1,0.579265,0.493084,1.04355,57.3164,50022
0,0.481556,0.484615,0.0444086,30.3584,25084
0,0.482675,0.50586,0.524161,25.8822,12754
1,0.831697,0.471782,0.964691,37.9523,25592
0,0.474722,0.216296,1.00267,45.8284,29995
1,0.408501,0.480098,1.14088,54.7301,26427
1,0.816795,0.535773,1.06678,21.7541,8641
0,0.430057,0.212995,0.0728757,27.4439,31956
1,0.915053,0.7814,0.119062,34.757,37323
0,0.367439,0.137011,0.408258,44.556,28886
1,0.222062,0.85234,0.655249,60.2967,33653
0,0.513383,0.137396,0.324133,56.1756,54529
0,0.836114,0.551515,0.38114,65.6239,22510
1,0.798255,0.434343,0.762877,59.4413,27691
0,0.501329,0.781071,1.0111,76.3082,28613
1,0.605958,0.670437,1.14083,8.71108,22324
1,0.702333,0.246956,0.0876613,14.1526,12716
1,0.0920791,0.495262,1.02436,55.2608,57138
0,0.739087,0.48834,0.179411,23.0573,38792
0,0.377725,0.519647,0.0482533,47.451,2578
0,0.770249,0.502565,0.0974622,18.7957,26115
1,0.422086,0.698957,0.436663,62.4336,31312
1,0.490705,0.795071,0.519221,68.7831,13264
1,0.0571559,0.931988,0.110473,23.919,24610
1,0.253859,0.489788,1.02611,54.8625,866
0,0.49057,0.198154,0.991616,12.1638,35944
0,0.279941,0.573355,0.232699,55.496,12096
0,0.570037,0.522326,0.0787522,9.94336,38946
1,0.651426,0.40343,0.999026,29.1641,54564
0,0.443186,0.228955,0.103408,28.916,9701
1,0.526488,0.578007,0.525085,23.9311,5845
1,0.684523,0.518772,0.241875,43.6194,41579
1,0.241771,0.85033,0.409843,23.2962,43670
1,0.559514,0.198094,0.6587,44.1856,40811
0,0.501021,0.405427,0.877656,28.8223,62
0,0.903469,0.0657536,1.00665,41.3414,35419
1,0.422964,0.599707,0.431331,38.3256,51509
1,0.533867,0.470878,0.731438,35.848,25824
1,0.340645,0.535827,0.383345,79.9452,14164
0,0.77694,0.644071,0.246466,62.143,51
1,0.763583,0.160764,0.312125,34.7843,756
1,0.610169,0.586383,0.312706,13.0752,56880
0,0.35321,0.631792,0.996007,51.7139,14397
1,0.893403,0.164817,0.991626,78.7919,44937
0,0.942914,0.413282,0.963418,52.5352,20448
1,0.509835,0.577889,0.787393,10.4966,43583
0,0.527012,0.536916,0.18151,20.5287,47178
0,0.148117,0.445787,0.99976,37.5191,4513
1,0.334087,0.456591,0.7244,59.123,30212
1,0.0908117,0.0833523,0.721372,26.7399,18850
0,0.536754,0.503086,0.353338,17.8284,48850
0,0.437151,0.865571,0.107504,60.7189,10996
0,0.524123,0.774863,0.855846,20.2461,47995
1,0.358624,0.577152,1.0492,39.9519,4795
0,0.483448,0.464286,0.458697,58.453,55971
0,0.742786,0.49586,0.456295,61.7877,39006
1,0.95263,0.505505,0.147829,34.4162,16062
0,0.486092,0.481266,0.0830829,12.2256,32335
1,0.38607,0.493756,0.485401,64.0109,24382
1,0.597587,0.498073,0.610045,25.6837,20047
0,0.720241,0.683011,0.22644,82.3368,6926
1,0.89629,0.834637,0.793492,55.3519,15389
1,0.470011,0.636615,0.339141,16.9082,9912
0,0.262841,0.195942,0.114598,9.0542,55643
0,0.56448,0.0686711,0.816199,9.3749,48714
0,0.837948,0.517376,0.417641,41.2294,18001
1,0.595678,0.0920585,0.267124,28.8149,39443
0,0.543046,0.442111,0.184006,43.3812,45328
1,0.95194,0.878974,1.082,63.9795,17402
1,0.0916138,0.697663,0.112546,2.21686,4630
0,0.2014,0.898838,0.360503,24.7213,34569
0,0.871341,0.358315,0.0855895,29.0429,30652
1,0.239613,0.680351,0.605998,25.0069,57518
0,0.866328,0.260295,0.903436,46.9487,29261
0,0.609501,0.659162,0.258217,32.5159,46361
0,0.555115,0.639665,0.955021,41.541,13051
0,0.430592,0.563836,0.094683,55.5109,30928
0,0.196153,0.376945,0.574579,21.8315,18314
0,0.71335,0.492905,0.109516,24.7738,5114
1,0.450259,0.359362,0.0649731,14.9958,50258
0,0.513267,0.901554,0.145934,29.7432,8792
1,0.524906,0.763248,0.140695,51.0402,7866
1,0.493312,0.056901,1.01412,68.9279,49748
0,0.380534,0.5108,0.251282,35.7313,53537
0,0.572682,0.581639,0.325868,31.4109,15585
1,0.374073,0.454405,0.127137,6.95886,33194
0,0.518742,0.0353652,0.121961,64.8737,44674
0,0.180408,0.845591,1.03126,64.4118,54979
0,0.90763,0.781486,0.203362,74.9955,52008
1,0.354298,0.5716,0.238262,69.7971,32696
1,0.474312,0.485072,0.389122,14.215,34181
0,0.271215,0.716284,0.6838,32.1542,38477
0,0.831618,0.436855,0.284459,55.1027,52493
1,0.535698,0.18069,0.593052,27.7049,30334
0,0.514635,0.503699,0.649375,15.2698,23731
1,0.796181,0.580114,0.985181,18.4723,21909
1,0.176502,0.512954,0.998821,4.64112,34430
1,0.59394,0.738068,0.185261,17.6714,22758
0,0.475356,0.0955182,0.193683,47.4645,43997
1,0.471776,0.888025,0.114987,57.3092,8872
1,0.173984,0.403628,0.925109,58.1145,34556
1,0.339955,0.49291,1.01935,15.881,17804
0,0.461997,0.537507,0.52861,51.9554,54180
0,0.863492,0.552158,0.914399,35.4363,7462
1,0.73639,0.496829,0.145986,68.0744,47966
1,0.617229,0.227771,0.927157,42.2122,54161
0,0.507813,0.485688,0.967443,10.8189,28781
1,0.240444,0.510947,1.11773,51.5836,12464
1,0.520793,0.695042,0.829362,9.04441,33091
1,0.146532,0.436277,0.255147,22.9585,18645
1,0.847876,0.566501,1.04537,33.6182,23566
1,0.975306,0.220076,0.0936125,48.0936,17138
1,0.346931,0.84964,0.410777,49.8891,28525
1,0.494848,0.141275,0.379679,2.4865,5714
0,0.598441,0.613658,0.96994,54.4595,31396
1,0.435862,0.379051,0.118608,21.5336,13846
1,0.483771,0.943831,1.1484,13.4011,32758
0,0.637924,0.952954,0.633334,48.4712,24937
0,0.626444,0.488825,0.292068,23.164,19322
1,0.538763,0.259592,1.16359,55.2214,52179
1,0.464182,0.796729,0.0906814,24.6487,18032
0,0.3185,0.943453,0.733844,25.5149,33865
0,0.556752,0.389777,0.0793287,47.5562,17447
0,0.709492,0.183695,0.985908,32.2675,35619
0,0.1637,0.544232,0.333095,12.6575,7480
0,0.467599,0.531886,0.136991,40.8563,6011
1,0.547659,0.749759,0.210001,0.930212,20364
1,0.149149,0.310773,0.104548,31.6619,5497
1,0.52703,0.950604,0.127201,61.2229,8474
0,0.692144,0.508102,0.121317,36.0327,43358
1,0.648419,0.554198,0.135897,22.7095,23654
0,0.770991,0.198645,0.849014,38.8043,48198
1,0.876939,0.554705,1.16702,25.2202,3039
1,0.15333,0.242283,1.05391,14.4862,14836
0,0.181202,0.297698,0.310715,42.0306,10648
0,0.552571,0.261669,0.917018,65.9129,42872
0,0.497463,0.422004,0.446716,13.3887,6675
0,0.154918,0.892105,1.16925,36.2958,49057
0,0.546945,0.504442,0.257626,27.6338,48510
0,0.332388,0.466376,0.22991,11.9899,56436
1,0.529396,0.507388,0.0693537,32.7734,17801
1,0.357501,0.518352,0.992299,46.4823,46570
0,0.096337,0.78437,0.241749,42.0875,10623
1,0.497974,0.544937,0.25802,39.6002,9284
1,0.774808,0.509403,0.117722,62.2673,42258
0,0.256405,0.665419,0.0487107,23.7633,41612
1,0.448445,0.481707,0.127102,53.2857,5803
0,0.66164,0.474685,1.07782,9.2959,2629
0,0.298914,0.485898,0.472782,43.4171,18164
0,0.520756,0.786159,0.258745,20.6111,18301
1,0.137558,0.492048,0.880954,39.3774,12721
1,0.773882,0.505899,0.975581,5.57086,26283
1,0.621123,0.433938,0.592336,17.9631,2252
1,0.863551,0.782408,0.177432,11.8855,15417
1,0.465285,0.526459,0.0669164,48.8681,37158
0,0.512427,0.233615,0.0899853,43.3552,53971
0,0.458916,0.15814,0.0959337,39.2913,49980
1,0.0949487,0.508112,0.267829,17.1506,36560
0,0.778521,0.621314,0.0896838,24.7777,39086
0,0.619141,0.502445,0.408753,55.5213,34224
1,0.754433,0.729333,0.0978001,53.7426,49801
0,0.565808,0.388753,0.447955,62.6156,48411
1,0.839169,0.68396,0.941095,29.9407,10461
0,0.0490063,0.452611,0.759625,48.6274,10550
1,0.379284,0.57235,0.394229,7.79528,40504
1,0.625407,0.780771,0.23613,68.15,18047
1,0.522866,0.665827,0.0624388,35.9849,10651
0,0.889429,0.515076,0.0446495,42.2393,52257
0,0.483827,0.770519,0.408353,31.2664,38953
1,0.134013,0.43983,0.272807,1.6728,27492
1,0.573224,0.230807,0.802844,31.4744,55675
0,0.145586,0.723976,0.345588,34.3085,6818
0,0.83042,0.392286,0.0585624,47.5656,12835
1,0.520557,0.479552,0.253272,27.6365,44746
1,0.36437,0.446396,0.153851,59.7152,39636
1,0.572605,0.518106,0.194132,42.8253,24107
0,0.220527,0.780632,0.20188,52.5339,39476
0,0.391832,0.231267,0.100501,10.4922,8468
0,0.499413,0.0226838,1.23928,38.307,17487
0,0.436333,0.46702,1.0083,32.1322,36785
0,0.507713,0.970376,0.126968,47.0234,41171
1,0.564262,0.562885,0.166858,31.2885,43992
0,0.269541,0.0802288,0.803208,63.0292,5221
1,0.514203,0.228197,0.119373,21.7423,230
1,0.878206,0.608544,0.777679,49.7917,34482
1,0.167064,0.639008,0.548188,13.0749,45028
1,0.912441,0.401,0.465814,35.2675,56455
1,0.228986,0.374599,0.101367,32.7898,27603
0,0.503116,0.735817,0.984384,52.154,2616
0,0.776191,0.505586,0.0703291,57.8295,50586
0,0.493922,0.538524,0.475425,36.0971,9709
1,0.5119,0.483228,0.566975,19.7335,19569
1,0.107963,0.539993,1.13528,16.6883,30839
1,0.630197,0.0829485,0.0598339,65.7557,36175
0,0.495241,0.531956,0.984659,41.4563,23431
1,0.328433,0.728821,0.841091,9.14031,4587
0,0.0687078,0.480678,0.379732,68.6814,42616
1,0.385927,0.761543,0.902299,28.8247,48838
0,0.726376,0.190041,0.888451,35.539,34036
1,0.47112,0.440422,0.125734,25.2221,43181
1,0.840928,0.526452,0.792976,22.7548,3026
1,0.739793,0.22996,0.139101,11.8284,21561
1,0.158609,0.585597,0.926593,39.1999,41238
0,0.429078,0.874408,1.02463,13.7716,42963
1,0.448659,0.141674,0.920382,54.5369,31023
1,0.108546,0.565741,0.140351,9.793,32227
1,0.314166,0.519402,0.357741,45.4333,35731
0,0.687222,0.742303,0.191512,29.826,18429
1,0.480131,0.50915,0.923933,28.0292,40689
0,0.148343,0.477736,0.118344,20.1687,50272
1,0.861134,0.587948,0.512269,24.3079,52475
1,0.609403,0.505482,0.255821,37.8189,33240
0,0.573761,0.456974,1.51628,54.9119,37652
1,0.354752,0.595343,0.257649,15.1424,11740
0,0.348324,0.640584,0.341489,7.43457,30167
1,0.0987023,0.562402,1.07473,29.8683,31693
1,0.674103,0.0968862,0.734016,14.9842,12636
0,0.292825,0.456749,0.359701,32.599,11914
1,0.511481,0.17018,0.56047,70.5205,52462
0,0.321731,0.745932,0.962217,53.5961,26762
1,0.337009,0.643012,0.121,26.7868,22468
1,0.360295,0.462961,0.66723,11.8408,28527
1,0.655837,0.429949,0.358171,35.6682,45734
0,0.405557,0.900501,0.176577,28.01,50824
1,0.445796,0.72497,0.0548338,66.2058,49382
0,0.637329,0.083637,0.112131,26.5189,35729
1,0.509844,0.0715319,0.200323,60.4315,16295
1,0.573537,0.757359,0.0552877,33.6902,11994
0,0.554683,0.454903,0.283802,15.1568,26773
1,0.755394,0.579888,0.670077,7.84478,17882
0,0.796002,0.818419,0.0916306,52.632,50266
0,0.894642,0.747527,0.420125,19.4406,1347
1,0.515079,0.532263,0.953659,42.7933,49893
1,0.348868,0.49043,0.663887,20.0101,27250
1,0.584482,0.581971,0.266911,12.2697,23664
1,0.0406497,0.0883169,1.18796,39.6518,8349
0,0.691507,0.299704,0.525742,11.3217,46740
1,0.369432,0.355675,0.146208,51.7319,31994
1,0.580231,0.447527,0.573334,6.88018,54182
0,0.438217,0.552014,0.480752,7.99712,28435
0,0.525008,0.537277,0.373017,36.2529,1124
0,0.492385,0.804588,0.538837,39.8958,17854
0,0.475427,0.494292,0.306923,47.4707,31837
0,0.194727,0.596775,0.122605,11.2959,5351
1,0.423345,0.181066,0.282712,19.6716,25539
1,0.484568,0.169764,0.341057,68.7995,36289
0,0.500963,0.585384,0.860098,37.8068,49432
0,0.0922289,0.12526,1.00721,47.463,24552
1,0.240486,0.83427,0.430704,13.9847,21015
0,0.241188,0.369536,0.166646,53.3458,42172
1,0.069758,0.953154,0.113479,4.72772,10592
1,0.540743,0.105618,1.11121,50.5842,23777
1,0.530314,0.535034,0.177985,59.1092,32765
0,0.806023,0.0716888,1.08559,49.4025,48545
0,0.484968,0.501982,0.406129,33.6669,10090
0,0.623382,0.560832,0.575006,18.6388,3855
1,0.855327,0.298201,1.10946,39.0778,3302
1,0.710544,0.50023,0.960883,49.7823,29964
1,0.527081,0.51121,0.0411058,18.4854,29236
0,0.0606183,0.666547,0.142222,46.2799,22092
0,0.473445,0.356667,0.160802,28.4875,31250
0,0.686652,0.498802,0.465388,9.26473,16242
1,0.905205,0.63637,0.936062,66.3255,49841
0,0.535687,0.72152,0.417689,68.0409,49902
1,0.765602,0.63869,0.460557,60.2541,6969
1,0.833828,0.28882,0.182321,41.6833,47849
0,0.540298,0.037615,0.999376,1.47611,33942
0,0.428844,0.514919,0.498177,46.1585,31745
1,0.591727,0.287448,1.00095,68.4458,38845
1,0.198354,0.567755,0.979264,29.5598,21849
