all/eyemove_table_1_2.firstPassFixDur,all/eyemove_table_1_2.lineNo,all/eyemove_table_1_2.assgNo,all/eyemove_table_1_2.lineNo.1,Key_0_0
219.0,5914.0,176.0,5914.0,3093
100.0,3439.0,105.0,3439.0,4368
139.0,1338.0,42.0,1338.0,2973
358.0,5370.0,162.0,5370.0,3001
100.0,5221.0,157.0,5221.0,2210
20.0,2136.0,68.0,2136.0,2796
219.0,505.0,15.0,505.0,6694
239.0,6657.0,198.0,6657.0,2820
99.0,9960.0,306.0,9960.0,4163
159.0,3581.0,111.0,3581.0,3292
198.0,4040.0,130.0,4040.0,76
219.0,8968.0,282.0,8968.0,6175
199.0,4566.0,142.0,4566.0,3277
80.0,7298.0,224.0,7298.0,4465
219.0,9367.0,290.0,9367.0,604
558.0,3051.0,93.0,3051.0,6037
119.0,6641.0,197.0,6641.0,796
179.0,2917.0,89.0,2917.0,2075
298.0,5944.0,177.0,5944.0,4785
139.0,5632.0,167.0,5632.0,3790
139.0,9666.0,298.0,9666.0,802
139.0,6516.0,193.0,6516.0,3117
99.0,6123.0,180.0,6123.0,6279
139.0,9566.0,295.0,9566.0,7112
159.0,1715.0,53.0,1715.0,7255
99.0,9325.0,289.0,9325.0,5504
238.0,5205.0,157.0,5205.0,4456
80.0,3686.0,115.0,3686.0,1246
139.0,4321.0,135.0,4321.0,323
159.0,8221.0,256.0,8221.0,5249
298.0,9501.0,293.0,9501.0,312
298.0,740.0,22.0,740.0,210
99.0,7742.0,239.0,7742.0,5021
199.0,644.0,21.0,644.0,1829
99.0,7169.0,219.0,7169.0,770
199.0,3037.0,93.0,3037.0,6908
219.0,3118.0,95.0,3118.0,7004
139.0,980.0,30.0,980.0,606
179.0,1059.0,32.0,1059.0,4509
119.0,6296.0,185.0,6296.0,529
179.0,3213.0,98.0,3213.0,6123
179.0,3784.0,121.0,3784.0,4324
139.0,5692.0,168.0,5692.0,290
99.0,8929.0,281.0,8929.0,4158
99.0,7974.0,248.0,7974.0,1422
199.0,10256.0,312.0,10256.0,92
358.0,3677.0,115.0,3677.0,2524
238.0,7571.0,231.0,7571.0,1306
338.0,8535.0,270.0,8535.0,4086
418.0,4876.0,149.0,4876.0,1632
179.0,1628.0,50.0,1628.0,4820
239.0,9645.0,297.0,9645.0,3254
338.0,8345.0,261.0,8345.0,7291
199.0,4611.0,143.0,4611.0,6984
119.0,10673.0,328.0,10673.0,2149
258.0,2074.0,66.0,2074.0,7009
219.0,8523.0,269.0,8523.0,4562
99.0,2049.0,65.0,2049.0,6549
318.0,5256.0,159.0,5256.0,94
139.0,4890.0,149.0,4890.0,3839
100.0,10328.0,315.0,10328.0,5348
179.0,5910.0,176.0,5910.0,3139
139.0,4653.0,144.0,4653.0,2780
179.0,8129.0,254.0,8129.0,7562
379.0,3101.0,94.0,3101.0,6524
179.0,4365.0,136.0,4365.0,7413
179.0,10440.0,319.0,10440.0,6386
179.0,2313.0,73.0,2313.0,1561
139.0,7005.0,212.0,7005.0,2009
100.0,1810.0,57.0,1810.0,6923
179.0,4842.0,148.0,4842.0,7388
258.0,9829.0,303.0,9829.0,813
159.0,3972.0,128.0,3972.0,7354
179.0,7568.0,231.0,7568.0,5277
159.0,1624.0,49.0,1624.0,5560
99.0,1243.0,39.0,1243.0,1237
199.0,9438.0,292.0,9438.0,3766
99.0,6656.0,198.0,6656.0,6494
239.0,4030.0,130.0,4030.0,712
258.0,3275.0,99.0,3275.0,3215
100.0,6280.0,185.0,6280.0,621
139.0,9742.0,300.0,9742.0,7250
159.0,8820.0,279.0,8820.0,2318
278.0,4043.0,130.0,4043.0,3930
139.0,3644.0,113.0,3644.0,409
557.0,2666.0,80.0,2666.0,4147
198.0,3742.0,118.0,3742.0,3323
99.0,8303.0,259.0,8303.0,2462
179.0,9076.0,285.0,9076.0,6196
338.0,4275.0,135.0,4275.0,3532
238.0,6181.0,182.0,6181.0,7572
99.0,10478.0,320.0,10478.0,1830
179.0,2784.0,85.0,2784.0,1141
238.0,4328.0,135.0,4328.0,525
119.0,10666.0,328.0,10666.0,1209
99.0,912.0,28.0,912.0,7559
638.0,2668.0,80.0,2668.0,3369
239.0,8131.0,254.0,8131.0,3480
378.0,4327.0,135.0,4327.0,1874
199.0,8165.0,255.0,8165.0,917
99.0,3333.0,101.0,3333.0,213
159.0,9820.0,303.0,9820.0,252
199.0,3509.0,108.0,3509.0,1418
259.0,1139.0,34.0,1139.0,912
80.0,9035.0,284.0,9035.0,4139
278.0,10813.0,333.0,10813.0,5593
80.0,7077.0,215.0,7077.0,1844
99.0,9953.0,306.0,9953.0,4504
99.0,8143.0,254.0,8143.0,350
199.0,9866.0,304.0,9866.0,5088
139.0,8894.0,280.0,8894.0,5985
139.0,9490.0,293.0,9490.0,6945
159.0,3501.0,108.0,3501.0,7057
298.0,1149.0,35.0,1149.0,349
159.0,1564.0,47.0,1564.0,4229
139.0,6607.0,196.0,6607.0,6616
258.0,8804.0,278.0,8804.0,5440
199.0,6219.0,183.0,6219.0,3578
199.0,5933.0,176.0,5933.0,6410
199.0,6323.0,187.0,6323.0,2430
80.0,3500.0,108.0,3500.0,1770
139.0,2385.0,75.0,2385.0,6360
298.0,646.0,21.0,646.0,1027
199.0,2310.0,73.0,2310.0,3682
139.0,8776.0,278.0,8776.0,857
159.0,4691.0,145.0,4691.0,6294
139.0,8077.0,251.0,8077.0,2866
179.0,2598.0,78.0,2598.0,6373
199.0,3223.0,98.0,3223.0,3483
278.0,3838.0,123.0,3838.0,663
80.0,1776.0,56.0,1776.0,1672
239.0,7434.0,227.0,7434.0,3443
119.0,8639.0,274.0,8639.0,1646
258.0,7753.0,239.0,7753.0,4654
119.0,5012.0,153.0,5012.0,1156
99.0,3582.0,111.0,3582.0,916
119.0,1248.0,39.0,1248.0,1475
239.0,2991.0,91.0,2991.0,4997
437.0,1299.0,41.0,1299.0,3484
179.0,8253.0,257.0,8253.0,372
99.0,3775.0,120.0,3775.0,2379
258.0,6311.0,186.0,6311.0,1049
198.0,1561.0,47.0,1561.0,5322
199.0,4832.0,148.0,4832.0,394
179.0,5311.0,160.0,5311.0,825
199.0,8086.0,252.0,8086.0,5577
20.0,2829.0,86.0,2829.0,6254
100.0,10504.0,321.0,10504.0,3446
139.0,192.0,5.0,192.0,5551
219.0,8020.0,249.0,8020.0,1423
179.0,4773.0,147.0,4773.0,6120
418.0,1873.0,58.0,1873.0,2441
80.0,6400.0,189.0,6400.0,3634
80.0,5030.0,153.0,5030.0,2377
278.0,372.0,11.0,372.0,293
120.0,2536.0,78.0,2536.0,439
99.0,7113.0,216.0,7113.0,5971
199.0,6176.0,182.0,6176.0,7192
159.0,10785.0,332.0,10785.0,5883
319.0,2343.0,74.0,2343.0,3039
159.0,9255.0,289.0,9255.0,1864
258.0,10864.0,335.0,10864.0,6325
857.0,2899.0,88.0,2899.0,1405
139.0,9718.0,299.0,9718.0,2879
179.0,8579.0,272.0,8579.0,6336
99.0,9639.0,297.0,9639.0,4097
119.0,6742.0,202.0,6742.0,5663
219.0,2786.0,85.0,2786.0,2285
139.0,6563.0,194.0,6563.0,7440
100.0,7250.0,222.0,7250.0,5807
139.0,10050.0,307.0,10050.0,6907
298.0,6146.0,181.0,6146.0,4931
100.0,9283.0,289.0,9283.0,7396
139.0,882.0,27.0,882.0,6602
80.0,8649.0,275.0,8649.0,5053
139.0,4576.0,142.0,4576.0,2427
139.0,7126.0,217.0,7126.0,5991
159.0,6135.0,181.0,6135.0,4575
238.0,10686.0,328.0,10686.0,4196
338.0,5608.0,167.0,5608.0,6292
159.0,3168.0,97.0,3168.0,6112
239.0,1201.0,37.0,1201.0,5982
179.0,6773.0,203.0,6773.0,2279
239.0,1644.0,50.0,1644.0,2504
100.0,8272.0,258.0,8272.0,3163
80.0,7903.0,244.0,7903.0,5853
139.0,7180.0,219.0,7180.0,4510
179.0,8472.0,267.0,8472.0,7529
139.0,10771.0,332.0,10771.0,6393
80.0,6730.0,201.0,6730.0,7
139.0,6225.0,183.0,6225.0,1397
99.0,8598.0,273.0,8598.0,5548
139.0,6315.0,186.0,6315.0,755
259.0,3438.0,105.0,3438.0,1828
179.0,10014.0,306.0,10014.0,7561
100.0,3629.0,112.0,3629.0,65
99.0,8052.0,250.0,8052.0,5995
239.0,5553.0,166.0,5553.0,2953
20.0,2287.0,73.0,2287.0,6796
278.0,5340.0,161.0,5340.0,4064
80.0,10224.0,311.0,10224.0,1695
139.0,384.0,11.0,384.0,3865
219.0,4550.0,142.0,4550.0,1324
99.0,10163.0,310.0,10163.0,5990
298.0,3319.0,101.0,3319.0,1343
179.0,10084.0,308.0,10084.0,5941
119.0,571.0,18.0,571.0,3321
199.0,7088.0,215.0,7088.0,4429
298.0,5947.0,177.0,5947.0,2957
119.0,4967.0,151.0,4967.0,2237
219.0,1631.0,50.0,1631.0,1194
258.0,1696.0,52.0,1696.0,577
219.0,6699.0,200.0,6699.0,5701
100.0,2716.0,82.0,2716.0,5312
80.0,9242.0,289.0,9242.0,4399
398.0,5667.0,168.0,5667.0,2300
279.0,5530.0,165.0,5530.0,3246
616.0,5091.0,154.0,5091.0,2226
80.0,10018.0,306.0,10018.0,5824
80.0,6825.0,204.0,6825.0,2376
80.0,5585.0,166.0,5585.0,3164
259.0,10117.0,309.0,10117.0,5714
139.0,7519.0,229.0,7519.0,22
119.0,6885.0,207.0,6885.0,2337
99.0,640.0,21.0,640.0,1001
179.0,5209.0,157.0,5209.0,1915
139.0,8823.0,279.0,8823.0,7172
458.0,3201.0,98.0,3201.0,1434
239.0,824.0,24.0,824.0,3947
298.0,680.0,22.0,680.0,5549
80.0,10499.0,321.0,10499.0,2278
199.0,7691.0,237.0,7691.0,5178
160.0,10479.0,320.0,10479.0,708
139.0,1547.0,46.0,1547.0,3647
80.0,7023.0,213.0,7023.0,6423
398.0,651.0,21.0,651.0,3475
139.0,8145.0,254.0,8145.0,5582
418.0,2407.0,76.0,2407.0,6397
457.0,3853.0,124.0,3853.0,1726
298.0,6206.0,183.0,6206.0,5124
80.0,1735.0,54.0,1735.0,31
139.0,3264.0,99.0,3264.0,4935
279.0,2520.0,78.0,2520.0,6221
238.0,4228.0,134.0,4228.0,3964
199.0,5031.0,153.0,5031.0,4587
99.0,6798.0,203.0,6798.0,4532
278.0,6063.0,179.0,6063.0,5508
397.0,160.0,5.0,160.0,5455
139.0,5634.0,167.0,5634.0,6742
199.0,5888.0,175.0,5888.0,5755
218.0,10732.0,330.0,10732.0,2013
179.0,1203.0,37.0,1203.0,3585
179.0,9150.0,287.0,9150.0,995
139.0,260.0,8.0,260.0,6066
379.0,3022.0,92.0,3022.0,1399
80.0,6694.0,200.0,6694.0,5850
359.0,2823.0,86.0,2823.0,7163
80.0,5589.0,166.0,5589.0,5827
238.0,6116.0,180.0,6116.0,3730
219.0,8441.0,266.0,8441.0,2443
99.0,6703.0,200.0,6703.0,983
219.0,114.0,4.0,114.0,6770
119.0,4827.0,148.0,4827.0,7323
159.0,6120.0,180.0,6120.0,735
139.0,10021.0,306.0,10021.0,7215
199.0,2875.0,87.0,2875.0,5604
119.0,6306.0,185.0,6306.0,6740
358.0,4659.0,144.0,4659.0,3461
179.0,2874.0,87.0,2874.0,6695
298.0,10477.0,320.0,10477.0,3701
139.0,8836.0,279.0,8836.0,6539
378.0,4214.0,134.0,4214.0,5553
219.0,8593.0,273.0,8593.0,2816
100.0,602.0,19.0,602.0,1756
99.0,9364.0,290.0,9364.0,633
438.0,1822.0,57.0,1822.0,6313
238.0,10243.0,311.0,10243.0,2172
199.0,9530.0,294.0,9530.0,7075
179.0,660.0,21.0,660.0,1778
99.0,5994.0,178.0,5994.0,7082
219.0,3067.0,93.0,3067.0,6441
159.0,8395.0,264.0,8395.0,4515
179.0,1827.0,57.0,1827.0,726
179.0,10332.0,315.0,10332.0,4027
119.0,6355.0,187.0,6355.0,3186
99.0,7671.0,236.0,7671.0,1121
715.0,7289.0,223.0,7289.0,7482
238.0,10723.0,329.0,10723.0,2398
358.0,9254.0,289.0,9254.0,920
258.0,3460.0,106.0,3460.0,4758
99.0,9095.0,286.0,9095.0,6929
80.0,3675.0,115.0,3675.0,2821
119.0,522.0,15.0,522.0,6278
80.0,9252.0,289.0,9252.0,4578
219.0,1161.0,35.0,1161.0,7149
119.0,9092.0,286.0,9092.0,73
139.0,1239.0,38.0,1239.0,2317
179.0,4761.0,147.0,4761.0,6544
100.0,702.0,22.0,702.0,4720
99.0,6347.0,187.0,6347.0,4463
139.0,540.0,17.0,540.0,7588
179.0,8352.0,261.0,8352.0,4768
179.0,4201.0,134.0,4201.0,1336
179.0,2724.0,83.0,2724.0,4393
258.0,755.0,22.0,755.0,687
219.0,4555.0,142.0,4555.0,214
139.0,7425.0,226.0,7425.0,4659
139.0,1959.0,61.0,1959.0,1062
219.0,1220.0,38.0,1220.0,1806
358.0,1064.0,32.0,1064.0,5541
238.0,857.0,26.0,857.0,4567
357.0,1453.0,44.0,1453.0,6701
338.0,1730.0,54.0,1730.0,5919
379.0,2629.0,79.0,2629.0,344
99.0,6972.0,212.0,6972.0,4986
139.0,8254.0,257.0,8254.0,647
199.0,2372.0,75.0,2372.0,6084
119.0,7128.0,217.0,7128.0,5653
139.0,1140.0,34.0,1140.0,4345
20.0,2319.0,73.0,2319.0,1791
119.0,6292.0,185.0,6292.0,4876
259.0,3655.0,114.0,3655.0,3853
159.0,8689.0,276.0,8689.0,4259
159.0,7954.0,247.0,7954.0,2768
159.0,5015.0,153.0,5015.0,3905
179.0,5584.0,166.0,5584.0,7201
159.0,8600.0,273.0,8600.0,1843
199.0,5066.0,154.0,5066.0,6935
139.0,9842.0,303.0,9842.0,4294
159.0,4515.0,139.0,4515.0,7207
99.0,6667.0,198.0,6667.0,6086
199.0,1352.0,42.0,1352.0,7383
159.0,5072.0,154.0,5072.0,6691
318.0,3549.0,110.0,3549.0,2809
119.0,6589.0,195.0,6589.0,3517
199.0,8041.0,250.0,8041.0,2257
378.0,5506.0,165.0,5506.0,5602
258.0,1722.0,54.0,1722.0,223
278.0,4067.0,130.0,4067.0,6504
119.0,10301.0,314.0,10301.0,4591
497.0,6151.0,181.0,6151.0,6307
219.0,10326.0,315.0,10326.0,7221
99.0,1033.0,31.0,1033.0,6521
278.0,5846.0,174.0,5846.0,1315
219.0,5682.0,168.0,5682.0,7401
259.0,2793.0,85.0,2793.0,5761
219.0,4421.0,136.0,4421.0,4115
99.0,8228.0,256.0,8228.0,1749
219.0,3294.0,100.0,3294.0,4274
278.0,1431.0,44.0,1431.0,2756
99.0,6459.0,191.0,6459.0,950
219.0,3299.0,100.0,3299.0,2647
99.0,3658.0,114.0,3658.0,2365
99.0,8087.0,252.0,8087.0,1254
379.0,2728.0,83.0,2728.0,3209
139.0,3580.0,111.0,3580.0,4228
139.0,6217.0,183.0,6217.0,2428
139.0,9072.0,285.0,9072.0,4775
179.0,4203.0,134.0,4203.0,1987
99.0,8439.0,266.0,8439.0,1435
219.0,625.0,21.0,625.0,5506
338.0,5620.0,167.0,5620.0,3832
258.0,5225.0,158.0,5225.0,7199
379.0,2616.0,78.0,2616.0,616
99.0,10165.0,310.0,10165.0,6041
179.0,746.0,22.0,746.0,7093
239.0,4910.0,150.0,4910.0,7326
139.0,8274.0,258.0,8274.0,3604
139.0,6570.0,194.0,6570.0,2362
398.0,845.0,25.0,845.0,773
159.0,16.0,1.0,16.0,1880
199.0,6489.0,192.0,6489.0,3812
100.0,9426.0,292.0,9426.0,4725
279.0,3746.0,119.0,3746.0,1856
199.0,5136.0,155.0,5136.0,914
80.0,9368.0,290.0,9368.0,4818
159.0,6507.0,193.0,6507.0,3263
239.0,4618.0,143.0,4618.0,2459
219.0,1234.0,38.0,1234.0,6447
437.0,5251.0,159.0,5251.0,6110
119.0,9445.0,293.0,9445.0,3898
99.0,5287.0,159.0,5287.0,673
99.0,604.0,19.0,604.0,1690
379.0,2532.0,78.0,2532.0,7110
99.0,6765.0,203.0,6765.0,6822
339.0,2613.0,78.0,2613.0,4966
298.0,1130.0,34.0,1130.0,6708
298.0,7359.0,225.0,7359.0,1243
99.0,8455.0,266.0,8455.0,5631
179.0,9390.0,291.0,9390.0,2388
159.0,8814.0,279.0,8814.0,6661
99.0,6267.0,184.0,6267.0,5118
80.0,10388.0,317.0,10388.0,6416
159.0,8871.0,280.0,8871.0,1453
99.0,6746.0,202.0,6746.0,284
219.0,3397.0,103.0,3397.0,265
119.0,9691.0,298.0,9691.0,6985
99.0,7136.0,217.0,7136.0,2789
379.0,2334.0,74.0,2334.0,6624
397.0,165.0,5.0,165.0,4899
100.0,6965.0,211.0,6965.0,4435
219.0,4437.0,136.0,4437.0,1214
139.0,9084.0,285.0,9084.0,805
179.0,2642.0,79.0,2642.0,3711
179.0,8815.0,279.0,8815.0,6125
119.0,8675.0,275.0,8675.0,6080
198.0,7714.0,238.0,7714.0,1992
219.0,2216.0,70.0,2216.0,4426
159.0,5549.0,166.0,5549.0,7447
179.0,9743.0,300.0,9743.0,2757
139.0,5854.0,174.0,5854.0,907
298.0,8030.0,250.0,8030.0,7178
179.0,4609.0,143.0,4609.0,2737
99.0,8613.0,273.0,8613.0,3522
258.0,5899.0,175.0,5899.0,5707
139.0,7763.0,239.0,7763.0,1579
99.0,6626.0,197.0,6626.0,3273
99.0,9408.0,291.0,9408.0,6079
99.0,10817.0,333.0,10817.0,1084
80.0,3802.0,122.0,3802.0,6304
119.0,3806.0,122.0,3806.0,3142
119.0,3345.0,102.0,3345.0,7423
378.0,4746.0,146.0,4746.0,4736
140.0,2297.0,73.0,2297.0,5042
139.0,4126.0,132.0,4126.0,4252
159.0,7909.0,245.0,7909.0,2543
179.0,9600.0,296.0,9600.0,6368
179.0,915.0,28.0,915.0,2639
199.0,2193.0,70.0,2193.0,7098
80.0,1671.0,52.0,1671.0,5996
239.0,2832.0,86.0,2832.0,1342
99.0,9406.0,291.0,9406.0,6743
119.0,9942.0,305.0,9942.0,5033
139.0,6003.0,178.0,6003.0,4799
179.0,521.0,15.0,521.0,7150
119.0,5730.0,169.0,5730.0,3077
99.0,1817.0,57.0,1817.0,1543
179.0,10116.0,309.0,10116.0,1901
239.0,2534.0,78.0,2534.0,4892
219.0,4540.0,140.0,4540.0,1903
99.0,4553.0,142.0,4553.0,5716
99.0,3865.0,124.0,3865.0,3636
238.0,1836.0,57.0,1836.0,3894
99.0,9317.0,289.0,9317.0,3421
258.0,970.0,30.0,970.0,5518
179.0,7106.0,216.0,7106.0,3294
139.0,1120.0,34.0,1120.0,4362
338.0,7730.0,239.0,7730.0,4471
99.0,3963.0,127.0,3963.0,1421
239.0,2849.0,86.0,2849.0,5149
80.0,9771.0,301.0,9771.0,2196
179.0,4179.0,133.0,4179.0,6383
378.0,8531.0,270.0,8531.0,5305
139.0,6886.0,207.0,6886.0,1208
139.0,6061.0,179.0,6061.0,7023
159.0,9594.0,296.0,9594.0,6703
219.0,4012.0,129.0,4012.0,1082
119.0,4480.0,138.0,4480.0,1839
179.0,8054.0,250.0,8054.0,6337
119.0,813.0,24.0,813.0,2025
159.0,5339.0,161.0,5339.0,5399
99.0,9230.0,289.0,9230.0,427
99.0,7380.0,225.0,7380.0,4370
198.0,5010.0,153.0,5010.0,7242
239.0,277.0,8.0,277.0,3797
80.0,9457.0,293.0,9457.0,115
219.0,2468.0,77.0,2468.0,5578
159.0,5147.0,155.0,5147.0,4075
80.0,8335.0,261.0,8335.0,208
338.0,9607.0,296.0,9607.0,1164
139.0,994.0,30.0,994.0,3569
199.0,7658.0,236.0,7658.0,1420
180.0,8663.0,275.0,8663.0,3642
258.0,1095.0,33.0,1095.0,876
99.0,6542.0,194.0,6542.0,4184
139.0,7985.0,248.0,7985.0,209
219.0,2510.0,78.0,2510.0,3078
179.0,4423.0,136.0,4423.0,4958
139.0,7856.0,242.0,7856.0,3507
179.0,1764.0,55.0,1764.0,619
179.0,10841.0,334.0,10841.0,7071
199.0,1879.0,58.0,1879.0,3127
298.0,9454.0,293.0,9454.0,6138
318.0,6329.0,187.0,6329.0,7301
358.0,10264.0,312.0,10264.0,814
159.0,6500.0,192.0,6500.0,1078
99.0,8212.0,256.0,8212.0,3182
80.0,6815.0,204.0,6815.0,753
119.0,7012.0,212.0,7012.0,3111
279.0,2932.0,89.0,2932.0,225
139.0,711.0,22.0,711.0,1167
199.0,38.0,2.0,38.0,636
497.0,961.0,30.0,961.0,6290
199.0,33.0,2.0,33.0,5037
99.0,7075.0,215.0,7075.0,3869
159.0,1378.0,43.0,1378.0,7047
159.0,5097.0,155.0,5097.0,4260
80.0,6849.0,206.0,6849.0,1022
298.0,9506.0,293.0,9506.0,1532
675.0,1018.0,31.0,1018.0,3009
179.0,6793.0,203.0,6793.0,6312
119.0,6156.0,181.0,6156.0,2303
99.0,8952.0,282.0,8952.0,3226
100.0,9222.0,289.0,9222.0,3114
139.0,4791.0,148.0,4791.0,7574
99.0,6265.0,184.0,6265.0,2293
99.0,7263.0,222.0,7263.0,4035
219.0,766.0,23.0,766.0,4974
558.0,3115.0,95.0,3115.0,5998
179.0,1970.0,61.0,1970.0,4960
278.0,10273.0,312.0,10273.0,2294
159.0,9547.0,294.0,9547.0,7158
179.0,2977.0,91.0,2977.0,2080
558.0,2351.0,74.0,2351.0,3315
119.0,3789.0,121.0,3789.0,1361
179.0,8130.0,254.0,8130.0,5960
199.0,1306.0,41.0,1306.0,5660
139.0,1481.0,44.0,1481.0,6775
198.0,1731.0,54.0,1731.0,1763
179.0,4354.0,136.0,4354.0,2213
160.0,2124.0,67.0,2124.0,6741
199.0,7947.0,246.0,7947.0,1496
279.0,3016.0,92.0,3016.0,5419
457.0,6983.0,212.0,6983.0,3696
279.0,7821.0,240.0,7821.0,4022
179.0,10578.0,324.0,10578.0,2516
99.0,7080.0,215.0,7080.0,1853
119.0,2096.0,66.0,2096.0,3044
318.0,7246.0,222.0,7246.0,2053
179.0,2413.0,76.0,2413.0,2900
239.0,496.0,15.0,496.0,5217
339.0,2626.0,79.0,2626.0,543
219.0,8123.0,254.0,8123.0,3124
80.0,2081.0,66.0,2081.0,1668
159.0,5297.0,159.0,5297.0,4856
299.0,2533.0,78.0,2533.0,4534
159.0,7845.0,241.0,7845.0,141
238.0,5720.0,169.0,5720.0,1310
239.0,2996.0,91.0,2996.0,3748
258.0,1193.0,37.0,1193.0,424
99.0,10536.0,321.0,10536.0,266
199.0,7693.0,237.0,7693.0,144
99.0,6402.0,189.0,6402.0,347
159.0,718.0,22.0,718.0,2162
139.0,1543.0,46.0,1543.0,1575
219.0,434.0,13.0,434.0,1235
139.0,607.0,19.0,607.0,603
358.0,6002.0,178.0,6002.0,1865
99.0,2104.0,66.0,2104.0,1766
338.0,5930.0,176.0,5930.0,2599
80.0,7087.0,215.0,7087.0,5442
199.0,7159.0,219.0,7159.0,3431
278.0,4479.0,138.0,4479.0,4485
159.0,6980.0,212.0,6980.0,6789
238.0,8339.0,261.0,8339.0,2276
179.0,10130.0,309.0,10130.0,3144
80.0,10523.0,321.0,10523.0,136
80.0,9309.0,289.0,9309.0,3290
179.0,10016.0,306.0,10016.0,5120
199.0,2128.0,67.0,2128.0,4251
179.0,5080.0,154.0,5080.0,5347
99.0,8076.0,251.0,8076.0,4385
477.0,8601.0,273.0,8601.0,6202
139.0,10710.0,329.0,10710.0,6685
616.0,50.0,2.0,50.0,6774
159.0,6226.0,183.0,6226.0,87
179.0,8016.0,249.0,8016.0,429
139.0,4237.0,134.0,4237.0,4708
218.0,1046.0,31.0,1046.0,6665
279.0,2788.0,85.0,2788.0,6800
258.0,10634.0,327.0,10634.0,2040
119.0,8819.0,279.0,8819.0,6380
139.0,3108.0,94.0,3108.0,6829
179.0,6211.0,183.0,6211.0,4263
140.0,3231.0,98.0,3231.0,2102
119.0,3892.0,125.0,3892.0,4432
318.0,1954.0,61.0,1954.0,2207
179.0,2195.0,70.0,2195.0,1677
239.0,2288.0,73.0,2288.0,5794
99.0,6751.0,202.0,6751.0,4710
99.0,3646.0,113.0,3646.0,1034
139.0,8702.0,276.0,8702.0,3168
80.0,4281.0,135.0,4281.0,7338
80.0,6848.0,206.0,6848.0,289
179.0,9109.0,286.0,9109.0,3985
159.0,5140.0,155.0,5140.0,5648
20.0,2723.0,83.0,2723.0,4819
278.0,336.0,10.0,336.0,1029
179.0,4402.0,136.0,4402.0,4638
99.0,1003.0,31.0,1003.0,6669
238.0,3282.0,99.0,3282.0,106
398.0,5972.0,178.0,5972.0,3438
159.0,10111.0,308.0,10111.0,1479
139.0,4474.0,138.0,4474.0,1198
259.0,3233.0,98.0,3233.0,2047
259.0,2759.0,84.0,2759.0,2416
179.0,4408.0,136.0,4408.0,5603
179.0,1929.0,61.0,1929.0,3065
159.0,2238.0,72.0,2238.0,826
139.0,9198.0,288.0,9198.0,4290
139.0,3804.0,122.0,3804.0,7135
139.0,3336.0,101.0,3336.0,2251
219.0,4198.0,134.0,4198.0,3955
239.0,4066.0,130.0,4066.0,5785
99.0,8235.0,256.0,8235.0,2980
99.0,8004.0,249.0,8004.0,3459
219.0,3779.0,120.0,3779.0,4594
199.0,10280.0,313.0,10280.0,6903
199.0,2783.0,85.0,2783.0,156
198.0,10061.0,307.0,10061.0,118
179.0,5468.0,164.0,5468.0,5036
179.0,1956.0,61.0,1956.0,3256
179.0,8771.0,278.0,8771.0,4279
99.0,10439.0,319.0,10439.0,2656
139.0,4878.0,149.0,4878.0,3534
119.0,9175.0,287.0,9175.0,6464
179.0,8464.0,267.0,8464.0,6310
239.0,3998.0,129.0,3998.0,41
99.0,6646.0,197.0,6646.0,5470
119.0,3487.0,107.0,3487.0,2886
418.0,4386.0,136.0,4386.0,1610
259.0,8156.0,255.0,8156.0,2938
99.0,6358.0,187.0,6358.0,2292
359.0,2831.0,86.0,2831.0,7522
199.0,2882.0,87.0,2882.0,2235
80.0,948.0,29.0,948.0,4722
99.0,3324.0,101.0,3324.0,109
339.0,2842.0,86.0,2842.0,2832
358.0,3512.0,108.0,3512.0,679
299.0,2235.0,71.0,2235.0,1452
517.0,8730.0,277.0,8730.0,1732
139.0,9048.0,284.0,9048.0,3328
437.0,4824.0,148.0,4824.0,865
119.0,9145.0,287.0,9145.0,6155
80.0,3808.0,122.0,3808.0,4788
198.0,1915.0,60.0,1915.0,4555
199.0,3596.0,111.0,3596.0,3456
99.0,7033.0,213.0,7033.0,872
119.0,6541.0,194.0,6541.0,4151
239.0,3608.0,111.0,3608.0,1251
318.0,965.0,30.0,965.0,7157
278.0,177.0,5.0,177.0,2679
20.0,2913.0,89.0,2913.0,5526
119.0,3828.0,122.0,3828.0,945
179.0,10803.0,333.0,10803.0,6762
139.0,217.0,6.0,217.0,3348
159.0,1962.0,61.0,1962.0,7282
139.0,9402.0,291.0,9402.0,4028
319.0,10719.0,329.0,10719.0,5901
139.0,1680.0,52.0,1680.0,3626
100.0,8690.0,276.0,8690.0,7452
278.0,4229.0,134.0,4229.0,2521
258.0,5303.0,159.0,5303.0,6280
119.0,9042.0,284.0,9042.0,6012
80.0,10023.0,306.0,10023.0,6237
198.0,6824.0,204.0,6824.0,911
259.0,3431.0,105.0,3431.0,342
139.0,5337.0,161.0,5337.0,6358
238.0,5638.0,167.0,5638.0,5438
99.0,10225.0,311.0,10225.0,4288
199.0,5690.0,168.0,5690.0,1679
179.0,4435.0,136.0,4435.0,5222
80.0,10101.0,308.0,10101.0,5351
159.0,1376.0,43.0,1376.0,4000
219.0,10253.0,312.0,10253.0,3880
20.0,2641.0,79.0,2641.0,3227
258.0,1043.0,31.0,1043.0,1780
179.0,4241.0,134.0,4241.0,4133
199.0,3175.0,97.0,3175.0,6910
139.0,1196.0,37.0,1196.0,5012
139.0,7232.0,221.0,7232.0,3940
139.0,9534.0,294.0,9534.0,3925
